Time		ROI1	ROI2	ROI3	ROI4	ROI5	ROI6	ROI7	ROI8	ROI9	ROI10	ROI11	ROI12	ROI13	ROI14	ROI15	ROI16	ROI17	ROI18	ROI19	ROI20	ROI21	ROI22	ROI23	ROI24	ROI25	ROI26	ROI27	ROI28	ROI29
7.29		1.039012	1.038346	1.022284	1.039352	1.035612	0.9906995	1.081189	1.021158	1.014725	1.01882	1.059428	1.020568	1.081383	1.053071	1.070831	1.050794	0.9989968	1.034361	1.058061	1.045407	1.026079	1.048911	1.072446	1.033796	1.080124	1.013793	1.048474	0.96753	1.038132
7.3		1.031268	1.0070935	1.034979	1.046169	1.021743	1.10143	0.99979956	1.0019217	1.054416	1.028698	1.065811	1.0051965	0.992824	1.042214	1.039455	1.02118	1.063151	1.0081042	1.040535	1.019839	1.003781	1.052521	1.021883	1.060814	1.055442	1.038706	1.051554	1.011553	1.052411
7.31		1.064354	1.069311	1.03632	1.013467	1.059818	1.049753	1.046901	1.060002	1.047562	1.092462	1.031759	1.028115	1.027152	1.053967	1.058193	1.061907	1.0039118	1.026402	1.092941	1.058767	1.032829	1.015748	1.087677	1.088251	1.03266	1.047969	1.034527	1.054702	1.024977
7.32		1.039709	1.045024	1.026271	1.017447	1.032517	1.023005	1.0042555	1.035145	0.99947456	1.058021	1.031289	1.073267	1.058009	1.016197	0.9923627	1.057603	1.015158	0.9955962	1.0094406	0.983645	0.98884	1.052098	1.063669	1.04559	1.034917	1.024933	1.024151	1.020846	1.027029
7.33		1.026498	1.068828	1.020462	1.059456	1.068196	1.015709	1.074095	1.053868	1.087711	1.06098	1.10169	1.019749	1.046422	1.048977	1.06615	0.989381	1.028198	1.043898	1.048238	1.037168	1.042508	1.054107	1.060899	1.062536	0.9900008	1.027175	1.050343	1.0014123	1.0058645
7.34		1.054765	1.039514	1.035613	1.047301	1.016956	1.064119	1.04706	1.064854	1.021535	1.049008	1.084274	1.025172	1.060712	1.063523	0.9960087	1.049061	1.022328	1.043566	1.011623	1.043231	1.048602	1.012991	1.045122	1.047704	1.024814	1.047079	1.089234	1.0091854	1.022004
7.35		1.082136	1.046548	1.075442	1.046772	1.038046	1.038242	1.024679	1.024793	1.038215	1.061563	1.014013	1.060079	1.086883	1.069859	1.028291	1.0094974	1.0063146	1.015563	1.0064019	1.040688	1.0094817	1.037625	1.028412	1.023229	1.058434	1.056486	1.068896	1.056807	1.13271
7.36		0.9934543	1.043004	1.06814	1.044543	1.027268	1.076997	1.094286	1.037939	1.061371	1.035369	1.023833	1.05992	1.092754	1.027443	1.029537	1.033054	1.012879	1.013073	1.082829	1.049313	1.047788	1.096118	1.10252	1.044755	1.070488	1.037465	1.064845	1.047033	1.071965
7.37		1.022181	1.010497	1.014913	1.058164	1.068909	1.017526	1.022176	0.9921627	1.076883	1.019019	1.040424	1.02293	1.034105	1.064542	1.022505	1.036847	1.026808	1.028304	1.037888	1.068727	1.051261	0.96802	1.035842	1.038473	1.035018	0.977402	1.017676	1.023827	0.975951
7.38		1.0028025	1.0078736	1.036621	1.02119	1.049246	1.072846	1.026707	1.064525	1.040143	1.014332	1.082228	1.028987	1.015958	1.026344	1.024833	1.064532	0.9948676	0.985646	1.052516	1.029427	1.075437	1.024133	1.022149	1.09086	1.045417	1.0092416	0.9976277	1.037926	0.984868
7.39		1.082704	1.054746	1.012817	1.024513	1.013724	1.077016	1.057691	1.018726	1.078989	1.045615	1.028644	1.027327	1.040054	1.024773	1.031409	1.043056	1.027804	1.039265	1.028416	1.097854	1.05384	1.018245	1.017142	0.982196	0.9937883	0.9982654	1.080985	1.025715	1.0075559
7.4		1.014607	1.0095086	1.029405	1.025026	1.036864	1.0059626	1.039856	1.019983	0.973047	1.038883	1.024539	1.042876	1.053225	1.033387	1.023279	1.050691	0.965748	1.040522	1.0035206	1.023264	1.026317	1.030542	0.955733	0.9992195	1.061038	1.042302	1.01339	1.083164	1.080674
7.41		1.069382	1.021738	1.023598	1.063068	1.02386	1.027252	1.040809	1.03898	1.0091547	1.018482	1.077446	1.013068	1.053754	1.07586	1.035001	1.015695	1.010265	0.9979628	1.056584	1.04442	1.031669	1.0067704	1.039408	0.970662	1.045625	1.0044826	1.048839	1.049881	1.074093
7.42		1.018503	1.069872	1.01765	1.061071	1.03565	1.037836	1.099034	1.023316	1.031212	1.10047	1.047612	1.036352	1.086613	0.9936909	1.088986	1.050752	1.035719	1.041996	1.095545	1.096671	1.012103	1.055189	1.010094	1.032372	1.062917	1.035025	1.04258	1.079306	1.073198
7.43		1.063822	1.041863	1.048173	1.022903	0.9982459	1.012058	1.028457	1.059191	1.012003	1.08238	1.083745	1.057519	1.03316	1.046117	1.073545	1.033145	1.022149	1.047946	1.039038	1.086089	1.093455	1.0022953	1.0040627	0.987117	1.11994	0.971511	1.070375	1.06163	1.037334
7.44		1.031661	1.04277	1.01875	1.085949	1.043096	1.069638	1.052641	1.059571	1.035313	1.059586	1.065326	1.0071929	0.9914019	1.021612	1.01177	1.066422	1.021659	1.044246	1.025344	1.00098216	1.045388	1.055114	1.039892	1.0029243	1.044459	1.015472	1.034103	1.0287	1.019603
7.45		1.046324	1.06847	1.01921	1.049465	1.078486	1.059573	1.040858	0.969166	1.061082	1.10151	1.020532	1.022583	1.020227	1.086122	1.0087128	1.036065	1.051369	1.048716	1.044285	1.13416	1.014243	1.04271	1.046141	1.064121	1.023314	1.066579	1.022715	1.016802	1.066368
7.46		1.01659	1.0087539	0.984052	1.082754	1.083002	1.044204	1.041858	1.055306	1.017223	1.064924	1.022136	1.0064192	1.047248	1.0059241	1.066695	1.032663	1.075547	1.045136	1.037416	1.055865	1.04237	0.9948589	1.069837	0.980202	1.020967	1.062707	1.035651	1.022177	1.035113
7.47		1.061618	1.053541	1.04018	1.070004	1.070892	0.9968561	1.09358	1.028387	1.065653	1.054962	1.015714	1.046852	1.0021522	1.035261	1.071877	1.038532	1.07003	1.025212	1.059699	1.0032658	1.040771	1.0056426	1.066845	1.043486	1.093584	1.06237	1.04462	1.065237	1.058077
7.48		1.018147	1.028232	1.044529	1.012874	1.05204	1.049645	1.036289	0.99941622	1.071814	1.054967	1.037275	1.037659	1.015708	1.031314	1.0013746	1.019439	1.051822	1.0027545	1.044671	1.031453	0.9953684	0.957489	1.057973	0.975136	1.069398	0.989023	1.0027275	1.018208	0.9985331
7.49		1.04021	1.052856	1.014435	1.041639	1.053086	0.99969817	1.025426	1.072383	1.045791	1.065892	1.066996	1.059696	1.05459	0.969942	1.075831	1.077409	1.052403	1.018615	1.058261	1.064392	1.055609	1.053936	1.039759	1.052593	1.041191	1.051639	1.034289	0.9918212	1.058062
7.5		1.086358	1.045587	1.040887	1.02667	1.069793	1.060695	1.027254	1.06047	1.071208	1.085341	1.081935	1.038419	1.013286	1.039905	1.10812	1.099456	1.041392	1.067026	1.032991	1.066026	1.020504	1.071206	1.091849	1.034732	1.051072	1.048324	1.052165	1.024238	0.970305
7.51		1.0528	1.050948	1.048152	1.01934	1.095527	1.074241	1.034899	1.040419	1.039436	1.09772	1.092291	1.047712	1.072589	1.084081	1.047829	1.023331	1.025333	1.042652	1.044478	1.038199	1.065255	1.012043	1.085139	1.053808	1.037456	1.0033282	1.035268	1.064349	1.04751
7.52		1.040934	1.027326	1.025904	1.066802	1.070058	1.055883	1.029151	1.043397	1.075064	1.085978	1.02986	1.024414	1.040123	1.02833	0.971036	1.030917	1.071057	1.064863	1.02705	1.067585	1.010701	0.977058	1.10632	1.017896	1.018208	1.045834	0.984375	1.061792	1.013994
7.53		1.047153	1.038054	1.051698	1.036349	1.047333	0.980804	1.027475	1.0074238	1.022772	1.095461	1.051501	1.045292	1.061783	1.040052	1.089429	1.033525	1.024631	1.058717	1.028377	1.053871	1.012695	1.01368	1.016874	1.043152	1.013132	1.045934	1.020299	1.067711	1.025405
7.54		1.031184	1.04397	1.063915	1.062749	1.0050053	1.045349	1.048532	1.08357	1.047125	1.093743	0.989236	1.047518	1.0462	1.047584	1.095509	1.048134	1.034763	1.059507	1.031129	1.073114	1.037256	1.0072693	1.053692	1.023139	1.06072	1.056364	1.013296	1.023133	1.017405
7.55		1.038412	1.0046478	1.060845	1.099598	1.09552	1.04627	1.031011	0.996174	1.090507	1.023338	1.054572	1.052385	1.045222	1.024351	1.11219	1.065795	1.01011	1.059325	1.065106	1.055997	1.035262	0.974945	1.019159	1.055271	1.026251	1.0099744	1.060265	1.055272	1.011844
7.56		1.079951	1.031231	1.062931	1.050803	1.028181	1.045896	1.042119	1.082601	1.023236	1.035582	1.0056633	1.040887	0.984871	1.014382	1.0087811	1.079435	0.979144	1.077593	1.053087	1.015651	1.037579	1.058169	1.06674	1.04651	0.968864	1.029547	1.05233	1.037513	1.040647
7.57		0.989789	1.046761	1.056257	1.029206	1.012731	1.058617	1.021893	1.010836	1.06437	1.044725	1.046794	1.0098844	1.013373	1.030219	1.023121	1.038715	0.9995037	1.080239	1.066288	1.029061	1.026604	1.058708	0.978484	1.071314	1.030487	1.044639	1.049292	1.025624	1.043
7.58		1.028426	1.047686	1.04443	1.059146	1.023162	1.080389	1.041171	1.017512	1.070507	1.054588	1.072657	0.9989005	1.020051	1.040163	1.030993	1.032441	1.0043502	1.044906	1.040141	1.020168	1.021931	1.056126	1.088241	1.0086886	1.017412	1.0042675	1.027407	0.977931	1.03581
7.59		0.985794	1.05116	1.037141	1.079899	1.0042185	1.058396	1.046348	1.061919	1.049227	1.06426	1.071649	1.055988	1.043735	1.05697	1.062096	1.075654	1.044759	1.079713	0.949353	1.062382	1.022325	1.028186	1.08929	1.059957	1.090181	1.024449	1.046387	1.012866	1.029359
7.6		0.9978751	0.99968849	1.054927	1.02234	1.017107	1.029472	1.057791	1.017376	0.987585	1.06329	1.052027	0.9948316	1.053871	1.0079879	1.03561	1.034001	1.059661	1.036519	1.01455	1.054688	1.047925	1.038331	1.058529	1.056975	1.08119	1.043749	0.959963	0.978333	1.040899
7.61		1.012278	0.9940266	1.048152	0.998077	1.057413	1.047723	1.04482	1.025948	1.075646	1.02588	1.052536	1.085842	1.025919	1.073619	1.10058	0.98934	1.043138	1.021946	1.0031713	1.06194	0.980835	1.065948	0.9952598	1.024062	1.036537	0.978285	1.048346	1.047423	1.044436
7.62		1.060876	1.056334	1.033496	1.028995	1.095834	1.068767	1.044669	1.04054	1.059298	1.034635	1.049782	1.075535	1.041947	1.019738	1.090571	1.034706	1.036048	1.11464	1.058286	1.093242	0.9984452	1.043205	1.045249	1.048385	1.00067055	1.030803	1.021012	1.083929	1.059216
7.63		1.010848	1.012988	1.02464	1.031363	1.019665	1.064533	1.061387	1.021726	1.064228	1.073365	1.033178	1.049219	1.057817	1.030003	1.08009	1.034963	1.022236	1.042597	1.012021	1.035346	1.041055	1.024192	1.067692	1.005775	1.034869	1.077396	0.979811	1.038742	1.032668
7.64		1.055214	1.094259	1.037806	1.051529	1.073119	1.085366	1.067424	1.020254	1.063727	1.027532	1.047486	1.03644	1.049803	1.091981	1.071499	1.045034	1.037724	1.073395	1.011642	1.077892	1.029421	1.048459	1.044815	1.033434	1.04715	1.044902	1.087159	1.040976	1.022824
7.65		1.046106	1.044056	1.0050051	1.038019	1.036291	1.0042483	1.054793	0.9959632	1.054002	1.053951	1.03905	1.036749	1.012877	1.10893	1.0056113	1.030064	1.0099013	1.0049908	1.020508	1.029192	1.056054	0.981313	1.07311	1.051404	1.031855	1.0071116	1.048527	1.025738	1.012537
7.66		1.044779	1.01222	1.017782	1.036691	1.016929	0.9985753	1.0033065	1.075384	0.974466	1.052097	1.044802	1.056862	1.05161	1.046554	1.08687	1.071071	1.039097	1.027828	1.024897	1.029788	1.011373	0.971919	1.046826	1.058796	1.055657	1.02091	1.04519	1.061847	1.035723
7.67		1.027737	1.086664	1.014548	1.064751	1.060007	1.043548	1.038652	1.032255	1.039844	1.05803	1.085723	1.066109	1.062192	1.061056	1.027654	0.989658	1.012958	1.066474	1.035329	1.034219	1.040848	1.089628	0.982078	1.096896	1.092993	1.057789	1.033238	1.041175	0.933668
7.68		1.07825	1.044312	0.9985135	1.056618	1.040624	1.053032	1.04477	1.066915	0.9946624	1.083242	1.069475	1.055463	1.0071776	1.06741	1.06151	1.025707	1.08084	1.049418	1.073508	1.068421	1.04433	1.031805	1.022679	1.053017	1.027129	1.059998	1.0083307	1.014229	1.043867
7.69		1.049741	1.083436	1.016536	1.078552	1.063206	1.047542	1.020854	1.022071	1.06823	1.063523	1.029441	1.024066	1.053796	1.027278	1.052009	1.046079	1.055754	1.048632	1.062074	1.046093	1.025119	0.980559	1.015399	1.059444	1.041944	1.007064	1.075072	1.042025	1.068644
7.7		1.060164	1.045905	1.071837	1.014786	1.077357	1.017907	1.048692	1.049108	1.017053	1.10834	1.019283	1.034608	0.9954182	1.023966	1.02788	1.035295	1.053823	1.050815	1.044023	1.077589	1.020133	1.040478	0.97659	1.00031147	1.0043332	1.026169	1.064915	1.057375	1.052712
7.71		1.069439	1.042568	1.077952	1.081462	1.020822	1.037217	1.038181	1.020383	1.083383	1.050453	1.0049087	1.033081	1.051464	1.030144	1.031171	1.047426	1.05159	1.037045	1.060907	1.051826	1.059481	1.034746	1.058041	0.987438	1.021363	1.011359	1.046372	1.10371	1.0032205
7.72		1.023412	1.10437	0.9931279	1.092867	1.057841	0.972358	1.025202	1.017489	1.027997	1.084282	1.077954	1.03845	1.014286	1.029461	1.068499	1.043255	1.068939	0.99974266	1.058767	1.082621	1.013171	1.061267	1.017227	1.041365	0.9958234	1.077265	0.978001	1.042022	1.066211
7.73		1.052375	1.041202	1.013281	1.052375	1.020024	1.052592	1.044741	1.013154	1.047331	1.086789	1.038641	1.035061	1.064979	1.024212	0.9985333	1.039999	1.062822	1.07047	1.061812	1.025366	1.031458	1.068611	1.052009	1.014351	1.037621	0.987178	1.045084	1.06492	1.076109
7.74		1.052227	1.069652	1.063684	1.079214	1.089699	1.050592	1.066296	1.080276	1.0068401	0.989027	1.041008	1.024192	1.0075106	1.031412	1.049218	1.032502	1.050166	0.985674	1.026456	1.038471	1.025753	1.070744	1.036383	1.10718	1.023202	1.032352	1.057763	1.025835	0.976236
7.75		1.077464	1.049707	1.032346	1.071241	1.041992	1.022012	1.00030242	1.055267	1.015162	1.088556	1.06265	1.012586	1.017472	1.064704	1.050123	1.083879	1.055226	1.014023	1.0044853	1.079163	1.027863	1.0064262	1.038393	0.9941537	1.10171	1.043176	1.017001	1.022113	1.021233
7.76		1.042743	1.02776	1.046255	1.010129	1.040386	1.044803	1.06707	1.11737	1.099792	1.074956	1.056243	1.028133	1.047555	1.11052	1.036518	1.03126	1.054906	1.00038751	1.037794	1.05063	1.031272	1.039503	1.11327	1.030463	1.027676	1.025852	1.043241	1.068	0.9969528
7.77		1.064786	1.044655	1.05964	0.983938	1.033495	1.06965	1.027519	1.0096563	0.9946567	1.0078736	1.026042	1.046447	1.031781	1.0090796	1.088054	1.033583	1.075451	1.075175	1.060454	1.0064127	1.032629	0.970504	1.034317	1.044735	1.027498	1.012985	0.9944133	1.098261	1.036315
7.78		1.044078	1.043194	1.019561	1.051986	1.032489	1.076172	1.02168	1.068393	1.046922	1.032859	1.062972	1.097323	1.096917	1.042797	1.080078	1.021563	1.0027074	1.070173	0.9910615	1.042823	0.979012	1.029952	1.071012	1.056389	1.032139	1.047526	1.015774	1.027088	1.054828
7.79		1.046542	1.064672	1.063905	1.024389	1.0348	1.07942	1.065392	1.028672	1.020247	1.04235	1.026435	1.052402	1.010949	1.004237	1.042908	1.056892	1.015421	1.068834	1.017211	1.06899	1.058331	1.024172	1.049575	1.041996	1.071159	1.059875	1.11056	1.044	1.031858
7.8		1.08048	1.019096	1.020613	1.067034	1.066154	1.04127	1.062943	1.082018	1.035433	1.070642	1.10039	1.067074	1.078886	1.046368	1.074315	1.081505	1.066389	1.063687	1.037917	1.037568	1.032767	1.011566	1.0059656	1.052299	1.029128	1.03977	0.987494	1.12617	1.055966
7.81		1.075428	1.031957	1.010158	1.052731	1.013976	1.056656	1.096846	1.027429	1.090749	1.095937	1.071726	1.044771	1.066289	1.071626	1.052026	1.051108	1.037285	1.063436	1.05051	1.066854	1.039913	1.060195	1.057649	1.023619	1.044373	1.008365	1.069849	1.034639	1.0031071
7.82		0.9901755	1.071495	1.068687	1.051247	1.0526	1.044916	1.056023	1.0085829	1.053325	1.04058	1.04045	1.045885	1.0071839	1.031974	0.9918956	0.998856	1.015884	1.026439	1.017846	1.067737	1.016842	1.032169	1.020981	1.030767	0.971207	1.0053926	1.095588	0.970501	1.078887
7.83		1.083323	1.064147	1.0019849	1.035966	1.018568	1.06157	1.030797	1.042704	1.0049156	1.047323	1.080643	1.041756	0.979646	1.040476	1.074074	1.037937	1.015751	1.036252	1.057864	0.985399	1.034728	1.072706	1.079751	1.044253	0.99925232	1.039547	1.042264	1.013164	1.036208
7.84		1.057386	1.01851	1.04971	1.01226	1.030785	1.02438	1.027881	1.019793	1.021793	1.045692	1.030965	0.986258	1.050377	1.066146	1.064619	1.044804	1.039265	0.977069	1.046766	1.00088413	1.014428	1.036988	0.970732	1.040854	1.036502	1.064562	1.027057	1.0099789	1.028696
7.85		1.066538	1.05046	1.034021	0.988488	1.063264	1.0087255	1.048652	1.047332	1.024057	1.037101	1.014865	1.021251	1.013354	1.057216	1.03458	1.095941	1.030533	1.0080931	1.030636	1.056809	0.9953377	1.022196	1.018037	1.046766	1.052238	1.0048419	0.975699	1.025238	1.045202
7.86		1.047808	1.079651	1.039538	1.036831	1.045045	1.065761	1.025973	1.066708	1.066046	1.023797	1.056349	1.039355	0.9972198	1.07437	1.081244	1.0852	1.029097	0.99987857	1.053961	1.057442	1.035115	1.022525	1.097827	0.9914762	1.0063238	1.067688	1.043048	0.975819	0.9925069
7.87		1.018646	1.034089	1.020107	1.028145	1.021133	1.026588	1.041789	1.010454	1.069338	1.036198	1.015561	1.025199	1.02402	1.0090559	1.02937	1.039873	1.035854	1.022515	1.038586	1.055031	1.040689	1.035636	1.060349	1.0070479	1.044723	1.006087	1.056608	1.014757	1.018915
7.88		1.049662	1.055936	1.014745	1.0432	1.034732	1.026921	1.023515	1.016743	1.063108	1.079897	1.087832	1.039461	1.013492	1.08121	1.042212	1.068213	1.033522	1.050492	1.027637	1.072026	1.028279	1.051784	1.081911	1.076838	1.046356	1.038865	1.031055	1.0096645	1.018451
7.89		0.9919508	0.986456	1.012244	1.024427	1.048081	1.043221	1.072449	1.047239	1.022349	1.027357	1.046479	1.03139	0.977954	1.03323	1.075242	1.048861	1.020314	1.00054687	1.040653	1.027275	1.060069	1.0020593	1.0095919	1.063532	1.0048769	0.99069	0.9924017	1.0061661	1.058049
7.9		1.0205	1.10056	1.038886	1.023465	0.9934936	1.04457	1.038357	0.993774	1.0125	1.045335	1.028426	1.0028873	1.022915	1.058677	1.03141	1.022758	1.010447	1.060829	1.034551	1.022704	1.057159	0.98342	1.068986	1.0057594	0.9968781	1.020201	1.0036957	1.065935	1.063384
7.91		1.083884	1.041529	1.056452	1.055944	1.013202	1.042406	1.044962	1.02773	1.071334	1.054878	1.013385	1.083979	1.017912	1.1147	1.096818	1.043768	1.031511	1.046578	1.033406	1.10117	1.020067	1.06178	1.12039	1.02043	1.058059	1.077029	1.099853	1.086689	1.040062
7.92		1.072745	1.025736	1.029823	1.045145	1.042949	1.06274	1.051994	1.037949	1.040117	1.10497	1.089797	1.062991	1.097888	1.10902	1.055759	1.014157	1.11145	1.056197	1.02087	1.10158	1.043432	1.025513	1.094596	1.040941	0.99962094	1.064794	1.033814	1.015119	1.033576
7.93		1.037782	1.042684	1.0075799	1.067122	1.030939	1.016447	1.022679	1.03753	1.035752	1.066054	1.058597	1.0092841	1.039745	1.031277	1.065714	1.036523	0.9942787	1.045354	0.9977086	1.0484	1.0032841	1.015808	1.091914	1.042708	1.049952	1.010892	1.05021	1.040526	0.966813
7.94		1.042312	1.11974	1.018984	1.049542	1.039964	1.015153	1.069763	1.066797	1.0078253	1.039133	1.040552	1.0093218	1.092583	1.023607	1.014338	1.037847	1.018188	1.052184	1.03358	1.013393	1.063174	1.067926	1.046058	1.076587	1.056294	1.032257	1.015924	1.033139	1.019131
7.95		1.010691	1.057133	1.040102	1.072718	1.010744	1.03528	1.0018441	1.0054734	1.096269	1.092867	1.0072429	0.99900841	1.098294	1.029838	1.10527	1.068308	1.064127	1.045876	1.02206	1.049726	1.020227	1.061923	1.029891	1.032411	1.052975	1.033775	0.952166	1.069346	1.02854
7.96		1.019479	1.017292	1.037801	1.04777	1.041994	1.046233	1.014582	1.071791	1.070912	1.03322	1.070551	1.035404	1.10596	1.004312	1.0012946	1.042586	1.028397	1.065884	1.010655	1.057774	1.071105	1.048733	1.069588	1.048426	1.032829	1.037904	1.040248	1.015434	1.024996
7.97		1.010954	1.020773	1.040981	1.018697	1.025564	1.01953	1.054425	1.022989	1.057952	1.075095	1.042753	1.07118	1.079923	1.075692	1.0040695	1.038809	1.057368	1.045914	1.056279	1.15708	1.037684	1.035001	1.056566	1.035184	1.014448	1.075072	1.021994	1.077962	1.052676
7.98		1.025282	1.053203	1.022658	1.060036	1.035615	1.037408	1.08387	1.0078132	1.06359	1.035786	1.066289	1.055286	1.087812	1.023978	1.026552	1.025476	1.059922	0.9906675	1.025027	1.093357	0.981435	1.054076	1.060347	1.039982	1.030416	1.035763	1.026391	1.017697	1.020281
7.99		1.023459	1.013663	1.026954	1.0037965	1.026745	1.032377	1.087372	1.057198	1.088819	1.034879	1.0044269	1.041858	1.058843	1.057639	1.063933	1.039202	0.977246	1.030479	1.0063862	1.11777	0.9952243	1.037481	1.0084067	1.0426	1.093158	1.042346	0.977776	1.026596	0.988675
8		0.985768	1.05563	1.0046714	1.062192	1.009982	1.051495	1.032581	1.045153	1.018009	1.034698	1.018563	1.041498	0.9980309	1.066441	1.061306	1.074234	0.973856	1.01691	1.011242	1.064417	1.037937	1.081558	0.9910735	1.041558	1.065185	1.015552	1.041985	1.044883	1.028919
8.01		1.079322	1.030201	1.012854	1.073116	1.050574	1.088549	1.010277	1.045822	1.06207	1.063629	1.054922	1.058844	1.066334	1.051715	1.097207	1.074061	1.077646	1.057996	1.047448	1.10766	1.034013	1.042545	1.12428	1.053309	1.074838	1.085204	1.024653	1.07604	1.051141
8.02		1.0024264	1.033135	1.024456	1.04473	1.038209	1.038215	1.038514	1.058343	1.042814	1.041359	1.034474	1.014307	1.010945	1.030768	1.02831	1.039245	1.039628	1.0047893	0.9941703	1.029213	1.0070622	1.095405	1.084646	1.056076	1.030116	0.97953	1.042641	1.037914	1.029823
8.03		1.046911	1.091281	1.011646	1.053296	1.057549	1.032469	1.077545	1.030075	1.04583	1.066723	1.058896	1.056513	1.05426	1.054338	1.088598	1.031112	1.062163	0.9933527	1.055472	1.029696	0.9996701	1.014926	1.095579	1.046338	0.985147	1.07903	1.0014742	0.9949795	1.011657
8.04		1.061315	1.036391	1.027659	1.060668	1.028122	1.058293	1.084102	1.029609	0.9940587	1.091582	1.07642	1.065151	1.098749	1.035298	1.058704	1.031027	1.027178	1.011649	1.044345	1.035777	1.038493	1.03839	1.06233	0.9955213	1.089137	0.990951	1.036749	1.093969	1.049694
8.05		1.023554	1.038398	1.067696	1.078251	1.052865	1.039889	1.057315	1.068345	1.056154	1.045068	1.046704	1.016917	1.084106	1.086157	1.038367	1.057029	1.054822	1.079769	1.074026	1.071297	0.9969092	1.081642	1.039217	1.034428	1.010691	1.057222	1.086563	1.077396	1.060605
8.06		1.061398	1.053881	1.062441	1.040871	1.015275	1.04061	1.0038857	1.011037	1.029755	1.050208	1.077101	1.055929	1.11607	1.065816	1.031291	1.0039039	1.018339	1.079876	1.062043	1.078597	1.044986	1.074661	1.08448	1.044554	1.040268	1.026117	1.058341	1.055314	1.065739
8.07		1.027184	0.9902015	1.051692	1.00046788	1.016353	1.068514	1.020489	1.027155	0.970967	1.022176	1.065654	1.08446	1.044245	1.013264	0.985042	1.097209	0.99904739	0.986867	1.0096246	1.027879	1.013655	1.079418	1.029002	1.038253	1.066627	0.987968	0.9645	0.986431	1.050658
8.08		1.059989	1.068656	0.9966496	1.082443	1.028519	1.042228	1.044943	1.027574	1.026012	1.021713	1.050686	1.06283	1.06013	1.065297	1.041403	1.06404	1.038321	1.020101	1.055537	1.046795	1.017227	1.047192	1.056834	1.020583	1.033647	1.050069	1.053228	1.0025481	1.0095389
8.09		1.032977	1.019477	1.014126	1.078452	1.027649	1.025771	1.050649	1.029335	1.021619	1.023578	1.083809	1.032126	1.10343	1.067472	1.03981	1.033263	1.0065965	1.010093	1.014636	1.036492	1.029041	1.079657	1.042753	1.023754	1.010612	1.05846	0.99928883	1.046949	0.97597
8.1		1.049855	1.04156	1.020758	1.026573	1.084528	1.049844	1.054154	1.0076322	1.022639	1.06477	1.076217	1.059011	1.11958	1.022303	1.067539	1.047341	1.069644	1.059832	0.9940535	1.038003	1.043706	1.029192	1.060497	1.029635	1.053258	1.031448	1.036944	1.080945	1.032365
8.11		1.035597	1.061112	0.9980744	0.9960205	1.09135	1.086842	1.0055146	1.0016519	1.052677	1.095958	1.060431	1.018428	1.10834	1.076333	1.13324	1.046392	1.05702	1.035534	0.979444	1.030213	1.053777	1.039925	1.057096	1.0348	1.095033	1.083473	1.061426	1.090469	1.031691
8.12		1.055189	0.989995	1.02856	1.088171	1.056535	1.0019754	1.061615	1.013471	1.069571	1.029697	1.054436	1.0039306	1.067134	1.023353	1.041828	1.038287	1.03785	1.020872	1.027199	1.052103	1.0001758	1.050384	1.027855	1.0014537	1.05159	0.9947962	1.039745	1.075815	1.067996
8.13		1.03009	1.031024	1.050407	1.046148	0.9917772	1.049405	1.024418	0.974296	1.045684	1.017637	1.078493	1.0034631	1.082066	1.013223	1.024645	1.08205	1.041018	1.088252	1.0027846	1.0048063	1.044365	1.023983	1.010535	1.0051162	1.05417	1.016939	1.041663	1.034259	1.0085236
8.14		1.030218	1.039156	1.018276	0.9953693	1.039685	1.032461	1.025551	1.078271	0.969764	1.079499	1.030268	1.006975	1.11293	1.017769	1.10938	1.0072834	0.9972731	1.071921	0.9903868	1.048791	1.037197	0.989308	1.035564	1.010903	1.053256	1.027617	1.042322	1.05514	1.077153
8.15		0.9964003	1.065406	1.019258	1.063206	1.053405	1.06612	1.014552	1.029739	1.033735	1.025512	1.046527	1.012681	1.059819	1.043488	1.060291	1.056787	1.065113	1.065545	1.039682	1.035008	1.004207	1.030921	1.064314	0.988941	1.04379	1.011802	1.042886	0.982133	1.019092
8.16		1.060683	1.062619	1.035369	1.06528	1.07788	1.038726	1.067642	1.07104	1.051365	1.09238	1.085426	1.035944	1.0024579	1.057633	1.066125	1.072465	1.055996	1.013042	1.033819	1.069857	1.027122	1.058857	1.048953	1.041531	1.040396	0.9949631	1.024026	1.039814	1.0021137
8.17		1.043449	1.086531	1.02617	1.048411	1.042046	1.06447	1.002484	1.031509	1.051189	1.08257	1.03837	1.097125	1.025246	1.025086	1.067805	0.987317	1.038781	1.0085583	1.1128	1.054138	1.071314	1.058121	1.01257	1.019912	1.014714	1.048749	1.015056	0.9932539	1.098034
8.18		1.02341	1.036238	1.0071221	1.072112	1.047559	1.027468	1.022005	1.018296	1.054181	1.055494	1.0033074	1.022948	1.047174	1.044247	1.028805	1.086587	1.041987	1.029812	1.018626	1.079026	1.022782	1.048772	1.0030245	1.048548	1.074431	1.031846	1.02989	1.025441	0.9952339
8.19		1.027984	1.028998	1.046233	1.033512	1.00038814	1.07388	1.05559	1.0094297	1.044051	1.0561	1.050676	1.075398	0.967918	1.080418	1.078746	1.040467	1.06045	1.069953	1.035387	1.046879	1.090397	1.02643	1.040127	1.041839	1.0098653	1.053874	1.024082	1.048041	1.033248
