Time		ROI1	ROI2	ROI3	ROI4	ROI5	ROI6	ROI7	ROI8	ROI9	ROI10	ROI11	ROI12	ROI13	ROI14	ROI15	ROI16	ROI17	ROI18	ROI19	ROI20	ROI21	ROI22	ROI23	ROI24	ROI25	ROI26	ROI27	ROI28	ROI29
21.99		1.051113	1.085784	0.989283	1.076895	1.045981	1.001962	1.038533	1.012282	0.986672	1.067582	1.030788	1.061326	1.095821	1.032638	1.043731	1.097277	1.086802	0.949637	1.057283	1.0097158	1.010436	1.016501	1.031766	0.99943497	1.045154	1.023362	1.020835	1.010525	1.055372
22		1.054763	1.025812	1.067025	1.020961	1.029766	1.082538	1.057843	1.00056418	1.023049	1.056148	1.048823	1.024606	1.061926	1.04929	0.986037	1.026757	1.019298	1.0056929	1.028318	1.015658	0.971529	1.040142	1.012721	1.024594	0.988806	1.021524	1.014563	0.9982426	1.02323
22.01		1.045138	1.07356	1.0455	1.01592	1.078077	1.02857	1.014398	1.029613	1.04117	0.989369	1.013055	0.985699	1.039744	1.028316	1.067035	1.0096949	1.0024224	1.018524	1.088105	1.03449	1.033122	1.099908	1.046472	0.986548	1.01696	1.068514	1.04659	0.988965	1.041864
22.02		1.059139	1.029181	1.045971	1.021817	1.038209	1.020654	1.038478	1.05689	1.024202	1.052996	1.012843	1.066964	1.083967	1.028277	1.060372	1.068839	1.024496	1.00088162	1.047069	1.052445	0.9911738	1.053493	1.030658	1.03465	1.06551	1.029985	1.0011811	1.051441	1.03575
22.03		1.036532	1.042081	1.048258	1.0010122	1.0045006	1.017305	1.0040945	1.036785	1.058837	1.031678	1.0059574	1.030732	1.0080661	1.038198	1.069824	0.98451	0.9928804	0.986367	1.081399	1.026187	1.012693	1.065526	1.030538	0.981799	1.0188	1.022074	0.973806	1.0042463	1.025104
22.04		1.024168	0.956363	1.03917	1.021567	1.042424	1.044753	0.9953846	1.03693	1.04303	1.010817	0.9987298	1.038936	0.9951039	1.031442	1.061025	1.034466	1.035917	1.0021391	1.058318	1.0058831	1.0064398	1.014887	1.037397	1.030991	0.944206	1.013911	1.011813	0.984428	1.041621
22.05		1.001034	1.025134	0.97993	1.044281	1.012669	1.023275	1.011697	1.019357	1.017583	1.037668	0.987161	1.097174	1.064789	0.985456	1.098973	1.072686	1.026909	1.065328	1.023765	1.088166	1.030661	1.032993	1.039532	1.0027931	0.979251	1.020219	0.9930821	1.041616	1.04754
22.06		1.015635	1.036687	1.06701	1.044723	1.0047017	1.037636	1.0090837	1.016701	1.035395	1.018412	1.069423	1.065037	1.024618	0.983088	1.091007	1.015383	0.963403	1.0131	1.010863	1.04968	0.9987101	1.096955	1.020555	1.036925	0.99931431	0.973046	1.028172	1.015719	1.048383
22.07		1.038976	1.065833	1.024495	1.045852	1.039066	1.080782	1.0065567	1.059708	1.027367	1.066608	1.066358	1.084455	1.033823	1.036399	1.087442	1.015837	1.020915	1.059771	1.007275	0.9916919	0.9934566	1.14282	1.0066457	1.029591	1.022662	1.058868	1.0044687	1.047642	1.033225
22.08		1.048507	1.074219	1.042908	1.041782	1.056753	1.044197	1.052441	1.0051289	1.034477	1.082411	1.037864	1.022358	1.011335	1.006872	1.0012206	1.028068	0.99967755	1.025104	1.053057	1.040673	1.021431	1.14903	1.038855	1.038686	0.9908053	1.02337	1.028015	0.9977921	1.031287
22.09		1.051931	1.033433	1.026141	1.066728	1.019386	1.035415	1.003785	1.023401	1.03292	1.011959	1.056936	1.023099	1.077114	1.054458	1.03504	1.028427	1.043378	1.022708	1.030551	1.060304	1.043311	1.065131	1.052421	1.026385	1.033375	1.012331	0.983765	0.9985082	1.051799
22.1		1.073476	1.061159	1.050113	1.019581	1.04108	1.0017608	1.049271	1.036282	1.037515	1.0625	0.9925506	1.077634	1.049145	1.053888	1.054703	1.035243	0.9965184	1.031545	1.074121	1.032949	1.042758	1.083331	1.057362	1.010745	1.02066	1.062635	1.025823	1.02071	1.057843
22.11		1.0044508	1.036188	1.035225	1.059859	1.058293	1.056247	1.044874	1.042135	1.075686	1.060443	1.041931	1.036813	1.045642	1.051624	1.075896	1.03731	1.03149	1.070406	1.034232	1.062379	1.018256	1.053397	0.9985313	1.027769	0.981501	1.012456	0.951652	0.976762	1.022709
22.12		1.040176	1.036281	1.062075	1.014517	1.061965	1.029821	0.9901332	1.0096274	1.046287	1.068799	1.039796	1.042125	1.036481	1.039076	1.033455	1.049374	1.0098395	1.037015	1.049185	1.036603	1.0064921	1.069382	1.042436	1.044211	1.051199	1.020738	0.9910176	1.041979	1.013544
22.13		1.058099	1.022646	1.079413	0.99974329	1.032663	1.015581	1.048284	0.987496	1.055931	1.026646	1.0076639	1.029469	1.13914	1.031654	1.1122	1.02346	1.028166	1.0114	0.9999051	1.0058167	1.047164	1.002379	1.024928	1.019289	1.015965	1.068206	0.9960085	1.0097325	1.062381
22.14		1.033926	1.009796	1.051124	1.043378	1.076165	1.008391	1.060852	1.036279	1.036938	1.048549	1.060328	1.064187	1.097386	1.048038	1.075376	1.013924	1.060374	1.059582	1.0010092	1.022054	1.061702	1.039679	1.0033497	1.034896	0.9946937	1.083444	1.028378	1.032359	1.025775
22.15		1.070067	1.039046	1.021928	1.030826	1.030779	1.045592	0.989096	1.035508	1.057817	1.0056879	1.047332	0.963923	1.10695	1.019209	0.9905594	1.0095789	0.988962	1.051864	0.986057	1.017012	1.022951	1.023363	1.0077544	0.9951983	1.011102	0.97747	1.027009	1.030941	1.011971
22.16		1.039436	1.070184	1.028651	1.099026	1.027765	1.036084	0.97869	0.957376	1.020382	1.081486	0.982767	1.015082	1.085618	1.066515	1.04727	1.016942	1.0005923	1.055514	1.02849	1.010788	1.012099	1.048555	1.058603	1.037416	1.033752	1.048834	1.021587	1.062179	1.042653
22.17		1.038639	1.046811	1.032781	1.02249	1.042766	1.0028744	1.025252	0.9952636	0.9966585	1.024278	1.011455	1.029597	1.053078	1.046013	1.0082851	1.029555	1.030508	0.9988908	0.9951876	1.019249	1.079036	1.025884	1.081776	1.077303	1.064543	1.028896	1.0000962	0.948564	1.048902
22.18		1.033827	1.032493	1.031087	1.0084702	1.0090555	1.046678	1.034504	1.0051839	0.9839	1.053569	1.016199	0.9935419	1.080906	1.053612	1.091464	1.040072	1.053308	1.014487	1.059898	1.041598	0.979011	1.015767	1.033734	1.053306	1.052364	1.048995	1.01106	1.013735	1.036483
22.19		1.022881	1.058601	1.032451	1.045405	1.042616	1.057849	1.067332	1.004283	1.079969	1.037879	1.011334	1.024565	1.13885	1.029575	1.097257	1.025046	1.023397	1.031164	1.033562	1.030338	1.013316	1.055486	1.05391	1.008672	1.058206	1.011316	1.016291	1.032881	1.023019
22.2		1.02718	1.057433	1.021134	1.044841	1.040337	1.089218	1.040258	1.005676	1.069184	1.083689	1.033204	1.04763	1.12616	1.10738	1.077273	1.024242	1.051253	1.055373	1.056439	1.06849	1.060735	1.020937	1.035694	0.957262	1.034404	1.071894	1.1138	1.07443	1.062136
22.21		1.086441	1.043044	1.024602	1.034684	1.036957	1.041526	0.970398	0.9989378	1.063999	1.021802	0.986346	0.983741	1.102	1.029502	1.068301	1.037928	1.079788	0.982166	1.040944	0.9920587	1.012177	1.028901	1.072874	1.0671	0.949531	1.077034	1.0069343	1.015066	1.058057
22.22		0.99956382	1.060421	1.021281	1.02234	1.049686	1.04219	1.034357	1.04511	1.026005	1.046525	1.00071396	1.015308	1.049882	1.015179	1.084263	1.058735	1.0095256	1.075467	1.023263	1.021073	0.993795	1.017771	1.031638	1.0026602	1.047377	0.985121	1.010698	1.049635	1.025373
22.23		1.039369	1.079429	1.021741	1.051077	1.051353	1.0023431	1.036947	1.0014123	1.0038832	1.0075677	1.011219	1.059528	1.064281	1.016085	1.031884	1.022228	1.037262	1.021265	1.021498	1.052002	1.04212	1.058825	1.029192	1.054058	1.037791	1.05187	1.010187	1.083905	1.055233
22.24		1.024615	1.053901	1.020957	1.017412	1.015176	1.019531	1.063999	1.021509	1.026688	1.012818	0.9971927	1.038853	1.019241	1.030409	1.087205	1.051803	1.034035	1.044839	1.040526	1.045378	1.013708	1.082368	1.067771	1.078002	0.9944162	0.978084	1.012376	1.072281	0.9929398
22.25		1.058648	1.039935	1.049714	1.011599	1.0098264	1.064089	1.020733	1.053414	1.05093	1.060787	1.090818	1.04629	1.08568	1.069385	1.13072	1.063827	0.9937502	1.011626	1.026157	1.07352	0.987117	1.096264	1.086885	1.029891	1.081268	1.08661	1.032466	1.025815	0.985636
22.26		1.083569	1.021457	1.041317	1.044346	1.057539	1.060655	1.004872	1.058429	1.013703	1.068156	1.084896	1.014374	1.064755	1.034963	1.099999	1.016318	1.0012703	1.046259	1.042663	1.059464	1.054608	0.989936	1.045446	0.987851	1.048313	1.025929	0.964182	1.027948	1.041578
22.27		1.047058	1.063619	1.058826	1.0085416	1.063517	1.012144	1.053945	0.99927016	1.086151	1.022357	1.10262	1.037923	1.062998	1.044877	1.075562	1.026477	1.033757	1.030813	1.069155	1.023554	1.060877	1.079416	1.091349	1.030878	1.045289	1.047976	1.037589	1.07155	1.094341
22.28		1.076098	1.05159	1.036282	1.075186	1.037427	1.074374	1.010977	1.041742	1.024735	1.050136	0.9940672	1.015125	1.051321	1.10495	1.088913	1.047837	1.007529	1.0034491	0.99977919	1.0085885	1.027526	1.057775	1.07862	1.01831	1.0080775	1.01169	1.049118	1.046507	1.032521
22.29		1.013909	1.037052	1.036197	1.028109	1.032751	1.054923	1.0062155	1.022603	1.066158	1.01396	1.063449	1.022377	1.079185	1.015859	0.984478	1.065312	1.018658	1.052901	1.014796	0.99947322	1.00063531	1.029971	1.075207	1.042296	1.03079	1.0042218	0.975911	1.049124	1.044961
22.3		1.058969	1.042543	1.036788	1.067021	1.035539	1.041904	1.064642	1.056595	1.080214	1.052218	1.041539	1.032359	1.02165	1.036817	1.040666	1.050927	1.013461	1.007781	0.996747	0.998385	1.077253	1.056365	1.08064	1.0076556	1.024946	0.9943214	1.066621	1.020498	1.078627
22.31		1.030152	1.063449	1.035553	1.086946	1.07635	1.03691	1.031216	1.070776	1.062524	1.066879	1.08601	1.045631	1.029464	1.025273	1.13603	1.026611	1.04313	1.082015	1.10091	1.029093	1.021622	1.13943	1.039999	1.033844	1.11289	1.048718	1.085331	1.0108	1.10822
22.32		0.9997786	1.050796	1.03189	1.062822	1.023123	1.031749	1.045264	0.9979679	0.976244	1.035835	1.032835	1.0061524	1.0052025	1.026645	1.019296	1.081744	0.974049	1.026601	1.024048	1.057925	1.0030709	1.024817	1.095623	1.013297	1.012928	1.031812	1.12157	0.99917921	1.041488
22.33		1.014379	1.06876	1.024643	1.064404	1.03424	1.023337	1.074191	1.0019942	1.083273	1.035508	1.0541	1.015224	1.045174	1.0038119	1.083467	1.03288	1.028052	1.043143	1.0082918	1.030551	1.038673	1.01236	1.05762	1.015319	1.066806	1.017851	1.043926	1.048024	1.032384
22.34		1.043673	0.98854	1.037264	1.00708	1.0054091	1.026724	1.02295	1.036513	1.044076	1.03565	0.985043	0.987939	1.048926	1.058005	1.020292	1.032929	0.979389	0.986765	0.973076	1.0083399	1.019872	1.06873	0.98536	0.971803	1.097364	0.959722	1.020588	0.9936032	1.019214
22.35		1.056786	1.023765	1.083069	1.012752	1.037563	1.023685	1.053308	1.038673	1.062401	1.019127	1.038453	1.073453	1.02931	1.00045812	1.12343	1.052931	1.011094	1.029781	1.086671	1.026075	1.028926	1.051309	1.011737	1.017658	1.019165	1.070928	1.062997	1.060437	1.010243
22.36		1.028959	1.046314	1.038026	1.024637	1.069577	1.019735	1.059983	1.041006	1.031162	1.00071281	1.020394	0.975214	1.061673	1.054654	1.11173	1.071689	1.031019	1.041426	1.065502	1.083319	1.029413	0.975582	1.051347	0.98557	1.0047431	1.041993	1.074352	1.074764	0.9955056
22.37		1.094358	1.026301	1.0415	1.0013917	1.053521	1.039002	1.055643	1.0056881	1.0072149	1.044117	0.981908	1.060759	1.033885	1.013571	1.016402	1.050337	1.017506	1.045102	1.035542	1.039236	1.018628	0.986361	1.06422	1.004492	0.988838	1.043596	1.075467	0.97183	1.014733
22.38		1.047635	0.9936146	1.020512	1.039941	1.008335	1.048201	1.028743	1.014654	1.075366	1.015355	1.10789	1.079582	1.033984	1.058631	1.096617	1.081419	1.01885	1.074668	1.055804	1.079273	1.046378	1.066506	1.028543	1.017289	1.094444	1.023194	0.985647	1.050146	1.071382
22.39		1.056008	1.012751	1.017605	1.040701	1.028488	1.093113	0.988196	1.01235	1.029024	1.043848	1.033179	1.056818	1.0071713	1.041648	1.045122	1.039488	1.0058201	1.03396	1.009507	1.071252	1.012028	1.082246	1.085867	1.0044791	1.02075	1.074133	0.987495	0.9918979	1.034157
22.4		1.051909	1.036467	1.021859	1.042506	1.050236	1.02386	1.047046	1.014631	1.070159	1.076599	1.017456	1.050764	1.086939	1.086689	1.0042672	0.987975	1.071412	1.056837	0.982507	1.014452	1.015672	1.04879	1.089719	1.0626	0.994459	0.983499	1.049537	1.02821	1.04255
22.41		1.053314	1.039234	1.061249	1.041919	1.068021	1.054158	1.033339	1.015206	1.023504	1.024387	1.054457	1.040148	1.027892	0.9919851	1.053303	1.0000544	1.029889	1.035277	1.05914	1.024204	1.030902	1.075106	0.9953747	1.0095468	1.030003	1.04716	1.043828	1.057277	1.042747
22.42		1.04162	1.060121	1.067494	1.031666	1.020067	1.042197	1.0031949	1.0074505	0.9939651	1.016579	1.049315	1.013515	1.054176	1.024913	1.050551	1.016435	1.061772	1.0028343	1.035287	1.00078026	1.023844	1.033027	1.010491	1.025006	1.045165	1.052928	1.017557	0.9960062	1.063534
22.43		1.053069	1.042186	1.016612	1.03011	1.050656	1.051741	0.99943803	0.989254	1.033326	1.036983	1.0038343	0.997933	1.08552	1.044584	1.03129	1.022215	1.019735	1.056721	1.060829	1.05318	1.026329	1.061222	1.021069	1.026225	1.088096	1.023361	1.023736	1.055411	1.061446
22.44		0.9983726	1.028525	0.987395	1.018477	1.038885	1.048514	1.036933	1.022179	1.049686	1.03848	1.083076	1.069176	1.029883	1.042007	1.12872	1.024224	1.048466	1.050737	1.020032	1.03722	1.039763	1.082021	1.032031	0.9906976	1.01461	1.055564	1.045272	1.054476	1.039547
22.45		1.023055	1.027804	1.034434	1.0093607	1.044698	1.078462	1.027	1.031223	1.047821	1.064282	1.037287	1.011296	1.089631	1.045122	1.06932	1.040318	1.056677	1.028677	1.01258	1.079046	1.054966	1.041126	1.012452	1.043378	1.0028192	1.062952	1.02719	1.012294	0.987575
22.46		1.028066	1.0082743	1.027757	1.010694	1.015853	1.055766	1.026682	1.059338	1.036313	1.033721	1.056965	1.037213	1.052359	1.014984	1.048775	1.059745	1.060371	0.98017	1.033482	1.064918	1.0061588	1.034526	1.00098748	0.9973787	1.061907	1.069932	1.012379	1.091447	1.02594
22.47		1.060033	1.040845	1.037779	1.043415	1.0071135	1.034964	1.066489	1.041562	1.0092186	1.066252	1.051254	1.036037	1.058278	1.061063	1.11604	1.044577	1.059641	1.041718	1.00030662	1.025167	1.029231	1.048691	1.034151	1.077435	1.038229	1.07234	1.0018876	1.019572	1.010162
22.48		1.046075	1.019657	1.040642	1.040324	1.042908	1.043815	1.081052	1.029651	1.066314	1.030602	1.089196	1.053339	1.11222	1.064782	1.032865	1.0077295	1.030206	1.012682	1.04419	1.070981	1.021393	1.062541	1.0041389	1.028849	1.05583	1.01129	1.025711	1.025526	1.090531
22.49		1.032795	1.045707	1.018338	1.030555	1.0084264	1.0033986	1.035762	1.047174	1.059029	1.036738	1.0064171	1.025482	1.026037	1.055106	1.04343	0.982828	1.0015166	1.064886	1.027568	1.035172	1.018577	1.037371	1.072947	1.013484	1.012204	1.091245	1.020376	1.030898	1.045491
22.5		0.9928136	1.0070452	1.03812	1.023194	1.024316	1.072716	1.023976	1.0088189	1.089943	1.048547	1.01172	1.0068094	1.032727	1.014798	1.052257	0.982432	1.040319	0.9936838	0.99619	1.038361	1.034933	1.080108	1.029185	1.058351	1.0074976	1.030483	1.040093	1.06791	0.988148
22.51		1.0025576	1.032926	1.029459	1.020343	1.008948	1.017427	0.973125	1.021146	1.0057885	1.029056	1.095291	1.014557	1.035734	1.036638	1.10971	0.986301	1.014456	0.985949	1.0031924	1.088967	1.034067	1.038378	1.015444	1.027937	1.026837	1.0064681	0.973109	1.069912	1.026727
22.52		1.047329	1.045297	1.013141	1.035138	1.03104	1.012915	1.03624	1.040819	1.014604	1.08323	1.063496	1.01916	1.067073	1.05914	0.9901069	1.020404	0.9935288	1.027603	1.090063	1.023069	1.0091161	1.053547	1.018398	1.035449	1.082152	1.094747	1.070443	1.059996	1.033034
22.53		1.0030948	1.02098	0.986894	1.05242	1.058389	0.988057	1.070967	1.013978	1.033762	1.064787	1.00077714	1.035228	1.063521	1.053253	1.074601	1.029068	1.0060466	1.017623	1.0044159	1.022715	1.0099882	1.057848	1.083838	1.0057035	1.051473	0.981864	1.039853	1.047239	1.056214
22.54		1.04549	1.0013345	1.012698	1.051354	1.0001717	1.069463	1.0099024	1.042807	1.047829	1.045784	1.010464	1.041056	1.014869	1.030817	1.071582	1.064807	1.01809	1.027242	1.02264	1.019623	1.02112	1.08885	0.9910863	1.062943	0.99948817	0.988665	1.034956	1.062536	1.047352
22.55		1.016788	1.0056954	1.048146	1.036835	1.056301	1.050371	1.03665	1.022809	1.068454	1.029604	1.025128	1.070542	1.016666	1.030632	1.0071481	1.018636	1.038395	1.024448	1.040126	1.022749	0.9943929	1.044192	1.024184	1.061505	1.066344	0.99937683	1.035599	1.027867	1.0023289
22.56		1.043171	1.06798	1.0035417	1.031078	1.023121	1.040511	1.022186	1.027469	1.06063	1.061001	1.057432	1.0077043	1.066288	1.011338	1.080802	1.071535	1.022132	1.038937	1.045595	1.029197	1.037501	1.072196	1.06826	1.053428	1.055507	1.0037805	1.042829	1.065087	1.038458
22.57		1.055496	1.02164	1.025029	1.04225	1.063923	1.0018379	1.017419	0.9966561	1.031894	1.004506	1.031723	1.0059361	1.013623	1.035935	1.02348	1.040433	0.975813	1.021386	1.044648	1.052774	0.988896	1.047802	1.0076516	1.029942	1.048651	1.083398	1.026365	1.040374	1.051784
22.58		1.017121	1.046103	1.040106	1.013501	1.026456	1.06166	1.068184	0.9950694	1.054224	1.044668	1.032488	1.012703	1.070435	1.02839	1.071315	1.028744	1.011248	1.053853	1.038701	1.088105	1.02461	1.030957	1.036288	1.011813	1.069141	1.09165	1.088812	1.026094	1.02925
22.59		1.071098	1.015611	1.044662	1.046048	1.047686	1.022739	1.017844	1.065505	0.99916142	1.0448	1.056371	1.073437	1.012251	1.039114	1.099569	1.053857	1.030493	1.074373	1.049879	1.073242	1.011264	1.070414	1.063582	1.02881	1.025549	1.010088	1.067399	1.034194	1.012016
22.6		1.087662	1.057782	1.01143	0.9952912	1.06615	1.074344	1.026869	1.0071628	1.029808	1.074401	1.037277	0.9916645	1.012582	1.0058125	1.071647	1.00094295	1.011235	1.0074192	1.0049962	1.064626	1.086604	1.15806	1.024044	1.044268	1.063989	1.036754	1.045201	1.048646	1.076519
22.61		1.069491	1.068758	1.024751	1.055164	1.072504	1.019014	1.049832	1.0052971	1.059453	1.079947	1.11244	1.019016	0.982389	1.018619	1.1302	1.070686	1.069246	1.019989	1.092282	1.075499	1.052443	1.20423	1.077867	1.039669	1.057518	1.03449	1.010361	1.063977	1.044769
22.62		1.015757	1.049404	1.027436	1.033603	0.9973578	1.0049337	1.045113	0.9979447	1.0034442	1.074794	1.062453	0.9975374	0.970153	1.032227	1.025496	1.026134	1.0345	0.9959157	1.041005	1.045785	1.020465	1.26877	1.045175	1.021361	1.020527	1.038259	1.10714	1.040042	1.0064349
22.63		1.041292	1.016435	1.017628	1.032797	1.042082	1.046082	1.061769	1.007314	1.053271	1.049048	0.984468	1.021482	0.966234	1.063629	1.090914	1.01277	1.030833	1.010605	0.9926724	1.0084931	1.061413	1.13367	1.040239	1.012537	1.0030097	1.050164	1.025245	1.091768	1.033116
22.64		1.010548	1.08165	1.030613	1.086933	1.040464	1.028925	1.057659	1.028704	1.0095775	1.0070083	1.060555	1.044078	1.036228	1.013413	1.055352	1.030071	1.038953	1.075934	1.028306	1.030535	1.080251	1.171	1.051973	1.02769	1.053267	1.034559	0.988562	1.091523	0.980889
22.65		1.020801	1.066666	1.013316	1.045276	1.010723	1.023477	1.045468	1.013384	1.047333	1.03848	1.042598	1.032997	1.018289	0.984672	1.066368	1.00019113	1.01655	1.035984	1.038908	1.036473	1.042716	1.060515	1.060188	1.047289	1.018578	1.036081	1.046203	1.059608	0.987337
22.66		1.092927	1.020475	1.027621	1.014521	1.037068	1.054265	1.026765	0.95656	1.022874	1.055768	1.042169	1.013924	1.03851	1.037317	0.9932095	1.061031	1.053406	1.015986	1.057672	1.066371	1.069475	1.086521	1.024263	1.03431	1.041636	1.066818	1.02468	1.016281	0.983568
22.67		1.10644	1.038432	1.023929	1.051233	1.014106	1.041661	1.016227	1.029811	1.027944	1.073824	1.047867	1.016708	1.0020594	1.012789	1.011651	1.024484	1.0087581	1.066162	1.027874	1.098158	1.027957	1.067158	1.068965	1.0034186	1.022681	1.057094	1.056754	1.064724	1.042358
22.68		1.069962	1.040144	1.015697	1.032567	1.017062	1.00052028	1.04547	1.085136	1.024882	1.065181	1.019472	1.05277	1.070552	1.051185	0.99962889	1.087723	0.9999248	1.030497	1.072172	1.044706	1.015738	1.071151	1.065679	0.985166	1.019143	1.030637	1.0077237	1.035536	1.005432
22.69		1.060133	1.02966	1.045782	1.074068	1.053001	1.029758	1.058682	1.023548	1.0091555	1.032918	0.989567	0.983287	1.036689	1.0096247	1.016439	1.04443	1.0088147	1.043961	1.010784	1.026007	1.00568	1.034894	1.022455	0.9965192	1.033395	1.011001	1.037513	1.016646	1.031878
22.7		1.046563	0.9943003	1.019341	1.025	1.066417	1.062127	1.03376	1.017534	1.033076	1.02525	1.054468	1.040059	1.010677	1.0019226	1.088046	1.0052869	1.012824	1.053385	1.035975	1.0055598	1.0097573	1.033933	1.020614	1.061244	1.077705	1.050488	0.971247	1.043011	1.037744
22.71		1.044018	1.045712	1.016881	1.064097	1.0023243	1.034189	1.047422	1.020243	1.032197	1.037476	1.019252	1.0046359	1.038481	1.041333	1.024257	1.049046	1.041921	1.087408	0.9903952	1.032904	1.10199	1.091534	1.095397	1.028996	1.022885	1.0041334	1.063583	1.035893	1.060815
22.72		1.012943	1.04142	1.049589	1.091898	1.047824	1.024875	1.079727	0.982917	1.058648	1.033724	1.10609	1.010302	1.068539	1.064317	1.069266	1.068295	1.045937	1.090537	1.064394	1.0031539	1.06797	1.087086	1.031611	1.054481	1.071873	1.028116	1.031254	1.086933	1.055629
22.73		1.026551	1.032578	1.027093	1.080069	0.9966663	1.062718	1.063038	1.0089369	1.064863	1.025005	1.034821	1.023606	1.04951	1.033586	1.037049	1.051027	1.031434	1.012734	1.046504	0.9944413	1.049514	1.13384	1.015033	1.026285	1.098678	1.075891	1.06158	1.013315	1.031276
22.74		1.042712	1.055785	1.02674	1.046585	1.050443	1.066447	1.062186	1.022867	1.053426	1.040605	1.026169	1.019663	1.013424	1.0043314	1.049602	1.06536	1.05987	1.026449	1.043003	1.054185	1.041425	1.01349	1.044558	1.04992	1.08326	1.040375	1.044223	1.029337	1.036958
22.75		1.042873	1.10161	1.023921	1.04092	1.046219	1.028372	1.0098679	1.018545	1.06067	1.055225	1.08758	1.020841	1.033633	1.069293	1.060876	1.024794	1.046924	0.9904776	1.03693	1.036918	1.022502	1.006252	1.061115	1.043798	1.063861	1.027778	0.9936787	1.014446	0.9980073
22.76		1.0089818	1.018239	1.022999	1.014607	1.028505	1.0044157	1.03246	1.025553	1.0064478	1.020897	1.083802	1.046226	1.039548	1.041411	1.050838	1.078855	1.019001	1.021173	1.020764	1.070414	1.031915	1.0000446	1.031034	1.042227	1.017643	1.043092	1.032501	1.022409	1.010285
22.77		1.0068557	1.050916	1.038616	1.040721	1.014008	1.052301	0.991904	1.04689	1.02168	1.023031	1.010966	1.055089	1.061415	0.9987345	1.027465	1.05331	0.971342	1.011808	1.053297	1.032739	0.984321	1.082128	1.03312	0.986753	0.983748	0.9988562	1.045554	1.012589	1.039543
22.78		1.025512	1.0036421	1.030716	1.044883	1.043477	1.055252	1.049315	1.0078511	0.9924519	1.08713	1.016618	1.028784	1.016489	1.051272	1.086604	1.031192	1.034028	0.99901082	1.072954	0.986739	0.9921652	1.04458	1.011659	1.031288	1.051769	1.0045049	1.052971	1.00097063	1.0069324
22.79		1.068904	1.064351	1.045454	1.10467	1.026883	1.046394	1.10697	1.056439	1.029004	1.06579	1.069017	1.045351	1.011489	1.021508	1.13472	1.073425	1.0024384	1.026289	1.054383	1.054162	1.033383	1.065535	1.067428	1.028671	1.025353	1.04811	1.056435	1.025524	0.98672
22.8		1.056369	1.013512	1.016186	1.024342	1.055225	1.0042254	1.030673	1.035452	1.027548	1.023798	0.99935878	1.026	1.072603	0.988544	1.032147	1.0081402	1.025099	0.99961686	1.038003	1.028772	1.028558	1.056653	1.016859	1.01983	1.0023485	1.030918	1.044858	1.050924	1.036196
22.81		1.055856	1.025847	1.051176	0.9907443	1.044824	1.010647	0.99951344	1.028317	0.989353	1.079228	1.033519	1.039576	1.060323	1.023088	1.035886	1.026759	1.019842	1.064635	1.036273	1.023741	1.029449	1.005133	1.016843	1.054572	1.0089862	1.024787	1.038488	1.031197	1.026609
22.82		1.03131	1.019422	1.014639	1.050907	1.061871	1.050705	1.075016	1.05355	1.027913	1.067561	1.051525	1.041897	1.020363	1.044138	1.077333	1.019613	0.982374	1.038477	1.030373	1.015113	1.047032	1.079959	1.044612	1.043523	1.013975	1.0068695	1.019244	1.035204	1.10831
22.83		1.022429	1.00090805	1.026855	1.067617	1.050991	1.026463	1.039789	0.9983254	1.0000915	1.024133	1.067489	1.0099731	1.025838	0.984602	1.056912	1.0082469	0.997752	1.072552	1.033992	1.017544	0.983436	1.033594	1.036445	1.039788	0.955923	0.982463	1.00079725	0.99904641	1.034732
22.84		1.030018	1.032509	1.016385	1.03388	0.9934851	1.012305	1.019296	1.065737	0.9988566	1.053959	1.018154	1.020635	1.057126	1.067704	1.0033243	1.02898	1.029095	1.056026	1.04009	1.076596	1.0075937	1.050595	0.965186	0.974653	1.044851	1.012201	0.962115	1.046794	1.064538
22.85		1.082444	1.03003	1.044824	1.052869	1.070809	1.014065	1.0084142	1.011693	1.017081	1.0084444	1.10067	1.024354	1.0013173	1.031258	1.033647	1.072465	1.010713	1.02964	1.022094	1.046302	1.041374	0.958249	0.961627	1.066588	1.053755	1.048294	1.049939	1.022171	1.048061
22.86		1.023276	1.031872	1.020752	1.024774	1.021657	1.05555	1.03072	1.0055451	1.059608	1.081373	1.012226	0.9924596	1.050442	1.037	1.03768	1.027992	1.048908	1.044632	1.0024938	1.034787	1.027668	1.014886	1.017357	0.978167	1.049813	1.067217	0.98556	1.015146	1.038461
22.87		1.039162	0.986976	1.017503	1.016511	1.038287	1.037689	1.011547	0.9936158	1.0060501	1.064824	1.026428	1.024189	1.047624	1.040027	0.9953442	0.989363	1.040671	1.064123	1.048123	1.027244	1.012843	1.021005	1.037391	0.983354	1.030674	1.010536	1.039881	1.011713	1.017941
22.88		1.043625	1.029441	1.046556	1.06641	1.062103	1.042265	1.048595	1.024891	0.9961755	1.041998	1.076735	1.048981	1.056782	1.014152	1.053753	1.046079	1.14781	1.17068	1.033281	1.11908	1.042279	1.0097338	1.11912	1.037685	1.028514	1.032066	1.051411	1.021448	1.058369
22.89		1.082648	1.050008	0.9916816	1.071167	1.011045	1.11504	1.056066	1.0041374	1.080376	1.077385	1.056359	1.036855	1.06358	1.020333	1.1103	1.019076	1.39269	1.31058	1.032099	1.037186	1.016432	1.045851	1.020573	1.014167	1.07774	1.055994	1.045297	1.11849	0.983315
