Time	ROI1	ROI2	ROI3	ROI4	ROI5	ROI6	ROI7	ROI8	ROI9	ROI10	ROI11	ROI12	ROI13	ROI14	ROI15
15.13	1.030027	1.043802	0.9963205	1.0061446	1.056706	1.0019685	1.011082	1.026173	1.02312	0.977098	1.018911	0.943122	1.08994	1.025179	1.043799
15.14	1.031756	0.9948941	1.027129	1.010944	0.983898	1.4261	1.011408	0.959963	1.014384	1.010449	1.0038613	1.078012	1.094596	1.043508	1.052556
15.15	1.042681	1.029892	1.0024162	1.031011	0.9915141	1.33131	1.044581	1.080819	1.0097879	1.0040068	1.064921	1.026409	1.072927	1.031472	1.008374
15.16	1.011072	1.045074	1.0025821	1.012585	0.9901093	1.24883	1.069828	1.031961	1.066065	1.033637	0.980666	0.926006	1.10324	1.077768	1.0017696
15.17	1.017593	1.041456	1.025586	1.024917	1.039513	1.22011	1.047552	1.086232	1.039043	1.026166	1.033566	1.043679	1.068923	1.10374	1.022252
15.18	1.025326	1.044568	0.9938205	1.019104	0.98062	1.1482	1.0083296	1.0196	1.048828	1.04558	1.0091812	1.047525	1.11644	1.063805	1.062182
15.19	1.024034	1.028959	1.041531	1.029501	1.072243	1.039153	1.014447	1.035477	1.048437	1.016501	1.058485	0.972594	1.16148	1.061345	1.03048
15.2	1.036693	1.028354	0.9953954	1.0028617	1.066182	1.093871	1.077809	0.9948323	1.0084481	1.06426	1.0063404	1.053288	1.040229	1.036558	1.00090403
15.21	1.0054966	1.044705	0.983797	1.013726	1.065733	1.11513	1.065965	1.030368	1.10799	1.020564	1.08644	1.028489	1.075215	1.067861	0.9908903
15.22	1.02249	1.020807	1.028161	1.000039457	1.096364	1.091573	1.065382	1.0019984	1.024656	1.035628	0.973017	1.021087	1.026	1.031886	1.039416
15.23	1.011062	1.032585	0.9905488	1.0036789	0.986168	1.07682	1.049239	1.052829	1.0056047	0.957516	1.018364	1.029939	1.051606	1.026314	1.0074602
15.24	0.9913349	1.033416	1.019479	1.020245	1.027173	1.08607	1.030441	1.071485	1.062437	1.033452	1.04138	0.962536	1.075441	0.939544	1.018472
15.25	1.025099	1.02547	1.017147	1.016025	1.027715	1.05673	1.015592	0.962119	1.01666	1.033068	0.946523	0.988371	1.041116	1.068754	1.015031
15.26	1.030264	1.047097	1.012417	1.017286	1.014751	1.098166	1.027709	0.978264	1.035368	1.029455	0.956278	0.976193	1.040049	1.012029	1.037831
15.27	1.022337	1.036438	1.039533	1.023493	1.049989	1.069757	1.027335	1.045729	1.017901	1.034791	0.9910389	0.9937425	1.052239	1.055602	1.0068642
15.28	1.024891	1.05619	1.016085	1.029248	1.062984	0.9959669	0.9948244	0.9922637	1.04396	0.9908245	1.018869	0.9965633	1.16588	1.041494	1.024961
15.29	1.013276	1.058764	1.016029	1.016231	1.080341	1.15724	1.032737	1.028504	1.038266	1.023434	1.064166	1.048582	1.089243	1.062264	0.974386
15.3	1.063968	1.057085	1.017033	1.011573	1.047043	0.978065	1.039123	1.068386	1.040478	1.055266	1.034375	1.014082	1.025097	1.052249	0.982224
15.31	1.011886	1.042428	1.047991	1.022492	1.036586	1.028646	1.03219	0.949345	1.034667	0.9974427	1.10001	1.0001693	1.057851	1.0048434	1.0095435
15.32	1.027469	1.038792	1.027892	1.011539	0.971105	1.012403	1.023831	1.045986	1.053466	1.056367	1.028782	1.022905	1.013487	1.043098	1.00021437
15.33	1.03044	1.060161	1.021128	1.016078	1.0031452	1.0046297	1.054401	1.035566	1.012578	1.020869	1.018502	1.12997	1.066964	0.9967928	0.9911962
15.34	1.01362	1.051385	1.022312	0.9976023	1.063433	1.071928	1.081063	1.033796	1.077776	1.0011269	1.0019778	1.29096	1.087241	1.04085	1.064052
15.35	1.0061051	1.04858	1.053118	1.017795	1.0023324	1.54422	0.9934536	1.019237	1.0063722	1.023139	1.027774	1.13601	1.073127	1.11663	1.018904
15.36	0.983693	1.031761	1.036459	1.035962	0.981422	1.29355	1.049779	1.032592	1.023036	1.03538	0.9497	1.064533	1.037566	1.0026305	1.031182
15.37	1.03197	1.040348	0.9969901	1.026995	1.052998	1.26839	0.9932286	1.026725	0.980806	0.941782	1.076043	1.097939	1.045258	1.038286	1.013878
15.38	1.014491	1.023274	1.035396	1.011444	1.0022299	1.18851	1.049817	1.031403	1.040724	1.056084	1.029974	1.017952	1.051572	0.962906	1.021023
15.39	1.011534	1.018638	1.0090855	1.035075	1.05212	1.09687	1.035448	1.0029245	1.030421	1.66015	1.035234	1.017842	1.049342	1.035639	1.024998
15.4	1.0096262	1.018347	1.025642	1.025014	1.0059249	1.10544	1.0496	1.0015795	0.9974598	1.50212	0.972166	0.98944	1.035601	1.074442	1.012366
15.41	1.0020507	1.017221	1.027434	1.021727	1.024983	1.1187	1.030824	0.974467	1.048919	1.4253	1.044121	1.048658	1.051134	0.975082	1.1075
15.42	1.014295	1.029433	1.0065497	1.011176	1.028616	1.074438	1.063977	1.053497	1.038132	1.29274	0.998475	1.10553	1.010103	1.053206	1.0060739
15.43	1.038473	1.0087063	1.020509	1.022817	1.10791	1.085554	1.065113	0.989078	1.0073224	1.26037	1.058047	0.977405	1.099431	1.12294	0.9972132
15.44	1.033781	1.030934	1.013125	1.022202	0.9927694	1.029159	1.01743	1.063662	1.044985	1.13648	1.041287	1.045233	1.054419	1.030003	1.012955
15.45	1.033691	1.043953	0.986172	1.022722	1.11392	1.096819	0.966605	1.029989	1.023236	1.22518	1.039436	1.0022453	1.012706	1.064645	1.089073
15.46	1.0013817	1.019086	1.018024	1.020722	1.03591	1.1476	1.082178	0.984851	1.0082135	1.13435	1.02435	1.0035647	1.013271	0.970995	1.0045084
15.47	1.024478	1.021801	1.038864	1.037075	1.056504	1.080452	1.069729	1.059826	1.059042	1.17183	1.069123	0.959813	1.018176	1.097429	1.034065
15.48	1.013112	1.066957	0.988981	0.9970036	1.10242	1.1236	1.074514	0.985857	1.044405	1.071645	0.993958	1.078267	1.052379	1.13384	0.983003
15.49	1.033786	1.03273	1.013058	1.019026	1.097821	1.039795	1.10081	1.017291	1.048183	1.089389	1.0089329	1.087301	1.027815	0.9980835	0.972099
15.5	1.039549	1.039616	1.035874	1.030179	1.071801	1.026087	0.981683	0.966671	1.06567	1.12521	1.074557	1.082772	1.049712	1.089902	1.014491
15.51	1.035569	1.04461	0.986062	1.010094	1.059877	1.077736	1.10044	1.0675	1.077277	1.082719	1.08246	1.071123	1.09884	1.12892	1.030534
15.52	0.9965224	1.051892	0.970893	1.017163	1.030264	1.040059	1.045473	0.9908353	1.022756	1.12913	1.034071	1.021079	1.01966	1.085754	0.99956729
15.53	1.012217	1.061794	1.014383	1.012522	1.098744	1.031327	1.073746	1.042212	1.0188	1.00057767	1.01669	1.057796	1.062806	1.036198	1.027234
15.54	1.042942	1.075463	0.985945	1.023289	1.063625	0.9947349	1.080537	1.033026	1.059312	0.9873	0.977308	1.017195	1.040188	1.025473	0.9943185
15.55	1.037995	1.044059	1.0048579	1.023038	1.023053	1.086448	1.049831	1.039046	1.020141	1.039622	1.018953	1.021967	1.096635	0.986587	1.053494
15.56	1.036431	1.068692	1.021488	1.010162	1.04463	1.015623	1.030446	1.046678	0.9921279	1.015546	1.058352	1.017106	1.064132	1.056547	1.021802
15.57	1.0033843	1.025668	1.024675	1.024404	1.025466	0.987068	1.01511	1.061969	1.034925	0.977	1.010093	1.025986	1.027434	1.030458	1.073916
15.58	1.023246	1.062534	1.034338	1.016189	1.043403	1.065419	1.026791	1.040656	0.998389	0.99947678	1.027679	1.012877	1.067158	1.046681	1.0042155
15.59	1.02632	1.029168	1.020263	1.024895	0.9965368	1.059616	1.01725	1.0028175	1.0073388	1.066067	0.930739	1.0038159	1.056057	1.0027501	1.011275
15.6	1.037021	1.022849	1.035921	1.012361	1.069441	1.0085132	1.048529	1.018215	1.060337	1.0092449	0.99983598	1.0924	1.069461	1.11327	1.009764
15.61	1.045634	1.064365	1.021419	1.0057524	1.05322	1.0087073	1.076872	1.026044	1.058113	0.987624	1.014732	1.025323	1.10495	0.9969635	1.025732
15.62	1.01062	1.026542	1.019036	1.010408	0.975575	1.034719	1.068615	0.9907237	1.029618	0.970791	0.986629	1.01712	1.05193	1.033624	1.0032693
15.63	1.0004918	1.032533	1.05111	0.987106	0.98666	0.969155	1.038437	1.0081429	1.01317	0.97438	0.985221	1.0089475	1.05237	1.016632	0.986358
15.64	1.016033	1.054047	1.018702	1.012579	1.033612	1.0071791	1.037473	1.077369	0.980025	1.06126	1.026003	1.0051595	1.13039	0.9962608	0.9916551
15.65	1.01652	1.029062	1.028738	1.023015	1.036565	1.030764	1.026718	0.9917355	1.02744	1.032832	1.054584	1.026472	1.015174	1.02414	1.018282
15.66	1.021269	1.02367	0.980342	1.018499	1.031085	1.043795	1.038799	1.043672	1.074676	1.067277	0.974816	1.0030605	1.044431	0.975738	1.025916
15.67	1.023859	1.016423	0.981051	1.01487	1.10054	0.973542	0.988179	1.069117	1.030877	1.08352	1.054875	1.14892	1.046059	1.064365	1.015103
15.68	1.04032	1.030888	0.9974177	1.013997	1.012779	1.051668	1.028092	1.066554	1.066089	1.015955	0.958541	1.12816	1.11276	1.030032	1.069591
15.69	1.020781	1.0040685	0.9924479	1.022949	1.027167	0.940111	1.023398	1.014778	1.0097183	1.0072263	1.057275	1.027694	0.9930275	1.080795	0.966753
15.7	1.032756	1.0365	1.030016	1.0086923	1.033633	1.018681	1.060987	0.9910426	1.024529	1.052285	0.963713	1.051679	1.025678	1.0052406	1.047458
15.71	1.040029	1.045284	1.04892	1.0055197	1.080945	1.018914	1.015934	0.9960387	1.042617	1.025183	1.066703	1.025102	1.031295	0.977838	1.0021047
15.72	1.043509	1.035552	1.02668	1.013903	1.071796	1.03372	1.098678	0.944299	1.033384	1.0087573	1.0018605	1.071986	1.05664	1.043533	1.017301
15.73	1.035599	1.044583	1.02561	1.012949	1.077797	1.0023963	0.9921835	1.033535	1.044643	1.053638	0.971265	1.049878	1.063552	0.986023	1.040259
15.74	1.0045408	1.028266	1.0082885	1.018452	1.093501	0.9909207	1.036704	1.018705	0.975255	0.977137	1.037531	1.073109	1.11179	1.018382	1.022936
15.75	1.042283	1.035842	1.0074788	1.0021127	1.029416	1.023649	1.042939	1.063119	1.065631	1.047244	1.051232	1.056226	1.00019774	1.0081507	1.065912
15.76	1.0052099	1.022918	1.0094002	0.9958479	1.0087042	0.985224	1.049349	1.010312	0.9951946	1.051328	1.088395	0.9902975	1.041246	0.972534	1.041082
15.77	1.027234	1.062284	1.0079716	1.016277	1.004543	0.969593	1.024726	1.023768	0.99947704	0.9958104	1.015257	1.00521	1.0121	1.077988	1.022451
15.78	1.036311	1.045287	1.013391	1.030358	1.0023518	1.015158	1.014636	0.9931308	0.98645	1.037734	1.054194	1.040137	1.032483	1.038529	1.033871
15.79	1.017905	1.0028542	1.0065871	0.999506	1.040736	0.984878	1.037088	0.978848	1.025298	1.05343	1.010349	1.0032023	1.065143	1.068849	1.067573
15.8	0.9945781	1.047728	0.9915085	1.0042464	1.016534	1.0053476	1.036785	1.024319	1.010949	1.020341	1.02094	1.017972	1.074092	0.9989173	1.0039496
15.81	1.024003	1.026334	1.0016175	1.011837	1.0081807	1.026032	1.046304	0.9951655	1.015895	1.035813	1.087022	1.0071096	1.054902	1.045197	1.077791
15.82	1.030963	1.02976	1.013056	1.038425	1.14028	1.027552	1.011245	1.023722	1.06497	0.980713	1.042245	1.043059	1.063053	1.089911	1.035461
15.83	1.02123	1.046731	0.976482	1.020756	1.019162	0.980298	1.058561	1.04884	1.027118	1.029991	1.049004	1.031613	1.077541	1.003224	0.937492
15.84	1.025646	1.035966	0.989884	1.016489	0.9967892	0.967874	1.0062186	1.01217	1.045478	0.971262	1.014279	1.0094872	1.027164	1.073412	0.949816
15.85	1.017476	1.018574	1.015147	1.03414	1.091124	1.015024	1.026518	1.016621	1.026043	0.94892	0.984316	0.9914726	1.039819	1.011057	1.048217
15.86	1.017672	1.022636	1.057155	1.010617	1.079858	1.031102	1.039705	1.014116	1.090827	1.05918	1.085295	1.017666	1.04814	1.11615	1.0024705
15.87	1.0029659	1.011305	1.065972	1.02307	1.012141	0.9985217	1.045771	1.014586	1.039744	1.0088573	0.952646	1.024336	1.025906	1.026429	1.040186
15.88	1.0087339	1.033584	1.0048323	1.020305	1.028096	1.033567	0.9910144	0.973741	1.031354	1.038334	1.066902	0.987585	1.03933	1.087323	1.013499
15.89	1.028363	1.029155	1.0035607	1.0048364	0.9985153	1.068999	1.1099	1.032689	1.062148	1.025055	1.032023	1.013432	1.0086717	1.047958	1.024935
15.9	1.02007	1.016901	1.014095	1.041825	1.025666	1.0073482	1.032848	1.01021	1.028073	1.0070266	1.044511	1.22876	1.041707	1.015489	0.9967868
15.91	1.021062	1.025317	1.0097558	1.01279	1.11494	1.015116	1.022981	1.080139	1.019373	1.031735	1.049195	1.16885	1.036237	1.01419	0.93942
15.92	1.013608	1.025685	1.0016652	1.01694	1.012057	0.9951409	1.071955	1.09914	1.033107	1.0073254	1.014794	1.11526	0.9943363	1.027666	0.9926782
15.93	1.036	1.0069957	1.015088	1.02344	0.981395	0.9929605	1.052631	1.025808	1.095523	1.058403	1.0012608	1.063025	1.090584	1.0416	1.039804
15.94	1.020529	1.015237	1.0030749	1.017097	0.982279	0.9979196	0.9911196	1.066094	1.028436	0.9987151	1.020285	1.14122	1.05607	1.0021527	1.024578
15.95	0.9971125	1.046356	0.99954366	1.012845	0.989491	1.0061011	1.045422	1.036556	1.040012	1.047327	1.04144	1.19764	1.024832	1.012152	0.9912068
15.96	1.029442	1.041195	1.017154	1.029268	1.078771	1.021999	1.016599	0.986444	1.053355	1.0028775	1.03801	1.20111	1.0482	1.068222	0.99998862
15.97	1.017518	1.027775	1.012274	1.02437	0.9946163	0.9921009	0.9968448	1.036187	1.023978	1.0090344	1.0012894	1.13845	0.965369	1.0048538	0.981665
15.98	1.014446	1.048066	1.029194	1.0096732	1.00013482	0.9921814	1.00067653	1.035056	1.03235	1.027519	1.076128	1.078833	0.962852	0.976032	1.01542
15.99	1.011433	1.031767	1.022486	1.017659	1.064296	1.058646	1.035854	1.039887	0.96821	1.056261	0.959908	1.13445	1.030879	1.062728	1.012241
16	1.016285	1.037553	1.020646	1.0017098	1.0083667	0.979045	1.0055844	1.031233	1.031207	1.058529	0.98983	1.071371	1.011441	1.017383	1.038173
16.01	1.00097903	1.050826	1.0089346	1.0061125	0.97978	1.011763	1.041175	1.01548	1.025232	1.039102	1.047362	0.971292	1.072018	1.053264	1.016125
16.02	1.051124	1.067483	1.027875	1.010218	0.969998	1.011841	1.036508	1.058599	0.9927297	1.084822	0.949309	1.0086695	1.080612	0.924515	1.060288
16.03	1.035384	1.016251	1.012533	0.9934901	1.038057	0.986353	1.023315	1.020572	1.041131	1.070794	1.036384	1.062486	0.9931353	0.9948023	1.0016119
16.04	1.014647	1.044321	0.9939054	1.035326	1.025888	1.033004	1.017639	1.037049	0.978495	1.039192	0.962842	0.950447	1.011568	1.0075343	1.03513
16.05	1.027355	1.0048684	0.9912292	1.02354	1.03827	1.043148	1.028772	0.967226	1.011809	0.952762	0.985502	0.956408	0.987129	1.0058371	1.010614
16.06	1.03186	1.061963	1.02803	1.019749	1.030217	0.962635	1.072714	1.0077685	1.015493	1.031403	0.976793	0.970677	1.062842	1.042273	1.056911
16.07	1.023387	1.038561	1.0037759	1.011318	0.974993	1.048481	1.014526	0.933166	1.012054	1.037893	1.088301	1.020985	1.087549	1.01153	1.0074631
16.08	1.024249	1.066251	1.015063	1.014873	0.99931854	0.9949699	1.067646	0.99018	1.063435	1.029249	1.01949	1.0056632	0.969502	1.026387	1.0012564
16.09	1.053405	1.041921	0.985081	1.016699	0.972651	1.0025201	0.960301	1.46492	1.0047732	1.014691	1.068509	0.975178	1.056151	0.983328	0.986286
16.1	1.033325	1.039647	1.0038174	1.011933	1.049545	1.11856	1.0424	1.35159	1.045881	0.955591	1.0075483	1.024623	0.94668	1.0049376	0.982945
16.11	1.024014	1.046344	1.0429	1.0097671	1.0081951	0.930495	1.045377	1.26036	1.052467	1.072667	1.040929	1.075815	1.074512	1.056472	1.019796
16.12	0.9981769	1.0018197	1.005384	1.014953	1.14034	1.037464	0.963078	1.27707	1.040526	1.049451	1.053688	1.042559	1.044099	1.061665	0.98885
16.13	1.029182	1.035758	0.985719	1.011666	1.057968	1.026083	1.030092	1.22381	0.987972	1.035695	1.04786	1.016083	1.044304	1.042951	0.971036
16.14	0.9944396	1.044399	0.9904192	1.022495	1.090165	1.047882	1.013635	1.12999	1.026555	0.997611	1.03725	1.0088787	1.071437	1.021099	1.029222
16.15	1.011102	1.030594	1.04084	1.023391	1.040128	1.054023	1.010848	1.12499	1.034249	1.033715	0.989243	1.035122	1.00040343	0.987057	1.00089688
16.16	1.032781	1.037777	1.032189	1.030164	1.049019	1.054506	1.068736	1.048804	1.041965	1.041145	1.058764	1.075977	1.088376	1.0038823	0.986621
16.17	1.019994	1.038393	0.9948544	1.00050698	1.020168	1.0997	1.073168	1.074781	1.000397	1.04544	1.027494	1.0234	0.9915429	1.040421	1.010392
16.18	1.045811	1.011197	1.06615	1.010567	0.977292	1.028938	1.026744	1.052477	1.019569	1.01411	0.924033	1.024739	1.0050124	1.033214	1.012612
16.19	1.039767	1.051832	1.04345	1.038138	1.041224	0.9908518	1.056253	1.12283	1.046384	1.055817	1.067567	1.12403	1.068016	1.061429	1.012733
16.2	1.029409	1.03747	1.023345	1.025501	1.096026	1.013651	1.0044507	1.050172	1.013047	1.035849	1.028987	1.024565	1.052323	0.978455	1.057978
16.21	1.041543	1.0014117	1.031747	1.0085064	1.021431	1.037529	1.01005	1.040515	1.041211	1.045663	1.082207	1.013779	1.047288	1.099432	1.039232
16.22	1.031238	1.036557	1.035911	1.045902	1.0076904	0.9971002	1.045446	1.0061124	0.9913007	1.010993	1.011158	1.025896	0.98264	1.11377	1.082971
16.23	1.021302	1.040497	1.038366	0.99931002	0.986797	1.056386	1.013453	1.034897	1.055032	0.974222	1.025587	0.9960457	0.982858	0.9928425	1.034568
16.24	1.03157	1.089293	1.023141	1.030366	1.050374	0.988296	1.026751	1.091584	1.012391	0.988066	1.072941	1.074665	0.9956507	1.025319	1.013152
16.25	1.023688	1.015848	0.9904498	1.024346	1.092821	1.010491	1.017172	1.02881	1.038994	1.0065624	1.10402	1.0070872	1.028614	1.026897	1.01192
16.26	1.042168	1.023462	1.018036	1.023437	0.969923	0.9989722	1.053049	1.028814	1.024869	1.0051901	0.964093	0.9925254	0.9980794	1.027849	1.044525
16.27	1.026743	1.03478	1.021759	1.017169	0.959158	1.085632	1.057054	1.078143	1.030977	1.021413	0.988267	1.032165	1.07446	0.99959327	1.010893
16.28	1.01076	1.047898	1.017225	1.023491	1.032322	1.032192	1.03377	1.044045	1.026994	1.017675	1.0073788	1.036792	1.018974	1.053681	1.012322
16.29	1.024309	1.026786	0.988612	1.0086422	1.059905	0.985043	1.006431	1.031127	0.968898	1.0070055	1.096475	0.989226	1.011405	1.071431	1.012527
16.3	0.9913851	1.031048	0.995419	1.024816	1.02205	1.0017396	1.013094	1.019784	1.028318	1.013475	1.054112	0.943112	1.038926	1.015253	1.004608
16.31	1.033199	1.021072	1.023925	1.025485	1.072883	0.989986	0.988839	1.0054992	1.033157	0.9654	0.9965962	1.079208	1.020641	1.02966	0.984083
16.32	1.011808	1.077905	1.019383	1.013468	1.056876	0.9969944	1.072846	0.985995	1.061297	1.072224	1.048713	1.0091821	1.049703	1.032973	1.027734
16.33	1.0091167	1.0027772	1.012812	1.012239	1.092717	1.0056307	1.018648	1.0017582	1.0062417	0.9936112	1.004714	1.035387	0.9970062	1.070489	0.99973601
16.34	1.02448	1.063898	1.013007	1.017739	1.035007	0.9959791	1.050778	1.048148	1.028566	0.9922202	1.030351	1.0072665	1.0059223	1.008777	1.0090389
16.35	1.021595	1.035508	1.0064697	1.047351	1.0034926	0.9988445	0.98263	1.0012613	0.9967519	1.014224	0.989754	1.041436	1.037358	1.076243	1.040607
16.36	1.048359	1.05934	1.031815	1.0055033	1.079329	1.041108	1.041486	1.048654	1.051098	1.021219	1.020313	1.016722	1.067622	1.11919	0.988317
16.37	1.017098	1.033132	1.0213	1.040995	1.083768	1.78812	0.958121	1.030411	0.969736	1.033993	1.025236	1.16726	1.041837	0.9929447	1.003609
16.38	1.03116	1.031819	0.9947798	1.0023037	0.9944563	1.63276	1.096996	1.015598	1.024351	1.055115	1.053358	1.049654	1.090297	1.030676	1.020905
16.39	1.020564	1.013192	0.993085	1.010009	1.023283	1.40756	1.058224	1.033446	1.024662	0.910825	1.031105	1.077055	0.9958479	1.017754	1.010801
16.4	1.021115	1.070057	1.03981	1.016836	1.058762	1.78899	0.9915252	1.01424	1.03941	0.989869	1.0094004	1.10316	1.085887	1.095805	1.017243
16.41	1.0099025	1.039916	1.020266	1.0056448	0.9682	1.62449	1.052387	1.06077	1.021449	0.96831	1.044929	0.981544	1.049906	1.068875	0.98117
16.42	1.02809	0.9973912	0.9934419	1.0051813	1.03251	1.45185	1.0035171	0.9961315	0.9954146	1.0026942	1.048827	1.035182	0.9966793	1.008097	1.0070306
16.43	1.0082534	1.058041	0.987883	1.004246	1.032615	1.32528	1.024654	1.050264	1.012116	0.9944852	1.02439	1.029111	1.035588	1.060212	0.987743
16.44	1.0048597	1.051477	1.0042029	1.010915	1.024129	1.2034	1.027899	1.2197	1.012016	1.038201	1.072166	1.055405	1.062098	0.965454	0.9935069
16.45	1.013774	1.032466	1.018483	0.9931324	0.982679	1.18893	1.032065	1.11304	0.96246	1.032743	1.065143	0.971413	0.9949378	1.052298	0.955441
16.46	1.040693	1.0039248	1.036492	1.018513	1.057938	1.19092	1.0033917	1.045648	1.022046	1.026379	1.022128	1.038539	1.037212	1.048106	1.030099
16.47	1.03496	1.023597	1.016154	1.023233	1.071507	1.1485	1.057136	1.080946	0.972147	1.0097449	0.934245	0.920571	1.026867	1.067754	1.005965
16.48	1.035253	1.050922	1.0009246	0.9960972	1.092145	1.16537	0.9911232	1.077267	1.0482	1.11276	1.034783	1.044677	0.958651	1.022771	1.056732
16.49	1.013443	1.026849	1.012278	1.0075301	1.01687	1.059392	1.025335	0.9941873	1.048425	1.059345	1.014199	1.049741	1.064115	0.9983589	0.9950918
16.5	1.027657	1.06741	1.017222	1.0033002	1.031573	1.087385	1.049124	0.978374	1.029824	1.03645	1.009302	1.042172	1.027069	1.015848	0.981887
16.51	1.012461	1.036932	1.057972	0.9915999	1.028891	1.11539	1.037092	1.023482	1.041452	1.048359	1.067168	0.978423	1.049428	1.0077678	1.0433
16.52	1.028853	1.028874	1.052385	1.0068816	1.055488	1.029512	1.016577	1.009757	1.041359	0.987781	1.025423	1.014599	0.977864	1.055233	0.972368
16.53	1.012839	1.029956	1.036762	1.011034	0.99514	1.061825	1.033423	1.044447	0.9981143	1.019587	1.0053501	0.989629	1.082143	0.988212	1.012296
16.54	1.010251	1.010886	1.042244	1.0022896	1.042915	1.013774	1.0019842	1.047222	1.034279	1.017522	1.074704	1.023253	1.076757	1.047117	0.9960411
16.55	1.010063	1.030098	1.060025	1.022138	1.023161	1.018104	1.0684	1.0057251	1.003661	1.039388	1.0079522	0.99961743	1.055098	1.029485	1.012176
16.56	1.026858	1.022451	1.014413	1.013285	1.051767	1.079388	1.028763	1.10363	1.070769	1.0029818	1.01323	0.964991	0.989825	0.9981027	1.024951
16.57	1.0017488	1.012302	1.061812	1.0095914	1.015217	1.019147	1.058247	1.017768	1.038082	1.021761	0.962045	1.034033	0.9948254	1.044352	1.054031
16.58	1.0058096	1.044675	1.039422	1.00052281	1.056417	1.0011675	1.076777	1.063449	1.0060511	0.975669	0.979107	1.0037021	1.014212	1.023526	0.9972362
16.59	1.002927	1.043219	1.036851	1.010437	1.075077	1.033503	0.99912792	1.023802	0.99922689	0.974646	0.956038	1.034264	1.01997	1.028713	1.022321
16.6	1.033284	1.016606	1.0045772	1.021244	1.10856	1.072123	1.022974	1.0742	1.02228	1.021908	1.029846	1.039417	1.028353	1.070703	1.024849
16.61	1.03328	1.061912	1.021437	0.9928639	1.024293	1.038626	1.013421	1.037108	0.983943	1.030749	1.015793	1.051274	1.015558	0.9936497	0.99905787
16.62	1.010907	1.044104	1.0027119	1.007904	1.051276	1.048451	1.085487	1.036897	1.013005	0.976492	0.978721	1.043725	1.016373	1.0061721	1.059772
16.63	1.015458	1.036942	1.047171	1.022747	1.049807	1.044375	1.056415	1.033475	1.028976	1.011248	1.0022547	1.0036923	1.041204	1.024964	0.9918344
16.64	1.016366	1.055917	1.035947	1.025089	0.9951913	1.0059471	1.0037096	1.0016721	1.046179	0.9972936	1.061998	1.0079942	1.050692	1.06449	0.989619
16.65	1.0090318	1.054168	1.039685	0.987486	1.046715	1.045204	1.022457	1.0061452	1.036217	1.039211	1.065231	0.988475	1.010621	1.056718	1.01496
16.66	1.016689	1.011711	1.019747	1.015618	1.031115	1.083344	0.992045	0.986325	0.969793	1.019055	1.031152	0.9912987	1.11714	0.931072	1.068562
16.67	1.01306	1.020323	1.025634	1.0027934	1.044909	1.0057604	1.024202	1.041266	1.077315	1.01729	0.958688	1.0094042	1.05731	1.038854	0.993977
16.68	0.999945318	1.04845	1.045684	1.024396	1.016843	1.04092	1.062573	1.086961	1.057439	0.980349	1.0013152	1.014944	1.012616	1.042428	1.032271
16.69	1.00043936	1.043933	1.027435	1.0038645	1.048613	0.942451	1.031554	0.9936716	1.044638	1.035111	1.03012	0.9912954	1.0095445	1.036779	1.0043171
16.7	1.043876	1.031543	1.0043693	0.9913961	1.06963	1.069466	0.9916324	0.993991	1.055698	1.036938	1.048222	1.025697	1.079396	1.073002	1.051308
16.71	1.025795	1.047036	1.03406	1.0062795	1.065282	1.10672	1.0050705	0.97046	1.0028941	1.041271	0.966883	0.971452	1.063748	0.943737	1.030392
16.72	1.018463	1.040406	1.040466	1.035411	1.078926	1.075816	1.010708	0.979033	1.056968	1.027568	1.02769	0.9962732	1.033989	1.060384	1.04457
16.73	1.014598	1.0088293	1.0069191	1.014942	0.97067	1.064305	1.092077	0.987045	0.964119	1.029975	1.036475	0.983847	0.965934	1.0059625	0.9943064
16.74	1.028054	1.06767	1.027295	1.033347	1.043378	1.051039	1.017296	1.008068	1.051861	1.01731	1.017728	1.03962	1.029056	1.014945	0.960292
16.75	1.016303	1.011527	1.029468	1.029506	1.040565	1.026777	1.0044982	1.011182	1.013839	1.063601	1.024795	1.061322	0.99946739	1.02587	1.036802
16.76	1.028374	1.038755	1.02792	1.012334	1.036175	1.081789	1.061819	1.07087	1.01041	1.013217	1.05299	0.9983696	1.035635	0.9954968	1.009766
16.77	1.007763	1.073865	1.033605	1.025556	1.095303	0.975159	1.056699	0.9961297	1.093246	1.02146	0.9939975	1.041645	1.058046	1.073218	1.034327
16.78	1.034543	1.06526	1.015499	0.99900168	1.052788	1.079439	1.04598	1.020141	1.044483	0.987221	1.057228	1.046363	1.07433	1.00053129	1.015773
16.79	1.0015298	1.024994	1.026378	1.01234	1.065886	1.039473	1.039198	0.98566	1.045614	1.027845	0.989999	1.016346	1.038485	1.043025	0.961996
16.8	1.031112	1.043166	1.028214	1.022057	1.038613	0.966107	1.03662	1.013889	1.019602	0.94972	0.996543	1.020673	1.082168	0.966408	1.049867
16.81	1.012292	1.0075528	1.05353	1.016797	1.059209	1.011295	1.064626	1.054264	1.037491	0.981698	1.045773	1.18642	1.03515	1.047418	1.019218
16.82	1.018353	1.076132	1.024102	1.028399	1.08616	1.066781	1.0069686	1.021185	1.066967	1.0079962	0.968986	1.16612	1.02932	0.99892	1.029312
16.83	1.0075706	1.048407	0.988552	1.036447	1.067872	0.974341	1.025121	1.064381	1.047338	1.015983	1.059453	1.083243	0.9947501	0.9973598	0.9919733
