Time	ROI1	ROI2	ROI3	ROI4	ROI5	ROI6	ROI7	ROI8	ROI9	ROI10	ROI11	ROI12	ROI13	ROI14	ROI15
36.69	1.051219	1.075949	1.031149	1.021107	1.053528	1.09377	1.089271	1.017958	1.033148	0.93268	1.092071	1.073646	0.966525	1.044073	1.014493
36.7	1.031749	1.045766	1.023752	1.062061	1.0095569	1.11776	1.021506	1.024273	1.029359	1.025309	0.951073	1.063829	1.0094957	1.0080084	1.013306
36.71	1.018995	1.072446	0.9943141	1.020205	1.022925	1.071464	0.976641	1.011692	1.038359	1.013179	0.9942271	1.051785	1.00453	1.065512	0.957056
36.72	1.034249	1.046558	1.030395	1.00048304	0.994494	1.037511	1.00057526	0.97557	1.094277	1.020438	1.013731	1.013371	1.01419	0.942876	1.10086
36.73	1.019275	1.023206	1.025662	1.035936	1.034106	1.03086	1.020989	1.032328	1.050488	0.973656	0.973919	1.036514	1.056369	1.05621	0.989773
36.74	1.017182	1.068845	1.011656	1.0053885	1.085544	1.0087555	1.019779	1.029333	1.040127	1.024841	1.066634	1.0085192	0.985525	1.0079642	1.026284
36.75	1.037614	1.076197	1.010079	1.040296	1.070387	1.058102	1.042297	1.039535	1.050203	1.077847	0.989912	1.040259	1.079367	0.985726	1.0079009
36.76	1.031744	1.036551	1.02251	1.0015417	1.024378	1.034191	1.0062884	1.081521	1.027578	0.990677	1.079643	1.030824	0.980655	0.968198	0.969502
36.77	1.056755	1.02142	1.011433	1.019909	1.019061	1.042659	1.053494	1.0001475	0.9907665	1.073582	1.033736	0.966684	1.0049187	0.961148	1.017723
36.78	1.024624	1.010543	1.018965	1.038947	1.019549	0.974417	1.057496	1.0072354	1.016691	1.0096029	1.0092944	0.9974195	0.983152	1.098952	1.032855
36.79	1.028188	1.064593	1.014114	1.019563	1.030038	1.019086	1.10929	1.098754	1.049996	1.02389	1.070878	1.015063	1.0090208	1.086943	1.071315
36.8	1.017588	1.016567	1.040315	1.043769	1.010251	1.075806	1.028173	1.13474	1.071693	0.981119	1.074868	1.058544	1.053169	1.064946	1.010324
36.81	1.028001	1.068898	1.0087997	1.054483	1.017165	1.051859	1.073691	1.099413	1.0070126	1.066966	0.988134	1.095465	0.954544	1.02811	1.037534
36.82	1.014959	1.028285	0.99989268	1.017169	1.025706	0.980573	1.040177	1.077467	0.99908194	1.0068033	1.0043397	1.006367	1.016671	1.049254	1.03516
36.83	1.028201	1.060427	1.014488	1.009741	0.992078	1.016404	1.074891	1.058082	1.040185	1.019076	1.073845	1.022816	0.938064	1.039793	0.9954059
36.84	1.023268	1.03795	1.0050923	1.018844	1.079651	1.021868	0.99811	1.0088444	1.028493	1.051224	1.089048	1.08565	1.053558	1.12311	1.013138
36.85	1.026092	1.03856	1.008325	1.052446	1.072029	1.085449	1.068592	1.069628	1.054885	1.0013933	1.070917	1.065242	0.983876	1.06573	1.032708
36.86	1.022002	1.044015	0.9940987	1.027241	1.031648	1.063813	1.01445	1.082008	1.037945	1.046382	1.05295	1.040172	1.038434	1.092055	1.053826
36.87	1.029282	1.033328	1.036439	1.022819	1.1056	1.0015432	1.042827	1.035666	1.064954	1.048109	1.010757	1.099605	1.038455	0.913289	0.964413
36.88	1.0084724	1.039934	1.032802	1.034535	1.093874	1.064695	1.038333	1.030324	1.043396	1.06152	0.976676	1.14084	1.033684	1.070381	1.058634
36.89	1.036751	1.050277	1.029657	1.027156	1.072892	1.051793	0.94793	1.064095	1.061213	1.058344	1.042045	1.16127	1.052989	1.053827	1.071634
36.9	1.038783	1.044103	1.011751	1.040088	1.027014	1.012455	1.054004	1.0060055	1.087739	0.99987927	1.039532	1.19625	0.973662	1.015869	0.979793
36.91	1.022945	1.048213	0.9902813	1.016541	1.042981	1.048797	0.985791	1.062147	1.034979	1.023328	1.068401	1.13725	1.063974	1.023306	1.032696
36.92	1.012581	1.054142	1.023028	1.024342	1.060678	1.023033	0.997087	0.976883	1.050327	1.00015868	0.977074	1.099833	1.0418	1.074354	1.0037352
36.93	1.029711	1.011395	0.9916531	1.018652	1.070712	1.041578	0.9940461	1.10972	1.056324	0.988811	1.025124	1.097134	0.98302	1.12194	0.981108
36.94	1.0043706	1.02069	1.031731	1.018088	1.076558	1.037263	1.04207	1.037934	1.065822	1.034796	0.97326	1.0025766	0.971045	1.013993	1.058989
36.95	1.051335	1.026874	1.029541	1.019611	1.0030513	0.9902709	1.076155	1.037274	1.067567	1.026989	0.988261	1.057488	1.020865	1.087878	1.00086788
36.96	1.035297	1.021019	1.0099473	1.02617	0.978889	1.021953	1.019618	1.027414	1.029156	1.041274	1.036037	1.0077384	1.0078133	0.989018	1.046875
36.97	1.014288	1.060599	1.078539	1.028632	1.090558	1.067936	1.035554	1.00046166	1.090632	0.9944608	1.039401	1.040121	1.0029184	1.023228	1.020413
36.98	1.046963	1.065728	1.010398	1.038211	1.055762	1.03969	0.970962	1.057165	1.034923	1.077184	0.99944602	1.092523	0.9943692	1.0014	1.065215
36.99	1.028789	1.027068	1.03285	1.021315	0.98197	1.04085	1.077873	1.042976	1.027222	1.017555	0.980569	1.0037819	1.032177	0.97627	1.002031
37	1.030376	1.045427	1.031911	1.022081	1.067507	1.024306	0.976826	1.0259	1.097647	1.012475	1.052377	1.024727	1.083861	0.996434	1.050411
37.01	1.018421	1.041383	0.99906156	1.026428	1.046954	0.964152	1.065858	0.951889	1.031626	1.015102	1.032458	1.062314	1.018968	1.01658	1.014493
37.02	1.037637	1.025805	1.0069443	1.045079	1.12421	0.9964822	1.055626	1.10578	1.061636	1.082118	1.044568	1.0060128	1.0039943	1.1008	1.032979
37.03	1.014747	1.051223	1.007506	1.037818	1.044728	1.036689	1.035005	1.12168	1.1085	1.020384	0.988826	1.044205	1.046771	1.041632	1.041319
37.04	1.013772	1.0054042	1.0093452	1.04904	1.080824	1.072571	1.016499	1.10161	1.046698	1.054075	1.11006	0.973279	1.016222	1.015379	1.002195
37.05	1.024601	1.067233	1.0067727	1.02455	1.003381	1.051789	0.9944113	1.083329	1.022619	0.9971717	1.075761	1.062102	1.073543	1.072593	1.0044033
37.06	1.020166	1.053213	1.038585	1.036461	1.013867	1.083105	1.05217	1.10631	1.017977	0.995857	1.063444	1.024336	0.958189	1.086725	1.079296
37.07	1.056348	1.062814	0.989192	1.031232	1.077264	1.055434	1.086791	1.06071	1.029843	1.054062	1.087906	1.081305	0.976524	1.057752	0.978421
37.08	1.035074	1.011455	1.02917	1.019516	1.015614	1.015804	1.0087426	1.069031	1.0062107	1.010699	0.9909198	0.972815	1.031295	1.048163	0.9946218
37.09	1.034595	1.031583	1.027904	1.029613	1.062339	1.09669	1.14145	1.036327	1.072478	1.057318	1.0022938	1.028038	1.077275	1.054163	1.043408
37.1	1.050715	1.022989	1.0161	1.073011	1.071763	0.9907804	1.0034289	1.032255	1.094067	0.983914	0.985671	0.918312	1.05166	1.02365	1.035034
37.11	1.015373	1.0086763	0.99979684	1.026023	0.9907845	1.047391	1.053745	0.9922478	1.03118	0.9925211	0.9988288	1.049438	1.01008	1.002759	1.052979
37.12	1.043644	1.039081	1.022509	1.031298	1.0002483	1.1229	1.03268	1.059887	0.9937795	0.952033	1.030602	0.9945992	0.9908767	1.050933	1.031177
37.13	1.031872	1.023882	1.012702	1.029281	1.04716	1.091733	1.047112	1.047093	1.020824	1.0046576	1.05147	1.069802	1.047476	1.02353	0.978711
37.14	1.027754	1.030875	1.038692	1.022507	1.0186	0.9947651	1.010288	1.023903	1.073108	1.0094404	1.094072	1.018584	1.04766	1.053915	1.024789
37.15	1.010483	1.042538	1.021046	1.041315	0.973908	1.052287	1.010727	1.40877	1.10172	1.050013	1.021664	1.059194	1.03243	0.99911747	0.984231
37.16	1.032262	1.050188	1.030767	1.034085	1.099479	1.051276	1.0069698	1.3315	1.021743	1.0055657	0.966773	1.108	1.010962	1.084699	1.028993
37.17	1.014623	1.032731	1.014291	1.04624	1.015603	1.089547	1.053268	1.21338	1.013234	1.054826	0.975456	1.0076058	0.969615	1.015561	1.01989
37.18	1.034289	1.040818	1.024834	1.024874	1.02278	1.041408	1.032	1.24959	1.038959	0.961491	1.03531	1.077814	1.066079	1.17195	1.065843
37.19	1.054791	1.03812	1.046957	1.035274	1.05855	1.019888	1.049035	1.16111	1.03366	1.017802	0.9947007	1.053256	1.018238	1.071314	1.027131
37.2	1.023433	1.026107	1.040885	1.019803	1.01064	1.03497	0.9955043	1.13334	0.98823	1.048599	1.020834	1.065177	1.0059644	1.027433	1.071708
37.21	1.02519	1.057911	1.037414	1.022716	1.035767	1.038556	1.022705	1.11421	1.077293	1.074408	0.977977	1.095007	0.9901548	1.13556	1.0076856
37.22	1.025808	1.046851	1.014008	1.049714	0.987828	1.032439	1.11115	1.11954	1.098958	1.0071639	0.9990986	0.978065	1.0074448	1.066708	0.9977398
37.23	1.031099	1.03577	1.023591	1.051513	1.1115	1.014333	1.013395	1.093301	1.05731	1.0644	1.078833	1.067202	1.041615	1.027319	1.082327
37.24	1.049484	1.046543	1.032725	1.025988	1.028398	1.041655	0.946742	1.092984	1.096477	1.012592	1.038904	1.015333	1.073641	1.018228	1.016354
37.25	1.013307	1.044341	1.029523	1.018072	1.030273	1.027381	1.03093	1.059138	1.032957	1.044205	0.98143	1.011735	1.019658	1.044525	1.033528
37.26	1.037199	1.032773	0.9925719	1.034416	1.027953	1.005561	1.0084303	1.048544	0.986333	0.988993	1.022193	1.11302	1.048734	1.039981	1.037173
37.27	1.036609	1.042191	1.037185	1.032703	1.012718	1.045259	1.067064	1.046067	1.12696	1.021586	1.0043937	1.031587	1.015557	1.11623	1.023511
37.28	1.033648	1.022775	0.9928981	1.0075345	1.054631	1.030725	1.018671	1.03135	1.052982	1.013558	1.028682	1.021785	0.972861	1.092846	1.086139
37.29	1.026248	0.993624	0.963824	1.064909	1.024242	1.045178	1.012951	1.06346	0.984955	1.026861	0.963237	1.026378	0.955106	1.016018	1.047714
37.3	1.031321	1.064616	1.038994	1.044697	0.981884	1.033723	1.056907	0.984157	1.043364	0.9971047	1.044882	1.033109	1.0087555	1.033042	0.987505
37.31	1.045382	1.022845	1.0046537	0.987137	1.026656	1.38168	1.047635	1.021475	1.079577	0.99458	1.062842	0.947195	1.028896	1.1015	1.056603
37.32	1.020946	1.051823	1.033969	1.038287	1.0067223	1.31231	1.049152	1.04157	1.04213	1.051789	0.985484	0.980395	0.9926856	1.0095114	0.979308
37.33	1.013313	1.063028	1.013681	1.024941	0.989375	1.22163	1.049945	1.047147	1.0052627	0.962234	1.029466	1.0055639	1.022943	1.070307	1.0429
37.34	1.030159	1.035344	1.075354	0.984024	0.9969244	1.14009	0.967348	1.045144	1.050578	1.038079	0.9922355	0.96995	1.051302	1.023222	1.012729
37.35	1.021313	1.01888	1.035706	1.014116	1.013043	1.21333	1.083632	1.10948	0.977345	1.011504	1.020053	1.0024326	0.989275	1.02997	0.964866
37.36	1.05099	1.043597	1.02932	0.99978096	0.944182	1.12526	1.078386	0.978377	0.9918012	1.033706	1.035245	1.035375	1.055957	1.024609	1.02077
37.37	1.014027	1.050157	1.016564	1.014728	1.044482	1.075889	1.039026	1.018646	1.010908	1.015132	1.037293	1.060018	1.028554	1.038747	1.0047117
37.38	1.025744	1.059842	1.0097292	1.047595	1.057953	1.02696	1.057782	1.040432	1.031317	1.00057137	1.032867	1.037421	0.97243	1.042348	1.029482
37.39	1.033714	1.031579	0.974896	1.0073393	1.052872	1.041535	1.076725	1.029104	1.098116	1.052822	0.9904841	1.011424	1.024864	0.9972595	0.985397
37.4	1.019318	1.044152	0.979393	1.047362	1.038134	1.000041033	1.095855	0.982615	1.016663	1.078851	1.0080311	1.065444	0.957886	1.06265	1.061639
37.41	1.039207	1.031747	1.020732	1.031627	1.043583	1.09806	1.044349	1.038992	1.037347	1.0071066	0.981407	1.0025781	1.011477	1.013677	1.029512
37.42	1.032913	1.030529	0.984311	1.034853	1.0078168	1.0079814	1.13453	1.031074	1.021983	1.075398	1.00051951	1.042179	1.025527	1.045571	1.019939
37.43	1.060271	1.0081673	0.9989709	1.0054624	1.035079	1.056654	1.030385	0.988014	1.025462	1.046416	1.066181	1.0090455	1.072072	1.010246	1.017083
37.44	1.012489	1.03274	1.015937	1.039497	1.10714	1.023913	1.019849	1.031643	0.9932444	1.051741	0.971524	1.0077576	1.0088729	1.033735	1.0049278
37.45	1.033943	1.065925	1.038589	0.9988615	1.068479	1.024256	1.032403	0.9902527	1.028182	0.989362	0.974408	1.052257	1.033218	1.065236	1.033486
37.46	1.02217	1.045227	1.027219	1.027079	1.029091	1.030063	1.01946	1.046225	1.069924	1.04454	1.0014141	1.065959	0.999555	1.093486	1.0042709
37.47	1.048441	1.039239	1.0019006	1.020538	1.06014	1.058751	1.085024	1.038078	1.064511	0.9928517	0.9917183	1.052414	0.998169	1.0058008	1.05824
37.48	1.030744	1.016661	1.01957	1.026076	1.011457	1.03349	1.0040621	1.071266	1.041886	1.05994	0.951573	1.010375	1.095701	1.046054	1.0015367
37.49	1.013663	1.029136	1.032371	1.031924	1.055106	1.049513	1.077188	1.028463	1.066331	1.013	0.989754	1.029671	1.0037227	0.9931223	0.9936129
37.5	1.028851	1.060758	1.037449	1.022325	1.053957	1.027823	1.030841	1.043948	1.034969	1.0000864	1.017158	1.0070086	1.013381	1.0097004	1.032121
37.51	1.046962	1.060935	1.053639	1.01835	1.018004	1.027961	1.055375	1.086769	1.064519	1.020654	1.058785	1.016017	1.10381	1.026123	1.029795
37.52	1.030802	1.026312	1.029269	1.013369	1.021122	1.0054132	1.080808	1.033763	1.051269	1.047633	1.00081539	1.038907	1.020152	1.054356	0.968338
37.53	1.020173	1.042307	1.02596	1.049515	1.087736	1.0015401	0.9987728	1.049488	1.072999	1.038511	1.033306	1.10187	1.039566	0.98966	1.063237
37.54	1.040718	1.02221	1.026137	1.025888	1.068205	1.047176	0.989737	1.0070755	1.00046292	1.050828	0.962642	1.090668	0.9957278	0.9932025	1.024004
37.55	1.036203	1.0045525	1.0090403	1.058766	1.074376	0.975066	1.02493	1.041691	1.10585	1.065172	1.04322	1.10128	0.9917532	1.066099	0.956412
37.56	1.027398	1.042379	1.012478	1.027252	1.039324	1.056206	1.049586	0.982245	1.016698	1.091934	0.984867	1.052176	1.039715	1.056456	1.068797
37.57	1.031376	1.025583	1.054483	1.017526	1.050601	1.07021	1.039838	1.0024392	1.027553	1.01344	1.024478	1.032498	1.055237	1.054025	1.0079736
37.58	1.007787	1.021222	1.036267	1.010265	0.9990258	1.057014	1.0035434	0.977084	1.062295	1.040286	1.02388	1.075312	1.043916	1.0098984	0.9905869
37.59	1.056929	1.052129	1.035361	1.022501	1.13698	1.030723	1.066088	1.031058	1.027932	1.080297	1.063226	1.042438	1.017156	0.9988815	1.041839
37.6	1.02043	1.022504	0.989102	1.0050971	1.039156	0.946643	1.0039458	1.036182	1.021703	1.081048	1.069364	0.966639	1.004602	1.030256	0.9973721
37.61	1.062989	1.048641	1.0087289	1.022724	1.058401	1.030725	1.0025608	1.060396	1.030832	1.0074617	1.05236	1.032172	0.953221	1.013064	1.02745
37.62	1.017463	1.027516	0.977522	1.024937	1.017153	1.0746	0.9930192	1.06559	1.064852	1.067509	0.996413	0.988581	1.049054	1.059828	1.016342
37.63	1.021974	1.011868	1.016207	1.023811	1.052362	1.044749	1.064602	0.968617	1.055333	0.970885	0.932469	1.0036382	1.04917	1.029749	0.9975515
37.64	1.022162	1.07002	1.025204	1.043331	1.0063771	1.020635	1.064116	1.052068	1.016891	0.943435	0.983397	1.059167	0.9951363	1.0621	1.037689
37.65	1.031196	1.051874	1.010792	1.019464	1.03784	1.029223	1.057573	1.017498	1.049869	1.027985	1.038312	1.032782	0.963213	1.037542	0.969123
37.66	1.0085682	1.05196	1.042133	1.038511	0.9953157	1.060959	1.043996	1.0030448	1.09758	1.021448	1.058624	1.0015575	0.979503	1.00055341	1.089035
37.67	1.030064	1.080856	1.03886	1.039187	1.011555	1.052309	1.039577	1.040837	1.060978	1.029834	1.0025197	1.18883	1.04487	1.056515	1.0029739
37.68	1.019671	1.085485	1.011013	1.01746	0.9955871	0.95231	1.084722	1.011923	0.9982686	1.0082162	1.030227	1.088872	1.042781	1.066073	0.9983833
37.69	1.033331	1.030316	1.037101	1.034565	1.058518	1.071157	1.05517	1.00078436	1.073926	1.044375	1.036752	1.072789	1.054522	1.060966	1.030481
37.7	1.04545	1.042683	1.029006	1.051828	1.032638	0.964086	1.045986	0.938427	1.066647	1.015735	0.9939649	1.11069	0.98939	1.014327	1.033117
37.71	1.028668	1.041259	1.019022	1.034306	0.972908	1.065686	1.018922	1.032738	1.069437	1.017594	1.087663	1.043256	0.9970204	1.057065	0.9961605
37.72	1.018642	1.01939	1.012199	1.02751	1.028118	1.06798	1.02788	0.976522	1.04727	1.047892	1.102	1.047085	1.010129	1.047979	0.9941852
37.73	1.038809	1.06307	1.017362	1.055902	0.9953599	1.022113	1.021859	0.9977722	0.978631	0.963302	1.016725	1.044245	1.051604	0.9937883	1.047591
37.74	1.042597	1.032665	1.060643	1.031158	1.098425	1.079942	1.10993	1.048026	1.036233	1.068169	1.019903	1.029925	1.0036672	1.061422	1.069824
37.75	1.02599	1.031706	1.033494	1.042351	1.068079	0.946096	1.073163	1.038399	1.03947	1.034974	1.12147	1.037053	0.997207	0.936368	1.045988
37.76	0.994159	1.062809	1.010637	1.036683	1.052796	1.21485	1.049919	1.072049	1.067004	1.025583	1.0969	1.020803	1.030605	1.036511	1.014529
37.77	1.016883	1.048576	1.026652	1.03073	1.07149	1.42071	1.051931	1.02563	1.062947	0.9975087	1.054428	1.014385	1.10227	1.088254	1.046024
37.78	1.022916	1.030775	1.010428	1.035661	0.966288	1.32326	0.984678	1.044121	1.0093027	0.989487	1.039417	1.045597	1.075115	1.012646	1.013323
37.79	1.026293	1.032207	0.962014	1.024769	1.097263	1.17079	1.052665	1.070838	1.032617	1.045846	0.959138	0.9974711	1.012361	0.969951	1.054089
37.8	1.017682	1.044762	0.993119	1.022058	1.060677	1.18458	1.092017	1.087774	1.063486	0.973409	1.047702	1.050986	1.018541	1.055497	1.030426
37.81	1.026204	1.043091	1.0032095	1.037419	1.005495	1.15012	1.061781	1.02626	0.957349	1.036558	1.028127	1.038333	1.075302	1.012485	1.045024
37.82	1.0072186	1.028579	1.016996	1.023558	1.076459	1.15435	0.985698	1.042229	1.046322	1.050454	1.023904	1.0019401	0.9979013	1.070369	0.99924642
37.83	1.044943	1.041886	0.9967055	1.037506	1.072607	1.10818	1.057911	1.024178	1.033788	1.058744	0.94827	1.0060211	1.011486	1.015326	1.074127
37.84	1.005711	1.036486	1.013458	1.019987	1.053213	1.10614	1.039425	1.09609	1.017484	1.037374	0.9920925	1.006818	1.016476	1.012536	1.0068731
37.85	1.014885	1.035954	1.051131	1.017898	1.016446	1.096135	1.020473	1.0076272	1.0245	0.985201	1.045282	1.017094	1.040758	1.038739	1.036634
37.86	1.025061	1.028049	1.01862	1.017495	1.03246	1.11281	1.071575	1.011926	1.069661	0.961669	1.029692	1.067404	1.012984	0.9925878	1.039898
37.87	1.0093067	0.985333	1.048571	1.0084961	1.061068	1.076801	1.020596	1.038621	1.024168	1.033767	1.018018	1.046279	0.970046	1.024312	1.0047414
37.88	1.033199	1.020023	1.039872	1.043038	0.9922386	1.015124	0.997627	1.031821	1.013328	0.9912608	1.089799	1.01416	1.0084552	1.02121	1.0086888
37.89	1.01542	1.0028991	1.011863	1.036085	1.023918	0.97933	1.050486	1.059327	0.97518	1.026322	1.059225	0.9941298	0.984601	0.974288	1.010276
37.9	1.01126	1.048659	1.022208	1.0036656	0.990703	1.041032	1.053779	0.9982739	1.046721	1.029274	0.999948663	1.043603	0.988503	1.016132	1.031956
37.91	1.020038	1.065438	1.021666	1.023367	1.068069	1.036404	1.042133	1.028651	1.046321	1.077259	1.00033658	1.050566	0.98459	1.062708	1.053718
37.92	1.041527	1.037667	1.014593	1.03357	1.072907	1.033231	1.030745	0.971368	1.068643	1.040007	0.9943438	1.012027	1.0085996	1.02506	1.014638
37.93	1.015771	1.024855	1.015423	1.02645	1.020768	1.08801	1.039521	1.026051	1.001646	1.039458	1.03687	1.013446	1.05886	0.9972972	0.99939726
37.94	1.027477	1.033705	1.019716	1.047223	1.035754	1.03883	1.0089208	1.037429	1.10144	0.970333	1.018925	1.054979	1.022363	1.084582	1.042696
37.95	1.021173	1.033562	0.99961538	1.041126	1.074445	1.10342	1.050039	1.023571	1.0082463	1.015464	1.022517	1.027079	1.078967	0.9985268	1.04049
37.96	1.018993	1.052406	1.021476	1.052885	1.069968	0.988389	0.9908066	1.022242	1.0029639	1.033349	1.043896	1.016921	0.9945003	1.050189	1.10022
37.97	1.044839	1.033258	1.035384	1.015111	1.028708	1.053963	0.985183	1.086558	1.064722	1.029133	1.02924	1.12397	1.043334	1.046801	1.026494
37.98	1.0085657	1.02892	1.018574	1.046568	1.024721	1.067996	1.030687	1.061875	1.015859	0.969233	1.11508	1.102	1.042919	1.067786	0.983684
37.99	1.037317	0.983056	1.051107	1.028271	1.036684	1.39378	0.958337	1.015955	1.053683	1.018981	1.017853	1.11304	1.0072521	1.042617	1.033277
38	1.041334	1.091599	1.032576	1.037513	1.013694	1.25521	1.075861	1.038832	1.049689	1.081787	1.055283	1.008318	1.068605	1.091676	1.02082
38.01	1.034279	1.040464	1.018967	1.041605	1.046311	1.22821	1.086136	0.948678	1.02214	0.982531	1.023921	1.059583	0.9925002	1.047097	1.028885
38.02	1.055126	1.064147	1.018987	1.024804	1.11367	1.21208	0.98829	1.051877	1.016927	1.013057	1.069276	1.046291	1.027362	1.069976	1.040571
38.03	1.015674	1.023038	1.036562	1.039302	0.9928152	1.18245	1.051623	1.04102	1.089429	1.042864	1.039786	1.022571	1.059642	0.972809	1.062195
38.04	1.017326	1.045605	1.025131	1.033338	0.9916986	1.10257	1.084702	1.0035352	0.980859	1.00094185	1.02805	1.05067	1.0061681	0.989865	0.9918176
38.05	0.9966427	1.037716	1.060542	1.036375	1.011282	1.07205	1.00028043	1.019545	0.96889	0.975558	1.032641	1.088463	1.032088	1.044349	1.060156
38.06	1.041879	1.054227	1.0091978	0.988617	0.985427	1.064763	1.063597	1.021311	1.063182	1.064467	1.046031	1.098011	1.025707	1.024072	1.068834
38.07	1.023512	1.038854	1.029322	1.030405	1.10249	1.088857	1.028206	1.089874	1.061622	0.99957492	1.00598	1.12026	1.077694	0.989697	1.045357
38.08	1.020297	1.01692	1.068776	1.024131	1.074564	1.02761	1.089887	0.9963751	1.024955	1.020282	1.094853	1.039434	1.033054	1.063686	1.032449
38.09	1.029705	1.035567	1.027922	1.052675	0.985208	1.066207	1.013572	0.960086	0.98948	0.984005	1.10065	1.056766	0.968152	1.062558	1.081919
38.1	1.022236	1.037515	1.020614	1.043761	1.027302	1.029753	0.981635	0.988835	1.062329	1.0088295	1.1038	1.0063082	1.059271	1.060979	1.0079848
38.11	1.025165	1.036089	1.027677	1.020567	1.0408	1.053364	0.98647	1.0055635	1.073346	0.962524	1.018528	1.012983	1.078015	1.046209	1.073262
38.12	1.02786	1.013325	1.020101	1.017087	1.010767	1.08959	1.040574	1.036822	1.0039396	1.046332	1.0044117	1.029105	0.978054	1.0654	1.029669
38.13	1.010649	1.026437	1.018891	1.028871	1.039066	1.10599	0.986343	1.016667	1.078687	0.981519	1.00094884	1.0038891	1.027479	1.06989	1.039051
38.14	1.014812	1.032685	0.97694	1.0078838	1.0063799	1.016769	1.045537	1.04617	0.9906615	1.02158	1.037403	0.993096	1.041052	1.023843	1.046617
38.15	1.01832	1.041971	1.033267	1.0099429	0.9907515	1.0068066	1.023822	1.060105	0.9930363	1.037246	1.0043892	1.014713	0.99910851	1.084186	0.988753
38.16	1.014439	1.021929	1.0045371	1.016839	1.019994	1.0068793	1.0093318	0.971601	1.015394	1.017245	0.982815	1.019094	1.0029249	1.0047485	0.998577
38.17	1.047128	1.035093	1.02605	1.018438	1.019553	1.060704	1.03692	1.061077	1.067856	1.069036	1.078341	1.015487	1.024873	1.024858	1.038277
38.18	1.033583	1.05993	1.058411	1.018028	1.014248	1.036064	1.064731	1.024755	1.032398	1.036589	1.044363	1.20985	1.068713	1.072102	1.017463
38.19	1.013244	1.047338	1.0066665	1.034899	1.056089	1.04675	1.026954	0.99970432	1.034841	1.078466	1.02666	0.982872	1.024677	1.041878	1.02699
38.2	1.036509	1.047592	1.046881	0.988656	1.0528	1.05231	1.013174	1.045465	1.036395	1.007369	1.057123	1.10162	1.042723	1.053501	1.044285
38.21	1.0091958	1.0040816	1.03486	1.042136	1.069288	1.082528	1.018305	0.99905062	1.029238	1.00067762	0.9914546	1.060817	1.02582	1.063089	0.9941801
38.22	1.034327	1.028989	1.014951	1.028913	1.027511	1.055898	1.029775	1.099963	1.030439	1.066363	1.033266	1.077343	0.973872	1.076195	1.032088
38.23	0.999937872	1.051273	1.021269	1.044351	1.02731	0.968521	0.984386	1.0063783	1.04528	0.954804	1.028516	1.0097584	1.000046619	1.062635	0.998509
38.24	1.020678	1.0089427	0.992751	0.9966613	1.038589	1.0062928	1.00014185	0.9906426	0.9952107	1.010903	1.052248	0.969581	1.020728	1.0066851	1.031515
38.25	1.044336	1.024874	1.017372	1.06403	1.011972	1.015881	1.060696	1.035248	1.026876	1.079636	1.024272	1.029714	1.086675	1.06254	0.9964409
38.26	1.035998	1.039634	0.9984859	1.0015893	1.016034	1.0086944	0.948844	1.025296	1.04668	1.025796	1.012051	1.089267	1.021921	1.058943	1.10623
38.27	1.0036578	1.015741	0.9943344	1.043342	1.057245	1.062066	1.019583	1.051594	1.0093978	0.987459	1.014275	0.9970433	1.014433	1.023144	1.020867
38.28	1.024289	1.013751	1.019872	0.99901457	1.071281	1.018788	1.016549	1.055008	0.9987651	0.972252	1.073768	0.988622	0.99979285	0.987428	1.016551
38.29	1.010796	1.052017	0.9917478	1.032483	1.037925	1.026703	1.020034	1.036785	1.037834	1.011934	1.037345	1.060301	1.033332	1.053447	1.00067208
38.3	1.016012	1.04813	1.071183	1.033069	1.060689	1.0028163	1.055022	0.9969045	1.01352	1.020062	1.0015404	0.972704	1.0056262	0.9900356	1.0044942
38.31	1.025062	1.075103	1.018174	1.047889	1.066157	1.022719	1.061661	1.043646	1.027044	1.051455	0.970116	1.1948	0.9918311	1.031421	1.00041097
38.32	1.04892	1.082541	1.017948	1.026081	1.044206	1.071647	1.037924	1.060239	1.058573	1.019309	1.032725	1.15644	0.983153	1.035125	1.064418
38.33	1.040215	1.077875	1.035935	1.0081732	1.04159	1.044397	1.057536	1.033654	1.07255	1.0041914	1.0058633	1.10701	0.988269	1.06117	1.006183
38.34	1.038395	1.038552	1.029745	1.03154	1.021357	1.035651	0.975973	1.069219	0.9916125	1.069554	0.973785	1.06407	1.021201	1.087819	1.045381
38.35	1.0030143	1.037491	1.017362	1.015174	1.014882	1.070515	1.05718	1.031009	1.082722	0.937851	0.9921148	1.014631	1.0080588	0.982915	0.979068
38.36	1.038004	1.0054587	1.054203	1.038201	1.020629	1.0041247	1.04289	1.053602	1.020031	0.986506	1.048125	1.040791	1.03754	1.039625	1.020295
38.37	0.99961217	1.054282	1.043175	0.977799	0.964466	1.06107	1.042606	1.063321	1.0065631	0.960838	1.022994	0.974784	0.99926977	1.038438	0.961486
38.38	1.013948	0.981184	0.9909863	1.034787	1.050269	0.985696	1.03574	1.0067095	1.055794	1.02694	1.034865	1.043607	1.015131	1.050634	0.959678
38.39	1.0093593	1.051258	1.011743	1.017277	0.9971276	1.014949	1.031842	1.020641	1.054368	1.030517	1.089943	1.075262	1.048169	0.9942803	1.037387
38.4	1.013635	1.0081318	0.9960914	1.016094	0.982996	1.053666	1.012232	1.019779	1.038605	1.025843	0.983443	0.999978753	1.0062311	1.0053342	0.9932095
