Time	ROI1	ROI2	ROI3	ROI4	ROI5	ROI6	ROI7	ROI8	ROI9	ROI10
7.36	1.038933	0.993671	1.014626	1.048069	1.0012237	1.053969	1.057307	1.041109	1.052025	1.020013
7.37	1.0281	1.004072	1.0030635	1.026358	1.031932	1.014154	1.08918	1.040537	1.02061	1.034503
7.38	1.076729	0.9984502	1.016515	1.034521	1.033552	1.10288	1.018685	1.082606	1.0064379	1.0071593
7.39	1.024192	1.00042393	1.060156	1.036925	1.035713	1.075684	1.10283	1.08733	1.032212	1.031368
7.4	1.023483	1.0034045	1.036389	1.057036	1.032808	1.045617	1.059867	1.11587	1.012617	1.09272
7.41	1.034009	0.998824	1.043216	1.048636	1.0092986	1.032847	1.035658	1.065164	1.063227	1.073081
7.42	1.03535	0.9986804	1.038663	1.030056	1.046085	1.056249	0.99937975	1.031787	1.053469	1.026388
7.43	1.034259	0.9948586	1.02111	1.048155	1.036113	1.031626	1.031388	1.040894	1.0090247	1.039382
7.44	1.050719	0.9936853	0.9967212	1.049801	1.034357	1.05609	1.0048013	1.052166	1.044096	1.0033577
7.45	1.022702	0.9934726	1.012026	1.01988	1.049851	1.036139	1.032603	1.091335	1.0069973	0.96981
7.46	1.06012	1.014954	1.051604	1.013287	1.02617	1.030095	1.045349	1.032977	1.067389	0.980039
7.47	1.053574	1.0013648	1.056984	1.061534	1.040378	1.014373	1.021399	1.074056	1.0022213	0.9951806
7.48	1.00081667	1.0067483	1.0083014	1.053399	1.012645	1.0085864	1.048371	1.038595	1.049152	0.986009
7.49	1.018226	0.9912235	1.018479	1.037981	1.043872	1.093748	1.058626	1.059271	1.034091	1.012256
7.5	1.032212	0.993318	1.043731	1.0027903	1.062207	1.051269	1.021918	1.0702	1.039853	1.075171
7.51	1.032715	1.0045092	1.03142	1.015282	1.015265	1.020152	1.0098736	1.026357	1.025217	1.0039359
7.52	1.0047361	0.9951943	1.0072173	1.077822	1.026865	0.9933383	1.050008	1.085071	1.030282	0.978444
7.53	1.045327	0.9974829	1.022793	1.012164	1.033896	1.079929	1.015254	1.064142	1.058029	1.060948
7.54	0.9933125	0.9980737	1.023476	1.06604	1.050239	1.022988	1.010336	1.062594	1.002442	0.9930775
7.55	1.019691	0.9914519	1.02301	1.051991	0.986984	0.957929	1.088272	1.060405	1.066823	0.975436
7.56	1.029089	0.9974166	1.053541	1.031104	1.039138	1.0018605	1.038621	1.075986	0.9982363	1.013731
7.57	1.033738	1.0015269	0.980793	1.045475	1.020878	0.9987091	1.0080528	1.049506	1.034947	1.057066
7.58	1.014784	0.9958872	0.9924708	1.03396	1.01996	1.05644	0.99981211	1.051396	1.030592	1.0015282
7.59	1.014101	1.0049367	1.038629	1.019821	1.018316	1.014715	1.030686	1.044553	1.035853	0.988909
7.6	1.036171	1.006183	1.063637	1.044658	1.019914	1.054036	1.051292	1.071184	0.99924462	1.059246
7.61	1.040661	0.98833	1.037794	1.035301	1.072821	1.088982	1.059171	1.043935	1.052359	1.087589
7.62	1.016887	0.9973799	1.050549	1.0056529	1.016969	1.018832	1.010855	1.0086463	1.048211	1.028793
7.63	1.04114	1.0013572	1.091591	1.052615	1.045473	1.064477	1.042601	1.084004	1.00081661	1.027423
7.64	1.039602	0.9987268	1.020187	1.041514	1.053613	1.04334	1.010669	1.040212	1.035419	1.022567
7.65	1.043462	1.0080004	1.059041	1.039984	1.010651	1.012264	1.014387	1.063035	1.029996	1.022597
7.66	1.065188	0.9976722	1.050912	1.068553	1.062892	1.046514	1.014232	1.04528	1.027803	1.0036148
7.67	1.045204	1.0028712	1.017956	1.015773	1.039038	1.057035	1.0012184	1.016743	1.015599	1.037689
7.68	1.036061	0.9948038	1.049634	1.036856	1.024429	1.036421	1.0090176	1.000054519	1.0021946	1.044265
7.69	1.027996	1.01006	1.014459	1.024743	1.00062491	1.033627	1.0074111	1.07324	1.031817	1.023913
7.7	1.047477	1.011155	1.036615	1.052583	1.052181	1.04512	1.014244	1.012315	1.035244	1.033185
7.71	1.020645	1.0061399	1.036475	1.030498	1.047732	1.07785	1.041137	1.066803	1.068646	1.056792
7.72	1.067679	0.9949165	1.051693	1.014569	1.033188	1.02641	1.01766	1.047995	1.03328	1.026466
7.73	1.020758	1.0017893	1.0056964	1.03554	1.068834	1.013236	1.039986	1.0644	1.0054456	0.9958539
7.74	1.0419	0.989206	1.043968	1.0475	1.033427	1.040674	1.05321	1.021383	0.984679	1.01081
7.75	1.049413	1.0089579	1.019876	1.0015262	1.0053884	1.053693	1.045694	1.067787	1.048469	1.011562
7.76	1.032946	1.0050122	1.053276	1.064259	1.05373	1.031211	1.016916	1.063653	1.045649	1.0061157
7.77	1.029099	1.013098	1.059857	1.029628	1.017431	1.037906	0.9943423	1.040673	1.0015144	1.083673
7.78	1.02687	1.0021435	1.03524	1.044253	1.021023	1.090001	1.032158	1.055093	1.028397	1.035373
7.79	1.042502	0.996007	1.077589	1.022034	1.031409	1.033693	0.980052	1.086235	1.059371	0.9958171
7.8	1.024515	1.0090075	0.980251	1.013421	1.036705	1.058865	0.982115	1.063296	1.017277	1.066316
7.81	1.029902	1.00042231	1.069824	0.9925184	1.026922	1.0099559	1.011951	1.068641	1.013428	1.035118
7.82	1.027237	0.9945788	1.053843	1.017308	1.020551	1.053856	1.069477	1.037358	1.041537	1.016884
7.83	1.0053687	1.0070889	1.04501	1.034402	1.033965	1.035999	0.9948129	1.061167	1.019658	1.027115
7.84	1.023305	1.0038128	1.049946	1.035346	1.025701	1.058781	1.072487	1.058318	1.067829	1.048489
7.85	1.093594	1.00163	1.028009	1.044802	1.043072	1.0037307	1.043772	1.036552	1.049221	1.0059476
7.86	1.11847	1.007039	1.042152	1.0037075	1.028337	1.063324	1.08421	1.052229	1.055464	1.018053
7.87	1.074044	1.0095577	1.019882	1.055984	1.020286	1.064542	1.081466	1.043753	1.066989	1.044882
7.88	1.023995	1.0055874	1.035885	1.0043335	1.044069	1.05459	1.051952	1.032318	1.055351	0.9947209
7.89	1.03508	0.9985266	1.060527	1.041321	1.015471	1.0654	1.075224	1.077174	1.016697	1.0039999
7.9	1.022194	1.0053276	1.058204	1.014788	1.027209	1.027861	1.051308	1.061281	1.016344	1.036235
7.91	1.034059	0.997483	1.024354	1.015778	1.081734	1.081324	1.073015	1.1162	1.067004	1.051956
7.92	1.035863	1.0054669	1.02594	1.084198	1.04219	1.069807	1.026888	1.058235	1.04701	0.9942087
7.93	1.038443	0.9983194	1.029575	1.043524	1.016356	1.049748	1.031919	1.064383	1.027758	1.029374
7.94	1.054882	1.0015361	0.9959704	0.9934159	1.023923	1.010567	0.974555	1.021219	1.067392	1.013691
7.95	1.051991	0.9907229	1.041706	1.051702	1.037531	1.04891	1.037823	1.028156	1.040602	1.10314
7.96	1.040359	1.0012088	1.034123	1.050839	1.042324	1.065889	1.039084	1.050271	1.026682	1.033722
7.97	1.056191	0.9984778	1.0022456	1.080425	1.032292	1.057079	1.075645	1.08827	1.050676	1.097875
7.98	1.035133	1.0029408	1.042641	1.055323	1.015244	1.043707	1.058816	1.067163	0.9917049	1.021342
7.99	1.048721	1.00047311	1.016723	1.036042	1.016016	1.052487	1.0105	1.080879	1.083617	1.038204
8	1.040262	1.010871	1.042751	1.040464	1.047408	1.005222	1.024627	0.9967693	1.011059	1.043989
8.01	1.057656	1.011424	1.011266	1.0097314	1.0094206	1.029119	1.01453	1.019265	1.026921	1.012522
8.02	1.042054	1.0039423	0.98782	1.011879	1.021019	1.052967	1.029168	1.024845	1.025312	1.010065
8.03	1.033886	1.0026637	1.052372	1.048209	1.055947	1.052502	1.019404	1.062354	0.981351	1.040793
8.04	1.059631	1.0023215	1.051864	1.038157	1.047828	1.062465	0.9902114	1.083214	1.060326	1.031009
8.05	1.054064	1.008031	1.03975	1.044674	1.042227	1.011219	1.034978	1.022704	1.018603	1.026418
8.06	1.035641	1.0014959	1.045668	1.052305	1.015234	1.019145	1.029347	1.03676	1.031986	1.0076879
8.07	1.047541	1.0035052	1.038933	1.070305	1.031204	1.03466	1.047635	1.039206	1.0039029	1.0081539
8.08	1.044899	0.99935684	1.027453	1.027181	1.017105	1.045601	1.025338	0.971065	1.046167	0.981468
8.09	1.037699	1.0071788	1.011575	1.047142	1.027117	1.017038	1.036208	1.037443	1.0176	1.034636
8.1	1.038871	1.0050565	1.053795	1.033595	1.041355	1.041829	1.0099915	1.03384	1.056734	1.0008426
8.11	1.023877	1.0056551	1.018993	1.034583	1.039426	1.055492	1.026298	1.034434	0.984691	0.961443
8.12	1.034722	0.9940978	1.02926	1.018458	1.053806	1.012118	1.0062629	1.028233	1.033958	1.017469
8.13	1.043949	1.0008766	1.069432	1.030932	1.010921	1.017827	1.00027574	1.04801	1.011313	1.034785
8.14	1.034101	1.006045	1.042765	1.07306	1.029075	1.0082765	1.063878	1.016112	0.982414	1.014017
8.15	1.046408	0.9939657	1.052791	1.018116	1.047557	1.042909	1.053323	1.065911	1.051283	1.038872
8.16	1.043432	1.0062126	1.050542	1.032249	1.016712	1.051093	1.014344	1.017223	1.00090469	0.978345
8.17	1.036163	0.9931996	1.040696	1.060857	1.02364	1.061061	1.0075839	1.061731	0.994314	0.982847
8.18	1.028794	0.99926168	1.072461	1.072749	1.035911	1.063224	1.0071641	1.015792	0.9928435	1.041277
8.19	1.032102	1.001838	1.049069	1.029514	1.02936	1.021271	1.055052	1.052266	1.052504	1.020556
8.2	1.035949	0.996717	1.016314	1.018853	1.0093751	1.056734	1.049425	1.085419	1.05438	1.058001
8.21	1.029278	1.0013817	1.035269	1.044599	1.043296	1.05257	1.056946	1.024319	1.0061622	1.037651
8.22	1.017519	1.0059224	0.99915478	1.032573	1.012906	1.03232	1.034312	0.979444	1.013147	1.042995
8.23	1.016645	0.99957049	1.030064	1.034785	0.977609	1.017948	1.017092	1.014821	1.036939	1.019968
8.24	1.028979	1.0016995	1.036667	0.9961797	1.024372	1.0612	1.011482	1.041845	1.049745	1.04896
8.25	1.031069	1.020837	1.010178	0.9955378	1.034943	1.025004	1.0091465	1.053866	1.051875	1.033501
8.26	1.033974	1.022873	1.048272	1.0034839	1.045298	1.039007	1.013698	1.040708	1.047083	0.9947869
8.27	1.13147	1.018656	1.11865	1.037211	1.051281	1.26002	1.18867	1.072716	1.12598	1.18774
8.28	1.35343	1.015451	1.11597	1.015499	1.050579	1.5605	1.24941	1.04441	1.12367	1.44139
8.29	1.3196	1.0069616	1.083434	1.037201	1.059656	1.45466	1.2165	1.032899	1.070138	1.33082
8.3	1.28793	1.011331	1.044177	1.066341	1.073904	1.30719	1.15841	1.064601	1.053507	1.22246
8.31	1.21698	1.004128	1.064071	1.12158	1.071872	1.23233	1.10976	1.05318	1.1005	1.20342
8.32	1.23405	1.0011843	1.11146	1.15235	1.056352	1.17379	1.12544	1.078217	1.051387	1.17879
8.33	1.18845	1.0050625	1.10556	1.14182	1.05921	1.17025	1.078041	1.03495	1.044935	1.22513
8.34	1.23064	0.9962393	1.2447	1.10862	1.16442	1.31719	1.099247	1.051525	1.0054967	1.22985
8.35	1.1948	1.0034711	1.14887	1.14633	1.15251	1.27556	1.099104	1.022699	1.037289	1.17703
8.36	1.159	1.00079433	1.1925	1.095793	1.09944	1.22268	1.11856	1.032376	1.05026	1.1408
8.37	1.16375	0.9989993	1.15928	1.14059	1.10957	1.20281	1.10565	1.032599	1.069494	1.12167
8.38	1.13214	0.99905015	1.095429	1.099811	1.10339	1.16951	1.094323	1.056084	1.078847	1.084518
8.39	1.12004	0.99932653	1.098093	1.060471	1.093206	1.13811	1.075125	1.060578	1.068575	1.10021
8.4	1.13636	0.988216	1.20199	1.11437	1.10767	1.13516	1.10126	1.22845	1.03615	1.057726
8.41	1.11087	0.98428	1.17286	1.19023	1.061046	1.15367	1.14598	1.12806	1.04725	0.9972341
8.42	1.082118	1.0082243	1.14989	1.2148	1.049647	1.068605	1.065696	1.12042	1.03972	1.030919
8.43	1.091875	1.015202	1.16981	1.22073	1.064578	1.089889	1.18371	1.12946	1.036618	1.045985
8.44	1.058027	1.014783	1.12191	1.17297	1.076681	1.1251	1.11741	1.085861	1.049387	1.052655
8.45	1.062782	1.0094269	1.083876	1.21209	1.042371	1.085313	1.096782	1.16596	1.062111	1.053774
8.46	1.17568	1.008576	1.407	1.23527	1.11741	1.1916	1.10187	1.29473	1.041297	1.13338
8.47	1.14302	1.0090695	1.32276	1.192	1.11724	1.16993	1.061616	1.24546	1.070726	1.15322
8.48	1.12808	1.011582	1.26696	1.19114	1.076185	1.10566	1.086734	1.19846	1.070199	1.091976
8.49	1.16951	1.0085328	1.22123	1.16191	1.064546	1.082279	1.097429	1.17244	1.046575	1.20452
8.5	1.12782	1.0084544	1.16503	1.17658	1.072903	1.10678	1.068633	1.096493	1.020946	1.15218
8.51	1.11789	1.004387	1.18731	1.156	1.043666	1.074917	1.081777	1.10093	1.05891	1.19561
8.52	1.069165	0.99903783	1.11855	1.14722	1.062536	1.094721	1.073067	1.094091	1.050259	1.15204
8.53	1.057434	1.0016638	1.10458	1.18932	1.06335	1.072349	1.033979	1.06983	1.010862	1.026651
8.54	1.079161	1.016642	1.10113	1.18488	1.083784	1.083283	1.058559	1.037119	1.069844	1.064912
8.55	1.061497	1.027346	1.058118	1.20029	1.056149	1.11378	1.072273	1.078996	1.088797	1.054954
8.56	1.13591	1.022836	1.082471	1.16784	1.14465	1.11814	1.095671	1.10059	1.07259	1.058571
8.57	1.10396	1.01654	1.11662	1.14617	1.099884	1.11827	1.058758	1.04651	1.025408	1.048567
8.58	1.092556	1.0094415	1.10965	1.15995	1.085597	1.059812	1.060755	1.081807	1.0072521	1.079318
8.59	1.11427	1.015172	1.10608	1.13595	1.085906	1.089116	1.0802	1.10629	1.092637	1.09488
8.6	1.11419	1.010218	1.064999	1.1133	1.03836	1.10081	1.088058	1.062322	1.017675	1.028673
8.61	1.07321	1.0070907	1.0553	1.11798	1.033733	1.015615	1.11175	1.037827	1.038927	1.070552
8.62	1.069959	1.0039597	1.060128	1.089538	1.045438	1.079592	1.081158	1.081257	1.040809	1.053927
8.63	1.077144	1.009803	1.071498	1.059759	1.054536	1.069606	1.066774	1.022229	1.044161	1.045013
8.64	1.04399	1.0036882	1.065566	1.088117	1.026072	1.016367	1.066649	1.023266	1.074009	1.048791
8.65	1.026622	1.0021981	1.062588	1.057903	1.021244	1.017915	1.053697	1.07192	1.051212	1.0090243
8.66	1.048927	1.019575	1.041907	1.062557	1.03458	1.036063	1.0090174	1.011724	0.972079	1.029381
8.67	1.062811	1.0028006	1.046338	1.084258	1.043496	1.088943	1.011076	1.0033917	1.010442	1.026657
8.68	1.047438	1.0013784	0.985031	1.072913	1.029237	1.081866	1.067237	1.015115	0.99189	0.962477
8.69	1.042819	1.0019957	1.058594	1.067028	1.040191	1.0491	1.097743	1.067836	1.058325	1.051328
8.7	1.04949	1.0041693	1.082091	1.083636	1.04787	1.062741	1.072761	1.080534	1.026582	0.992943
8.71	1.018916	1.0084866	1.061737	1.066837	1.052367	1.040809	1.02374	1.011335	1.062735	1.071991
8.72	1.024851	1.010614	1.036294	1.070751	1.025944	1.066762	1.033512	1.056882	1.057192	1.089269
8.73	1.022211	1.002163	1.01719	1.055641	1.059924	1.033777	1.063577	1.062792	1.023092	1.055376
8.74	1.022828	1.0082486	1.060603	1.058461	1.024456	1.045869	1.0016661	1.024895	1.048855	1.03812
8.75	1.034475	1.013881	1.056502	1.065995	1.027246	1.044565	1.048309	1.029898	1.022968	1.064142
8.76	1.036615	1.011754	1.056106	1.038725	1.017261	1.079105	1.0077895	1.03921	1.023336	1.003746
8.77	1.050627	1.014588	1.044061	1.021445	1.026709	1.021236	1.059797	1.063314	1.050867	1.1291
8.78	1.082485	1.010021	1.010987	1.039642	1.040721	1.10508	1.051269	1.0042554	1.051942	1.14886
8.79	1.050918	1.000097997	1.07981	1.044928	1.044487	1.12771	1.037049	1.038877	1.029937	1.084455
8.8	1.053527	1.010833	1.033945	1.051326	1.037104	1.10272	1.055596	1.04766	1.047514	1.037482
8.81	1.028322	1.0043773	1.051314	1.017465	1.015276	1.066878	1.024659	1.044711	1.063716	1.097659
8.82	1.047728	0.9983302	1.054235	1.043328	1.018602	1.06635	1.028728	1.052919	0.9909536	1.042969
8.83	1.047427	1.014238	1.046143	1.036692	1.012351	1.067333	1.035403	1.046721	1.041853	1.055829
8.84	1.050829	1.0086623	1.064715	1.036377	1.024232	1.03628	1.0027118	1.045879	1.043675	1.034576
8.85	1.081305	1.010948	1.08757	1.021327	1.041521	1.091596	0.9968264	1.032118	1.030821	1.07676
8.86	1.054778	1.0097226	1.0081396	1.039257	1.012155	1.016573	1.040751	1.053115	1.020406	1.044678
8.87	1.028337	1.0024524	1.021439	1.058244	1.037935	1.069522	1.0077837	1.055223	1.072775	1.03397
8.88	1.03913	1.012669	1.041123	1.049865	1.050464	1.053449	1.046838	1.0070231	1.037946	1.01279
8.89	1.027988	0.989462	1.071003	1.012101	1.018196	1.070607	1.0081247	1.03276	1.0319	1.0045675
8.9	1.03598	1.0005021	0.99945868	1.012572	1.010146	1.05241	1.02249	1.017838	0.97689	1.028517
8.91	1.041151	1.0067078	1.027006	1.064324	1.021767	1.059005	1.036175	1.056606	1.03964	1.011828
8.92	1.021576	1.0038389	1.018264	1.068623	1.017063	1.01835	1.026397	1.021625	1.070053	1.052629
8.93	1.053433	0.9956297	1.034569	1.11404	1.014346	1.068131	1.0265	1.036322	0.9921456	1.051609
8.94	1.030405	0.9987802	1.027484	1.075134	1.020556	1.00908	1.024913	1.047794	1.040961	1.03292
8.95	1.024624	0.989488	1.057491	1.072417	1.020769	1.040147	1.027252	1.022693	1.012169	1.046665
8.96	1.025743	1.0098633	1.026208	1.049718	1.044845	1.019572	1.035672	1.03483	1.011131	1.033633
8.97	1.12578	0.9972577	1.24399	1.079992	1.059796	1.29162	1.1487	1.035821	1.017962	1.2678
8.98	1.12407	1.015512	1.26374	1.067548	1.055285	1.27759	1.15329	1.055394	1.030811	1.21695
8.99	1.13484	1.013337	1.24178	1.013232	1.041583	1.23707	1.11407	0.995741	0.976153	1.11509
9	1.099439	1.00579	1.15673	1.072447	1.042387	1.16846	1.10595	1.042805	1.015976	1.074326
9.01	1.096234	1.016439	1.14969	1.035272	1.0096742	1.16668	1.067023	1.013877	1.01901	1.070623
9.02	1.066441	1.0084605	1.13941	1.011486	1.066453	1.092728	1.068323	1.0044731	1.053887	1.042689
9.03	1.10864	0.99965101	1.11593	1.080369	1.021577	1.10518	1.065506	1.032304	1.029958	1.040036
9.04	1.061144	0.9964901	1.080488	1.024155	1.038632	1.097512	1.019292	1.020329	0.9969711	1.090161
9.05	1.066357	1.0092501	1.11742	1.023859	1.03701	1.093288	1.038046	1.019241	0.988365	1.045683
9.06	1.077057	1.0055296	1.050502	1.025782	1.023591	1.08614	1.054154	1.038359	1.050159	1.02674
9.07	1.073519	0.9902657	1.063558	1.041765	1.043145	1.057823	1.012836	1.043796	1.056656	1.073969
9.08	1.051359	1.0058367	1.048964	1.048611	1.042638	1.075996	1.053964	1.022233	1.05166	1.029147
9.09	1.034696	1.0031211	1.054685	1.070866	1.033781	1.052194	1.058388	1.072157	1.047999	1.046391
9.1	1.037077	1.014397	1.032458	1.044414	1.02923	1.034997	1.041252	1.03133	1.00098902	1.0094044
9.11	1.048365	1.0068274	1.061529	1.06112	1.026757	1.061389	1.013101	1.023581	1.034518	0.973288
9.12	1.041271	1.0049633	1.06333	1.038795	1.057503	1.018906	1.072558	1.036618	1.00092187	1.019091
9.13	1.040119	1.015165	1.031629	1.070142	1.015203	1.062141	1.066182	1.032457	0.985833	1.044648
9.14	1.041383	1.0054266	1.058565	1.066187	1.075867	1.032537	1.026182	1.036896	1.023861	1.034049
9.15	1.024506	0.9966501	1.036473	1.036665	1.041727	1.036773	1.012005	1.023211	1.060169	1.031175
9.16	1.047282	1.013898	1.05917	1.024677	1.054407	1.064299	0.973922	1.030947	1.051333	0.981317
9.17	1.050216	1.0065019	1.04812	1.057154	1.011976	1.013697	1.045986	1.024477	1.0074485	1.0014477
9.18	1.04384	1.01871	1.051242	1.034341	0.9957473	1.048567	1.044523	1.058625	1.050544	1.0075535
9.19	1.028017	1.0095025	1.040708	1.011887	1.064884	1.07221	1.048868	0.99901415	1.043766	1.022895
9.2	1.014092	1.0089773	1.026008	1.093973	1.027617	1.058812	1.037809	1.028492	1.045102	1.034902
9.21	1.028398	1.0096364	1.068428	1.082895	1.0038618	1.054049	1.015615	1.04883	1.099305	1.028044
9.22	1.054859	1.012285	1.018209	1.041455	1.026693	1.064015	1.045419	1.050865	1.05956	1.0035988
9.23	1.016755	1.0075301	1.07386	1.020459	1.029669	1.045144	1.065069	1.015498	1.049794	1.026208
9.24	1.0084118	1.002495	1.049396	1.0049077	1.054893	1.024624	1.06008	1.046958	1.084019	1.013259
9.25	1.028743	1.0084715	0.99481	1.030888	1.031883	1.038656	1.067982	1.023756	0.9913839	1.047705
9.26	1.02998	0.9928081	1.026511	1.067031	1.053607	1.012076	1.023282	1.047789	1.0085112	1.015372
9.27	1.047081	1.0056788	1.0051871	1.061866	1.019637	1.033111	1.039866	1.020597	1.018069	1.0028518
9.28	1.035511	0.9939531	1.040013	1.031156	0.982169	1.049471	1.061833	1.011366	1.061871	1.045473
9.29	1.02422	0.9976069	1.023842	1.02705	1.011576	1.017714	1.041064	1.046086	0.9973298	0.9943518
9.3	1.017543	1.0095462	1.01449	1.048421	1.041138	1.0822	1.042166	1.028926	1.072081	0.958106
9.31	1.000001351	0.9972268	1.029366	1.014051	1.066339	1.049315	1.022603	1.041331	1.056584	1.032832
9.32	1.03877	0.9915803	1.041996	1.040191	1.066737	1.070624	1.056871	0.99285	1.022452	1.0081696
9.33	1.035144	1.0022405	1.041995	1.070543	1.048886	1.032724	1.068345	1.042069	1.018076	1.046958
9.34	1.03134	1.0042822	1.042848	1.039422	1.038637	1.060849	1.054634	0.97708	1.072919	0.968672
9.35	1.053943	1.0063371	1.024177	1.0021186	1.037446	1.038847	1.060053	1.035131	1.032648	1.0033383
9.36	1.03012	0.99965665	1.041285	1.042989	1.012891	0.991916	1.070738	1.052988	1.013979	1.065478
9.37	1.028446	1.006023	1.0016522	1.026719	1.026579	1.021664	1.031372	1.036287	1.0343	0.97182
9.38	1.037701	1.0010192	1.052967	1.043171	1.02372	1.077629	1.035851	1.035912	1.023696	1.0036284
9.39	1.030092	0.988042	1.025232	0.99933328	1.046486	1.049351	1.027258	0.998917	1.025536	0.957019
9.4	1.023374	0.9946677	1.056897	1.047013	1.025143	1.0015014	1.01899	1.026502	1.002642	1.016625
9.41	1.04567	0.9958707	1.03919	1.010356	1.0066359	1.057837	1.018456	0.973368	1.031352	1.0076662
9.42	1.047799	1.0050133	1.04969	1.038096	1.04819	1.057729	1.033587	1.038116	0.973826	0.967676
9.43	1.032387	1.0044645	1.014377	1.036509	1.029513	1.042317	1.065885	1.017444	1.016583	1.029857
9.44	1.049858	1.0014128	1.05112	1.040221	1.051462	1.02999	1.027438	1.076267	1.025485	1.0063638
9.45	1.040571	0.9986105	1.01612	1.039602	1.017213	1.052124	1.022306	0.9935662	1.030616	1.039055
9.46	1.046897	1.0043065	1.021426	1.025731	1.065449	1.035415	1.010352	1.030698	1.034278	1.013281
9.47	1.0030476	0.9969184	1.02925	1.021161	1.043921	1.056698	1.037617	1.05579	1.012962	1.075703
9.48	1.048342	1.0064729	1.02627	1.0027981	1.036861	1.017785	1.032526	1.031743	1.018391	1.12398
9.49	1.042327	1.010732	1.03521	1.030028	1.028307	1.021496	0.964366	1.062607	1.042916	1.096042
9.5	1.028664	1.0076331	1.015203	1.013964	1.010788	0.99972121	1.032031	1.061466	1.0076893	1.062027
9.51	1.0122	0.9986144	1.046538	1.043849	1.018085	1.0080718	1.0088574	1.030818	0.9952212	1.038323
9.52	1.044949	1.0016425	1.035324	1.067407	1.037997	1.012384	1.01477	1.075091	1.031582	1.052758
9.53	1.054837	0.98922	1.035312	1.071249	1.023872	1.038524	0.987984	1.039542	1.010155	1.01875
9.54	1.024604	0.9977012	1.074894	1.031355	1.014668	1.080756	1.0016427	1.060985	1.046361	1.060301
9.55	1.037716	0.9954381	1.019682	1.032837	1.043845	1.026185	1.067444	1.038329	1.020884	1.021238
9.56	1.044238	0.986835	1.027578	1.016815	1.014557	0.992372	1.065568	0.985085	1.0042557	1.035099
9.57	1.056628	1.0038678	1.037792	1.013495	0.9986666	1.088419	1.039604	1.053871	0.986066	1.06292
9.58	1.04165	1.0072024	1.064961	1.013309	1.034075	1.043288	1.081422	1.0063661	1.027428	1.073224
9.59	1.13677	0.99933556	1.14946	1.037486	1.033697	1.17023	1.07212	1.0081513	1.026678	1.034356
9.6	1.22611	1.0058855	1.19136	0.9959194	1.081398	1.2923	1.060081	1.091337	1.10463	1.023982
9.61	1.17074	1.0045622	1.15288	1.040746	1.064058	1.22991	1.049826	1.042793	1.030226	1.084854
9.62	1.14867	1.0041859	1.12702	1.086879	1.057637	1.13836	1.038526	1.04174	1.02976	1.089081
9.63	1.12893	1.0082011	1.079283	1.029513	1.059331	1.15235	1.069105	1.088024	1.043679	1.074799
9.64	1.078278	0.9975818	1.065559	1.035996	1.04587	1.0654	1.0086754	0.957209	1.026974	1.062969
9.65	1.082752	0.988679	1.057975	1.02105	1.056513	1.069187	1.068441	1.043467	1.034223	1.015317
9.66	1.098087	1.0019175	1.10774	1.035009	1.030944	1.085827	1.028763	1.039752	1.050834	1.052516
9.67	1.076203	1.0029534	1.059337	0.9932441	1.049087	1.038189	1.035126	1.052681	1.011573	1.028456
9.68	1.043682	0.99947898	1.036403	1.027944	1.03174	1.018729	1.032533	1.01704	1.022189	1.021437
9.69	1.049693	1.0099703	1.055636	1.057581	1.036985	1.082188	1.028847	0.99546	1.023894	1.037569
9.7	1.016754	1.0011051	1.05435	1.021406	1.0042635	1.043873	1.040002	1.0086902	1.050598	1.049871
9.71	1.026964	0.9950013	1.038856	1.02297	0.9989249	1.0039085	1.029601	1.071045	1.0067328	1.011369
9.72	1.063209	0.9943352	1.014859	1.020271	1.033756	1.048022	1.082998	1.054636	1.041583	1.049079
9.73	1.053193	1.013858	1.047684	1.055489	1.033662	1.036374	1.019499	1.039109	1.037027	1.020217
9.74	1.071861	1.000062715	1.020861	1.021241	1.029833	1.040284	1.016359	1.025749	1.023669	1.023122
9.75	1.043807	0.996208	1.069074	0.9980853	1.030884	1.046943	1.040955	1.031866	1.046043	1.0034673
9.76	1.040076	1.0012739	0.993796	1.050254	1.041057	1.04232	1.010375	1.0055961	1.02011	1.028209
9.77	1.036598	1.011223	1.054821	1.046507	1.054174	1.0070594	1.012385	1.054265	1.030584	0.9916708
9.78	1.059936	0.9963854	1.03189	1.019101	1.031316	1.060402	1.0237	1.012131	1.013467	1.0090802
9.79	1.049018	0.9929447	1.030006	1.022334	1.0191	1.068285	1.04574	1.030341	0.99962416	1.023695
9.8	1.027074	1.00066363	1.0051564	1.024606	1.026231	1.0046921	1.08699	0.9928059	1.098279	0.989569
9.81	1.0087699	1.0061514	1.069278	1.019381	1.028185	0.982496	1.015295	1.04269	1.004793	0.95532
9.82	1.017734	1.0067542	1.068036	1.018173	1.03775	1.073711	1.024053	1.035344	1.038568	1.042533
9.83	1.040031	1.0015931	1.057372	1.050895	1.015332	1.02162	1.025826	1.02258	1.056871	1.085849
9.84	1.04619	1.012854	1.013709	1.0052987	1.043977	1.032364	1.035138	1.019701	1.034045	1.017612
9.85	1.0039404	1.011442	1.039941	0.98179	0.9980237	0.9970418	1.0251	1.029951	1.025478	1.037787
9.86	1.022995	1.0083026	1.061871	1.039047	1.010996	1.026124	0.9963835	1.031647	1.0044197	1.03388
