Time	ROI1	ROI2	ROI3	ROI4	ROI5	ROI6	ROI7	ROI8	ROI9	ROI10
87.4	1.051086	1.057614	1.051856	1.28937	1.037905	0.9948739	1.0041369	0.9963861	1.069563	1.054078
87.41	1.030124	1.042299	1.027841	1.30046	1.030437	1.065165	1.07729	0.97242	1.039194	1.059819
87.42	1.035896	1.016682	1.013329	1.29143	1.052566	1.031007	1.025038	0.9977575	1.018029	1.045172
87.43	1.030839	1.038061	0.984191	1.20788	1.0028193	1.033771	0.989211	1.038638	1.0038279	1.071353
87.44	1.1492	1.088879	1.059969	1.20473	1.024789	1.17919	0.9951613	1.026494	1.025597	1.50188
87.45	1.11914	1.085405	1.00017524	1.12762	1.069625	1.11383	1.046195	1.10274	1.0070712	1.35076
87.46	1.1613	1.098526	1.049492	1.13983	1.089113	1.068202	1.037677	1.058952	1.05504	1.29078
87.47	1.076706	1.049669	1.069497	1.11351	1.10683	1.043256	1.067315	1.031731	1.012475	1.18574
87.48	1.073912	1.016839	1.054196	1.10819	1.047183	1.074848	1.023086	1.011734	1.049694	1.052253
87.49	1.036369	1.071338	1.035114	1.069527	1.046281	1.077021	1.04794	1.032271	1.030721	1.14281
87.5	1.076259	1.021159	0.9964548	1.059349	1.027433	1.090244	1.042667	1.027363	0.9937123	1.075122
87.51	1.054937	1.073598	1.076594	1.068289	1.064621	1.12712	1.06143	0.982529	1.0075185	1.045002
87.52	1.07166	1.063307	1.091222	1.1114	1.081822	1.080859	0.9972852	1.15087	1.057563	1.080027
87.53	1.055632	1.046433	1.049717	1.12899	1.021466	1.047181	1.035436	1.066087	1.010592	1.057915
87.54	1.07902	1.028632	1.064314	1.11928	1.033948	1.083102	1.047461	1.039657	1.04176	0.98159
87.55	1.01518	1.032927	1.027643	1.09401	1.051533	1.048485	0.9919216	1.043347	1.034452	1.083128
87.56	1.057201	1.022294	1.019925	1.14351	1.024375	1.070039	1.072079	1.083379	1.020634	1.047087
87.57	1.029356	1.034671	1.082977	1.12058	1.10185	1.066671	1.044911	1.017969	0.99911745	1.10156
87.58	1.031451	1.010326	0.987374	1.11417	1.056449	1.070485	0.9922475	1.0031072	1.034338	1.073979
87.59	1.058892	1.039336	1.055771	1.095563	1.017996	1.027129	1.054021	1.078653	0.984768	1.028102
87.6	1.0072658	1.056157	1.055967	1.11287	1.050992	1.050661	1.061018	1.011739	1.016293	0.9951431
87.61	1.014989	1.027604	1.066298	1.073471	1.070321	1.076501	1.016379	1.060512	1.069572	1.050922
87.62	1.05982	1.0092867	1.025163	1.022194	1.086149	1.064806	0.987353	1.0098229	1.024204	1.039114
87.63	1.036354	1.011352	1.0015007	1.10636	1.018138	1.028343	1.01273	1.045043	1.045025	1.0066839
87.64	1.0090696	1.041487	1.01336	1.055322	1.0040782	1.017782	1.084055	1.030514	0.992581	1.086495
87.65	1.061335	1.0441	1.011313	1.066324	1.035811	1.036516	1.042201	1.053181	1.03304	1.083306
87.66	1.042434	1.014994	0.9963443	1.024422	1.045369	0.971953	0.985797	0.965859	1.045547	0.9818
87.67	1.038596	1.039926	0.9918978	1.041198	1.031663	1.025873	1.033045	1.078393	0.9901532	1.04739
87.68	1.013046	1.05036	1.036701	1.014481	1.031538	1.050603	1.033067	1.025912	1.046382	1.021734
87.69	1.039509	1.038856	1.023636	1.10252	1.050528	1.042685	1.042487	1.048521	1.0079016	1.037747
87.7	1.01599	1.013916	1.022514	1.056917	1.024079	1.07872	1.043487	1.03175	1.089895	1.01487
87.71	1.040281	1.040066	1.060069	1.088688	1.024524	0.998507	1.049103	0.983332	1.10007	1.11339
87.72	1.030969	1.028799	1.019743	1.062339	1.03289	1.055612	1.039595	1.061323	1.029399	1.0091646
87.73	1.018133	1.023798	1.011127	1.012875	1.033702	0.984861	0.980087	0.978455	1.025492	1.054075
87.74	1.040937	1.030841	1.0084432	1.059867	1.033665	1.026785	0.979645	1.039841	1.048769	1.058839
87.75	1.031258	1.0042629	1.0018222	1.037681	1.045402	1.018539	1.025396	0.943259	1.028439	1.060817
87.76	1.0061574	1.008607	1.0043794	1.078344	1.043013	1.023026	0.980022	0.983499	1.046103	1.073513
87.77	1.026934	1.025628	1.030585	1.068821	1.030076	1.06594	1.022889	1.048004	1.0465	1.059797
87.78	1.033448	1.030603	1.022273	1.037819	1.07507	0.980555	1.023885	1.074404	1.10696	1.020476
87.79	1.047658	1.018647	1.040456	1.070365	1.022611	1.047819	0.98075	1.049135	1.061031	1.039258
87.8	1.0081934	1.035472	0.984248	1.032954	1.03862	1.012491	0.97237	1.031061	0.974284	1.043784
87.81	1.016927	1.026548	1.049477	1.067778	1.069648	1.023867	1.03247	1.078669	1.058215	1.025031
87.82	1.029422	1.051851	1.0057906	1.031873	1.005451	1.066546	1.036832	1.087019	1.026426	1.01555
87.83	1.04802	1.044979	1.026926	1.06643	1.036849	1.01119	1.083078	1.1032	0.9939199	1.040139
87.84	1.035051	1.010857	1.048671	1.064139	1.0052178	1.034348	1.0069881	1.029957	1.0549	1.046646
87.85	1.019702	1.050031	1.043218	1.028167	1.0096975	1.04101	1.050829	1.031711	1.025568	0.989235
87.86	1.074745	1.030636	1.034766	1.048203	1.051365	1.070373	1.013434	1.10664	1.035042	0.981438
87.87	1.038716	1.030303	1.032644	1.019241	1.044204	1.054966	1.053713	1.12277	1.087745	1.052315
87.88	1.036339	1.032509	1.066389	1.058788	1.051918	1.016526	1.042371	1.082265	1.04702	1.0369
87.89	1.013796	1.044994	1.014635	1.034708	0.9933479	1.036071	1.018563	1.036384	1.019356	1.084239
87.9	1.021041	1.017093	1.045352	1.037545	1.046042	1.013955	1.017244	1.055941	1.055022	1.048267
87.91	1.013193	0.998096	1.048319	1.05609	1.041901	1.013382	1.0087284	0.9935736	1.013297	0.985133
87.92	1.018998	1.038289	1.073516	1.06061	1.031823	1.021767	1.057877	1.014219	1.057227	0.9964556
87.93	1.029876	1.040238	1.012761	1.032863	1.059255	1.067967	1.029873	1.069093	1.023428	0.987724
87.94	1.044864	1.035479	1.039413	1.041688	1.00012058	1.087611	1.095433	1.025925	1.062101	1.042288
87.95	1.027296	1.037669	1.028833	1.016997	1.037738	1.047207	1.024105	1.083115	1.066362	1.01218
87.96	1.025615	1.03215	1.040448	1.066168	0.9918258	1.0079246	0.9983094	1.045773	1.036649	1.016791
87.97	1.018754	1.036534	1.05157	1.049777	1.027663	1.018492	1.032129	1.025027	1.077466	0.961741
87.98	1.021175	1.0065394	1.03115	1.031584	1.024808	1.016467	1.088329	1.031227	1.072084	0.94668
87.99	1.011983	1.029921	1.034105	1.048159	1.046545	1.078973	1.013822	1.080046	1.045643	1.0070699
88	1.029879	1.027499	1.062355	1.030574	1.046237	1.015992	1.022424	1.058441	1.0096604	1.022632
88.01	1.050179	1.014622	1.0039495	1.014691	1.034518	1.043733	1.047557	1.058295	0.989181	1.0014124
88.02	1.043402	1.035437	1.041579	1.057289	1.014183	1.080608	1.069475	1.051138	1.039808	1.026153
88.03	1.050628	1.02479	1.054988	1.079925	1.037109	1.018104	1.0035296	1.049904	1.053301	1.014672
88.04	1.012375	1.036686	1.037723	1.019173	1.076338	1.043432	1.017786	1.051436	1.032946	1.03618
88.05	1.32473	1.082199	1.10593	1.087888	1.097684	1.27115	0.952019	1.10467	1.010869	1.24422
88.06	1.29825	1.078665	1.13987	1.035308	1.09297	1.32833	1.05206	1.14779	1.038885	1.15008
88.07	1.22926	1.078346	1.10997	1.092504	1.063493	1.21018	1.03811	1.09571	1.04102	1.1441
88.08	1.1446	1.033903	1.15428	1.0035772	1.08495	1.19305	1.075294	1.041627	1.090583	1.15018
88.09	1.19483	1.012571	1.10164	1.088984	1.1185	1.094218	1.052922	1.1258	1.02128	1.076806
88.1	1.14366	1.04995	1.080802	1.066768	1.071268	1.1591	1.035921	1.08764	1.082532	1.12169
88.11	1.097124	1.029932	1.075452	1.066915	1.066091	1.073369	1.026517	1.11695	1.054409	1.0086121
88.12	1.10395	1.044007	1.068548	1.10205	1.078975	1.055835	1.050544	1.099845	1.02444	1.050134
88.13	1.053269	1.052315	1.062507	1.061803	1.038784	1.075549	1.051303	1.052908	1.014312	0.985079
88.14	1.080895	1.055431	1.078831	1.082426	1.052589	1.013046	1.011305	1.0050498	1.045556	1.028426
88.15	1.052237	1.037523	1.032438	1.075348	1.025665	1.046446	1.085107	1.084085	1.032632	1.083976
88.16	1.056771	1.03264	1.044176	1.079316	1.045844	1.062521	1.046003	1.047097	1.082278	1.10436
88.17	1.06573	1.047071	1.11152	1.076182	1.026106	1.046005	1.047766	1.051106	1.068637	1.089097
88.18	1.041257	1.039432	0.977557	1.040806	1.030204	1.032958	1.02349	1.0051533	1.13774	1.038791
88.19	1.25251	1.12132	1.087764	1.049597	1.064533	1.22332	1.0713	1.064461	1.16329	1.039463
88.2	1.31194	1.15982	1.14048	1.072017	1.026645	1.20963	1.063051	1.0576	1.10821	1.05932
88.21	1.24552	1.11605	1.11704	1.079307	1.047301	1.18288	1.034179	1.0026568	1.15082	0.987941
88.22	1.18307	1.10386	1.069256	1.062217	1.072803	1.14015	1.073527	1.026105	1.10126	1.024791
88.23	1.17926	1.12314	1.051718	1.089743	1.052224	1.13662	1.052997	1.090017	1.13319	1.026093
88.24	1.14757	1.02397	1.057701	1.073724	1.053995	1.09879	1.02869	1.045927	1.084444	0.9952414
88.25	1.092912	1.076803	1.10299	1.010338	1.060778	1.056265	1.016552	0.9920469	1.046515	0.959774
88.26	1.10487	1.061735	1.039318	1.047786	1.012937	1.078415	1.045968	1.027039	1.041086	1.067412
88.27	1.092577	1.029821	1.045986	1.040327	1.066726	1.062246	1.061919	1.026158	1.035843	1.053144
88.28	1.075444	1.063288	1.052927	1.056746	1.014425	1.03895	1.051481	1.041753	1.051118	1.017473
88.29	1.027623	1.022187	1.01523	1.017752	1.025105	1.05943	1.044014	1.050221	1.066926	1.051251
88.3	1.049346	1.044159	1.099232	1.030609	1.037247	1.049308	1.030603	1.023666	1.089415	1.012157
88.31	1.053159	1.033514	1.017413	1.057618	1.05506	1.10007	1.027678	1.068218	1.062928	1.018817
88.32	1.035274	1.030688	1.097272	1.03372	1.027889	0.98274	1.021265	1.021243	1.075626	0.976722
88.33	1.073719	1.021523	1.0017003	1.071716	1.025368	1.072992	1.032239	1.00033275	1.053146	0.947963
88.34	1.048483	0.9961637	1.040278	1.033186	1.018173	1.031279	1.042926	1.020943	0.9934761	0.9966247
88.35	1.018766	1.016736	1.02087	1.053946	1.034999	1.043951	1.063112	1.036186	1.060889	1.013873
88.36	1.024273	1.040576	1.011404	1.044341	1.047998	1.03658	1.049826	1.019722	1.042038	0.9910187
88.37	1.038879	1.023065	1.052606	1.033286	1.04441	0.9950918	1.020255	1.031813	1.054034	0.980542
88.38	1.020749	0.99983513	1.037292	1.038204	1.013924	1.02978	1.09593	1.061187	1.042449	1.019812
88.39	1.06166	1.032071	1.095848	1.035413	1.014911	1.014093	1.035202	1.026577	1.039335	1.017998
88.4	1.027862	1.025641	1.012088	1.01622	1.027315	0.978973	1.060897	1.0045593	1.013936	1.0095614
88.41	1.053603	1.030254	1.030242	1.026962	1.059289	1.045942	1.048319	0.980394	1.07176	1.031641
88.42	1.038532	1.03547	1.044673	1.043728	1.047681	1.06639	1.039228	1.040001	1.056666	1.011354
88.43	1.015499	1.034352	1.031937	1.042138	1.034847	1.023017	1.010859	1.065634	1.019428	0.98757
88.44	1.023209	1.063586	1.031346	1.013132	1.048783	1.031933	1.036427	1.07123	1.03913	1.0093521
88.45	1.042512	1.053221	0.9981224	1.079137	1.04934	1.014228	0.987471	1.025627	1.021755	1.038744
88.46	1.042614	1.0048097	1.0093174	1.078048	1.042172	1.062195	1.0044466	1.052985	0.9979882	1.01464
88.47	1.040901	1.034985	1.030831	1.074796	1.045212	1.042588	1.059369	1.027413	1.017136	1.012096
88.48	1.17177	1.061832	1.42531	1.000018217	1.063513	1.15755	1.21941	0.987455	1.054861	1.15762
88.49	1.14885	1.13183	1.39785	1.037989	1.08234	1.15482	1.12842	0.988353	1.03346	1.13924
88.5	1.13257	1.034856	1.26946	1.045875	1.028154	1.13949	1.10469	1.027734	0.9921775	1.091863
88.51	1.11644	1.041962	1.25885	1.050251	1.030969	1.09049	1.11193	1.025958	1.0095171	1.06185
88.52	1.086177	1.025432	1.19272	1.021598	1.061345	1.090961	1.025749	1.04707	1.028699	1.13174
88.53	1.059258	1.041429	1.17012	1.035267	1.030321	1.087105	1.056991	1.068647	1.046994	1.07272
88.54	1.069695	1.017	1.13214	1.071157	1.038504	1.10778	1.028422	1.042407	1.064878	1.071415
88.55	1.036171	1.033404	1.075835	1.032921	1.039884	1.042491	1.030972	1.034997	1.034863	1.022794
88.56	1.0056616	1.031784	1.027583	1.030173	0.9907876	1.063344	1.024051	1.035768	1.080488	0.99963875
88.57	1.03021	1.040153	1.07091	1.074814	1.051531	1.046921	1.036712	1.051156	1.033813	0.9947834
88.58	1.069801	1.016347	1.10253	1.079536	1.040645	1.030882	1.028474	1.042312	1.051291	1.054904
88.59	1.044579	1.052699	1.11262	1.044068	1.032821	1.051929	0.99935129	0.932474	1.021626	1.062235
88.6	1.043935	1.051469	1.041429	1.050965	1.027174	1.021391	1.031209	1.070604	1.059011	1.055455
88.61	1.060981	0.99927425	1.079936	1.057516	1.019813	1.011981	1.014306	1.036631	1.050214	1.016561
88.62	1.041885	1.041571	1.044807	1.066106	1.030621	1.027699	1.033194	1.079738	1.0094803	1.055315
88.63	1.062682	1.065239	1.090523	1.053883	1.027042	1.046186	1.025718	1.050879	1.0838	1.080388
88.64	1.018287	0.9989823	1.055494	1.017423	1.022181	1.036493	1.026553	1.034186	1.059713	0.9908568
88.65	1.042752	1.010399	1.053695	1.090889	1.015414	1.0096026	1.051651	1.037059	1.0039975	1.025258
88.66	1.051196	1.011896	1.0081093	0.977605	1.054494	1.027577	1.074186	0.983912	1.070068	0.996268
88.67	1.042653	1.025361	1.049387	1.034609	1.045291	1.028007	1.029389	0.984511	1.0092031	1.045544
88.68	1.04627	1.024427	1.049896	0.99942733	1.019739	1.038302	0.9917677	1.03047	1.063425	1.012123
88.69	1.067221	1.025714	1.048789	1.048826	1.084055	1.045239	1.0068781	1.10216	1.054976	1.040258
88.7	1.028396	1.040581	1.067747	1.038214	1.040207	1.0043524	1.010907	1.020618	0.9923228	1.114
88.71	1.041216	1.0178	1.066595	1.050122	1.033258	1.093218	1.018901	1.0087324	1.066879	1.063208
88.72	1.040579	1.023127	1.032352	1.025535	1.056895	1.019569	1.078145	1.052556	1.067586	1.044435
88.73	1.033695	1.03676	1.063739	1.022589	1.015017	1.038213	1.037697	1.11316	1.0051294	1.049763
88.74	1.041443	1.04685	1.090396	1.071178	1.041047	1.033314	1.058033	1.050423	1.080478	1.01045
88.75	1.033353	1.01702	1.048812	1.047142	1.053635	1.045184	0.99955647	1.03171	1.053151	1.053987
88.76	1.012739	1.024963	1.034344	1.0074236	1.039024	1.0011412	1.030328	1.015945	1.031054	1.056627
88.77	1.024321	1.015082	1.021667	1.031594	1.013043	1.070518	1.050544	1.067896	1.066921	0.9758
88.78	1.029736	1.014644	1.030998	0.988721	0.99508	0.975863	1.026873	1.010488	1.014086	1.046799
88.79	1.057074	1.025889	1.054299	1.027731	1.048081	1.055719	1.053983	1.029754	0.9925621	1.034946
88.8	1.025507	1.026612	1.021323	1.071763	1.027854	1.018004	1.063195	1.074799	1.036518	1.018316
88.81	1.053173	1.050508	1.031106	1.022254	1.052852	1.00099849	1.022002	1.00052526	1.026896	1.013453
88.82	1.01555	1.019524	1.0237	1.064401	1.04462	1.027511	1.013785	1.064457	1.048572	0.994205
88.83	1.045003	1.0067685	1.03101	1.010696	1.019791	1.066311	1.048553	0.957465	1.073407	1.057385
88.84	1.012221	1.0010826	1.081314	1.080853	1.044491	1.07199	1.059484	1.024575	1.029185	0.981917
88.85	1.013845	1.023828	0.9952048	0.967876	1.022553	1.073393	1.057328	1.026117	0.974643	1.010061
88.86	1.040753	1.061458	1.029559	1.069176	1.045015	1.012545	1.04894	1.027879	1.016306	1.023805
88.87	1.038385	1.022311	1.042272	1.045498	1.02772	1.01907	0.9924174	1.012032	1.045299	1.072912
88.88	1.016965	1.051972	1.013858	1.028814	0.992333	1.01875	1.018085	1.0065465	1.12165	1.027075
88.89	1.021042	1.052379	0.9905311	1.0096227	1.076459	1.041642	1.0054297	1.0087401	1.33866	1.039057
88.9	1.029992	1.056519	1.039412	1.027804	1.091823	1.089991	1.019031	1.058526	1.21626	1.012718
88.91	1.0039527	1.012801	0.9925606	1.033104	1.063045	1.060656	0.9965634	1.022269	1.20671	0.968657
88.92	1.04917	1.045376	1.052621	1.055083	1.031232	1.039774	1.048381	0.977565	1.21578	1.072146
88.93	1.035951	1.097693	0.9980085	1.0361	1.063471	1.034369	1.0048991	1.11347	1.1829	1.068472
88.94	1.011604	1.075367	1.023334	1.0054585	1.028495	1.055706	0.9974157	0.9950752	1.096927	1.036884
88.95	1.036211	1.074605	0.9973329	1.0076094	1.029412	1.055844	0.979851	1.024505	1.046928	1.03827
88.96	1.057348	1.040668	1.0093431	1.014017	1.015708	0.981099	0.978042	1.0070703	1.048295	1.02714
88.97	1.046316	1.036316	1.055318	1.026599	1.028825	1.048049	1.051658	1.063806	1.065186	0.975802
88.98	1.043155	1.053792	1.026252	1.037832	1.04603	1.11768	1.067771	1.061899	1.066908	1.09057
88.99	1.014794	1.038994	1.020275	1.017384	1.039069	0.9952313	1.031116	1.059837	1.035117	0.93683
89	1.06611	1.040098	1.028607	1.030343	1.10796	1.048812	1.017686	1.10277	1.08052	1.066488
89.01	1.036902	1.017987	1.060437	1.071182	1.036181	1.029364	1.06517	1.060141	1.043744	1.027639
89.02	1.053902	1.051796	1.039944	1.027283	1.025871	1.034204	1.050188	1.047481	1.037067	1.031653
89.03	1.13193	1.0037325	1.012246	1.046776	1.11294	1.042961	1.033924	1.032167	1.017124	1.0034164
89.04	1.119	1.029512	1.096662	1.058122	1.017538	1.031144	1.01264	1.05089	0.9965681	1.033582
89.05	1.073715	0.992445	1.029615	1.03815	1.084137	1.045211	1.062661	1.072258	1.059917	1.057443
89.06	1.084466	0.982765	1.067283	1.16244	1.080881	1.072876	1.066898	1.28418	1.068236	1.022483
89.07	1.07265	1.036616	1.023955	1.18072	1.057597	1.058032	1.046887	1.28279	1.031092	0.9952264
89.08	1.038996	1.036181	1.033283	1.17964	1.080319	1.066069	1.020375	1.18355	1.025424	1.059786
89.09	1.065606	0.99920579	1.020371	1.13187	1.043687	0.974973	1.015708	1.091841	0.9904639	0.960189
89.1	1.04634	1.025011	1.070586	1.13742	1.037002	1.017433	1.039157	1.10583	1.045265	0.983768
89.11	1.04049	1.0031054	1.030365	1.13094	1.037057	1.021234	1.0068133	1.15524	1.080472	1.040335
89.12	1.024961	1.036069	1.035751	1.2033	1.047784	1.027723	0.9979122	1.15178	1.023217	1.0333
89.13	1.030076	1.017894	1.021501	1.17524	1.048504	0.962801	1.028518	1.11879	1.011318	1.047818
89.14	1.070583	1.027564	1.046323	1.1782	1.055073	1.029453	1.044055	1.10434	1.062365	1.04717
89.15	1.038321	1.041035	1.049749	1.12911	1.063327	1.012149	1.035071	1.14676	1.03247	1.087518
89.16	1.051465	1.056283	1.048772	1.1092	1.031546	1.038738	1.051047	1.051152	0.9947205	1.020911
89.17	1.059362	1.043427	1.018475	1.10489	1.03025	1.07882	0.984522	1.060768	1.057688	0.985434
89.18	1.008083	1.025948	0.9848	1.083738	1.0067959	1.0022634	1.0025576	1.1022	1.059139	0.946599
89.19	1.048858	1.076522	1.028889	1.095532	1.044287	1.060427	1.036566	1.050666	1.061189	1.040043
89.2	1.054192	1.061297	0.988775	1.075318	1.02074	1.021431	0.9961842	1.071053	1.043541	1.039506
89.21	1.051788	1.0053844	0.97248	1.13805	1.044111	1.050918	1.048773	1.034814	1.018693	1.048522
89.22	1.034314	1.044302	1.024905	1.09399	1.043011	1.048372	1.017729	0.986506	0.971774	1.058575
89.23	1.10146	1.047216	1.059251	1.064034	1.044414	1.10359	1.083359	1.025672	1.04619	1.18609
89.24	1.18949	1.030237	1.123	0.9981393	1.076861	1.25383	1.12167	1.036543	1.04813	1.29742
89.25	1.19291	1.064542	1.15419	1.066993	1.045568	1.22066	1.11587	1.035604	1.038231	1.26896
89.26	1.12235	1.064575	1.12247	1.19001	1.031497	1.1201	1.074623	1.078943	1.036539	1.17109
89.27	1.13411	1.036986	1.11381	1.22543	1.069455	1.10654	1.029819	1.026784	1.041702	1.17096
89.28	1.084672	1.32755	1.084784	1.14713	1.042497	1.097855	1.067097	1.021915	1.042149	1.097665
89.29	1.069456	1.29528	1.14324	1.12507	1.075013	1.033546	0.986526	1.088341	1.030959	1.045553
89.3	1.08748	1.23184	1.14352	1.12026	1.058247	1.12647	1.0049711	1.073893	1.019456	1.057612
89.31	1.074579	1.17246	1.18406	1.12922	1.087793	1.075421	1.052157	1.06158	1.06678	1.019112
89.32	1.066996	1.13665	1.19813	1.034219	1.051039	1.069753	1.022622	1.040975	1.05783	1.056478
89.33	1.073293	1.093967	1.13197	1.096233	1.070103	1.12617	1.065393	0.967774	1.05702	1.040877
89.34	1.067654	1.10349	1.12649	1.086752	1.066851	1.10976	1.09219	1.041682	1.016913	1.057673
89.35	1.066345	1.066403	1.1189	1.11743	1.047871	1.035913	1.06549	1.028822	1.0076807	1.069473
89.36	1.033859	1.048985	1.061191	1.05385	1.06052	1.011477	1.0301	1.0065082	1.030846	1.15455
89.37	1.11802	1.072494	1.10372	1.06345	1.04402	1.20678	0.9909399	1.015767	1.023553	1.11963
89.38	1.16375	1.058044	1.10185	1.055899	1.076714	1.16379	1.092489	1.070001	1.1019	1.17846
89.39	1.12962	1.08063	1.062922	1.019401	1.072534	1.13546	1.017225	1.0040307	1.087482	1.094995
89.4	1.083385	1.075769	1.019174	1.03259	1.037117	1.099387	1.044434	1.039509	1.10152	1.052668
89.41	1.078549	1.090426	1.032658	1.07468	1.071553	1.058836	1.044019	0.982133	1.041525	1.089535
89.42	1.078745	1.26809	1.068477	1.087282	1.084242	1.084484	1.036579	1.042372	1.071319	1.057901
89.43	1.046506	1.34059	1.02638	1.036879	1.077307	1.07366	0.97906	1.009577	1.10162	1.010642
89.44	1.062247	1.29029	1.047776	1.068285	1.11339	1.16668	1.076976	1.071773	1.15958	1.046502
89.45	1.073624	1.27351	1.036485	1.055916	1.046689	1.11975	1.038891	1.03731	1.20213	1.03936
89.46	1.063695	1.1921	1.034879	1.049095	1.04192	1.084355	1.05231	1.018139	1.075113	1.06077
89.47	1.078531	1.16427	1.10667	1.048642	1.030648	1.077585	0.960189	1.046237	1.080508	1.030476
89.48	1.073868	1.13592	1.14388	1.063996	1.11587	1.043928	1.048602	1.078666	1.089079	1.082789
89.49	1.077366	1.11164	1.10157	1.025612	1.095046	1.049286	1.034425	1.040232	1.063036	1.047651
89.5	1.04196	1.11499	1.07431	1.026219	1.075233	1.023123	1.026113	1.075159	1.13118	1.03329
89.51	1.067322	1.048806	1.076996	1.050567	1.070293	1.04855	1.031092	1.073184	1.049678	1.035272
89.52	1.046055	1.12057	1.030051	1.032384	1.092352	1.043107	1.0092912	1.037091	0.9958992	1.050701
89.53	1.016003	1.098837	1.086008	1.02697	1.060468	1.049136	1.028188	1.060062	1.1129	1.041261
89.54	1.057057	1.079421	1.026037	1.049808	1.042485	1.049327	1.021872	1.0034761	1.030113	1.03133
89.55	1.039489	1.088926	1.055011	1.042157	1.038868	1.058912	1.015975	1.087339	1.063639	1.040758
89.56	1.025614	1.053165	1.069506	1.040678	1.01427	1.0013587	1.024886	1.098939	1.036673	1.045414
89.57	1.051531	1.026654	1.03308	1.015159	1.035019	1.010105	1.038256	1.062826	1.025697	1.067731
89.58	1.04219	1.056584	1.052991	1.051114	1.059241	1.042462	1.027602	1.02826	1.067841	1.016824
89.59	1.078696	1.04453	1.0057802	1.028938	1.062811	1.065772	1.056668	1.048817	1.02752	1.038542
89.6	1.057237	1.046106	1.030964	1.066342	1.042813	1.059107	1.062965	1.0015742	1.035983	1.06555
89.61	1.019382	1.032761	1.017722	1.035829	0.9969121	1.0247	1.035175	1.03498	1.03734	1.037296
89.62	1.084226	1.072165	1.036579	1.097765	1.04563	1.074457	1.055368	1.038009	1.070428	1.023326
89.63	1.070223	1.017915	1.012349	1.052047	1.022087	1.035525	1.037914	1.51444	1.098096	1.0092281
89.64	1.034272	1.030185	1.027332	1.076545	1.071126	1.04862	1.048422	1.45064	1.051088	1.089745
89.65	1.073419	1.047114	1.038975	1.056762	1.042664	1.054536	1.034436	1.3266	1.13569	1.028463
89.66	1.026934	1.051929	1.025059	1.063059	1.065373	1.029046	1.022936	1.23021	1.11515	1.078126
89.67	1.017569	1.07472	1.033722	1.034816	1.0040033	1.046459	0.9944523	1.15774	1.060434	1.065599
89.68	1.061379	1.017839	1.033236	1.042321	1.052833	1.042496	1.05898	1.095124	1.083997	1.007685
89.69	1.052461	1.040326	1.025147	1.032551	1.018368	1.024188	1.044705	1.099013	1.098005	1.072741
89.7	1.011252	1.018801	1.073504	1.056603	1.035896	1.033549	1.026766	1.022813	1.0795	0.967122
89.71	1.0070915	1.030588	0.9977867	1.032438	1.043102	1.025156	1.015924	1.091216	1.021526	0.973242
89.72	1.065	1.019416	1.0069816	1.021542	1.039985	1.050344	1.053204	1.078409	1.048978	1.034215
89.73	1.047092	0.9979482	1.018689	1.039362	1.046228	0.99947817	1.023068	1.058533	1.025678	1.042308
89.74	1.03916	1.022486	1.012748	1.019021	0.9927301	1.030087	1.047594	1.0029868	1.044941	1.010587
89.75	1.00027416	1.040567	1.014974	1.037073	1.041847	1.065579	1.023754	1.072339	1.037267	1.064158
89.76	1.057561	1.050753	1.045323	1.026615	1.034739	0.9969553	1.045976	1.011666	1.032186	1.032553
89.77	1.013027	1.02692	0.980004	1.077516	1.025417	1.024301	0.9899	1.022219	1.062238	0.973348
89.78	1.022984	1.047062	1.0062053	1.047388	1.025081	1.030041	1.033087	1.023478	1.070463	1.053498
89.79	1.023885	1.072852	0.989573	1.058209	1.037383	1.085791	1.0031742	1.030985	1.073947	1.067424
89.8	1.048297	1.036594	1.015154	1.041014	1.046838	1.090235	1.10061	1.0053326	1.097055	1.094904
89.81	1.051662	1.055111	1.02651	1.030767	1.019596	1.017792	0.983921	1.01465	1.0079023	0.969282
89.82	1.032748	1.0324	1.0055433	1.021257	1.043934	1.01333	1.010133	1.093688	1.072513	1.0010328
89.83	1.06401	1.013322	1.057517	1.041177	1.035225	1.046028	0.976638	0.979746	1.032486	1.037756
89.84	1.004332	1.041758	1.069673	1.030504	0.9992955	1.014863	1.048212	1.011199	1.045646	1.076164
89.85	1.038723	1.037889	1.037436	1.050255	1.042285	1.1146	0.98516	1.0486	1.095705	1.0027685
89.86	1.017426	1.054915	1.072727	1.042266	1.035165	1.095182	1.043301	1.049517	1.051441	1.021615
89.87	1.063238	1.04007	1.012205	1.074564	1.085012	1.088785	1.073634	1.076402	1.051566	1.059397
89.88	1.045343	1.0018235	1.021612	0.9927447	1.058618	1.068868	1.0244	1.047613	1.063937	1.053416
89.89	1.036988	1.012114	1.015457	1.068081	1.04423	1.071409	1.010995	1.019154	1.024899	1.022132
89.9	1.024963	1.033323	1.035812	1.03611	1.057595	1.041369	1.077085	1.03421	1.045851	1.043972
89.91	1.026261	1.020352	1.02943	1.064766	1.054005	1.052221	0.97891	1.088763	1.074779	1.018287
89.92	1.043961	1.051244	0.9936829	1.050063	1.0080688	1.046564	1.046253	1.044389	1.059992	1.017021
89.93	1.040998	1.055334	1.036787	1.058104	1.022976	1.076487	1.031171	1.012994	1.0095945	1.038742
89.94	1.038078	1.025175	1.046824	1.036725	1.045918	1.038031	1.036833	1.033818	0.981851	0.976941
