Time	ROI1	ROI2	ROI3	ROI4	ROI5	ROI6	ROI7	ROI8	ROI9	ROI10	ROI11	ROI12	ROI13	ROI14	ROI15	ROI16
16.03	1.025763	1.030025	1.033849	1.042738	1.071468	1.035479	1.055926	1.037171	1.045517	1.044652	0.9953571	1.056253	1.011739	1.027769	1.029765	0.967381
16.04	1.044192	1.042196	1.052963	1.06605	1.056518	1.004374	1.071561	1.068957	1.044211	1.034812	1.13311	1.064468	1.040426	1.0078326	0.989734	1.068369
16.05	1.046507	1.060872	1.025427	1.022531	1.017112	1.031736	1.048073	1.03996	1.058308	1.012463	1.040669	0.9962469	1.014985	1.0081694	1.04425	1.033725
16.06	1.054252	1.03858	1.042611	1.027945	1.018004	1.042649	1.085089	1.066959	1.09128	1.034428	1.049183	1.036775	0.938481	0.9926694	1.0256	1.028937
16.07	1.029975	1.039632	1.029701	1.10426	1.053638	1.071232	1.043807	1.0027348	1.033913	0.980756	0.980454	1.061539	1.029745	1.050602	1.017621	1.026278
16.08	1.039757	1.028646	1.081935	1.021132	1.0011959	1.047852	1.041627	1.042006	1.010132	1.01391	1.029906	1.037058	1.01041	1.026274	0.986594	0.989712
16.09	1.03199	1.0081939	1.073984	0.9916933	1.064767	1.057477	1.073548	1.03101	1.019636	0.9981677	1.054531	0.987155	1.005661	0.983307	1.042575	1.027998
16.1	1.025953	1.026916	1.073646	1.049669	1.031968	1.033129	1.012324	1.02938	1.039674	1.051709	1.038542	1.033968	1.011907	1.039232	1.061024	1.019577
16.11	1.030197	1.037038	1.023632	1.037351	1.028643	1.078989	1.015736	1.013907	1.0063876	0.969359	1.05221	1.040398	0.9973956	1.048406	1.041396	1.050586
16.12	1.043662	1.028541	1.082651	1.06199	1.044898	0.994628	1.03678	1.025073	1.05114	1.062589	0.991446	1.070236	1.026892	1.019786	1.056074	1.041366
16.13	1.069232	1.029033	1.033418	1.045951	1.027984	1.065972	1.12362	1.090317	1.037378	1.081519	0.985793	1.11838	1.066005	1.034293	1.064889	1.094776
16.14	1.065545	1.034105	1.027405	1.0082132	1.0037195	1.058995	0.977307	1.02256	1.065798	1.041254	1.041199	1.011523	1.090042	1.0032147	1.050074	1.031561
16.15	1.011825	1.045821	1.019634	1.013878	1.045209	1.028225	1.046575	0.972334	1.041607	1.044491	1.0045095	1.050001	1.029853	1.04319	1.056907	1.027723
16.16	1.063843	1.042515	0.982701	1.034374	1.066278	1.069828	1.051615	1.061146	1.057123	1.015515	1.1021	1.0042962	1.031208	1.0067587	1.053603	1.020398
16.17	1.041537	1.029042	1.035952	1.073997	0.985134	1.030608	1.036795	1.025058	1.07339	1.029754	1.030014	1.023696	1.032112	1.088335	1.010885	1.017081
16.18	1.035915	1.050566	1.030371	1.024863	1.079808	1.01849	1.044003	1.014638	1.050314	1.048735	1.10111	1.073684	1.03744	0.977676	1.11212	0.990795
16.19	1.026069	1.018031	1.043126	1.0069176	1.049527	1.066763	1.028344	0.989268	0.9963522	1.02832	0.958038	1.022992	1.023005	1.0442	0.956582	0.982275
16.2	1.025724	1.060865	1.11136	1.10171	1.064045	1.048769	1.084583	1.018398	1.11677	1.0039336	1.073588	1.033649	1.023385	1.06022	1.047387	1.0083335
16.21	1.013525	1.036027	1.034053	1.052455	1.02728	1.062356	0.9958294	1.046734	1.029621	1.035232	1.057079	1.051046	1.10199	1.062216	1.043775	1.049887
16.22	1.070536	1.06638	1.029972	1.073144	1.083959	1.01369	1.057682	1.036583	1.074443	1.069867	1.029297	1.071379	1.0031749	1.051542	1.031841	1.051588
16.23	1.02832	1.0026863	1.039465	1.064058	1.026074	1.034494	0.98646	1.027362	0.989761	1.053491	1.022639	1.013268	1.07157	1.03833	1.079589	1.025751
16.24	1.067592	1.040208	1.027572	1.069865	1.061788	1.03922	1.033169	1.039963	1.015026	1.033591	1.041659	1.034724	1.02336	1.055959	1.029353	1.0049577
16.25	1.058372	1.044931	0.9956994	0.985726	1.065417	0.982157	1.057623	1.036718	1.046049	1.022196	1.046876	1.071957	1.022674	1.10804	1.020311	1.056518
16.26	1.026712	1.036252	1.0063675	1.0408	1.042126	1.028965	0.940312	1.027302	1.056341	1.017587	1.031136	0.99989264	1.060893	1.051973	0.980473	1.0053253
16.27	1.022792	0.983267	1.061995	1.072918	1.011605	1.071703	1.030238	0.9988279	1.052412	1.035028	0.951968	1.065679	1.010065	0.961431	1.026659	1.068242
16.28	1.040007	1.039625	1.062505	1.068496	0.978789	1.031002	1.097881	1.074079	1.039151	1.025816	1.024798	1.06784	1.089668	1.0063984	1.017135	1.056691
16.29	1.024473	1.041812	1.0048814	1.055453	1.0092206	1.018853	1.054195	1.044639	1.07915	1.021175	1.062333	0.939344	1.039572	1.048181	1.034361	1.025836
16.3	1.026503	1.0090553	1.038644	1.055447	0.939553	1.060082	1.058963	1.033591	1.086857	1.014298	1.058688	1.078506	1.030632	0.9981559	0.9965611	0.980095
16.31	1.0087744	1.05504	1.043726	1.066946	1.03298	1.061429	1.0067023	1.06831	1.022071	0.976807	1.073799	1.015042	1.028772	1.027761	1.088438	1.025958
16.32	1.024878	1.046943	1.087414	1.014114	1.018656	1.10902	1.066577	1.083391	1.034173	1.06094	1.02578	1.080173	1.020809	1.037411	1.072591	1.028898
16.33	1.048754	1.0026945	1.06195	1.052653	1.050128	1.03337	1.0518	1.019742	1.075585	1.028318	1.083925	1.085368	1.014206	1.043718	1.072917	1.093101
16.34	1.038449	1.038155	0.9947907	1.045524	1.022568	1.027075	0.9959174	1.050299	1.051518	1.067101	1.044057	0.97356	1.070293	1.043093	1.020666	1.04592
16.35	1.034636	1.026891	1.062796	1.026262	1.030829	1.059233	1.027848	1.038145	1.013124	1.019683	1.031471	1.020985	1.0070447	1.031218	1.023458	1.031877
16.36	1.024585	1.045958	1.0035228	1.091263	1.048125	1.0080062	0.9939571	1.038999	1.039421	0.976538	1.032996	1.035419	1.017698	1.075163	0.983208	1.074449
16.37	1.025426	1.046054	1.088879	1.082416	1.028717	1.055556	1.011633	1.10659	1.06504	1.050294	1.041146	1.09602	1.09684	1.016642	1.029038	1.019036
16.38	1.056278	1.048819	1.054197	1.032247	1.014495	1.084531	0.973974	1.0050733	1.09489	1.035895	0.9918372	1.10411	0.986047	1.046408	1.079117	1.062541
16.39	1.064156	1.04866	1.030869	1.038274	0.9986296	1.052298	1.062272	1.043279	1.041443	1.014535	0.961885	1.055778	1.0043917	1.055936	1.025811	1.051995
16.4	1.042538	1.074037	1.033061	1.050358	1.081626	1.042899	1.047601	1.033121	1.065591	1.0096551	1.055564	1.046775	1.057387	1.046347	1.031595	0.982335
16.41	1.035775	0.997948	1.058719	1.067277	1.089414	1.041036	1.10188	1.0047604	1.086179	1.027492	1.032955	1.048512	1.028818	1.053239	1.12237	1.033503
16.42	1.043296	1.018362	1.12292	1.052936	1.052902	1.02594	1.063305	1.0033862	1.028494	1.091544	1.044443	1.060695	1.037083	1.018638	1.037513	0.9912803
16.43	1.054824	1.021377	1.015435	1.074533	1.017595	1.047714	1.036695	1.03914	1.042249	1.044015	1.087145	1.058579	1.048738	1.030908	1.037948	0.9989683
16.44	1.042002	0.9979139	1.040827	1.074829	1.041527	1.013728	1.057922	1.014892	0.9901707	1.070289	1.061171	1.002713	0.9979017	1.041157	1.065195	1.02739
16.45	1.009256	1.014183	1.037519	1.041891	0.9935162	1.0043124	1.024251	1.088663	1.04514	1.041968	1.015177	1.030569	1.058856	1.038227	0.9962631	1.0082947
16.46	1.049609	1.016635	1.050023	1.035779	0.9981855	1.011615	1.048462	1.01963	1.059144	1.053082	1.010657	1.030906	1.04759	0.971726	1.037654	1.082264
16.47	1.032654	1.026815	1.11366	1.018165	1.027619	1.076042	1.041612	1.01848	1.025343	1.082645	1.11016	1.092423	1.0401	1.022113	1.014698	1.085585
16.48	1.068034	1.024875	1.020968	1.096917	1.10507	1.065172	1.0076403	1.027818	1.029382	1.011374	1.075789	1.021145	1.067905	1.044995	1.054077	1.02376
16.49	1.020437	1.036641	1.038857	0.985249	1.023611	1.12412	1.05514	1.050937	1.037945	1.067703	1.047994	1.0038943	1.028887	1.036757	1.044913	1.052998
16.5	0.971631	1.021884	1.068211	1.078568	1.03617	0.9915483	1.039115	1.055547	1.013746	1.02455	1.037209	1.0048193	1.02413	1.059758	1.094415	1.038243
16.51	1.025136	1.0086765	1.030845	1.098026	1.01982	1.081398	1.073694	1.010983	1.060572	1.070322	0.9986978	1.075637	1.075743	1.080376	0.932836	1.021479
16.52	1.043845	1.013361	1.09632	1.035226	1.034029	1.027175	1.046564	1.030024	1.003563	1.037257	1.063146	1.024687	1.013345	1.027415	1.047018	0.983107
16.53	1.017849	1.025294	1.09733	1.0097835	1.052517	1.022667	1.077714	1.047417	1.049724	1.061782	1.064777	1.024313	1.028422	1.083099	1.039778	1.10191
16.54	1.050781	1.078562	1.058043	1.083932	1.0052613	1.085338	0.969992	1.070919	1.032635	1.032779	1.015253	1.075988	1.092409	1.013467	1.046556	1.013811
16.55	1.021679	1.00059892	1.019183	1.066283	1.10247	1.044711	1.02874	1.002501	1.006118	1.072875	1.067128	1.0024965	1.05044	1.041548	1.061785	1.010891
16.56	1.037533	1.011398	1.066991	1.039151	1.095698	1.070574	1.019859	1.068776	1.041373	1.006969	1.051417	1.058361	1.042685	1.017289	1.0064855	1.064742
16.57	1.022924	1.029012	1.05641	1.038455	1.00032843	1.0097505	1.053288	0.979962	1.018347	0.985384	1.040708	1.061796	1.02844	1.10386	1.005704	1.015704
16.58	0.99919793	1.07123	1.031247	1.060228	1.0026231	1.066338	1.0059811	1.082588	1.051963	1.034654	1.066715	0.9980177	1.053556	1.089068	1.059169	1.075704
16.59	1.021602	1.049732	1.020793	0.9925354	1.017373	1.052921	1.023154	0.9807	1.053016	0.96531	1.014276	1.029715	1.020242	0.9925734	1.036837	1.036953
16.6	1.025105	1.050847	1.07784	1.082645	1.065747	1.064869	1.090627	1.054316	1.035538	1.043836	1.041122	1.079168	1.058822	1.051804	1.049619	1.037329
16.61	1.0096203	1.049013	1.069112	1.011407	1.030112	1.045166	1.039178	1.047226	1.0093053	1.028664	1.052219	1.019445	1.023661	1.026148	1.037614	1.038436
16.62	1.03926	1.0601	1.10877	1.064242	1.0042878	1.062408	1.10097	1.017366	1.051938	1.052946	1.067304	1.041124	1.021176	1.039962	1.069229	1.024877
16.63	0.9963864	1.030955	1.048411	1.0056157	1.035296	1.027798	1.071815	1.05896	1.043604	1.099067	0.973473	0.9926878	0.963896	1.087046	1.062431	1.015232
16.64	1.020026	1.015907	1.026753	1.099211	1.027129	1.065031	1.11473	1.044286	1.092932	1.03165	0.999933117	1.055837	1.068642	1.05602	0.9950883	1.080327
16.65	0.987969	1.032954	1.043417	1.070515	1.032367	1.062322	1.0723	1.098199	1.060934	1.052255	1.049007	1.063635	1.090215	1.060349	0.985509	1.071535
16.66	1.026813	1.031229	1.025236	1.0044661	1.03751	1.10736	1.059365	1.032764	1.033456	1.13363	1.021471	1.00052515	1.082257	1.078919	1.071354	1.085319
16.67	1.014246	1.042918	1.085426	1.045556	1.041726	1.040613	1.037602	1.0048692	1.026059	1.011002	1.029968	1.016477	1.029171	1.027038	0.9987926	1.036783
16.68	0.9947391	1.027682	0.980685	1.038487	1.011978	1.033342	0.977233	1.031183	1.034505	1.029731	1.024085	1.029429	0.971412	0.9913839	1.0025334	0.973524
16.69	1.047659	1.021972	1.03884	1.11692	0.9911915	1.022189	1.073924	1.058317	1.090245	1.050949	1.054347	1.050922	0.9984055	0.986709	0.96231	1.082793
16.7	1.018515	1.025695	1.090624	1.059498	1.060918	1.023623	1.055835	1.091786	1.056954	1.059938	1.072559	1.0515	0.9908149	1.043204	1.010274	1.074421
16.71	1.0071306	1.030433	1.057659	1.038957	1.030627	0.987319	1.059353	1.033047	1.025126	1.027279	1.069544	1.038682	0.982916	0.970283	1.0011359	0.959008
16.72	1.037624	1.023659	1.070977	1.043366	0.9966675	1.065144	1.094031	1.054436	1.046244	1.085593	1.04202	1.042658	1.056636	1.09485	1.10222	0.985967
16.73	1.021571	1.025035	1.05644	1.086866	0.979169	1.02143	1.062268	1.024906	1.051512	1.0099647	0.960715	1.078279	1.011489	1.063823	1.065325	1.087603
16.74	1.017819	1.042158	1.025868	1.029476	1.028241	1.078256	1.03836	1.10925	0.982459	1.03141	1.047238	1.02228	1.039787	1.02709	1.048932	1.083054
16.75	1.044869	1.018576	1.033226	1.014128	1.084542	1.038337	0.9944166	1.033128	1.046521	1.026216	1.048711	0.968739	1.021445	1.065878	1.013566	0.98864
16.76	1.0080841	1.052471	1.017377	1.0091	1.079702	1.062743	1.041608	1.027949	1.08119	0.9981419	1.018181	1.07662	1.012058	1.035709	1.044181	1.068825
16.77	1.018521	1.021189	1.007656	0.97073	1.042069	0.9916521	1.030692	1.06174	1.018137	1.0087967	1.031153	1.020455	1.0019284	1.071746	1.070378	1.044434
16.78	1.027448	1.03361	1.040438	1.038108	1.06489	1.075111	1.064055	1.032364	1.02021	1.056326	1.059152	1.098811	1.022515	1.0050041	1.03101	1.068855
16.79	1.036956	1.017198	1.11519	1.038162	1.061188	1.025368	1.057062	1.062231	1.041843	1.05321	1.050295	1.09652	0.989161	1.031988	1.098596	1.029142
16.8	1.0022989	0.988716	1.023477	1.052498	1.018285	1.0061176	0.9918782	1.048934	1.024479	1.031475	1.055098	1.056434	1.030672	1.022196	1.017032	1.025618
16.81	1.026089	1.031739	1.060774	1.11059	1.0007566	1.05181	1.048455	1.08437	1.048878	1.017971	0.972749	1.083087	1.052819	1.061568	1.085805	1.10902
16.82	1.006875	1.045325	1.055842	0.976803	1.051167	1.039684	1.045749	1.012429	1.0046632	1.043268	1.090037	1.048495	1.026215	1.055753	1.072909	1.12056
16.83	1.025174	1.029299	1.073555	1.030016	1.13231	1.096882	1.033847	1.0090563	1.03097	1.011093	1.066948	1.066039	1.037513	1.035355	1.10281	1.062113
16.84	1.0060747	1.035334	1.030897	1.035291	1.086696	1.047664	1.028252	1.080606	1.073059	0.9971802	1.096847	1.058719	1.081115	1.050369	1.052927	1.097578
16.85	1.04308	1.0080654	1.051625	1.030516	1.080172	1.047049	1.050269	0.9946561	1.036919	1.021059	1.038322	1.11473	1.066094	1.048131	1.055186	1.096388
16.86	1.034389	1.023828	1.067877	1.0028437	1.047894	1.020665	1.02115	1.0068935	1.052504	1.01288	0.9967977	1.0098509	1.0054021	1.017116	1.0041769	1.079787
16.87	1.046529	1.040891	1.05177	1.081139	1.039226	1.080703	1.037424	1.01083	1.098062	1.00017631	1.041849	1.035821	1.047264	1.026538	1.11224	1.055479
16.88	1.017156	1.045782	1.064238	1.037116	1.019846	0.9908828	0.9942328	1.015353	1.045686	1.015206	1.093555	1.001194	1.026321	1.01715	1.022811	1.080315
16.89	1.059025	1.011425	1.071288	1.012923	1.038334	1.028557	0.958617	1.025319	1.00070828	1.013307	1.062197	1.051509	1.025547	1.083678	1.045931	1.045253
16.9	1.0015013	1.042907	1.013337	1.059658	1.032794	1.073469	1.039983	1.01898	1.070906	0.9968367	1.067436	1.11833	0.992434	1.00017415	1.068377	1.03705
16.91	1.035085	1.014398	1.042581	1.040255	1.073597	1.016844	1.05208	1.041394	1.056252	1.0018434	1.0484	1.041952	1.015449	0.962619	1.0083129	1.043648
16.92	1.054302	1.011003	1.047978	1.052746	1.078824	1.034554	1.037609	0.989393	1.064906	1.092387	1.029965	1.050572	1.05382	1.069484	1.11004	1.069823
16.93	1.054181	1.053957	1.099399	1.06285	1.10379	1.081222	1.052054	1.07868	1.040002	1.03016	1.066507	1.038262	1.073439	1.025779	1.074745	1.10758
16.94	1.025834	1.043203	1.11921	1.09646	1.043736	1.0031895	0.9916401	1.036843	1.040351	1.031251	1.027119	1.032508	1.03647	1.023988	1.025399	1.032231
16.95	1.0035266	1.025719	1.061242	1.051077	1.040588	1.036674	1.067625	1.029038	1.059948	1.055101	1.052647	1.042821	1.056962	1.00094371	1.038049	0.971145
16.96	1.04131	1.052022	1.026746	1.024509	1.013413	1.017711	1.029189	1.054036	1.05727	1.036392	0.981795	0.986172	1.023006	1.046102	1.05025	1.03505
16.97	1.028997	1.042213	1.02761	1.050833	1.054289	1.054115	1.035603	1.065601	1.019022	1.014797	1.045864	1.051514	0.9962672	1.090419	1.047101	1.092564
16.98	1.020779	1.031284	1.0066016	1.044265	0.9950269	1.050725	1.034311	1.069417	1.043475	1.033944	1.033938	1.076535	1.043774	1.041332	1.051371	1.042287
16.99	1.02425	1.034815	0.988349	1.044831	1.067255	1.004202	0.973086	0.9925521	1.029492	1.046656	0.984395	1.012253	0.999931152	1.034564	1.070712	1.0040317
17	1.028831	1.022394	1.040361	1.0459	1.072977	1.058747	1.017104	1.025733	0.9937722	1.042222	1.035159	1.070239	1.068928	1.051844	1.031853	1.0007066
17.01	1.030384	1.025877	1.016096	1.012279	1.027761	1.054521	1.054857	1.0055269	1.04759	1.065839	1.020656	1.082775	1.082906	1.066212	0.986084	1.079207
17.02	1.032151	1.04785	1.085289	1.15573	1.010166	1.087923	1.048588	0.989702	1.049405	1.026133	1.057328	1.033033	1.063393	1.081657	0.984961	1.029698
17.03	1.027624	1.040554	0.9974162	1.046655	1.024982	1.024144	1.0066101	1.047792	1.043513	0.9979934	1.063987	1.039446	0.9949929	1.017803	1.0012563	1.070579
17.04	1.05451	1.016849	1.081832	1.044982	1.096775	0.986786	1.048551	1.069487	1.077441	1.049898	1.034763	1.050769	1.071985	0.980615	1.051783	1.082882
17.05	1.036256	1.0034994	1.070145	0.99287	1.037757	1.040088	1.045229	1.013464	1.077881	1.041122	0.970936	1.041506	1.0041024	1.044813	1.071993	1.046813
17.06	1.029431	1.037737	1.050413	1.052869	1.064603	1.062355	1.042534	1.061805	1.040709	1.074938	0.965323	1.066591	0.983614	1.03727	1.0016289	1.037776
17.07	1.0045877	1.00031872	1.032244	1.062617	1.079339	1.043528	1.0015594	1.040121	1.021926	0.983716	1.050199	1.023572	1.038872	1.054143	1.039743	1.029097
17.08	1.011516	1.081517	1.0046238	1.027125	0.9955457	1.014501	1.03659	1.016245	1.031673	1.030873	1.0026203	0.9918146	0.99947712	1.063744	1.010537	1.037982
17.09	1.027027	1.0049795	1.065386	0.976997	0.987568	1.057362	1.045977	1.025168	1.021642	1.055992	0.974603	1.030013	1.039387	1.017979	0.9986686	1.046271
17.1	1.022316	1.048704	1.01989	1.081321	1.034023	1.04221	1.047184	1.061896	1.010949	1.083078	1.051805	1.026505	1.047434	1.0062569	1.024444	1.031146
17.11	0.978892	1.047302	1.10899	1.045004	1.069765	1.061169	1.019961	1.028304	1.015756	1.023019	1.025059	0.9972762	1.0045564	1.0015316	1.036386	1.042588
17.12	1.04582	1.0099473	1.053033	1.016263	1.030821	1.073986	1.010157	0.9973346	1.020815	1.00016032	1.0076299	1.032547	0.982183	1.034821	1.019265	0.9909945
17.13	1.0075242	1.0039417	1.048086	1.061208	1.061146	1.056494	1.064799	1.00256	1.093061	1.02193	1.088898	1.0037354	1.033911	0.988452	1.026286	1.085663
17.14	1.059385	1.01365	1.076571	1.068336	1.048683	1.046601	1.045859	1.038156	1.016132	1.025177	0.953465	0.961483	0.9975158	1.0058887	1.02863	1.001646
17.15	1.039859	1.055009	1.045427	1.064646	1.066512	1.012429	1.060189	1.030653	1.023772	1.082736	1.036789	1.042673	0.978966	1.075527	1.064516	1.024138
17.16	1.018905	0.9973427	1.042488	1.057004	1.035268	0.99938564	1.050708	1.086033	1.0286	0.9928014	1.082881	1.019271	1.053158	1.059777	1.053455	0.991831
17.17	1.060733	1.0023048	1.039827	1.072317	1.079588	1.018632	1.063253	1.064927	1.05412	1.058654	1.052775	1.030713	1.10338	1.043456	0.9971438	1.048427
17.18	1.044105	1.04614	1.066981	1.032933	1.046764	1.029596	1.071431	1.058296	1.042654	1.015045	1.072282	1.048816	1.013674	1.060515	1.010791	1.13296
17.19	1.019605	1.025299	1.064642	1.04578	1.04315	1.021641	1.06527	1.047233	1.0056433	0.988648	0.984223	1.080268	1.069813	1.053554	1.0088078	1.14147
17.2	1.025487	1.044755	1.1034	1.069159	1.028165	1.056624	1.026523	1.064824	1.05746	1.065764	1.00067548	1.048399	1.0013445	1.056953	1.068849	1.12937
17.21	1.049889	0.9953403	1.061054	1.040292	1.064272	1.019352	1.013824	1.059443	1.04302	1.0039622	0.9906551	1.020759	1.08067	1.067761	1.034201	1.12055
17.22	1.080148	1.0072355	1.039728	1.037145	1.078317	1.053613	1.088121	1.059722	1.10319	1.0413	1.02229	1.064592	1.013252	1.0090248	0.992151	1.07551
17.23	1.032726	1.034439	1.065765	1.02984	1.036964	1.07173	1.016983	1.0592	1.091136	1.029125	1.098586	0.9973932	1.056738	0.983465	1.011152	1.16681
17.24	1.041912	1.011236	1.061589	1.0003202	1.12245	1.039917	1.04561	1.026709	1.029032	0.981518	1.051166	0.973096	0.988233	1.04015	1.032088	1.14044
17.25	1.027825	1.05412	0.964625	1.067415	1.08086	1.019615	1.0098579	1.01973	1.000035202	1.023603	1.10164	1.0026926	1.012856	1.0012236	1.055525	1.079035
17.26	1.02229	1.025611	1.052558	1.029074	1.0055384	1.0086412	0.995439	0.976542	1.036605	1.040633	1.09853	1.0070776	1.035353	1.051143	0.985383	1.11261
17.27	1.046726	1.012712	1.020143	1.052775	1.024779	1.050188	1.041259	1.067108	1.029933	0.986693	1.022721	1.056788	1.03401	1.018049	1.0077408	1.097625
17.28	1.020888	1.034624	1.045158	1.089514	1.06532	1.03736	0.957269	1.071993	1.014682	0.988862	1.034672	1.058444	1.08369	0.979443	1.019822	1.072334
17.29	1.04738	0.9989517	1.024306	1.061671	1.024556	1.054604	1.039771	1.025145	1.02624	1.044055	1.08439	1.056374	0.983423	1.030412	1.058825	1.072475
17.3	1.037832	1.061564	1.043941	1.055137	1.042183	1.037187	1.064674	1.078117	1.079352	1.052975	1.079199	1.044932	1.040384	1.024851	1.029644	1.04632
17.31	1.020306	1.0037597	1.082879	1.061868	1.053357	1.038507	1.032288	1.082086	1.036375	1.052492	0.9918391	1.093365	1.066583	1.01446	1.013431	1.040486
17.32	1.02718	1.039257	1.018265	1.057816	1.019756	1.038205	1.033345	1.050594	1.019946	1.031982	0.96085	1.07806	1.006769	1.00018251	1.025991	1.032456
17.33	1.0034742	1.035168	1.059882	1.073639	1.033669	1.045596	1.040653	1.082004	1.042878	1.068555	1.093507	1.025674	1.063202	1.023903	1.056383	1.052387
17.34	1.032609	1.032165	1.050896	1.02491	1.073745	1.026175	1.0062924	1.030368	1.021611	1.052953	1.054526	1.019569	1.024242	0.9926485	1.012454	1.01405
17.35	1.021865	1.021236	1.012031	1.037709	1.010881	1.040098	0.988385	1.059583	1.035662	1.012813	1.019302	1.0078788	1.042202	1.019014	1.0045129	1.04812
17.36	1.045661	1.027101	1.028543	1.085502	1.068942	1.030582	1.032264	1.027899	1.03553	1.03151	1.031285	1.062638	1.028398	1.048145	1.048042	1.015996
17.37	1.031109	1.039925	1.040296	0.9920244	1.044618	1.025164	1.012232	1.062291	1.016659	1.048147	1.097893	1.038457	1.025532	1.0066682	1.013386	1.023089
17.38	1.049803	1.020582	1.065156	1.0016987	0.983573	1.044873	1.040667	1.051264	1.079348	1.070514	1.12188	1.0083519	1.087946	1.014556	1.062081	1.083108
17.39	1.025267	1.041348	1.076279	1.043216	1.054834	1.018687	1.016409	1.11924	1.05986	1.063577	1.014289	1.0413	1.062688	1.020604	1.042973	1.12068
17.4	1.031135	1.040425	1.0098355	1.03567	1.039216	1.010331	1.082683	1.053174	1.012424	0.971338	1.030341	0.9917765	1.0068516	1.031691	1.027543	1.13072
17.41	1.019458	1.0025321	1.085498	1.039763	1.033073	1.059248	1.055609	1.091389	1.055936	1.06386	1.026347	1.048054	1.024072	1.029974	1.033913	1.10269
17.42	1.032036	1.021891	1.10399	1.12044	1.059254	1.037515	1.028822	1.044129	1.021627	0.9914443	1.042016	0.9973147	1.011225	1.061062	1.075974	1.06362
17.43	1.046255	1.034051	1.032998	1.070609	1.010885	1.077815	1.040248	1.023927	1.020958	1.047959	1.10445	1.032615	1.032327	1.0080587	1.022167	1.11072
17.44	1.022805	1.063499	1.067019	1.057969	1.043619	1.009905	1.0054981	1.0082428	1.062325	1.044526	1.034029	1.08938	1.03843	1.081239	1.042968	1.071614
17.45	1.014224	1.018168	1.032607	0.987355	1.085557	1.017035	1.0071448	1.037702	1.073199	1.047527	1.093034	1.055751	1.023626	1.07204	1.087319	1.086593
17.46	1.054675	1.033553	1.016303	1.0051754	1.018986	1.065902	1.027606	1.039019	1.059602	1.024056	1.025406	1.031364	1.075235	1.01434	1.074217	1.067786
17.47	0.993418	0.992226	1.019862	1.072556	0.9959414	1.042512	1.067879	1.017943	1.039352	1.069903	1.11499	1.08591	1.021519	0.980494	1.076774	1.069915
17.48	1.01761	1.068659	1.003103	1.062468	1.054483	1.0066695	1.03166	1.057144	1.011195	1.019577	1.026512	1.021261	1.033066	1.019119	0.973755	1.088221
17.49	1.029505	1.039713	1.061481	1.063912	1.087046	1.057155	1.07732	1.05879	1.0047949	1.034212	1.022668	0.9976317	1.034839	1.011457	1.038627	1.054061
17.5	1.025841	1.040918	1.021289	1.027801	1.075046	1.0112	1.075123	1.054132	1.018856	1.034462	1.028359	1.094255	1.016358	0.986715	1.056336	1.026793
17.51	1.032432	1.023863	1.089025	1.089004	1.025142	1.08784	1.0057807	1.098323	1.080905	1.013919	1.11883	0.965222	1.015234	1.033693	1.021176	1.060796
17.52	1.024628	1.034936	0.977539	1.047971	1.066044	1.0737	1.081856	1.018523	1.031651	1.050935	0.980615	1.045969	0.9936549	1.02931	1.024081	1.033413
17.53	1.041931	1.0068401	1.092087	1.087357	1.06311	0.985687	1.042719	0.9960462	1.059768	1.015313	1.082592	1.05169	1.066114	1.060153	1.044019	1.071483
17.54	1.018358	1.030502	1.04535	1.080835	1.012331	1.012498	1.067984	1.079977	1.024049	1.0093975	1.058158	1.044205	1.02545	1.01051	1.086277	1.050863
17.55	1.010831	1.041098	1.06052	1.066777	1.087338	0.9985566	1.028628	1.011201	0.9901306	1.11025	1.050747	1.07258	1.036648	1.14085	1.05246	1.12254
17.56	1.024085	1.033114	1.069208	1.01821	1.028581	1.032692	1.060958	1.045546	1.073203	1.028694	1.09058	1.0035232	0.983734	0.99954852	1.032162	1.073778
17.57	1.028961	1.049065	1.026899	1.048762	1.053739	1.049163	1.035442	1.02357	1.04383	1.043892	1.078748	1.080308	1.050512	1.0065942	1.032858	1.040335
17.58	1.034442	1.050294	1.10109	1.070629	1.043472	1.03043	1.0060028	1.033876	1.062596	1.028371	1.079031	1.10495	1.040619	0.98038	1.0028004	1.089595
17.59	1.047301	1.01663	0.987213	1.034213	1.043848	1.010786	1.043124	1.055429	1.020507	1.030301	1.09621	1.096616	1.046959	1.075661	1.0053724	1.055811
17.6	1.010923	1.036877	1.01974	1.061351	1.043885	0.9982289	0.9930096	1.025069	1.036566	1.025878	1.11731	1.018244	1.062052	0.9950662	0.964416	1.037644
17.61	1.0069392	1.027975	0.979524	1.045249	1.041514	1.04421	1.046885	0.9983549	0.972129	1.014243	1.042705	1.024832	1.087554	1.0018935	1.030096	1.014141
17.62	1.047099	1.037862	1.026864	1.047194	1.064974	0.987851	0.943149	1.078263	1.070227	1.050179	1.01681	1.048589	1.043263	1.042408	1.033878	1.017752
17.63	1.024687	1.037138	1.069237	1.041041	1.053528	1.071073	1.062612	1.055076	1.082986	1.072502	1.048857	0.9988952	0.968497	1.038736	0.953727	1.011625
17.64	1.04283	1.029775	1.091691	1.010355	1.06645	1.014643	1.045662	0.99931788	1.038995	1.040819	1.059546	1.052542	1.073555	1.091903	1.091531	1.080708
