Time	ROI1	ROI2	ROI3	ROI4	ROI5	ROI6	ROI7	ROI8	ROI9	ROI10	ROI11	ROI12	ROI13	ROI14	ROI15	ROI16
34.96	1.013489	1.022338	1.065839	1.016342	1.022428	1.064405	1.090618	1.00026991	1.001403	1.0013596	1.1344	1.0088239	1.0061803	1.0142	1.029735	1.012631
34.97	1.04078	0.9992967	1.075295	1.044046	1.040239	1.051334	1.014897	1.0065533	0.973235	1.043105	1.081397	0.971593	1.048257	1.016785	1.054112	1.010308
34.98	1.0035646	1.045048	1.080473	1.04331	1.024594	1.040565	1.012723	1.086795	1.085896	0.991377	1.071933	1.053876	1.073993	1.030502	1.00030915	1.044369
34.99	1.044817	1.01837	0.975299	0.973448	1.052717	1.057694	0.973874	1.035793	1.038658	1.045541	0.969937	1.062305	1.047887	1.058669	1.048826	0.977662
35	1.041736	1.034701	1.035797	0.953915	1.03241	1.031483	1.056323	1.025284	1.062517	1.057784	1.026898	0.981938	1.011062	1.040704	1.058664	1.095006
35.01	1.0096376	1.025011	1.050671	1.035185	1.048745	1.048752	1.057001	1.050195	1.078849	1.04305	1.082203	1.052849	1.090779	1.05794	1.011381	0.953111
35.02	1.057378	1.022443	1.052787	1.028942	1.024422	1.0042881	1.06903	1.089642	1.081105	1.056663	1.05624	1.039742	1.059202	1.041652	1.082443	1.10589
35.03	1.023306	1.032962	1.05151	1.05369	0.9964007	1.023074	1.016357	1.0089191	1.065997	1.013934	0.980411	1.038784	1.0014485	1.039498	0.97872	1.081741
35.04	1.030449	1.011032	1.035894	1.023428	0.979983	1.081556	1.072409	1.070251	1.063713	1.068434	1.016211	1.04891	1.031789	1.084967	1.03964	0.988721
35.05	1.064717	1.021858	1.043336	1.070198	1.014711	1.095603	1.10269	1.062788	1.046895	1.054275	1.021965	0.9964497	1.012833	1.0049441	1.057444	1.026355
35.06	1.0041188	1.013151	1.0073452	1.024573	1.077119	1.010576	1.058816	0.982685	1.020601	1.055079	1.025486	1.053645	1.0056162	1.032809	1.058993	0.9980012
35.07	1.057362	1.0099358	1.10919	1.048651	1.095914	1.060066	1.094387	1.010996	1.059316	1.020906	1.11792	1.09746	1.036552	1.014696	1.042389	1.064652
35.08	1.021555	1.012564	1.031191	1.0053209	1.044021	1.058547	1.053577	1.023279	1.044994	1.014422	1.076813	1.051662	1.029696	1.024542	1.026788	1.045536
35.09	0.982273	1.038515	1.060473	1.02573	1.082247	0.9942493	1.01261	1.022353	1.088867	1.039902	1.053985	1.063569	1.027627	1.020072	1.038537	1.04121
35.1	0.9908022	1.05563	1.071228	1.064489	1.024571	0.9934305	0.991854	1.054887	1.045883	1.055318	1.04216	1.053544	0.9901279	1.054606	1.05064	1.050189
35.11	1.023825	1.0083607	1.044176	1.069809	0.9980249	1.041087	0.981216	1.06205	1.025996	0.9909037	1.034138	1.032662	1.028956	1.0002464	1.036812	1.051766
35.12	0.9943609	1.025082	0.973069	1.051497	0.963561	1.051068	0.975736	1.022267	1.056596	0.989154	1.034769	0.973703	1.023626	1.04621	0.966496	1.01372
35.13	1.020722	1.013425	1.050151	1.030686	1.014167	1.047059	1.049162	0.989619	0.985577	1.038467	1.002135	1.016757	1.02755	0.956909	1.085296	1.00097751
35.14	1.0015496	0.990037	1.080063	1.055175	1.05839	1.037905	1.032839	1.066055	1.053007	0.984025	1.12746	1.011931	1.094449	1.012259	1.04641	0.9933893
35.15	1.032263	1.04406	0.984318	1.02763	1.057699	1.030578	1.012058	1.031709	1.046754	1.05227	0.980282	1.042803	1.019737	1.026551	1.013171	1.054131
35.16	1.0012938	1.061159	1.053247	1.034803	1.058823	1.0016656	1.087879	1.00063983	1.0073272	1.000034462	1.047683	1.046946	0.985645	0.985313	1.041	0.9967673
35.17	1.030021	1.03872	1.1013	1.077548	1.052727	1.069783	1.061456	1.05318	1.11008	1.0080168	1.086054	1.098046	1.031466	1.016011	1.016175	1.066974
35.18	1.0033927	1.034728	1.049516	1.07424	1.03172	1.023731	1.037374	1.01206	1.061579	1.038031	1.069228	1.011974	1.013797	1.06316	1.095361	1.037
35.19	1.043984	1.053894	1.043144	1.090209	1.05079	1.06657	1.0571	1.018759	1.073823	1.063445	1.047158	1.011447	1.066771	1.050875	1.13122	1.042276
35.2	1.0081878	1.015083	1.08957	1.077942	1.099765	1.036138	1.069671	1.039401	1.10844	1.099277	1.0036931	1.012464	1.038597	1.10697	1.03826	1.014845
35.21	0.9902979	0.9938037	1.0046179	0.989586	1.032344	1.024112	0.984885	1.055328	1.036249	1.03713	1.017883	1.020514	1.051429	1.035446	1.051695	1.047236
35.22	1.026029	1.054509	0.984368	1.045555	1.022993	1.051442	1.13066	1.10226	1.070969	1.083865	1.0099768	0.987787	1.016114	0.9973755	1.058842	1.0024236
35.23	1.03929	1.020437	1.058917	1.00063308	1.055101	1.077999	1.066224	0.9981041	1.056236	1.039317	1.04132	0.99934348	0.988369	1.022895	1.082104	0.9900912
35.24	1.012824	1.030427	1.081873	1.013771	1.06915	1.041798	1.033391	1.025839	1.08676	1.013057	1.0467	1.0082789	1.022619	1.022714	1.03777	0.954355
35.25	1.011125	1.02481	1.00034294	1.039394	1.022423	1.032629	1.061309	1.060392	1.055295	1.016222	1.043665	1.055172	1.036572	0.9925745	1.036626	1.012697
35.26	0.988538	1.02097	1.044223	1.02176	1.087813	1.077439	1.027415	0.954585	1.095245	1.025502	1.047581	1.036412	1.065341	1.00074035	0.965335	0.9954441
35.27	1.02596	0.9974629	1.043938	1.04225	1.044959	1.023812	1.037982	1.050722	1.0069043	1.016781	1.0093824	1.086937	0.9963623	1.034856	1.066027	1.022571
35.28	1.040523	1.058629	1.048728	1.054819	1.069296	1.014098	1.021199	1.084033	1.036016	1.023887	1.059347	1.084535	0.9905942	1.027995	1.055811	1.048459
35.29	0.99916396	1.031883	1.052247	1.026626	0.9960336	1.0699	0.968236	1.10077	1.077257	1.015362	1.015586	1.015719	1.0532	1.054315	1.057457	0.9980747
35.3	1.016813	1.02114	1.034863	1.056914	1.014408	1.0395	1.0073469	1.073749	0.9979963	1.089429	0.982611	1.054179	1.053575	1.029973	1.054419	1.055113
35.31	1.033727	1.022067	1.063249	1.075526	1.02858	1.065739	1.074587	1.06346	1.012211	0.986739	1.03389	1.096143	1.015766	1.0041073	1.030937	1.0087516
35.32	1.027093	1.010215	1.034332	1.02254	1.016899	1.073903	1.036143	1.0093297	1.040153	0.994194	1.012702	1.064771	1.011214	1.0042441	1.063787	0.958418
35.33	1.037237	1.059048	1.035039	1.062571	1.049282	1.068863	1.095651	1.10851	1.12081	1.038405	1.061488	1.040476	1.026129	1.027539	1.022847	0.955148
35.34	1.00022193	1.026561	1.070446	1.0020897	1.064812	1.0020437	1.00815	1.053825	1.048178	1.040982	0.927041	1.060231	1.025401	1.02477	1.086597	1.064071
35.35	1.043737	1.038435	1.022635	1.0020814	1.019614	1.049764	1.024965	1.046218	1.0387	1.031219	1.085548	1.016336	1.026076	1.000082256	1.12176	1.08139
35.36	1.018703	1.01644	1.057906	1.0045669	0.9971954	0.9901297	1.0027408	1.021228	1.028137	1.088707	1.040204	1.028986	1.020587	1.021324	1.057392	1.10036
35.37	1.045321	1.053779	1.12437	1.026154	1.039445	1.081357	1.066977	1.067048	1.080196	1.10568	1.024726	1.087226	1.050856	1.052105	1.031371	1.054689
35.38	1.028594	0.977728	1.064016	1.064189	1.020233	1.04938	1.10436	1.014127	1.013963	1.054101	1.066087	1.075462	0.9979896	1.023974	1.037552	1.062644
35.39	1.031159	1.018105	0.979149	1.071191	1.039598	1.040159	1.065316	1.053209	1.060102	1.037998	1.06027	1.058758	1.092712	1.012945	1.08136	1.026496
35.4	1.031148	1.081836	1.017104	1.13053	1.068228	1.04344	1.084023	1.0023305	1.0031028	1.066259	0.97166	1.058741	1.00047498	1.031888	1.071018	1.086828
35.41	1.026127	1.025159	1.048375	1.067301	1.039801	1.053129	1.01396	1.062479	1.071474	1.045406	0.9940135	1.056475	1.044896	1.053234	1.034073	1.0069045
35.42	1.032147	1.022639	1.015765	0.9983015	0.9952177	1.061516	1.090012	0.968491	1.0058301	1.021597	0.988119	1.040823	1.021046	1.014643	1.079478	1.0019601
35.43	1.015549	1.055392	1.060017	1.063186	1.044484	1.026003	1.051623	1.015494	1.052807	1.051093	1.038866	1.010553	1.056205	1.015494	1.080144	1.036176
35.44	0.981893	1.019007	1.013352	1.051302	1.036529	1.062801	1.041013	0.9922069	1.069215	1.050654	1.032145	1.083593	0.980378	1.0050694	1.022743	1.01385
35.45	1.032027	1.026259	1.061268	0.99939119	1.033581	1.033515	1.13119	1.087489	1.079394	1.014423	0.984058	1.085906	1.055866	0.984829	0.9921976	1.093711
35.46	1.017382	1.053673	1.057319	1.047073	1.084684	1.056716	1.10449	1.025444	1.027703	1.06128	1.0068409	0.9972709	1.027221	1.092809	1.02104	0.9932578
35.47	1.017579	1.03067	1.067476	0.976863	1.053186	1.028719	1.042899	1.042328	1.038643	1.027174	1.13741	1.06821	1.027217	1.041936	1.066414	0.988119
35.48	1.024007	1.024592	1.096004	0.977396	1.020643	1.041035	0.981819	0.9921269	0.9939425	1.03069	1.0829	1.0418	0.979618	1.051166	1.012838	1.021522
35.49	1.0060289	1.039975	1.038745	1.0080816	1.039822	1.031246	1.055901	1.11115	1.085338	1.048895	1.057017	1.085075	1.038842	1.033212	1.085426	1.10052
35.5	1.0084164	1.010606	1.001687	1.037187	1.037691	1.036863	1.082102	1.020361	1.013158	0.971694	1.058765	1.056484	0.99948591	1.029505	1.026832	1.13645
35.51	1.026921	1.029623	0.980268	1.050445	1.088994	1.03525	1.057849	1.034855	1.096614	1.01441	1.084484	1.034358	1.028588	1.053183	1.071552	1.011989
35.52	0.9955764	1.0062101	1.024419	1.035645	1.045775	1.019854	1.041976	1.051885	1.051355	0.977333	1.013626	1.022916	1.0669	1.018429	1.050329	1.048667
35.53	1.045244	1.05805	1.028296	1.043277	1.07893	1.02596	1.062537	1.04255	1.042086	1.024603	1.0050781	0.933541	1.030371	1.052465	1.030127	1.060853
35.54	1.030819	1.023205	1.032404	0.96298	1.048449	0.975226	1.0020935	1.016185	1.0092374	0.975601	0.956237	0.944547	0.95108	1.028315	0.973831	1.030662
35.55	1.04296	1.053306	1.064742	1.046828	1.065664	1.03683	1.039191	1.085016	0.978162	1.0029853	1.076399	1.0066291	1.013438	1.0013828	1.034966	1.06986
35.56	1.056668	1.02446	1.076912	1.034654	1.067738	1.026355	1.10541	1.048064	0.9930924	1.011358	1.022044	0.980493	1.015136	1.020111	0.988281	1.11579
35.57	1.048395	1.04961	1.10265	1.065431	1.065447	1.03689	1.078647	1.065861	1.038458	1.056478	1.0056429	1.14047	1.0018949	1.042563	1.0060841	1.082498
35.58	1.055216	1.029532	1.03614	1.025194	1.090479	0.9951654	1.10881	0.975134	1.060264	1.034263	1.036523	1.0056503	1.050891	1.07223	0.988173	0.98862
35.59	1.025999	1.020961	1.031488	1.03744	1.026895	1.090476	1.12253	1.073921	1.038194	1.00069811	1.076303	1.10887	1.039568	1.0089967	1.052454	1.047314
35.6	1.013132	1.024533	1.049052	1.074081	0.987892	1.025069	1.057712	1.038917	1.032295	1.0093415	1.045378	0.9990206	1.06276	1.052146	1.029414	0.972777
35.61	1.026397	1.038845	1.022853	1.10369	1.049646	0.9980882	1.07177	1.077592	1.081564	1.021872	1.026481	1.10269	1.052474	1.014702	1.067371	0.979313
35.62	1.043672	1.040047	1.072029	0.978964	1.053346	1.052561	1.072102	1.052152	1.045511	1.068313	1.1168	1.076432	0.9989415	1.033381	1.024669	0.9932491
35.63	1.0078068	1.011153	1.050569	1.02238	1.023426	1.014891	1.069579	1.031924	1.032228	1.012605	1.05034	1.086772	1.016155	0.97621	1.025276	1.01232
35.64	1.024326	1.0594	1.042986	1.036361	1.043717	0.9918226	1.030908	1.015709	1.053847	1.039885	1.042777	1.023187	1.037094	1.041827	1.041657	1.0037422
35.65	1.027125	1.061277	1.021796	1.048824	0.98758	1.042303	1.081888	1.036738	1.028639	1.036255	1.014556	1.049701	1.002962	1.030741	0.979975	0.9920803
35.66	1.039174	1.042614	1.0091547	1.10973	1.04737	0.975108	1.0069386	1.028381	1.03384	1.048314	0.989878	1.061837	1.045234	1.06638	0.984873	1.11959
35.67	1.0125	1.02879	1.024985	1.10407	1.018893	0.964708	0.994196	1.011348	1.0060317	1.021974	1.026253	1.010166	1.055724	1.014697	1.08586	1.022966
35.68	1.0028956	0.9930564	1.028827	1.062184	1.038528	1.062484	1.018463	1.079028	1.055353	1.037394	1.057147	1.063052	1.0081752	1.017073	1.024284	1.0042009
35.69	1.0046765	1.009295	0.9920692	1.07672	1.033779	1.064854	1.0069436	1.054573	1.032775	1.041355	1.10838	1.072407	1.036756	1.053916	1.019346	1.080646
35.7	1.02912	1.024882	1.039027	1.079489	1.081473	1.037447	1.035883	1.0047552	1.065928	1.022529	1.049289	0.966751	1.009737	0.986879	1.079092	1.071653
35.71	1.020998	1.0036441	1.064754	1.019995	1.02058	0.9904472	0.964618	0.9970165	1.026407	1.042222	1.0039124	1.011052	1.046492	1.031603	1.040048	0.98365
35.72	1.030249	1.023214	1.040434	1.037199	1.074659	1.07464	1.062122	1.056055	1.0030077	1.043063	1.02056	1.059423	1.012388	1.049856	1.0040812	1.047977
35.73	1.051333	1.039435	0.9939657	1.0132	1.025867	1.045809	1.050513	1.022146	1.03665	1.051293	1.0042397	1.099496	1.082901	1.042758	1.0036567	1.020145
35.74	1.045457	1.02847	1.10486	1.013687	1.05826	1.096533	0.9985072	1.032579	0.9934904	1.048165	1.10964	1.01404	1.06868	1.040067	1.067885	0.992454
35.75	1.040674	1.0055992	1.076481	1.02601	1.045318	1.026564	1.12063	0.951693	1.070782	1.07892	1.11511	1.02587	0.998983	1.057846	0.9944946	1.047472
35.76	1.011482	1.051658	1.030341	1.020579	1.01309	1.05483	1.041672	1.018969	1.057852	1.074129	1.035558	1.021135	1.057862	1.07862	1.058814	1.089197
35.77	1.036361	1.055448	1.066455	0.9925432	1.093422	1.024624	1.10726	1.077316	1.053243	1.006045	1.15675	1.033129	1.061806	1.011228	1.034557	1.043295
35.78	0.989781	1.042343	1.074132	0.985005	1.043432	1.033951	1.063726	1.05391	1.080786	1.073793	1.029338	1.075501	1.053334	1.04542	1.007691	1.062986
35.79	0.984787	1.013941	0.99916634	0.9942189	1.032969	1.038808	1.014809	1.023671	1.069875	0.9983147	1.13786	0.9951414	1.058192	1.088784	0.9913434	1.0057841
35.8	1.00081031	1.042687	1.042228	1.073315	1.014178	1.00083245	1.0041515	1.077643	1.018788	1.0044469	1.033715	1.030927	1.018558	1.015393	1.031836	1.016931
35.81	1.027972	1.041171	0.985666	1.050979	1.050809	1.044274	1.11499	1.11862	1.11512	0.981078	1.12806	1.020846	1.030177	1.012842	1.10203	1.046049
35.82	1.021683	1.011051	1.013968	1.065399	1.0155	1.02753	1.047699	1.053609	1.030018	1.042965	1.081914	1.027093	1.044169	1.059936	1.010134	1.0055909
35.83	1.092372	1.019038	1.017995	1.0092698	1.0093961	1.018097	0.951152	1.059698	1.074878	1.014172	1.03174	1.035403	1.064116	1.017094	1.0055471	1.021375
35.84	1.084789	1.050382	1.032667	1.029587	1.047655	1.081203	1.050038	1.045746	1.0017674	1.022551	1.076365	1.088247	1.043015	1.045058	1.086477	1.032117
35.85	1.08199	1.011972	1.019901	1.044769	1.093609	1.0029793	1.014581	1.048821	1.069971	1.00054787	1.029005	1.018018	1.0791	1.036024	0.9976949	1.017767
35.86	1.024587	1.05084	1.0095648	1.017821	1.024189	1.026798	0.984864	0.9972521	1.045808	1.051991	1.075428	1.068256	1.034933	1.012283	1.047485	1.094536
35.87	1.068999	1.044722	1.034848	1.041752	1.095588	1.0050613	1.076447	1.083803	1.087179	1.0025258	1.085244	1.03754	1.035414	1.065357	1.055148	1.0262
35.88	1.060788	0.989666	1.03679	1.069042	1.039816	1.063685	1.0089789	1.010553	1.063378	1.021176	1.016994	1.011479	1.027391	1.025038	1.030833	0.961172
35.89	1.03668	1.03106	1.029124	1.053433	1.087469	1.057247	1.03746	1.098383	1.042123	1.097928	1.040446	1.07087	1.04583	1.083188	1.092462	1.034329
35.9	1.026021	1.026125	1.042449	1.030216	1.061363	1.048304	1.011073	0.988298	1.076571	1.032367	1.049775	1.067817	1.040367	1.027372	1.044005	1.014411
35.91	1.029001	1.020827	1.047037	1.028188	1.15093	1.0048743	1.073029	1.059871	1.019792	1.0098946	1.045531	1.077911	1.035276	1.056075	1.031773	1.0032033
35.92	1.04226	1.0095174	1.043463	1.059285	1.11565	0.9931671	0.9945867	1.028507	1.080075	1.02473	1.085451	1.003671	1.0044773	1.026028	1.015263	1.002512
35.93	1.058794	1.067942	1.037685	1.035357	1.051777	1.068144	1.077906	1.03551	1.042403	1.044029	1.048376	1.021247	1.06672	1.024669	1.076899	1.083225
35.94	1.054561	1.033883	1.057356	1.031235	1.0097711	1.026981	1.00013899	1.015143	1.068284	1.071212	1.02613	1.036707	1.059704	1.042111	1.05411	0.940434
35.95	1.048578	1.019973	1.013832	1.055728	1.053469	1.0012533	0.9919065	1.048904	1.063079	1.020792	1.033329	1.011328	1.027818	1.056788	1.090326	1.0088657
35.96	1.039346	1.062075	1.080259	1.0022674	1.08172	1.043596	1.029825	1.038512	1.066844	1.042574	1.053979	0.986484	1.038671	1.027316	1.037241	1.038318
35.97	0.986844	1.048751	1.025425	1.054774	1.0076482	1.043085	1.071708	1.07086	1.00089663	1.0481	0.9976806	1.035741	1.032272	0.963463	1.087265	0.973515
35.98	1.032246	1.03813	1.056278	1.11074	1.043863	0.9945335	1.042774	1.051695	1.035127	1.012556	1.0339	1.038223	1.040166	1.0093184	1.028259	1.0079447
35.99	1.04535	1.0092692	1.062302	1.054698	1.032098	1.078682	1.0022143	1.044082	1.054526	1.033157	1.08236	1.021523	1.088467	1.0014451	1.044535	1.059369
36	1.036212	1.020493	1.025446	1.040273	1.058347	1.011374	0.9968744	1.0076842	1.08552	1.040278	1.025634	1.017523	1.043735	0.9966361	0.967559	1.03475
36.01	1.0021265	1.023288	1.045738	1.045743	0.99978917	0.960653	1.043666	1.01198	1.023707	1.015017	1.040993	1.021654	1.068533	1.06823	1.056304	1.061937
36.02	1.0020451	1.029581	1.027726	1.029765	1.075465	1.00046455	1.042705	1.022371	1.069241	1.004118	1.092217	1.031043	1.038165	1.038353	1.098779	0.9942362
36.03	1.025519	1.058273	1.057296	1.062566	1.030439	1.012548	1.045858	1.074697	1.032579	1.057525	1.037089	1.011502	1.021525	1.0058271	1.098503	1.025899
36.04	1.04253	1.027258	1.0778	1.092811	1.056331	1.059676	1.086504	1.0096199	1.03639	1.045132	1.05252	1.049389	1.083172	1.015546	1.028608	1.035009
36.05	1.033268	1.010203	1.069194	1.075225	1.05617	0.969138	1.073656	0.964291	1.070828	1.056067	1.059756	1.06224	1.035053	1.045444	1.11775	1.043908
36.06	1.0089292	0.9952463	1.069877	0.988657	1.020181	1.05675	1.0040239	1.039894	1.039804	1.055784	0.987496	0.9939414	1.042007	1.030086	1.015608	1.076814
36.07	1.018822	1.022224	1.075814	1.039791	1.063587	1.013923	1.069084	1.050898	1.059354	1.052167	1.085457	1.046045	1.0060598	1.077765	1.051544	1.080085
36.08	1.043993	0.9926234	1.069985	1.027061	0.987746	1.041882	1.063296	1.0082132	1.048446	1.017726	1.051756	1.061869	1.031295	1.036855	1.031556	0.985748
36.09	1.031321	1.033878	1.10035	1.068634	1.12537	1.02276	1.026799	1.11394	1.054184	1.029366	1.065372	0.993967	1.047455	1.052922	1.093608	1.0061019
36.1	1.046909	1.06765	1.050627	1.039082	1.075564	1.085183	1.033189	1.073739	1.089256	1.028738	0.991505	1.055964	1.047122	1.034513	1.048986	1.00073979
36.11	1.021375	1.043246	1.036299	1.061418	1.099165	1.059326	1.012774	1.061135	1.017871	1.083202	1.068015	1.037627	1.043995	1.095644	1.0028256	1.066095
36.12	1.042141	1.071199	0.987416	1.087963	1.051791	1.0293	1.035634	1.07702	1.038877	1.073642	1.062072	1.042249	1.039762	1.081803	1.0773	1.055636
36.13	1.040292	1.062543	1.075519	0.9923819	1.095055	1.050512	1.027032	1.0104	1.051143	1.017622	0.9927277	1.053705	1.059919	0.960092	1.080499	1.059344
36.14	1.021711	1.020462	1.040823	1.068652	1.077555	0.981303	1.064273	1.064859	1.041431	1.082772	1.023849	1.064273	1.048119	0.9981404	1.045964	1.087428
36.15	1.045745	1.020702	1.049492	1.083822	1.012071	1.032656	1.065905	1.039417	1.03212	1.041388	0.94397	1.030883	0.968158	0.955785	1.071791	0.969526
36.16	1.045323	1.019711	1.075371	1.061607	1.0066884	1.064156	1.030898	1.054845	1.065284	0.986959	1.088588	1.065139	0.955608	1.063941	1.001479	1.02284
36.17	1.051317	1.012499	0.988373	1.039935	1.033232	1.008705	1.0020805	1.035906	0.9930646	0.988085	0.977955	1.039134	1.040131	0.9984126	1.070268	0.96237
36.18	1.02164	0.9939018	1.033501	1.040713	1.049703	1.065064	1.050668	1.051633	1.092307	1.091661	1.096438	1.047139	0.9946758	1.059554	1.037693	0.9980692
36.19	1.063275	1.022673	1.078833	1.046496	1.079306	1.054427	1.078564	1.046338	1.012505	1.029415	1.038283	1.015537	1.070066	1.074286	0.983348	1.060931
36.2	1.0077756	1.038835	1.03438	1.036852	1.023913	1.058113	1.015207	1.065203	1.017229	1.035456	1.025924	1.00057114	1.013982	1.033233	1.02708	1.030742
36.21	1.037898	1.034549	1.059358	0.971655	1.016876	1.069757	1.06258	1.04915	1.027935	1.009823	0.9937408	1.039486	1.029393	0.980823	0.9930373	1.042959
36.22	1.053905	1.050744	1.042612	1.048736	1.074159	1.061319	1.055092	1.035103	1.046626	1.04391	1.033303	1.0023641	1.046922	1.058477	1.0008995	1.057228
36.23	1.044165	1.0034731	1.024142	1.050874	1.075093	1.067787	1.049457	1.067043	1.046302	1.039995	1.024954	1.037755	1.004755	1.015365	1.0064562	1.0016808
36.24	1.013863	1.037573	1.094463	1.034575	1.041466	1.010951	1.034949	0.9942214	1.054788	1.031658	0.943813	1.061481	1.036518	0.970254	0.946106	1.0093667
36.25	1.052855	1.037751	1.059244	1.047905	1.079239	1.076747	1.073127	1.023041	1.10585	1.079204	1.061939	1.035235	1.070888	1.032686	1.067938	1.031199
36.26	1.045929	1.041242	1.044636	1.094536	1.039203	1.047175	1.069251	1.099621	1.0066683	1.055462	0.9968566	1.099029	0.987483	1.0082936	1.027294	1.053706
36.27	1.024489	1.036322	1.052487	1.088376	1.00069885	1.018949	1.053498	1.058276	1.051535	0.9939811	1.062671	0.972725	1.056754	1.059988	1.032386	1.068246
36.28	0.9985898	1.038636	1.0084727	1.05859	1.04011	1.0064172	1.0062971	1.022263	1.052702	1.048587	1.039709	1.016264	1.040247	1.049241	1.050845	1.047199
36.29	1.026089	0.997453	0.9924739	1.074243	0.9923697	1.043437	1.04197	1.046945	1.0051241	1.021284	0.97498	1.02952	1.081315	1.010349	1.051252	1.0080653
36.3	1.046772	1.025624	1.031887	0.984913	1.017898	1.044094	1.052425	1.036483	1.028229	1.0093517	1.085521	1.14281	1.078046	0.9953807	1.061721	1.064523
36.31	1.038029	1.002934	1.058141	1.032791	1.029451	1.091569	0.989109	1.039848	1.036077	1.05354	1.074983	1.05194	1.024604	1.07336	1.02715	1.0025526
36.32	1.035545	1.04753	1.052484	1.079425	1.057147	1.059467	1.071591	1.070348	1.064716	1.031334	1.081342	0.980032	1.046793	1.075133	1.065977	1.15544
36.33	1.067525	1.038678	1.12652	1.05402	1.065257	1.033971	1.047233	1.068438	1.019777	1.035149	1.06479	1.052855	1.043045	1.052787	1.035766	1.069317
36.34	0.99949926	1.036652	1.1045	1.095412	1.056326	1.040686	1.064187	1.1337	1.05708	1.074377	1.093341	0.938974	1.028474	0.9926862	1.0475	1.072678
36.35	1.03736	1.0083	1.048386	1.047738	1.076046	1.0027131	1.015553	1.048244	1.077912	1.020589	1.00057717	1.048536	1.029563	0.98731	0.9912027	1.056164
36.36	1.036289	1.043274	1.10467	1.065806	1.055637	1.06226	1.022698	1.0054948	1.047431	1.041528	0.975946	1.065814	1.057616	1.10015	1.017298	1.026099
36.37	0.9985636	0.9951743	1.090382	1.1132	1.04635	1.049784	1.044321	1.10266	1.11544	0.983014	1.1064	1.089624	1.052392	1.057058	0.946796	1.0082697
36.38	1.022889	1.0013325	1.078537	1.065505	1.059831	1.021006	1.050728	1.09169	1.073971	1.063939	1.042866	1.056419	1.014426	1.099817	1.04277	0.998046
36.39	0.9986947	1.05305	1.021331	1.013289	1.064115	1.041589	1.020628	1.048417	1.043183	1.056555	0.988974	1.042779	1.056896	1.044303	1.03113	1.043214
36.4	1.0089207	1.045686	0.995268	1.064408	1.030566	1.057773	1.072616	1.055636	0.9964197	1.029876	1.03927	1.055001	1.05506	1.05384	1.019912	1.033505
36.41	1.018146	1.024653	1.030711	1.054051	1.021056	1.018656	1.050663	1.0060646	1.057624	1.012823	1.052919	1.066647	1.018218	0.9985381	1.032128	1.044548
36.42	1.053774	1.052297	0.98328	1.003019	1.028195	1.036767	0.99965863	1.010303	1.043322	1.021779	1.020313	1.047943	1.096367	1.046119	1.016759	1.060185
36.43	1.037762	1.069453	1.054991	1.045015	1.099141	1.06606	1.060611	1.065884	1.039035	1.055864	1.034227	1.08814	1.053007	1.088741	0.982026	1.083973
36.44	1.021994	1.059749	1.022857	1.039285	1.070219	1.028813	0.977938	1.082974	1.039998	1.0053184	0.986682	0.980037	1.038219	1.017588	1.016039	0.987621
36.45	1.048889	1.0061236	1.07699	1.048873	1.043137	1.044019	1.089466	1.029312	1.066733	1.0064379	1.037321	0.9962282	1.014806	1.028892	1.042972	1.026611
36.46	1.073313	1.011338	1.066307	1.1159	0.988537	1.048675	1.054989	1.042456	0.9983371	1.022903	1.020219	1.079173	1.041108	1.00083132	1.048565	1.12219
36.47	1.047047	1.040471	1.11004	1.033588	1.017909	0.976093	1.020664	1.050281	1.02255	1.038336	1.089121	1.040736	1.02328	1.0043838	1.096167	1.1135
36.48	1.054899	1.039186	1.0027628	1.063689	1.11646	1.072404	1.0059646	1.047963	1.027458	1.069063	1.048777	1.067664	1.0043808	1.015728	1.040382	1.063459
36.49	1.031097	1.038789	1.013996	1.065321	1.062866	1.024374	0.980136	1.0066432	1.074052	1.059889	1.03967	1.088813	1.060405	0.9947248	1.04966	1.094798
36.5	1.035385	1.0053297	1.020968	1.041891	1.034048	1.019757	0.983107	1.057117	1.037208	1.079262	0.985569	0.972066	1.0039382	1.084819	1.024887	0.966454
36.51	1.0044279	1.014225	1.065508	1.064072	1.036206	1.060652	1.049431	1.016686	1.12317	1.052163	1.14116	1.094031	1.024407	1.052895	1.08056	1.059178
36.52	1.02994	1.018028	1.069805	0.9918551	1.031842	0.9936742	1.069573	1.071646	1.005882	0.986664	1.064978	0.9929492	1.007057	1.049125	1.055096	0.981542
36.53	1.016184	1.04385	1.076138	1.026546	1.11108	1.012707	1.10046	1.028348	1.032568	1.016566	0.96034	1.020598	1.028013	1.037097	1.029875	0.971982
36.54	1.01479	1.04192	1.054422	1.083664	1.022408	1.0079489	1.048337	1.043322	1.096801	1.057386	1.057137	1.078679	1.034312	1.032995	1.046708	1.051495
36.55	0.984024	1.050898	1.020279	1.10658	1.08055	1.024442	1.025644	1.13053	1.057565	1.050461	1.066712	1.025169	1.0474	1.033808	1.09398	1.03414
36.56	1.032764	1.030696	1.026896	1.026878	1.080416	1.090788	1.06341	1.077739	1.053337	1.071275	1.031442	1.025704	1.027879	1.03603	1.017977	1.043435
36.57	1.04015	1.038145	1.050375	1.067151	1.024164	1.042428	1.090934	0.9978317	1.0013198	1.03442	1.098708	1.045832	1.017588	1.052606	1.01638	0.942677
