Time	ROI1	ROI2	ROI3	ROI4	ROI5	ROI6
9.74	1.20302	1.21547	1.16107	1.11483	1.22318	1.16467
9.75	1.20698	1.2028	1.14852	1.1263	1.24353	1.19266
9.76	1.18272	1.19347	1.16206	1.15297	1.16706	1.15802
9.77	1.24402	1.14177	1.21186	1.13279	1.15878	1.18605
9.78	1.26403	1.15186	1.2207	1.1482	1.13497	1.18882
9.79	1.17638	1.17947	1.16793	1.10828	1.12036	1.14824
9.8	1.19311	1.14234	1.17795	1.17115	1.082051	1.14695
9.81	1.20085	1.157	1.14945	1.11636	1.099865	1.16373
9.82	1.17374	1.096358	1.122	1.11005	1.065558	1.083467
9.83	1.12406	1.12091	1.064244	1.085028	1.12196	1.09688
9.84	1.15249	1.14314	1.0904	1.076003	1.096082	1.080456
9.85	1.15056	1.093442	1.10299	1.084703	1.088861	1.10375
9.86	1.26596	1.12971	1.23219	1.11417	1.21162	1.14961
9.87	1.22705	1.11108	1.16714	1.090027	1.17848	1.1274
9.88	1.22602	1.14128	1.10942	1.07833	1.14853	1.1364
9.89	1.18902	1.098298	1.13752	1.067762	1.12038	1.094257
9.9	1.16703	1.09977	1.14436	1.052342	1.17232	1.084372
9.91	1.19049	1.15381	1.17349	1.14566	1.12858	1.11103
9.92	1.22685	1.1499	1.15798	1.17465	1.1491	1.090936
9.93	1.34127	1.25389	1.202	1.27173	1.13348	1.072119
9.94	1.40172	1.32661	1.27569	1.31614	1.16312	1.19029
9.95	1.40485	1.29476	1.29581	1.34154	1.18156	1.16494
9.96	1.39386	1.27613	1.33312	1.3359	1.25101	1.17383
9.97	1.36433	1.17545	1.33942	1.36998	1.23686	1.21263
9.98	1.38546	1.26962	1.40723	1.35327	1.24818	1.32486
9.99	1.35044	1.25502	1.41025	1.31106	1.24169	1.32502
10	1.32931	1.2411	1.46333	1.27501	1.19644	1.27801
10.01	1.30208	1.22242	1.37385	1.26455	1.21646	1.27024
10.02	1.28904	1.22643	1.29674	1.24505	1.19605	1.22874
10.03	1.24816	1.20483	1.27358	1.1828	1.16475	1.19981
10.04	1.23635	1.19464	1.29717	1.22008	1.20368	1.18517
10.05	1.27855	1.21042	1.28759	1.20104	1.15673	1.26695
10.06	1.28033	1.20483	1.27582	1.18578	1.18298	1.25872
10.07	1.26752	1.15815	1.26201	1.15978	1.16277	1.27479
10.08	1.26494	1.14361	1.26648	1.13017	1.14933	1.20309
10.09	1.25035	1.14294	1.26324	1.15118	1.13997	1.1824
10.1	1.22572	1.10665	1.23915	1.12435	1.15108	1.14823
10.11	1.22566	1.11478	1.21308	1.11312	1.15498	1.15807
10.12	1.18986	1.13905	1.2092	1.081833	1.12223	1.11123
10.13	1.18413	1.15379	1.19482	1.13713	1.12262	1.11605
10.14	1.17516	1.29735	1.13371	1.11144	1.19806	1.084571
10.15	1.17421	1.27437	1.17895	1.14636	1.1893	1.12243
10.16	1.13302	1.21879	1.15863	1.087083	1.18604	1.09357
10.17	1.15749	1.18732	1.1665	1.099543	1.21063	1.073335
10.18	1.12796	1.12772	1.13608	1.07337	1.14128	1.040413
10.19	1.15137	1.15228	1.15194	1.098517	1.19488	1.09422
10.2	1.14551	1.10849	1.13536	1.095689	1.14826	1.097336
10.21	1.13438	1.084657	1.11045	1.071574	1.1406	1.10954
10.22	1.12628	1.16267	1.12214	1.064936	1.1083	1.090161
10.23	1.094212	1.09149	1.082077	1.030468	1.093819	1.11011
10.24	1.13323	1.12925	1.12264	1.08463	1.086127	1.12485
10.25	1.13471	1.089313	1.13657	1.073834	1.11717	1.078742
10.26	1.13165	1.14221	1.11655	1.072603	1.12428	1.084918
10.27	1.12467	1.12666	1.15678	1.052989	1.093899	1.085206
10.28	1.056363	1.12003	1.11897	1.052937	1.093778	1.065272
10.29	1.13288	1.10785	1.12436	1.076621	1.081895	1.052531
10.3	1.10042	1.07382	1.10401	1.074723	1.12935	1.05404
10.31	1.11107	1.10513	1.05108	1.064661	1.099805	1.0834
10.32	1.076837	1.099414	1.047568	1.039906	1.091395	1.087955
10.33	1.12596	1.091172	1.050535	1.063913	1.072938	1.092964
10.34	1.1007	1.12614	1.04634	1.022132	1.10743	1.084783
10.35	1.096019	1.10432	1.048314	1.048373	1.11198	1.094216
10.36	1.077143	1.093758	1.079942	1.024879	1.1032	1.03425
10.37	1.11319	1.077509	1.04468	1.068221	1.089122	1.054078
10.38	1.11128	1.074374	1.072515	1.068863	1.094475	1.082864
10.39	1.082992	1.11415	1.056092	1.031933	1.10358	1.14425
10.4	1.12587	1.11307	1.099456	1.086898	1.081598	1.10602
10.41	1.098264	1.098396	1.11254	1.028855	1.041397	1.10011
10.42	1.12126	1.14817	1.13237	1.057143	1.10787	1.08056
10.43	1.091654	1.10765	1.1131	1.027084	1.060889	1.071213
10.44	1.097672	1.095372	1.10526	1.017769	1.077322	1.11004
10.45	1.085493	1.11514	1.09899	1.04045	1.091816	1.089887
10.46	1.09259	1.070532	1.061861	1.028813	1.059013	1.050944
10.47	1.11569	1.093891	1.056223	1.063152	1.095643	1.075939
10.48	1.089271	1.073813	1.053091	1.028404	1.046663	1.053792
10.49	1.067077	1.077118	1.052465	1.00080136	1.061001	1.050763
10.5	1.087474	1.066599	1.04861	1.037575	1.046097	1.040861
10.51	1.058909	1.072355	1.028248	1.043905	1.054418	1.075999
10.52	1.048021	1.070474	1.035358	1.033698	1.043202	1.009477
10.53	1.084449	1.078448	1.027672	1.034671	1.07606	1.06201
10.54	1.098371	1.083609	1.055641	1.074084	1.049515	1.082594
10.55	1.087944	1.069774	1.062292	1.026767	1.046881	1.0050701
10.56	1.085458	1.070179	1.056712	1.027726	1.10154	1.029691
10.57	1.090347	1.071527	1.059478	1.043966	1.083187	1.050133
10.58	1.081243	1.07984	1.051594	1.03823	1.068722	1.0099951
10.59	1.076264	1.056035	1.037646	1.035041	1.071037	1.01076
10.6	1.050882	1.027606	1.085939	1.043413	1.056959	1.047046
10.61	1.074976	1.068138	1.033359	1.046872	1.061319	1.039962
10.62	1.057645	1.034293	1.066993	1.018269	1.051386	1.037881
10.63	1.03956	1.081048	1.028661	1.060023	1.079678	1.060807
10.64	1.058448	1.06416	1.054421	1.068466	1.11616	1.097956
10.65	1.045857	1.045439	1.017301	1.075538	1.094026	1.087965
10.66	1.055478	1.065769	1.024104	1.067164	1.073881	1.066316
10.67	1.032602	1.029002	1.028294	1.028265	1.076901	1.038408
10.68	1.043054	1.030501	1.069676	1.077982	1.025642	1.065624
10.69	1.032761	1.078104	1.060988	1.061408	1.068775	1.03573
10.7	1.0064083	1.03399	1.034508	1.057845	1.026369	1.033427
10.71	1.040038	1.061463	1.080723	1.058692	1.058853	1.02624
10.72	1.035227	1.041027	1.038539	1.07865	1.040895	1.01723
10.73	1.033184	1.048064	1.072487	1.069875	1.054516	1.046121
10.74	1.02034	1.017022	1.059948	1.081085	1.09413	1.03273
10.75	1.055743	1.061638	1.050726	1.079672	1.081537	1.026459
10.76	1.039654	1.064361	1.069141	1.06584	1.079045	1.011197
10.77	1.072805	1.023589	1.020426	1.061525	1.033761	1.018224
10.78	1.093366	1.048051	1.039608	1.054963	1.043577	1.018064
10.79	1.091544	1.024065	1.0011436	1.071678	1.077619	1.017939
10.8	1.046744	1.04622	1.019391	1.015271	1.038181	1.053084
10.81	1.066366	1.054726	1.058554	1.044324	1.042696	1.062726
10.82	1.05721	1.061175	1.047779	1.073818	1.081654	1.039649
10.83	1.047831	1.039591	1.0054068	1.067208	1.084198	1.043283
10.84	1.055583	1.097947	0.987586	1.033721	1.043469	1.022331
10.85	1.070557	1.078017	1.025278	1.028583	1.027119	1.030537
10.86	1.056663	1.084772	1.062874	1.035733	1.05426	1.056137
10.87	1.072705	1.061512	1.029828	1.030781	1.045381	1.079578
10.88	1.058623	1.044738	1.015418	1.020447	1.060742	1.050875
10.89	1.037718	1.044096	1.0071431	1.016729	1.049914	1.0024532
10.9	1.046862	1.024009	1.077783	0.9943826	1.032039	1.056703
10.91	1.066661	0.9925842	1.052998	1.015567	1.046019	1.064636
10.92	1.10642	1.028797	1.051426	1.038002	1.094016	1.13566
10.93	1.1136	1.071931	1.024496	1.062064	1.051949	1.059841
10.94	1.091519	1.062205	1.023433	1.061666	1.062956	1.094591
10.95	1.078154	1.068787	1.033428	1.016023	1.043436	1.059615
10.96	1.071201	1.072372	1.058155	1.040728	1.061548	1.05636
10.97	1.062087	1.027053	1.039876	1.025724	1.070561	1.052941
10.98	1.050717	0.9985837	1.0064247	1.0039775	1.0076084	1.030373
10.99	1.059591	1.039383	1.026131	1.034943	1.068036	1.057565
11	1.040487	1.0089195	0.981477	1.019562	1.031633	1.038818
11.01	1.043272	1.058251	1.0012649	1.043093	1.033135	1.035595
11.02	1.042348	1.042031	1.07673	1.043695	1.013424	1.058016
11.03	1.052856	1.012665	1.074865	1.026203	1.033253	1.055563
11.04	1.028099	1.033402	1.042872	1.070692	1.050577	1.04656
11.05	1.045929	0.971082	1.045964	1.037633	1.0079506	0.993442
11.06	1.044096	1.046951	1.053796	1.041361	1.014168	1.042851
11.07	1.02647	1.02421	1.026146	1.016048	1.034534	1.0093872
11.08	1.040995	1.022075	1.028186	1.05903	1.014948	1.037802
11.09	1.036423	1.038854	1.052565	1.051777	1.057515	1.043504
11.1	1.022205	1.055233	1.00026816	1.054531	1.050786	1.021703
11.11	0.9928681	0.9962017	1.019067	0.986299	1.039691	1.024688
11.12	1.014393	1.013729	1.0080671	1.031564	1.050072	1.0288
11.13	1.00097623	1.018251	1.035199	1.018941	1.061234	1.054862
11.14	1.010755	1.015276	1.032202	1.045263	1.044422	0.9985978
11.15	1.01028	0.9939334	0.9974995	1.039412	1.016502	1.0026738
11.16	1.040762	1.10552	1.050576	1.063043	1.087054	1.06304
11.17	1.02629	1.043387	1.013209	1.028449	1.027845	1.03266
11.18	1.02707	1.030737	0.982875	1.029989	1.0050963	1.021711
11.19	1.0061404	1.03041	0.9983125	1.012176	1.032687	1.04601
11.2	1.030663	1.10713	1.021858	1.0036983	1.073683	1.04785
11.21	1.010414	1.062348	0.985711	0.989954	1.020087	1.00046451
11.22	1.026893	1.028865	0.980095	0.9978033	1.035817	1.019788
11.23	1.036114	1.041465	1.004801	1.0095573	1.035961	1.043447
11.24	1.024133	0.99929289	0.957075	1.0040073	1.0039711	1.0054955
11.25	0.9942981	0.979406	0.9930859	1.017328	0.987334	1.018579
11.26	0.9977181	1.0037066	1.068437	0.999589	0.9951061	1.034227
11.27	1.0039192	0.972104	1.018666	0.9963893	1.0348	1.0018093
11.28	1.016678	1.038681	0.989171	1.0018533	1.03067	1.050608
11.29	1.0091113	1.0051924	0.9982428	1.0098543	1.030906	0.9914387
11.3	0.9965173	1.054084	1.021252	0.99944356	1.059912	1.051494
11.31	1.011103	1.052283	1.02825	1.018651	1.03487	1.0037288
11.32	1.022459	1.015649	1.028553	1.04699	1.030449	1.027351
11.33	1.019159	1.045559	1.023987	0.976092	1.0028822	1.057425
11.34	0.9927004	1.0098861	0.9989653	1.039646	1.017572	1.033342
11.35	1.028524	1.04428	1.18456	1.053847	1.022822	1.08145
11.36	1.020903	0.9943069	1.17736	1.051249	1.064009	1.080883
11.37	1.033985	1.027937	1.13464	1.067583	1.06387	1.11493
11.38	1.083195	1.034611	1.27315	1.044008	1.075439	1.17327
11.39	1.095274	1.058544	1.32968	1.0464	1.078544	1.17396
11.4	1.098529	1.051836	1.27957	1.047179	1.052925	1.13473
11.41	1.13178	1.28224	1.26847	1.14948	1.18983	1.16266
11.42	1.1378	1.2727	1.23086	1.12661	1.23531	1.17332
11.43	1.12829	1.30021	1.18338	1.13457	1.22017	1.13614
11.44	1.12055	1.29526	1.15746	1.12033	1.15094	1.10196
11.45	1.11979	1.25063	1.22888	1.1291	1.12223	1.11743
11.46	1.1923	1.20773	1.24549	1.15264	1.12429	1.14557
11.47	1.1873	1.22551	1.19714	1.17494	1.079454	1.12542
11.48	1.1874	1.19608	1.16008	1.16943	1.10949	1.16625
11.49	1.15285	1.21802	1.13792	1.12814	1.11062	1.13263
11.5	1.12423	1.19568	1.11398	1.086169	1.16339	1.12936
11.51	1.20304	1.13613	1.25292	1.15943	1.18749	1.16051
11.52	1.17452	1.17227	1.29096	1.18473	1.13735	1.1311
11.53	1.15988	1.15871	1.31379	1.165	1.14616	1.095802
11.54	1.15175	1.14077	1.27757	1.16413	1.17476	1.12719
11.55	1.11849	1.12708	1.18096	1.1499	1.11629	1.086691
11.56	1.12521	1.14054	1.19632	1.17351	1.10422	1.096423
11.57	1.12701	1.1157	1.19509	1.12765	1.091358	1.084434
11.58	1.10074	1.11779	1.20535	1.084404	1.13456	1.075816
11.59	1.10609	1.10443	1.22058	1.1001	1.10048	1.107
11.6	1.094817	1.083709	1.18276	1.063847	1.06213	1.036728
11.61	1.13918	1.10475	1.17189	1.061426	1.091928	1.039867
11.62	1.14838	1.13216	1.11547	1.085003	1.091867	1.026241
11.63	1.12989	1.084627	1.11171	1.054695	1.060467	1.036291
11.64	1.1314	1.10262	1.090027	1.060737	1.072127	1.055867
11.65	1.1021	1.1023	1.096718	1.071013	1.082543	0.9921778
11.66	1.079601	1.077561	1.069108	1.034486	1.017366	1.043045
11.67	1.088048	1.067067	1.046541	1.033127	1.085831	1.037137
11.68	1.090947	1.092682	1.078376	1.046083	1.12644	1.049121
11.69	1.092502	1.070224	1.034161	1.027971	1.082203	1.012273
11.7	1.079497	1.068482	1.082056	1.028996	1.02345	1.033196
11.71	1.097402	1.037011	1.058637	1.036505	1.029857	1.083139
11.72	1.038373	1.02839	1.090969	1.0056704	1.070524	1.020336
11.73	1.053414	1.043737	1.062237	1.01409	1.059964	1.062971
11.74	1.068072	1.10153	1.12085	1.02918	1.073521	1.045545
11.75	1.060026	1.044651	1.14616	1.036027	1.064512	1.084908
11.76	1.049446	1.057806	1.14643	1.031609	1.050398	1.056007
11.77	1.040212	1.050785	1.10832	1.032589	1.048617	1.073827
11.78	1.0263	1.07503	1.094997	1.030472	1.059882	1.048801
11.79	1.038008	1.059855	1.10606	1.015335	1.082944	1.060424
11.8	1.030742	1.063797	1.048537	1.049202	1.085688	1.048752
11.81	1.047633	1.044564	1.07341	1.042427	1.10779	1.026565
11.82	1.030172	1.078446	1.060789	1.036705	1.074879	1.03728
11.83	1.041018	1.066107	1.030673	1.036674	1.077947	1.034809
11.84	1.052239	1.052803	1.063186	1.041712	1.048267	1.013062
11.85	1.029551	1.053063	1.053685	1.017626	1.023171	1.042925
11.86	1.079122	1.085872	1.14013	1.080763	1.078518	1.062877
11.87	1.061315	1.03398	1.11712	1.018159	1.077465	1.056229
11.88	1.066581	1.069181	1.12317	1.030358	1.049946	1.026286
11.89	1.054945	1.034975	1.12164	1.031298	1.079728	1.030877
11.9	1.046454	1.10852	1.22436	1.062114	1.099107	1.054554
11.91	1.027487	1.076	1.16364	1.01025	1.079022	1.018752
11.92	1.032726	1.066328	1.18593	1.045417	1.079538	1.028909
11.93	1.020238	1.066791	1.14433	1.046165	1.065741	1.062408
11.94	1.067013	1.056216	1.11392	1.031307	1.064742	1.065983
11.95	1.0025297	1.046171	1.14055	1.01314	1.041251	1.034641
11.96	1.032781	1.058972	1.11324	1.054594	1.031048	1.0667
11.97	1.033178	1.046242	1.15598	0.9959977	1.050022	1.063004
11.98	1.030111	1.023726	1.10899	1.023113	1.07664	1.05609
11.99	1.033612	1.031944	1.11954	0.98157	1.068546	1.017331
12	1.033879	1.044487	1.12266	1.018814	1.090573	1.030653
12.01	1.019572	1.033921	1.10275	1.0012894	1.062159	1.0011032
12.02	1.057464	1.053241	1.076824	1.033805	1.087936	1.048151
12.03	1.068388	1.057344	1.052512	1.035913	1.058243	0.985912
12.04	1.017094	1.048632	1.047617	1.024704	1.072483	1.027007
12.05	1.019575	1.012418	0.9947815	0.9984519	1.027781	1.043829
12.06	1.041224	1.064295	1.023258	1.057696	1.076195	1.036007
12.07	1.027777	1.015927	1.028966	1.01035	1.05547	0.973594
12.08	0.983679	1.043193	0.9956845	1.022344	1.03981	1.0065014
12.09	1.024515	1.021743	1.0055537	1.0071727	1.076016	1.048655
12.1	1.024992	1.030562	0.988976	0.9987565	1.092754	1.031866
12.11	1.052576	1.055538	1.021354	1.04257	1.07966	1.030007
12.12	1.0361	1.033352	1.025694	0.9976578	1.056336	1.032865
12.13	1.038769	1.022861	0.983526	1.027992	1.028752	1.031005
12.14	1.035527	1.0506	0.98923	1.027694	1.042987	0.9921083
12.15	1.04349	1.10198	1.029002	1.045139	1.062232	1.024176
12.16	1.020773	1.095543	1.037251	1.04124	1.02498	1.045467
12.17	1.0046666	1.05293	1.03079	1.042004	1.0054537	1.058123
12.18	1.022999	1.052834	1.13293	1.019176	0.982706	1.026261
12.19	1.010894	1.075084	1.14566	1.0086407	1.006778	0.989649
12.2	1.044564	1.029012	1.085923	1.044165	1.032552	1.028324
12.21	1.015823	1.058377	1.106	1.047404	1.042847	1.028626
12.22	1.030067	1.059039	1.076273	1.031895	1.065028	0.9976074
12.23	1.014458	1.072939	1.08232	1.032107	1.048879	1.016614
12.24	0.984292	1.09619	1.019694	1.020332	1.039471	1.028592
12.25	1.0043316	1.056567	1.037416	1.0034028	1.055549	1.01041
12.26	0.982819	1.075488	1.0080652	1.037779	1.038704	1.039923
12.27	1.0049503	1.059057	1.040119	1.036823	1.0069925	1.0099853
12.28	1.012037	1.016128	1.03967	1.034205	1.016881	1.01907
12.29	0.9983532	1.083177	0.9968891	1.033018	1.067651	1.013242
12.3	1.014477	1.042958	1.0076436	0.9985359	1.023497	0.9989627
12.31	0.996202	1.035343	1.033481	0.9924796	1.01199	1.013117
12.32	1.015014	1.070125	1.050333	0.987898	1.035293	1.025592
12.33	1.010186	1.060395	1.058157	1.04392	1.023519	1.056923
12.34	1.0000289	1.048086	1.02374	0.9999597	1.010379	1.060984
12.35	1.0038545	1.047802	1.024218	1.010431	1.020049	1.0013144
12.36	1.017647	1.02887	0.9920255	0.9940237	1.022659	1.072409
12.37	0.983219	1.033303	0.981915	1.030801	0.996653	1.018066
12.38	0.9960446	1.0084381	1.024925	1.019383	1.051548	1.0041709
12.39	1.0060896	1.035244	1.026202	1.029801	1.011607	1.039765
12.4	0.9976232	1.010896	0.967549	1.021897	1.035469	1.013605
12.41	1.0073707	0.9949981	1.013196	0.9985803	1.013634	0.988224
12.42	1.041261	1.015339	1.012082	1.038556	1.016648	0.9974434
12.43	1.0073632	1.009142	1.015814	1.016305	1.016136	1.017259
12.44	1.010298	1.0076187	1.011103	1.057295	0.976973	1.032032
12.45	1.046616	1.0088212	1.0051321	1.032831	1.035472	1.04401
12.46	1.037329	1.015631	1.036897	1.030893	1.061548	1.03059
12.47	0.987316	1.016586	1.0050972	1.013467	1.063793	1.072116
12.48	1.035072	1.029705	1.010531	1.010962	1.028481	1.043482
12.49	1.05651	1.017339	1.16498	1.030248	1.062104	1.044445
12.5	1.079877	0.987265	1.19847	1.014301	1.0025086	1.048112
12.51	1.069043	1.054791	1.1812	1.034667	1.060063	0.982402
12.52	1.038634	1.050124	1.17237	1.026021	1.012688	1.021878
12.53	1.043995	1.064938	1.15398	1.041921	1.04009	1.030423
12.54	1.010543	1.037944	1.13296	1.033681	1.021025	1.027836
12.55	1.027204	1.031155	1.076661	1.044372	1.032104	1.028694
12.56	1.023427	1.011681	1.092367	1.0043006	1.01751	0.99921321
12.57	1.01945	1.029969	1.04725	1.018045	1.042528	1.033161
12.58	1.017642	1.014872	1.025517	1.011005	1.050266	1.033566
12.59	0.989155	1.013121	1.033353	1.024442	0.9984308	1.0073251
12.6	0.9972617	1.05182	1.017203	0.987523	1.0037806	1.037897
12.61	1.022608	1.10463	1.071292	1.045573	1.054728	1.0017616
12.62	1.050191	1.080267	1.049048	1.022161	1.063911	1.041124
12.63	1.14835	1.051565	0.99940088	1.056184	1.13269	1.091056
12.64	1.11213	0.9975528	1.0071558	1.023135	1.081902	1.043006
12.65	1.11516	1.079088	1.011481	1.036174	1.059519	1.090637
12.66	1.11691	1.059149	1.072678	1.015962	1.078044	1.16036
12.67	1.10959	1.064206	1.062185	1.03656	1.096051	1.18987
12.68	1.12788	1.07367	1.084204	1.045799	1.082165	1.11498
12.69	1.10572	1.077863	1.03795	1.054565	1.071253	1.09587
12.7	1.080995	1.054495	1.013492	1.051928	1.045416	1.10655
12.71	1.065375	1.064273	1.037582	1.046701	1.062895	1.09363
12.72	1.043179	1.068078	1.0055277	1.028438	1.059804	1.062539
12.73	1.038707	1.073597	1.01637	1.016809	1.05886	1.05238
12.74	1.029051	1.074948	1.027586	1.031654	1.015051	1.046726
12.75	1.055601	1.066211	1.027306	1.030028	0.979515	1.013951
12.76	1.05899	1.090667	1.033782	1.056124	0.9999484	1.063989
12.77	1.058924	1.11806	1.21256	1.18654	1.066945	1.050236
12.78	1.09505	1.15807	1.27834	1.20537	1.17374	1.0077954
12.79	1.17683	1.11299	1.26792	1.20613	1.14942	1.078781
12.8	1.18345	1.19612	1.2625	1.2462	1.1854	1.1114
12.81	1.26326	1.13228	1.29418	1.21632	1.1773	1.10115
12.82	1.22614	1.1756	1.32084	1.17687	1.11526	1.10099
12.83	1.24387	1.1302	1.28584	1.16015	1.11346	1.11624
12.84	1.23614	1.11691	1.32856	1.11836	1.13934	1.15051
12.85	1.24942	1.20588	1.36912	1.15984	1.21549	1.12221
12.86	1.35815	1.20738	1.42589	1.18903	1.3001	1.23745
12.87	1.48131	1.1955	1.49217	1.23496	1.28449	1.29108
12.88	1.4738	1.24833	1.50165	1.2714	1.26835	1.30641
12.89	1.42793	1.27245	1.42859	1.20016	1.22537	1.30402
12.9	1.43689	1.32416	1.41577	1.18791	1.23178	1.25439
12.91	1.50768	1.34019	1.36503	1.25029	1.29249	1.32736
12.92	1.54058	1.34319	1.37748	1.30258	1.30293	1.36088
12.93	1.48248	1.33425	1.40085	1.29228	1.22453	1.22652
12.94	1.43608	1.25407	1.3902	1.2397	1.22264	1.22677
12.95	1.44435	1.27604	1.30276	1.21963	1.21572	1.20996
12.96	1.36304	1.24526	1.28207	1.17658	1.22469	1.19638
12.97	1.3914	1.25264	1.26859	1.16285	1.19063	1.26622
12.98	1.32526	1.18887	1.15555	1.13385	1.16198	1.19837
12.99	1.30735	1.15811	1.17042	1.12901	1.16816	1.16353
13	1.30109	1.13151	1.15919	1.11194	1.12215	1.15344
13.01	1.29948	1.1427	1.16912	1.12863	1.14794	1.18225
13.02	1.32076	1.12401	1.21247	1.080839	1.11399	1.24658
13.03	1.31388	1.30359	1.19242	1.15463	1.31152	1.16733
13.04	1.25033	1.33264	1.20001	1.15377	1.31248	1.19247
13.05	1.23916	1.29902	1.18123	1.1414	1.27269	1.15163
13.06	1.22079	1.23711	1.18681	1.12675	1.26028	1.14944
13.07	1.19789	1.21229	1.20834	1.11854	1.18479	1.10396
13.08	1.21194	1.22355	1.17799	1.12795	1.17968	1.16706
13.09	1.18361	1.14964	1.15167	1.10709	1.19127	1.17333
13.1	1.17776	1.14756	1.13521	1.11714	1.15731	1.1307
13.11	1.19778	1.14959	1.10741	1.078204	1.12269	1.18119
13.12	1.18841	1.11669	1.13144	1.099019	1.11576	1.17494
13.13	1.18651	1.13908	1.10847	1.074995	1.14095	1.1629
13.14	1.13845	1.099202	1.11758	1.056573	1.1621	1.10215
13.15	1.12776	1.072657	1.10669	1.087867	1.072011	1.10578
13.16	1.14971	1.15159	1.11251	1.11209	1.12998	1.081508
13.17	1.099778	1.13261	1.1126	1.079378	1.096605	1.05077
13.18	1.12012	1.12949	1.082542	1.084945	1.072096	1.084256
13.19	1.1059	1.099549	1.075748	1.083901	1.075509	1.055695
13.2	1.10599	1.1146	1.12577	1.073373	1.094115	1.083788
13.21	1.11487	1.071509	1.11788	1.083689	1.070124	1.069969
13.22	1.10996	1.06108	1.060469	1.040358	1.035076	1.083694
13.23	1.10334	1.092715	1.10771	1.091037	1.035614	1.10386
13.24	1.10824	1.10621	1.091572	1.045609	1.062723	1.092128
13.25	1.14102	1.079488	1.05608	1.060626	1.068629	1.12866
13.26	1.13535	1.10806	1.082276	1.088214	1.098775	1.10919
13.27	1.1581	1.0918	1.080027	1.06135	1.022008	1.090112
13.28	1.15267	1.1353	1.11661	1.057341	1.068072	1.14434
13.29	1.10365	1.1139	1.10474	1.045187	1.097747	1.1227
13.3	1.093054	1.099942	1.09119	1.05361	1.06798	1.10012
13.31	1.11521	1.11736	1.094864	1.071318	1.05713	1.11377
13.32	1.13582	1.08637	1.074479	1.057682	1.029338	1.13448
13.33	1.12496	1.15114	1.094514	1.065463	1.063969	1.11331
13.34	1.12621	1.16601	1.10963	1.0562	1.088422	1.12245
13.35	1.12319	1.12062	1.079151	1.06078	1.060595	1.11287
13.36	1.1176	1.097866	1.074119	1.031808	1.041446	1.10526
13.37	1.11143	1.040749	1.060496	0.99908	1.02219	1.069916
13.38	1.089736	1.1276	1.067175	1.031545	1.11737	1.077182
13.39	1.096916	1.074313	1.029335	1.026313	1.06298	1.033
13.4	1.11902	1.10844	1.0603	1.04759	1.08538	1.079823
13.41	1.10896	1.069369	1.083375	1.045837	1.027548	1.063797
13.42	1.084549	1.12846	1.085836	1.017647	1.082939	1.038911
13.43	1.10685	1.075242	1.17242	0.9964136	1.075686	1.054594
13.44	1.083236	1.11076	1.14545	1.023522	1.059823	1.041061
13.45	1.10241	1.082768	1.17062	1.060447	1.081704	1.0461
13.46	1.079027	1.096558	1.14418	1.036548	1.066898	1.084867
13.47	1.060897	1.090143	1.1341	1.035273	1.040778	1.080384
13.48	1.057218	1.082109	1.036126	1.037062	1.046556	1.046387
13.49	1.10812	1.12845	1.11783	1.039473	1.098958	1.095035
13.5	1.073852	1.11544	1.07422	1.025951	1.063064	1.041955
13.51	1.082998	1.097933	1.094241	1.066899	1.062815	1.041273
13.52	1.07197	1.082002	1.086342	1.026166	1.08405	1.085415
13.53	1.051942	1.086725	1.062144	1.033669	1.029889	1.024888
13.54	1.054579	1.046953	1.029345	1.057703	1.047033	1.029509
13.55	1.049059	1.07744	1.04378	1.063991	1.073845	1.049055
13.56	1.063479	1.080913	1.059372	1.019298	1.018935	1.072394
13.57	1.081792	1.084743	1.11724	1.03751	1.061084	1.096609
13.58	1.05504	1.070857	1.045398	1.010751	1.041779	1.0035993
13.59	1.05329	1.085716	1.13313	1.024601	1.070325	1.068788
13.6	1.066554	1.099596	1.12326	1.037908	1.051104	1.077759
13.61	1.034775	1.11017	1.13064	1.069595	1.027346	1.023593
13.62	1.074065	1.094558	1.10404	1.052195	1.054407	1.034261
13.63	1.047307	1.079041	1.065269	1.024541	1.044087	1.040405
13.64	1.042352	1.089333	1.078463	1.053106	1.077315	1.043262
13.65	1.035614	1.072685	1.089439	1.018227	1.082881	1.055101
13.66	1.043549	1.052028	1.083179	1.032756	1.068756	1.034163
13.67	1.046083	1.045406	1.093331	1.055241	1.084609	1.044829
13.68	1.070691	1.011799	1.029643	1.029359	1.087431	1.039873
13.69	1.082236	1.047306	1.038769	1.061077	1.081941	1.07328
13.7	1.058894	1.066373	1.052983	1.044444	1.073545	1.073026
13.71	1.088732	1.059492	1.045416	1.065661	1.066124	1.10481
13.72	1.099808	1.058759	1.014694	1.058023	1.06626	1.082634
13.73	1.068993	1.05742	1.0071355	1.049318	1.081072	1.037236
13.74	1.066056	1.041269	1.042449	1.060735	1.072438	1.075635
13.75	1.064064	1.057793	1.018437	1.050763	1.070406	1.067619
13.76	1.069158	1.076023	1.012754	1.032765	1.05867	1.061991
13.77	1.064247	1.044535	1.013569	1.029085	1.044203	1.040963
13.78	1.07016	1.077833	1.04245	1.028398	1.0088106	1.037295
13.79	1.063086	1.061428	1.020575	1.047529	1.052472	1.052922
13.8	1.031346	1.070359	1.0078942	1.038534	1.064457	1.02
