Time	ROI1	ROI2	ROI3	ROI4	ROI5	ROI6
26.24	1.044401	1.048789	1.032675	1.035836	1.039922	1.070614
26.25	1.035159	1.035559	1.0079779	1.051156	1.040366	1.025983
26.26	1.01867	1.05085	1.017258	1.043055	1.067303	1.034328
26.27	0.9907373	0.99924621	0.9938983	1.054402	1.030127	1.043017
26.28	1.05017	1.038419	0.9934602	1.005583	1.051848	1.020846
26.29	1.024919	1.011763	1.028418	1.0077722	1.063693	1.03408
26.3	1.028709	1.037148	1.02283	0.9988472	1.027824	1.014509
26.31	1.01216	1.025252	1.060617	1.036051	1.04215	1.017102
26.32	1.02082	1.080097	1.053044	1.028392	1.025695	1.014173
26.33	1.064462	1.061707	1.15517	1.025212	1.053794	1.072803
26.34	1.051336	1.052616	1.22254	1.043798	1.010814	1.0085964
26.35	1.041632	1.070125	1.19013	1.022511	0.983259	1.0053772
26.36	1.05812	1.030947	1.14823	1.031695	1.062046	1.036095
26.37	1.028849	1.07628	1.13217	1.019274	1.088715	1.029219
26.38	1.020724	1.067654	1.12494	1.067429	1.054675	1.058062
26.39	1.030503	1.10243	1.091403	1.036368	1.055539	1.054607
26.4	1.026685	1.032357	1.099391	1.039678	1.036131	1.01024
26.41	1.046311	1.048601	1.067398	1.018963	1.094898	1.024467
26.42	1.031159	1.014758	1.070088	1.047483	1.031837	1.015406
26.43	1.028396	1.021891	1.070536	1.030076	1.028957	1.0073055
26.44	1.015352	1.048676	1.058089	1.026619	1.0067755	1.045318
26.45	1.056657	1.082767	1.046848	1.056533	1.06213	1.049866
26.46	1.037368	1.016913	1.025257	1.050774	1.018575	1.033899
26.47	1.0014635	1.053145	1.031773	1.01092	1.040419	1.04443
26.48	1.035995	1.043806	1.023966	1.019166	1.039785	1.071814
26.49	1.022657	1.022433	1.073012	1.040426	1.037615	1.039035
26.5	1.044276	1.06086	1.0092137	1.066858	1.052141	1.063605
26.51	1.017716	1.042662	1.034001	1.057217	1.046209	1.017635
26.52	1.015793	1.027409	1.033717	1.029911	1.01149	1.018319
26.53	0.9986913	1.033808	1.032275	1.0090165	0.97527	1.0038543
26.54	1.063939	1.044034	1.051221	1.05346	1.041204	1.036259
26.55	1.067691	1.066586	1.060734	1.059183	0.97936	1.00091226
26.56	1.087735	1.048959	1.036864	1.072782	1.027802	1.029844
26.57	1.042755	1.045622	1.045814	1.047971	1.044778	1.046439
26.58	1.053123	1.040522	1.044363	1.029024	1.077727	1.042107
26.59	1.043454	1.037201	1.049536	1.0082129	1.03658	1.0034345
26.6	1.022815	1.072908	1.05004	1.023429	1.041887	1.037209
26.61	1.028891	1.079595	1.022708	1.048956	1.042534	1.034791
26.62	1.028582	1.011448	1.016381	0.9943089	1.016188	1.054488
26.63	1.013065	1.033965	1.023654	1.066468	1.026689	1.0049222
26.64	1.0079485	1.059701	1.033861	1.028212	1.049243	1.020881
26.65	1.012382	1.019704	1.013535	1.0086374	1.032973	1.028284
26.66	1.011588	1.024481	1.014663	1.017529	1.028251	1.028168
26.67	0.988922	1.038893	1.035827	1.019359	1.027269	1.050352
26.68	1.0015908	1.013023	1.03245	1.019422	1.049082	1.044575
26.69	1.006133	1.027851	1.021125	1.040505	1.043105	1.060232
26.7	0.9969514	1.048185	1.011362	1.017149	1.061131	1.043191
26.71	1.0088987	1.036881	1.0067492	1.023748	1.034727	1.019248
26.72	1.00032257	1.066832	1.0022826	1.015998	1.0054359	1.030809
26.73	0.9983179	1.0083529	1.013386	1.020379	1.025126	1.019441
26.74	0.99975875	1.035438	1.047086	1.042449	1.013931	1.012101
26.75	1.010037	1.037313	1.041752	1.017301	1.0091213	1.0023761
26.76	1.0050942	1.045484	1.022455	1.023972	1.053159	1.037345
26.77	1.023296	1.01332	1.031337	1.046574	1.045164	1.046271
26.78	1.035502	1.0065065	1.099766	1.055369	1.031086	1.065842
26.79	1.071791	1.017719	1.090083	1.027036	1.018024	1.09491
26.8	1.036154	1.025574	1.10769	1.021355	1.029421	1.062735
26.81	1.022824	1.053327	1.085461	1.024589	0.9999007	1.053066
26.82	1.025028	1.022356	1.074821	1.013052	1.021467	1.060135
26.83	1.083914	1.041784	1.071191	1.036123	1.07236	1.016623
26.84	1.1131	1.072272	1.12986	1.082568	1.072472	1.064345
26.85	1.10868	1.21487	1.10211	1.082063	1.31036	1.036913
26.86	1.18643	1.27837	1.10924	1.12622	1.38189	1.018887
26.87	1.1893	1.21031	1.089027	1.13561	1.3228	1.083528
26.88	1.18169	1.22549	1.1274	1.13437	1.30205	1.11653
26.89	1.17352	1.19386	1.10479	1.11316	1.25455	1.10092
26.9	1.15624	1.12628	1.12235	1.078581	1.22633	1.10716
26.91	1.13014	1.18424	1.12803	1.077133	1.21276	1.061253
26.92	1.15019	1.18399	1.12799	1.06413	1.16394	1.12272
26.93	1.11234	1.17737	1.13862	1.092583	1.12593	1.11117
26.94	1.14724	1.13897	1.1757	1.11659	1.19665	1.11993
26.95	1.11119	1.15903	1.11049	1.10195	1.21394	1.0889
26.96	1.10111	1.15222	1.14171	1.055359	1.20539	1.1281
26.97	1.10069	1.15875	1.19188	1.09899	1.21985	1.080928
26.98	1.10637	1.12917	1.15182	1.10303	1.22658	1.067284
26.99	1.091669	1.09598	1.14041	1.084343	1.18264	1.090152
27	1.070125	1.11631	1.13257	1.055896	1.12144	1.064378
27.01	1.10577	1.099634	1.10154	1.11362	1.10087	1.10924
27.02	1.082336	1.063189	1.10963	1.095878	1.11322	1.085006
27.03	1.1059	1.070829	1.11374	1.058013	1.11222	1.079364
27.04	1.065246	1.098254	1.10668	1.074118	1.11025	1.055671
27.05	1.069796	1.074144	1.080085	1.049851	1.085321	1.036484
27.06	1.063454	1.057986	1.084385	1.030905	1.096638	1.063613
27.07	1.070176	1.11378	1.097842	1.075974	1.085893	1.044245
27.08	1.058191	1.11995	1.041564	1.067146	1.080664	1.030518
27.09	1.029194	1.082852	1.0082802	1.036228	1.061713	1.064552
27.1	1.094896	1.118	1.075043	1.04087	1.089653	1.071948
27.11	1.086047	1.10385	1.056291	1.027385	1.038264	1.066922
27.12	1.08655	1.12654	1.12395	1.07469	1.085258	1.048599
27.13	1.055577	1.12647	1.081567	1.02715	1.059253	1.049404
27.14	1.037063	1.12346	1.089665	1.073876	1.075874	1.036152
27.15	1.03951	1.12025	1.082126	1.061514	1.086059	1.09738
27.16	1.069354	1.091372	1.12257	1.074554	1.079937	1.098163
27.17	1.11928	1.080379	1.11411	1.18713	1.095569	1.084446
27.18	1.12827	1.10224	1.19608	1.12826	1.08537	1.077079
27.19	1.11115	1.15715	1.29518	1.16754	1.10501	1.093084
27.2	1.15777	1.17059	1.25071	1.15108	1.085281	1.070972
27.21	1.17522	1.15609	1.2328	1.22542	1.14016	1.089032
27.22	1.21329	1.19653	1.27194	1.24345	1.10663	1.091494
27.23	1.34357	1.21129	1.32332	1.29601	1.17688	1.24168
27.24	1.46104	1.30454	1.32833	1.28587	1.17188	1.22092
27.25	1.46862	1.23722	1.32467	1.26369	1.15282	1.18798
27.26	1.45886	1.28181	1.36932	1.27066	1.27577	1.24339
27.27	1.42861	1.21039	1.25395	1.2337	1.19312	1.1452
27.28	1.39304	1.25653	1.2009	1.16034	1.16364	1.17557
27.29	1.37289	1.27599	1.2188	1.22787	1.14795	1.21577
27.3	1.41299	1.23871	1.23829	1.18829	1.17424	1.21718
27.31	1.36059	1.23551	1.23204	1.20934	1.17141	1.12805
27.32	1.37904	1.23603	1.26595	1.2998	1.2141	1.19888
27.33	1.33459	1.26047	1.27952	1.29222	1.1743	1.24697
27.34	1.31724	1.22706	1.25932	1.25253	1.11688	1.21631
27.35	1.2817	1.18153	1.28574	1.2232	1.16987	1.14622
27.36	1.35814	1.17737	1.22464	1.29675	1.13742	1.18604
27.37	1.36343	1.21093	1.20363	1.29277	1.154	1.22011
27.38	1.35971	1.11994	1.23335	1.23416	1.15529	1.18993
27.39	1.31768	1.15715	1.16115	1.20453	1.13675	1.21694
27.4	1.30199	1.1455	1.19235	1.17405	1.10869	1.20839
27.41	1.30156	1.12793	1.17561	1.15962	1.13594	1.16954
27.42	1.25293	1.1287	1.19162	1.16032	1.11336	1.21908
27.43	1.22151	1.15557	1.21897	1.10805	1.14115	1.21872
27.44	1.21637	1.14124	1.2413	1.1254	1.12073	1.24877
27.45	1.178	1.11432	1.25657	1.096748	1.10075	1.18928
27.46	1.15576	1.11969	1.27371	1.083824	1.14778	1.13612
27.47	1.18451	1.089925	1.21632	1.093033	1.081303	1.13057
27.48	1.16605	1.13317	1.19217	1.062719	1.10905	1.12907
27.49	1.14742	1.10592	1.17246	1.067151	1.088163	1.15081
27.5	1.13857	1.10769	1.13618	1.050387	1.087454	1.13793
27.51	1.17227	1.11745	1.16491	1.076068	1.10108	1.10586
27.52	1.14321	1.14738	1.12502	1.047267	1.054248	1.13512
27.53	1.14203	1.13092	1.10392	1.035565	1.10934	1.097151
27.54	1.16903	1.099402	1.10688	1.063506	1.084512	1.18852
27.55	1.15968	1.13872	1.112	1.056245	1.1173	1.19474
27.56	1.15656	1.16748	1.14095	1.068087	1.085068	1.13687
27.57	1.14443	1.10386	1.10832	1.053925	1.085929	1.13376
27.58	1.12953	1.10738	1.069318	1.058557	1.070877	1.10771
27.59	1.10082	1.065651	1.14105	1.034768	1.045573	1.070532
27.6	1.11352	1.099185	1.17606	1.061653	1.11686	1.10675
27.61	1.11903	1.086609	1.17931	1.034661	1.032384	1.078965
27.62	1.11384	1.098625	1.15178	1.048711	1.040695	1.079071
27.63	1.099382	1.058417	1.15975	1.064865	1.037123	1.052185
27.64	1.10518	1.082731	1.13229	1.063931	1.09616	1.06958
27.65	1.11638	1.13862	1.076212	1.036744	1.047922	1.075039
27.66	1.072248	1.12282	1.041531	1.028039	1.05218	1.075922
27.67	1.067907	1.15074	1.12063	1.080617	1.037866	1.082319
27.68	1.090129	1.11442	1.099464	1.097058	1.081675	1.11469
27.69	1.16875	1.15938	1.15755	1.12311	1.10216	1.08445
27.7	1.13299	1.14631	1.10682	1.15255	1.05544	1.09559
27.71	1.11649	1.08872	1.075632	1.13109	1.1043	1.07676
27.72	1.14521	1.10139	1.075336	1.1546	1.041961	1.13678
27.73	1.13658	1.085684	1.072628	1.092921	1.097225	1.073846
27.74	1.12208	1.04671	1.074773	1.098603	1.056297	1.073351
27.75	1.14505	1.071341	1.084196	1.06064	1.086173	1.092786
27.76	1.12371	1.28548	1.11367	1.10991	1.17784	1.060274
27.77	1.1097	1.28923	1.070427	1.095171	1.20911	1.10004
27.78	1.1349	1.24745	1.096933	1.07183	1.16872	1.073834
27.79	1.13552	1.20159	1.10439	1.09209	1.091128	1.06421
27.8	1.10107	1.13238	1.075806	1.058225	1.12288	1.092365
27.81	1.10947	1.15874	1.10494	1.090936	1.084544	1.10667
27.82	1.13099	1.12357	1.093184	1.080827	1.14107	1.067803
27.83	1.094069	1.096393	1.088682	1.048829	1.13751	1.045853
27.84	1.088829	1.069172	1.097874	1.069896	1.12296	1.040189
27.85	1.06951	1.053381	1.074191	1.062459	1.092581	1.035128
27.86	1.089618	1.10714	1.038736	1.081414	1.092207	1.06534
27.87	1.075928	1.10424	1.053731	1.062552	1.075978	1.056009
27.88	1.071055	1.058035	1.022786	1.044395	1.055284	1.12251
27.89	1.079733	1.082726	1.073041	1.064105	1.063994	1.025655
27.9	1.075794	1.099823	1.050572	1.071021	1.12811	1.097496
27.91	1.082986	1.048938	1.055442	1.030312	1.072911	1.058414
27.92	1.062152	1.071689	1.053514	1.033641	1.093676	1.0000657
27.93	1.06539	1.044951	1.035083	1.027809	1.042144	1.009523
27.94	1.078707	1.080845	1.060115	1.062744	1.067711	1.037119
27.95	1.043119	1.033571	1.01421	1.066929	1.063765	1.037345
27.96	1.060859	1.059211	1.0081192	1.078311	1.086952	1.045094
27.97	1.075215	1.058055	1.02988	1.04054	1.050042	1.0093038
27.98	1.033065	1.063539	1.042431	1.041017	1.084604	1.041444
27.99	1.038364	1.04609	1.010145	1.0151	1.043585	1.052439
28	1.040739	1.060583	1.055368	1.022918	1.059938	1.066694
28.01	1.029921	1.044672	1.054818	1.038737	1.022787	1.0070763
28.02	1.038926	1.084885	1.060607	1.059292	1.048374	1.044808
28.03	1.01758	1.038297	1.0099263	1.042897	1.034079	1.021787
28.04	1.059037	1.083662	1.046285	1.024614	1.032055	1.049629
28.05	1.024468	1.020002	1.069226	1.039322	1.03042	1.042383
28.06	1.025442	1.053105	1.026332	1.036562	1.054739	1.025733
28.07	1.032888	1.062793	1.024237	1.042256	1.098508	1.072007
28.08	1.030526	1.011878	1.052296	1.035363	1.032984	1.0033178
28.09	1.034079	1.077741	1.011981	1.034653	1.016271	1.083267
28.1	1.043049	1.056334	1.050771	1.046841	1.049889	1.034135
28.11	1.030312	1.07087	1.057709	1.050523	1.031361	1.025802
28.12	1.040651	1.068638	1.057033	1.032673	1.046501	1.039385
28.13	1.029041	1.035995	1.0183	1.011858	1.077692	1.031753
28.14	1.027048	1.036844	1.093771	1.0056788	1.053925	1.052048
28.15	1.045173	1.037038	1.065393	1.065847	1.074518	1.053279
28.16	1.051463	1.035404	1.025211	1.01951	1.075581	1.028491
28.17	1.063763	1.027687	1.046359	1.040517	1.050738	1.023801
28.18	1.028144	1.046966	1.06324	1.036613	1.062801	1.064982
28.19	1.025768	1.051928	1.049475	1.023789	1.080509	1.058612
28.2	1.026265	1.065248	1.0096577	1.033332	1.036707	1.030476
28.21	1.0044997	1.028347	1.033041	1.038309	1.052114	1.021677
28.22	1.044816	1.065549	1.041695	1.026219	1.067638	1.024449
28.23	1.05057	1.055609	1.032457	1.036455	1.069015	1.029816
28.24	1.035822	1.066707	1.037526	1.040078	1.097782	1.025382
28.25	1.038346	1.037144	1.04568	1.016992	1.080775	1.016726
28.26	1.007655	1.050288	1.026037	1.035907	1.042616	1.035565
28.27	1.025665	1.037833	1.046427	1.03258	1.045041	1.014916
28.28	1.014145	1.075932	1.051702	1.026067	1.08539	1.03559
28.29	1.04048	1.10402	1.055193	1.027871	1.047416	1.076836
28.3	1.048655	1.087204	1.096117	1.037138	1.037581	1.017202
28.31	1.019207	1.052649	1.070107	1.041266	1.036009	0.99927273
28.32	1.071458	1.1009	1.051016	1.040426	1.047184	1.027495
28.33	1.033734	1.054307	1.063897	1.039748	1.028491	1.043325
28.34	1.038546	1.057138	1.072605	1.029411	1.042118	1.047656
28.35	1.033731	1.027676	1.033657	1.02689	1.042456	0.9918306
28.36	1.013969	1.048262	1.06425	1.032615	1.072822	1.037335
28.37	1.057508	1.040517	1.055319	1.036136	1.1003	1.063043
28.38	1.037282	1.028145	1.038369	1.025769	1.018655	1.026792
28.39	1.030838	1.0083999	1.031964	1.02058	1.052137	1.035592
28.4	1.043389	1.084415	1.057432	1.049853	1.062194	1.044288
28.41	1.055234	1.07582	1.043366	1.036057	1.073002	1.037758
28.42	1.066214	1.059248	1.084107	1.043726	1.088736	1.024526
28.43	1.097085	1.085957	1.09583	1.045366	1.081863	1.080335
28.44	1.10872	1.11474	1.081656	1.031551	1.050845	1.049369
28.45	1.078099	1.10697	1.063529	1.052146	1.084902	1.050407
28.46	1.10737	1.088812	1.10977	1.053853	1.049573	1.050098
28.47	1.072235	1.066088	1.084736	1.039974	1.073555	1.069308
28.48	1.062053	1.054257	1.084098	1.03153	1.028434	1.064536
28.49	1.06005	1.044736	1.062919	1.020942	1.050184	1.025028
28.5	1.056992	1.068557	1.070914	1.061158	1.047586	1.080035
28.51	1.040319	1.092517	1.051218	1.053312	1.074616	1.043643
28.52	1.059109	1.037319	1.089727	1.019393	1.063826	1.042744
28.53	1.062519	1.070643	1.069083	1.045704	1.020661	1.066071
28.54	1.054787	1.084932	1.1368	1.056069	1.060225	1.015654
28.55	1.033377	1.059335	1.093448	1.010162	1.073492	1.057943
28.56	1.055721	1.094073	1.086785	1.025481	1.056318	1.055036
28.57	1.035406	1.072167	1.090587	1.039783	1.08158	1.054069
28.58	1.030314	1.022775	1.069597	1.039052	1.023881	1.045349
28.59	1.03065	1.029141	1.044666	1.02952	1.041721	1.029758
28.6	1.017527	1.020492	1.10338	1.024159	1.019365	1.019675
28.61	1.043207	1.038638	1.12032	1.049731	1.060588	1.0016711
28.62	1.083498	1.078113	1.097131	1.052467	1.054404	1.12584
28.63	1.064878	1.086354	1.050458	1.06611	1.062793	1.12537
28.64	1.072825	1.013814	1.063663	1.023051	1.058218	1.099926
28.65	1.065013	1.076795	1.077598	1.092804	1.077987	1.1228
28.66	1.067927	1.066634	1.05026	1.074753	1.046523	1.10427
28.67	1.093849	1.058001	1.084743	1.091636	1.13002	1.11109
28.68	1.10629	1.048157	1.025733	1.095865	1.10244	1.12673
28.69	1.095443	1.095033	1.03902	1.095759	1.072726	1.090964
28.7	1.098464	1.081428	1.082285	1.12667	1.10921	1.098391
28.71	1.042833	1.038925	1.061271	1.064956	1.038286	1.07883
28.72	1.060214	0.9917114	1.060448	1.044635	1.048915	1.040386
28.73	1.054708	1.035283	1.058374	1.079247	1.078597	1.055653
28.74	1.047834	1.037312	1.072817	1.040378	1.042387	1.056726
28.75	1.058091	1.058554	1.043627	1.049899	1.0726	1.03092
28.76	1.031782	1.074142	1.029691	1.049989	1.0047925	0.99915126
28.77	1.027126	1.054899	1.076962	1.021398	1.060896	1.049439
28.78	1.013393	1.052082	0.981873	1.0044157	1.0093889	1.013344
28.79	1.034871	1.037008	0.9940436	1.024851	1.018923	1.020478
28.8	1.04253	1.037795	1.036194	1.033103	1.042002	1.034578
28.81	1.018253	1.012712	1.018393	1.030676	1.026001	1.023901
28.82	1.039121	1.012381	1.089316	1.024124	1.024326	1.039052
28.83	1.021526	1.042957	1.047567	1.045825	1.032759	1.069721
28.84	1.02823	1.050623	1.030725	1.046322	1.057556	1.066212
28.85	1.041278	1.050285	1.1068	1.053982	1.025723	1.083219
28.86	1.019738	1.064782	1.11208	1.049623	0.9970065	1.040789
28.87	1.037487	1.061365	1.054631	1.044321	0.9972757	1.066669
28.88	1.056409	1.066874	1.07284	1.038713	0.98394	1.072184
28.89	1.11042	1.060684	1.073694	1.038789	1.043147	1.04063
28.9	1.10099	1.034539	1.052782	1.030002	1.043461	1.025149
28.91	1.052844	1.021143	1.053331	1.021763	1.029009	1.021813
28.92	1.067929	1.074065	1.069739	1.052242	0.9972929	1.059464
28.93	1.05725	1.068641	1.043969	1.016594	1.020679	1.022979
28.94	1.038235	1.076657	1.035193	1.011092	1.0067859	1.041604
28.95	1.040721	1.00070571	1.043094	1.029399	1.045028	1.081962
28.96	1.041582	1.021762	1.076357	1.030666	1.022626	1.040883
28.97	1.037816	1.049015	1.014401	1.034025	1.024906	1.050703
28.98	1.031817	1.0057331	1.0088533	1.018259	0.9924318	1.047947
28.99	1.041747	1.033272	1.046091	1.020884	1.016404	1.032895
29	1.060879	1.052665	1.032064	1.039624	1.021594	1.053896
29.01	1.046308	1.04439	1.031423	1.017377	1.038983	1.037652
29.02	1.042922	1.037147	1.048431	1.058729	1.028177	1.066375
29.03	1.017389	1.024126	1.026036	1.03888	1.04585	1.031851
29.04	1.050826	1.029104	1.036137	1.067914	1.043331	1.050364
29.05	1.03022	1.018303	1.016312	1.061776	1.013783	1.06015
29.06	1.01741	1.19843	1.038824	1.14268	1.20315	1.052062
29.07	1.021938	1.21078	1.013546	1.1291	1.2949	1.045803
29.08	1.041815	1.17632	1.037781	1.09511	1.19775	1.033288
29.09	1.025043	1.1746	1.029322	1.083531	1.18657	1.048178
29.1	1.046492	1.13542	1.020289	1.061623	1.13236	0.9949279
29.11	1.027819	1.12601	1.022815	1.037706	1.11783	1.0068853
29.12	1.025759	1.10005	1.029255	1.052029	1.11783	1.010857
29.13	1.042997	1.12336	1.012184	1.066566	1.095271	1.064248
29.14	1.039972	1.11768	1.020712	1.043931	1.064549	1.016959
29.15	1.060181	1.070141	1.088205	1.04432	1.055784	1.040043
29.16	1.069851	1.080655	1.040551	1.013866	1.046485	1.056979
29.17	1.067865	1.080892	1.080771	1.048647	1.086633	1.0044857
29.18	1.032985	1.014854	1.04456	1.030669	1.060468	1.033881
29.19	1.049049	1.036432	1.040782	1.044081	1.07118	1.035267
29.2	1.0097306	1.038843	1.042601	1.031354	1.052113	1.013302
29.21	1.012867	1.062099	1.038179	1.058861	1.04212	1.042864
29.22	1.031517	1.041853	1.085378	1.013465	1.035177	1.023153
29.23	1.0214	1.063867	1.025371	1.066024	1.03484	1.072057
29.24	1.0090251	1.069181	1.071897	1.058847	1.046792	1.074905
29.25	1.025603	1.044846	1.002021	1.048672	1.041811	1.090979
29.26	1.015844	1.025188	1.056749	1.036782	1.036419	1.026848
29.27	1.0099938	1.04375	1.016038	1.059615	1.0062171	1.0074784
29.28	0.9918667	1.043353	1.023101	1.03747	1.043648	1.054208
29.29	1.014453	1.042467	1.11026	1.055755	1.04117	1.055367
29.3	1.00013419	1.026751	1.065105	1.044282	1.066167	0.9918546
29.31	1.020422	1.027424	0.9966951	1.012628	1.030036	0.975162
29.32	0.9967304	1.019152	0.9943634	1.021977	1.019113	1.00019701
29.33	1.013841	1.016991	1.014095	1.0077214	1.017774	1.040181
29.34	1.029185	1.023135	1.016812	1.027031	1.014087	1.032905
29.35	1.033604	1.056857	1.03815	1.035043	1.045342	1.00098737
29.36	1.012966	1.095631	1.015019	1.060672	1.029209	1.047532
29.37	1.013103	1.1246	1.044133	1.031592	1.012953	1.0078463
29.38	1.012951	1.016413	1.013958	0.979559	1.010743	1.036997
29.39	1.031579	1.04808	1.054068	1.02728	1.049801	1.051606
29.4	1.051614	1.033277	1.041172	1.048355	1.057228	1.030877
29.41	1.0094818	1.077118	1.02512	1.03712	1.084883	1.029594
29.42	1.01102	1.031791	1.030878	1.039013	1.015856	1.014562
29.43	1.11914	1.064791	1.040216	1.036775	1.17843	1.087351
29.44	1.12569	1.043099	1.11088	1.032376	1.11693	1.090537
29.45	1.21494	1.050002	1.15625	1.11789	1.15671	1.11907
29.46	1.17958	1.11692	1.15506	1.07237	1.098799	1.12194
29.47	1.19655	1.085055	1.19141	1.072516	1.12093	1.11263
29.48	1.20892	1.11278	1.15271	1.06107	1.11645	1.09671
29.49	1.248	1.10699	1.15805	1.080027	1.11969	1.10829
29.5	1.1965	1.10971	1.10597	1.055495	1.11937	1.054428
29.51	1.17454	1.087288	1.058925	1.068477	1.081099	1.081542
29.52	1.15429	1.070217	1.14153	1.064369	1.11	1.077563
29.53	1.12077	1.053609	1.16576	1.085397	1.11745	1.062947
29.54	1.15864	1.079486	1.18833	1.070129	1.12447	1.080705
29.55	1.19523	1.11028	1.20295	1.078769	1.11921	1.055403
29.56	1.2	1.077469	1.16027	1.071785	1.12005	1.076219
29.57	1.18184	1.13239	1.20387	1.06784	1.10659	1.091505
29.58	1.19221	1.14733	1.1494	1.083398	1.10578	1.055784
29.59	1.17772	1.13147	1.087587	1.048967	1.079728	1.062094
29.6	1.18912	1.15789	1.091589	1.072375	1.083369	1.032152
29.61	1.21374	1.085018	1.080982	1.040167	1.041173	1.045039
29.62	1.22268	1.10032	1.071739	1.049975	1.085253	1.06141
29.63	1.17059	1.10385	1.080854	1.041363	1.058442	1.051293
29.64	1.17295	1.094342	1.049869	1.073271	1.058407	1.073115
29.65	1.16232	1.065804	1.051678	1.064386	1.023991	1.017956
29.66	1.12848	1.099333	1.05737	1.068717	1.039208	1.038365
29.67	1.13256	1.096568	1.031581	1.074897	1.082125	1.028841
29.68	1.10518	1.045175	0.983142	1.034634	1.058585	0.976146
29.69	1.13988	1.091568	1.031095	1.044557	1.03178	1.062445
29.7	1.10347	1.056612	1.028635	1.038487	1.061076	1.033112
29.71	1.10148	1.065339	1.00019978	1.042112	1.02285	1.0097431
29.72	1.0861	1.087745	1.058454	1.054319	1.059352	1.043629
29.73	1.047377	1.074564	1.0214	1.028496	1.063916	1.050727
29.74	1.0874	1.081567	1.043887	1.03697	1.034625	1.023946
29.75	1.061426	1.067997	1.035229	1.044759	1.046204	1.029453
29.76	1.09352	1.073692	1.030623	1.075654	1.035338	1.10992
29.77	1.04196	1.048885	1.032466	1.047433	1.026953	1.13458
29.78	1.043046	1.086599	1.022031	1.054912	1.065236	1.093908
29.79	1.067383	1.09663	1.046799	1.070694	1.096632	1.080271
29.8	1.026031	1.046188	1.061251	1.036717	1.055369	1.060473
29.81	1.005988	1.054033	0.9973905	1.035258	1.059059	1.072434
29.82	1.027372	1.054833	1.029064	1.018753	1.035324	1.07314
29.83	1.034753	1.024966	1.053974	1.052784	1.072028	1.037929
29.84	1.0325	1.027209	1.0094798	1.032081	1.062292	1.072455
29.85	1.0038416	1.026608	1.067917	1.0097637	1.060655	1.018797
29.86	1.02723	1.051936	1.03446	1.065805	1.063731	1.08099
29.87	1.013901	1.020819	1.056351	1.061911	1.031207	1.061148
29.88	1.062084	1.021957	1.038585	1.040202	1.011497	1.086688
29.89	1.0395	1.052426	1.062547	1.025515	1.036201	1.041041
29.9	1.0059956	1.0116	0.9955505	1.031201	1.016133	1.031462
29.91	0.9965774	1.065829	1.07255	1.05911	1.032497	1.052188
29.92	1.039624	1.097843	1.090837	1.034779	1.060363	1.06414
29.93	1.019764	1.016805	1.10734	1.049683	1.051298	1.058607
29.94	1.0076519	1.028717	1.03743	0.99908674	1.060513	1.023576
29.95	0.978629	1.006318	1.046859	1.00021092	1.037706	1.032279
29.96	1.047573	1.024454	1.072228	1.056961	1.059635	1.06487
29.97	1.042042	1.024785	1.066464	1.038407	1.040153	1.04196
29.98	1.0089935	1.027603	1.028822	1.012976	1.013064	1.0067095
29.99	1.037384	1.044085	1.04788	1.04406	1.0018925	0.9980691
30	1.041315	1.10864	1.029427	1.055786	1.050468	1.026107
30.01	1.0051989	1.066612	1.096316	1.089166	1.072081	1.024716
30.02	1.051912	1.093333	1.13045	1.069564	1.095786	1.05942
30.03	1.052414	1.074959	1.088243	1.04706	1.061985	1.022367
30.04	1.019588	1.078526	1.066572	1.046479	1.12441	1.1008
30.05	1.04868	1.089219	1.076212	1.071237	1.099216	1.093939
30.06	1.073544	1.079359	1.073828	1.04841	1.064431	1.048748
30.07	1.052325	1.11401	1.024849	1.061853	1.06879	1.023303
30.08	1.016147	1.086237	1.088781	1.057705	1.05988	1.062865
30.09	1.0073371	1.073346	1.071711	1.041509	1.036531	1.077058
30.1	1.025028	1.081374	1.0712	1.068787	1.0564	1.044678
30.11	1.02034	1.08969	1.089103	1.042377	1.047265	1.043988
30.12	0.99985185	1.083454	1.044212	1.034025	1.079717	1.070858
30.13	1.11051	1.044863	1.13004	1.10407	1.15572	1.12059
30.14	1.18404	1.16125	1.19141	1.14819	1.24979	1.16729
30.15	1.21662	1.18485	1.23716	1.2196	1.21934	1.15988
30.16	1.24631	1.21533	1.31483	1.23437	1.20469	1.19442
30.17	1.42907	1.23681	1.3177	1.31061	1.18968	1.22307
30.18	1.47669	1.36296	1.28106	1.26502	1.28045	1.25695
30.19	1.51175	1.38031	1.30246	1.23554	1.23986	1.29042
30.2	1.46722	1.33982	1.31289	1.21804	1.25325	1.30198
30.21	1.44853	1.33746	1.37127	1.21761	1.26173	1.30597
30.22	1.45949	1.3997	1.3626	1.20884	1.24902	1.32542
30.23	1.46509	1.35778	1.36437	1.24847	1.20099	1.35085
30.24	1.45852	1.37139	1.33436	1.17918	1.22451	1.38558
30.25	1.38105	1.29629	1.36682	1.16837	1.22365	1.39403
30.26	1.36325	1.32131	1.33929	1.16221	1.24355	1.26915
30.27	1.30208	1.31279	1.29832	1.15764	1.22725	1.32686
30.28	1.28096	1.26169	1.23889	1.14943	1.23214	1.27928
30.29	1.2948	1.26913	1.21893	1.12043	1.17476	1.19717
30.3	1.25968	1.23521	1.19543	1.14066	1.16761	1.17797
30.31	1.23184	1.22423	1.17019	1.092599	1.17853	1.21757
