Time	ROI1	ROI2	ROI3	ROI4	ROI5	ROI6	ROI7	ROI8	ROI9			
6.71	1.025974	1.0136	1.024879	1.061074	1.041894	1.096398	1.010302	0.978014	1.16124			
6.72	1.059807	1.031064	1.0087403	1.045339	1.023022	1.039499	1.016376	1.065434	1.1992			
6.73	1.077196	0.9904067	1.0087497	1.04379	1.17018	1.046563	1.073447	1.00019519	1.11098			
6.74	1.072391	1.033998	1.023122	0.9944646	1.16114	1.077657	1.0022724	1.024623	1.059745			
6.75	1.098879	1.040704	0.960734	1.0067034	1.10467	0.985581	1.008583	1.007967	1.13082			
6.76	1.06186	1.03677	1.088991	1.02336	1.079368	1.029509	1.028489	1.0015784	1.13752			
6.77	1.020149	1.024644	1.065613	0.9937589	1.050112	0.926377	1.060089	1.014998	1.1398			
6.78	1.04462	1.016191	1.049647	1.021254	1.056289	0.9953163	1.031028	1.0065934	1.081882			
6.79	1.049525	1.048884	0.989473	1.033672	1.040697	1.028703	1.048917	1.075848	1.014462			
6.8	1.037518	1.064036	1.035979	1.032032	0.978752	1.026803	1.0085543	1.044182	1.026178			
6.81	1.0098397	1.025209	1.033769	1.12426	1.038164	1.073477	1.01095	1.060897	1.12921			
6.82	1.067657	1.041509	1.031999	1.06029	1.023103	0.972425	1.063411	0.966411	1.13584			
6.83	1.024637	1.034506	1.040584	1.051311	1.0019772	0.924596	1.010791	0.979942	1.19687			
6.84	0.9931986	1.030213	1.055056	1.10334	1.023365	0.99957134	1.037252	1.044059	1.1367			
6.85	1.027184	1.034655	1.035633	1.078916	0.987348	0.978526	1.053914	1.03978	1.13322			
6.86	1.0017271	1.040271	1.05573	1.13722	1.0065598	1.0057344	1.029386	1.030675	1.060676			
6.87	1.00045968	1.01853	1.0203	1.14618	1.029077	1.0073231	0.963503	0.96308	1.17678			
6.88	0.984225	1.054357	1.093391	1.090599	1.05693	0.968722	1.024468	1.015077	1.1498			
6.89	0.980713	1.09868	1.10358	1.091642	1.051159	1.0097068	1.054224	1.047029	1.097349			
6.9	1.042466	1.070544	1.053393	1.10744	1.012565	1.040722	1.00037112	1.01915	1.080582			
6.91	1.0089439	1.054534	1.026791	1.093727	1.019407	1.054806	1.02257	1.010265	1.10001			
6.92	1.017947	1.038818	1.042331	1.073072	0.97994	1.1348	1.023983	1.0101	1.10632			
6.93	1.014029	1.019314	1.022926	1.098575	1.0095977	1.24326	1.03994	0.9981001	1.11765			
6.94	1.048111	1.032305	1.072981	1.070474	0.986954	1.17645	1.0019149	1.046219	1.049889			
6.95	1.053057	1.09944	1.082933	1.10849	1.033377	1.24457	1.054409	1.22558	1.020812			
6.96	1.04138	1.0635	1.11496	1.090343	1.021745	1.15136	1.42689	1.24323	1.050751			
6.97	1.06213	1.063338	1.072627	1.033332	0.988079	1.14334	1.3222	1.1686	1.047403			
6.98	1.11831	1.071532	1.15104	1.077302	1.074111	1.18213	1.26514	1.15584	0.977894			
6.99	1.15251	1.081893	1.087994	1.074004	1.16382	1.15795	1.29062	1.1514	1.014265			
7	1.11076	1.064557	1.10611	1.01288	1.083228	1.1203	1.28732	1.096803	0.987077			
7.01	1.10822	1.11397	1.059918	1.0378	1.065781	1.083753	1.23322	1.053896	0.9921814			
7.02	1.15321	1.12688	1.056875	1.061928	1.16707	1.14262	1.28282	1.11713	0.945106			
7.03	1.13437	1.10207	1.029089	1.080542	1.10136	1.056995	1.22238	1.10192	0.987744			
7.04	1.13611	1.078628	1.049598	1.069574	1.093078	1.062618	1.2221	1.064798	1.0504			
7.05	1.11786	1.06705	1.12752	1.029381	1.08594	1.028548	1.16109	1.1021	1.020385			
7.06	1.13195	1.07648	1.047653	1.041106	1.084754	1.13393	1.17153	1.021233	0.979208			
7.07	1.13388	1.1056	1.085753	1.031005	1.065524	1.41549	1.14589	1.041463	1.076266			
7.08	1.13059	1.047302	1.0056129	1.04192	0.983575	1.49325	1.11186	1.061527	1.061051			
7.09	1.1197	1.06378	1.038046	1.069502	1.083376	1.42857	1.093907	1.069314	1.14763			
7.1	1.11057	1.062693	1.044853	1.043339	1.03835	1.36828	1.05955	1.034659	1.11886			
7.11	1.12153	1.015908	1.071711	1.016796	1.0076171	1.32108	1.012308	1.037633	1.13443			
7.12	1.11046	1.094238	1.055444	1.085304	0.9982106	1.26125	1.10202	0.9972864	1.13534			
7.13	1.052492	1.04702	1.049974	1.062846	1.047575	1.31176	1.049175	1.053944	1.11446			
7.14	1.060081	1.033375	1.089587	1.052551	1.11125	1.25797	1.056742	1.0036057	1.08912			
7.15	1.051062	1.030526	1.044063	1.062633	1.032746	1.14996	1.0065435	1.034558	1.15863			
7.16	1.026854	1.029954	1.21549	1.09477	1.032046	1.23414	1.0096656	1.026934	1.20716			
7.17	0.989644	1.010649	1.083766	1.057646	1.036944	1.19769	1.039038	1.025022	1.13908			
7.18	1.0086433	1.055572	1.051184	1.12313	1.022552	1.22903	1.013797	1.028186	1.13645			
7.19	1.015821	1.029038	1.058404	1.12678	1.013038	1.13854	1.012095	1.028048	1.12253			
7.2	1.034927	1.046001	1.063171	1.16642	1.069483	1.10244	1.052306	1.014732	1.11655			
7.21	1.016215	1.042802	1.067477	1.077478	1.034734	1.19647	1.099217	1.0028995	1.20778			
7.22	1.045009	1.036704	0.9973346	1.098323	1.072147	1.13007	1.020185	1.083957	1.13575			
7.23	1.0058559	1.017538	1.002833	1.1768	0.982598	1.27357	1.083609	0.9952768	1.063271			
7.24	1.04465	1.035756	1.06645	1.061884	1.011217	1.26375	1.063507	1.054097	1.074387			
7.25	1.057368	1.029222	1.0056389	1.10447	1.025633	1.15576	1.05707	1.026372	1.095191			
7.26	1.03795	1.040548	1.20594	1.11394	1.028143	1.33596	1.074087	1.069181	1.029112			
7.27	1.094627	1.024852	1.15973	1.132	1.019825	1.40746	1.052109	1.054651	1.023959			
7.28	1.10591	1.044518	1.10975	1.097003	1.075715	1.28177	1.0020778	1.014566	1.012011			
7.29	1.072043	1.0061254	1.20767	1.079178	1.052177	1.23889	1.042633	1.013234	0.982857			
7.3	1.053871	1.021065	1.2062	1.042029	0.950602	1.24825	1.044489	1.028605	1.034453			
7.31	1.034026	0.985279	1.11702	1.051321	1.024162	1.17184	0.9925857	0.981429	1.071203			
7.32	1.03159	1.0058232	1.062301	1.07793	1.05367	1.1969	1.011569	0.9908594	0.9985763			
7.33	1.047439	1.050659	1.13752	1.022293	0.9988355	1.061941	1.011912	1.023724	1.017882			
7.34	1.053473	1.016558	1.14271	1.058188	1.0097631	1.031195	1.028597	1.012084	1.019699			
7.35	1.029548	1.039428	1.12669	1.04514	1.013891	1.057239	1.01834	1.033781	1.0019331			
7.36	0.988654	1.027528	1.068	1.084325	0.974108	1.088231	1.039769	1.085705	1.083349			
7.37	1.034977	0.9983007	1.079985	1.010048	1.028008	1.071021	1.032602	1.038289	0.9967677			
7.38	1.061903	1.028138	1.062288	1.047077	1.022271	1.092242	1.0044402	1.063123	1.018932			
7.39	1.017924	1.039095	1.026806	1.011164	0.982391	1.17303	1.22104	0.9918562	0.970173			
7.4	1.013435	1.045193	1.019284	1.0806	1.19124	1.18946	1.17987	0.980378	0.9956355			
7.41	0.9956517	1.083437	1.097161	1.023649	1.21909	1.17833	1.11391	1.046289	1.014108			
7.42	1.0096762	1.072409	1.028623	1.057685	1.17801	1.11204	1.12925	1.0064751	1.014808			
7.43	0.988664	1.061681	1.059061	0.9972791	1.19295	1.14802	1.10944	1.027967	1.0073526			
7.44	0.989383	1.045248	1.037999	1.024855	1.17841	1.12605	1.034518	1.02283	0.982851			
7.45	0.985698	1.066697	0.9987635	1.066959	1.16247	1.081272	1.15762	0.9920124	1.015586			
7.46	0.990353	1.094007	1.051627	1.011126	1.15457	1.061355	1.058229	1.023215	0.964925			
7.47	0.989622	1.057181	1.066232	1.023258	1.13553	1.092323	1.10105	0.9914806	1.045642			
7.48	0.985047	1.061658	1.029801	1.032269	1.12151	1.038101	1.041182	1.039676	0.95839			
7.49	0.977157	1.047211	1.044432	1.047064	1.073462	1.11426	1.021515	1.041592	0.931773			
7.5	1.021268	1.071511	1.059967	1.014294	1.10976	1.12385	1.00016031	1.046457	1.010894			
7.51	1.017572	1.056043	1.052939	1.029475	1.10543	1.0071183	1.035885	0.946573	1.10042			
7.52	1.12642	1.031272	1.040811	1.069126	1.13305	1.1601	1.0020153	1.0016922	1.20113			
7.53	1.11619	1.026845	1.0090877	1.019961	1.04419	1.054471	1.00000205	1.041447	1.26482			
7.54	1.065609	1.03941	1.13656	1.062453	1.1898	1.10997	1.0056215	1.056898	1.17615			
7.55	1.06642	1.024087	1.099701	1.07917	1.30165	1.029238	1.25292	1.0082867	1.1449			
7.56	1.069607	1.039725	1.099031	1.11493	1.23901	1.039946	1.19788	1.026518	1.10087			
7.57	1.11155	1.013732	1.09185	1.010738	1.23488	1.098358	1.13295	1.024653	1.053591			
7.58	1.083717	1.025598	1.02846	1.023693	1.1867	1.074601	1.096067	1.017272	1.10206			
7.59	1.14185	1.056817	1.030922	1.068494	1.21498	1.11432	1.14422	1.025196	1.091736			
7.6	1.11309	1.02635	1.046099	1.049988	1.20786	1.12411	1.11555	0.99912677	1.07154			
7.61	1.068656	1.044479	1.041617	1.023203	1.14967	1.11499	1.063563	1.046029	1.08572			
7.62	1.051616	1.019647	1.010587	1.069017	1.15758	1.10548	1.056165	1.053671	1.052871			
7.63	1.045706	1.053654	1.051037	1.089628	1.14242	1.15497	1.0085201	1.048954	1.022275			
7.64	1.037026	0.9990624	1.052468	1.11995	1.088044	1.10787	1.044413	1.040262	1.078839			
7.65	1.043218	1.040214	1.024148	1.13623	1.12702	1.19049	1.049599	1.042005	1.022465			
7.66	1.041326	1.021186	1.072766	1.13062	1.10138	1.17767	1.10825	1.0049682	1.031375			
7.67	1.011983	1.010693	1.021189	1.11594	1.062929	1.14213	1.032422	0.970784	0.950923			
7.68	1.018373	1.0053283	1.034856	1.12983	1.040043	1.15066	1.030797	1.043727	1.044503			
7.69	1.031232	1.012587	1.010637	1.10008	1.071743	1.11626	1.093796	0.99916102	1.10756			
7.7	1.042386	1.04827	1.075442	1.0472	1.09275	1.18818	1.072991	1.079487	1.12626			
7.71	1.02395	1.020408	1.046748	1.08724	1.062109	1.11075	1.047895	1.037428	1.079856			
7.72	1.10999	1.042021	1.024588	1.068704	1.080525	1.091105	1.0040628	1.025755	1.1267			
7.73	1.075793	1.052159	1.021481	1.088782	1.0088189	1.12238	1.065769	1.061152	1.082912			
7.74	1.070015	1.0039017	1.016229	1.047603	1.056006	1.077764	0.982399	1.082219	1.10733			
7.75	1.048443	1.040068	1.051369	1.03661	1.11863	1.06815	1.19357	0.974858	1.11761			
7.76	1.073491	0.989029	1.082117	1.01165	1.056651	1.077519	1.162	1.026287	0.983989			
7.77	1.034402	1.045537	1.043879	1.081354	1.18154	1.12444	1.23298	1.003867	1.13894			
7.78	1.026078	1.12329	1.091916	1.071736	1.19154	1.002966	1.24319	1.014408	1.11834			
7.79	1.017421	1.11851	1.1387	1.08776	1.13203	1.08377	1.20294	0.988588	1.12205			
7.8	1.097583	1.094034	1.11009	1.055409	1.079866	1.071905	1.077332	1.0062376	1.099606			
7.81	1.17444	1.15114	1.22944	1.03392	1.10441	1.047411	1.084476	0.937827	1.055002			
7.82	1.16325	1.10388	1.27161	1.061879	1.081921	1.028867	1.050232	1.044179	1.036958			
7.83	1.15677	1.11857	1.26852	1.055703	1.14763	1.0075493	1.10308	0.986065	1.16991			
7.84	1.17082	1.14259	1.20667	1.049985	1.047609	1.072714	1.064449	1.24267	1.033606			
7.85	1.16314	1.14863	1.22986	1.095313	1.088583	1.059896	1.11752	1.25542	1.010452			
7.86	1.11077	1.12476	1.18884	1.031824	1.055198	1.018602	1.071672	1.17893	1.069213			
7.87	1.13515	1.082134	1.16468	1.048523	1.079391	1.080506	1.085983	1.065717	1.014564			
7.88	1.094287	1.1055	1.11696	1.06008	1.046465	1.057896	1.050567	1.15135	1.056026			
7.89	1.054777	1.070006	1.061038	1.038368	1.0057449	0.960786	1.054067	1.069224	0.937184			
7.9	1.074581	1.11116	1.078352	1.065653	1.069571	1.051122	1.041411	1.062802	1.0029413			
7.91	1.10201	1.12268	1.086884	1.080147	1.089197	1.094519	0.9979319	1.09131	0.9939178			
7.92	1.090562	1.090718	1.083806	1.098256	1.062654	1.087455	1.082533	1.082546	1.04635			
7.93	1.12471	1.092291	1.056092	1.13921	1.065366	1.10952	1.057096	1.05657	1.14833			
7.94	1.18064	1.16065	1.016113	1.23484	1.0062904	1.061614	1.034381	1.040171	1.12817			
7.95	1.1344	1.15108	1.056707	1.23841	1.098235	0.98319	1.11448	1.082474	1.075781			
7.96	1.13482	1.092053	1.025786	1.15281	1.044121	1.00060992	1.045608	0.933917	1.15958			
7.97	1.08705	1.11967	1.060494	1.11636	1.048924	1.095767	1.041038	0.981077	1.051794			
7.98	1.095654	1.10868	1.076699	1.13435	0.971527	1.080207	1.013621	0.9907569	1.080961			
7.99	1.062155	1.060932	1.044815	1.12291	0.986207	1.024534	1.029913	1.0035072	1.015424			
8	1.13639	1.098706	1.013891	1.13528	1.059734	1.031672	1.087008	1.050304	1.13315			
8.01	1.13188	1.08003	1.026962	1.22973	1.034367	0.99966133	1.082131	1.050644	1.16973			
8.02	1.09555	1.096764	1.021613	1.23107	1.023448	1.05367	1.056517	1.074773	1.19218			
8.03	1.12569	1.068143	1.068326	1.1362	1.030518	0.974387	1.034392	0.9912737	1.094555			
8.04	1.11494	1.056497	1.015031	1.16033	1.048919	1.017783	1.0019916	1.0056265	1.15517			
8.05	1.05754	1.11139	1.044259	1.15742	1.00093567	1.068514	1.052576	0.996111	1.21375			
8.06	1.080267	1.12313	1.058941	1.1451	0.981934	1.022488	1.02758	1.033307	1.20208			
8.07	1.053825	1.10394	1.014979	1.15538	1.033976	1.073873	1.062334	1.015087	1.15339			
8.08	1.061134	1.074076	1.0013685	1.1377	0.986782	1.089519	1.051058	1.041024	1.18105			
8.09	1.093231	1.053041	0.9984205	1.10606	1.057116	1.054692	1.047035	1.027206	1.12331			
8.1	1.04129	1.044661	1.010056	1.12889	1.054327	0.9948736	1.039653	1.050477	1.15156			
8.11	1.064084	1.056933	1.057657	1.055928	1.027785	0.99984687	0.9941669	0.9935456	1.062999			
8.12	1.0356	1.060391	1.025289	1.0866	1.010658	0.9962383	1.021201	1.053064	1.083731			
8.13	1.043187	1.059116	1.086357	1.028984	0.9983673	1.21893	1.10567	1.045662	1.031765			
8.14	1.052799	1.024257	1.050854	1.060258	1.024243	1.21978	1.011591	1.068121	1.012817			
8.15	1.031185	1.011304	1.10009	1.10617	0.948142	1.2039	0.9907233	0.9987998	0.9930576			
8.16	1.013184	1.050166	1.11264	1.05738	0.987156	1.18037	1.17239	1.036105	1.11989			
8.17	1.065946	1.019634	1.023936	1.022301	1.00057707	1.045379	1.10358	1.027629	1.094371			
8.18	1.028733	1.0021058	1.073475	1.04476	1.010366	1.10815	1.085223	1.003978	1.23377			
8.19	1.058594	1.025958	1.053569	1.13752	1.14693	1.08022	1.061345	1.03891	1.08538			
8.2	1.056101	1.055918	1.032756	1.086603	1.17937	1.14328	1.094802	1.021584	1.18296			
8.21	1.034596	1.031868	1.0045943	1.065163	1.1515	1.018822	1.12574	0.9971951	1.1391			
8.22	1.037768	1.069792	0.958821	1.083632	1.20146	0.979107	1.086117	1.040596	1.1721			
8.23	1.024037	1.055233	1.021795	1.04412	1.18392	1.03623	1.095062	1.060094	1.079682			
8.24	0.9987806	1.041834	0.9979116	1.066731	1.18405	1.05203	1.054121	0.970478	1.072598			
8.25	1.022012	1.030205	1.075447	1.052388	1.042294	1.028061	1.052539	1.017332	1.083703			
8.26	1.031695	1.036381	1.083034	1.092669	1.094462	1.014698	1.041713	1.085652	1.1206			
8.27	1.016465	1.067617	1.080251	1.12647	1.1135	1.041445	1.020278	1.060325	1.02229			
8.28	1.049782	1.063892	1.039975	1.088747	1.074434	1.004111	0.9921418	1.026488	1.089726			
8.29	1.083295	1.063233	1.093119	1.060299	1.11722	1.10095	1.025228	1.049613	1.091539			
8.3	1.15292	1.061548	1.040543	1.11033	1.08036	1.038747	1.039682	1.038987	1.030824			
8.31	1.1169	1.089034	1.067674	1.15837	1.1242	1.012297	1.094477	1.050451	0.959667			
8.32	1.091776	1.068341	1.080055	1.10398	1.048881	1.013995	0.9931918	0.980781	0.982997			
8.33	1.099105	1.060026	1.057786	1.14099	1.086497	0.987805	1.0084563	0.973487	1.052841			
8.34	1.077105	1.06956	1.017263	1.071933	1.084109	1.081446	1.042679	1.085805	1.1088			
8.35	1.028261	1.039678	1.10397	1.020594	1.02382	1.027052	1.036615	1.01289	1.037138			
8.36	1.056986	1.052292	1.10282	1.05175	1.084376	1.085842	1.0068112	1.055439	1.019963			
8.37	1.038116	1.054675	1.10235	1.079792	1.083532	0.9989613	1.045648	1.037333	1.049841			
8.38	1.035483	1.063512	1.092131	1.099296	1.046255	1.023909	1.069926	1.021942	1.045546			
8.39	1.068141	1.051282	1.092373	1.015105	1.085805	1.010175	1.036003	1.094508	1.0076429			
8.4	1.051186	1.043723	1.088831	1.0483	1.1241	1.032413	0.968598	0.978462	0.950422			
8.41	1.071543	1.050539	1.059476	1.065358	1.10395	1.024823	0.9943254	1.026655	1.033798			
8.42	1.112	1.044633	1.026005	1.065932	1.14598	1.073909	1.030724	1.019417	0.9910365			
8.43	1.047611	1.036841	0.986493	1.010773	1.11361	1.038069	1.0010907	0.977544	1.00031578			
8.44	1.061273	1.075154	1.017833	0.989545	1.076123	1.010415	0.975511	1.053163	0.986804			
8.45	1.059725	1.046098	0.966742	1.049712	1.063777	1.044153	1.057172	0.929493	0.983249			
8.46	1.025191	1.041793	1.0063977	1.0031745	1.047627	1.047336	1.039421	1.015096	0.9974646			
8.47	1.045934	1.042533	1.0023629	1.0244	1.058843	0.9985681	1.038523	1.079536	1.070483			
8.48	1.06868	1.027508	0.9988516	1.015497	1.037319	0.979995	0.9976364	0.971357	1.020242			
8.49	1.10697	1.042768	1.045594	1.044003	1.0029302	1.02575	0.9999591	1.049309	1.09741			
8.5	1.11137	1.026745	1.051795	0.9922337	1.05752	1.034421	1.057151	1.023417	1.064284			
8.51	1.086502	0.9999084	1.012013	1.043276	1.048024	1.023602	1.027827	1.03413	1.083792			
8.52	1.079131	1.027961	1.08177	1.033269	1.043201	1.133	0.986675	1.021586	1.091676			
8.53	1.064907	1.029596	1.031922	0.99970577	1.038362	1.21165	1.01065	0.9925967	1.06819			
8.54	1.063678	1.048172	1.047389	1.040591	1.086329	1.23264	1.048788	0.97298	1.10073			
8.55	1.040789	1.0034615	1.055694	1.027841	0.99965689	1.22966	0.947924	1.042307	1.042821			
8.56	1.010945	1.016996	1.012887	1.044286	1.014718	1.10036	1.015834	0.9942238	1.003408			
8.57	1.0074068	1.0092711	1.070791	1.07471	1.051016	1.14648	0.986128	1.059139	1.062904			
8.58	1.016775	1.036542	1.044004	1.070824	1.034486	1.056938	1.19317	1.05404	1.030731			
8.59	1.020625	1.033515	1.031326	1.078101	0.983072	1.15615	1.2553	1.063033	1.021628			
8.6	1.011387	1.03406	1.0171	1.0384	1.0026903	0.983784	1.20347	1.0057005	0.979512			
8.61	1.0021248	1.013598	1.048453	1.010442	0.9959027	1.076962	1.13939	1.027946	1.017985			
8.62	1.022432	1.022786	1.060191	1.019189	1.041018	1.085773	1.12885	1.0066175	1.022028			
8.63	1.028381	1.014382	1.056049	1.039601	1.020248	1.042619	1.097586	1.025179	0.963037			
8.64	1.0054339	1.020648	1.013845	1.045231	0.986995	1.024525	1.13108	1.0098964	0.965858			
8.65	1.0097231	1.0020907	1.012615	1.032096	0.963082	1.27391	1.022748	1.018221	1.012144			
8.66	1.023421	1.012521	1.047273	0.9908266	1.011939	1.17773	1.059861	1.028434	1.032096			
8.67	1.043162	1.011798	1.021556	1.028301	0.9947447	1.22112	0.99999239	1.040484	1.104			
8.68	1.017823	1.020035	1.060491	1.0071839	1.049626	1.15113	0.9901455	1.028157	1.11376			
8.69	1.056803	1.0025621	1.027652	1.064276	1.0025541	1.095079	1.052876	1.02562	1.10308			
8.7	1.05897	1.059806	1.050189	1.064555	1.043023	1.13636	1.020431	1.035137	1.13214			
8.71	1.070122	1.050578	0.98359	1.046287	1.039592	1.15508	1.11365	1.030526	1.097899			
8.72	1.073092	1.0358	1.068179	1.044818	1.091677	1.1393	1.071531	1.053431	1.10996			
8.73	0.99901673	1.019759	1.06889	1.047422	1.028954	1.057751	1.11989	0.982175	1.021278			
8.74	0.979057	1.017309	1.020788	0.987681	0.976364	1.11595	0.966818	1.0098985	0.988709			
8.75	0.99925125	1.012472	0.9916147	1.02542	1.0027677	1.0031493	1.073239	1.041858	1.042973			
8.76	1.0098916	1.0060054	0.976039	1.023729	0.985886	1.07574	1.059977	0.967474	1.090906			
8.77	0.9949109	1.019149	0.977826	1.094299	1.01404	1.041466	1.01531	1.03512	1.14819			
8.78	1.028384	1.039161	1.024818	1.017644	1.029404	1.0090958	0.970281	0.980628	1.090577			
8.79	1.027274	1.0021498	0.96145	1.045129	1.011689	1.0084001	1.044555	0.9903005	1.13924			
8.8	1.00072619	1.010815	0.983992	0.992088	0.9952771	1.097479	1.053334	1.033021	1.049632			
8.81	1.0062304	1.048085	1.021049	1.0022649	0.97424	0.970348	1.055194	1.026493	1.058856			
8.82	0.995245	1.086621	0.9907765	1.072002	1.0090634	1.029855	1.019674	1.024263	1.072977			
8.83	0.996411	1.057992	1.0027626	1.038545	1.0086146	1.026453	1.03603	1.017195	1.047573			
8.84	1.076242	1.051652	1.084165	1.054697	1.050758	1.038305	1.20787	1.019736	1.095931			
8.85	1.044587	1.047789	1.10689	1.053913	1.051232	1.032962	1.12366	1.041759	1.099156			
8.86	1.021387	1.084935	1.042307	1.043373	1.02538	1.034434	1.17013	1.042672	1.17731			
8.87	1.0030208	1.068196	1.044057	1.0042288	0.98963	0.98697	1.067296	1.028522	1.11618			
8.88	1.025399	1.012028	1.054609	1.015788	0.9927275	1.035541	1.087314	1.021679	1.10194			
8.89	1.014392	1.0091675	1.067545	0.965732	1.075106	1.037025	1.01699	1.018606	1.055125			
8.9	0.987911	1.020255	1.055448	1.039423	1.030933	1.016055	1.082792	1.01475	1.064357			
8.91	1.058355	1.036807	1.095092	1.043552	1.022818	0.9922032	1.058066	1.036673	1.063947			
8.92	1.050317	1.017961	1.061189	0.971547	1.036635	0.955163	1.017829	0.958008	1.025965			
8.93	1.058622	1.047439	1.033206	0.957122	1.02837	1.043852	1.030641	0.981554	1.18466			
8.94	1.046557	1.02305	1.022725	0.9954032	0.97587	1.065197	1.02722	1.012824	1.13471			
8.95	1.031205	1.016299	0.980365	1.024632	1.046108	0.988772	1.069187	1.029695	1.091452			
8.96	1.035181	1.028887	1.0028638	1.0081175	1.045515	0.983402	1.042465	1.09261	1.18281			
8.97	1.010036	1.055444	0.983453	0.974097	1.059271	1.058036	1.051208	0.9967756	1.14197			
8.98	1.01584	1.058169	1.0067641	0.9916416	1.035394	1.01548	1.042711	1.020343	1.062578			
8.99	1.048094	1.083877	0.987214	1.010188	1.020015	0.970982	1.021342	1.053924	1.078076			
9	1.016704	1.066717	0.925104	1.033101	1.039938	0.9950273	0.975264	1.032137	1.031979			
9.01	0.9920066	1.1104	1.014422	1.041624	0.992174	1.064722	1.01453	1.031781	1.030181			
9.02	1.018801	1.064299	0.970467	1.005018	1.0007347	1.0168	1.0188	0.9902695	1.025895			
9.03	1.0097676	1.068225	0.986334	1.014169	1.05745	0.934102	1.0032804	1.056921	1.007274			
9.04	0.9976144	1.077652	1.059623	1.00033372	1.0037387	1.054584	1.046535	0.9883	0.945432			
9.05	0.98586	1.039427	1.063822	1.03383	0.9937586	0.969754	1.11719	1.080303	1.035485			
9.06	1.073177	1.059144	1.075397	1.098653	0.973019	1.041147	1.046919	1.081631	1.010683			
9.07	1.06217	1.041862	1.0049426	1.032282	1.081795	0.99921941	1.20208	1.0052234	1.049375			
9.08	1.065992	1.12184	1.13961	1.021165	1.14131	0.933561	1.20358	1.0076423	1.15658			
9.09	1.024977	1.11791	1.10299	1.066569	1.0786	0.9941424	1.13555	0.972338	1.17888			
9.1	1.037964	1.13169	1.086317	1.037573	1.04182	1.058145	1.15117	1.079285	1.078761			
9.11	1.02084	1.078831	1.072932	1.046204	1.10733	1.0047876	1.10191	0.99906852	1.10585			
9.12	1.035138	1.093063	1.10687	1.065915	1.04814	1.030107	1.10861	1.046186	1.037979			
9.13	1.012329	1.083579	1.019386	1.04959	1.044494	1.05611	1.1138	0.9939787	1.051138			
9.14	1.12053	1.047652	1.046269	1.041728	1.065537	0.962639	1.065827	1.048002	1.080364			
9.15	1.091613	1.050416	1.063695	1.010687	1.018825	1.094732	1.037616	1.038265	1.054725			
9.16	1.064626	1.041161	1.10273	1.076907	1.02141	1.030352	1.07622	0.972298	1.069327			
9.17	1.059768	1.039243	1.021633	0.9953631	1.062193	1.078409	1.069271	1.020383	1.061651			
9.18	1.047235	1.057383	1.026186	1.020542	1.031745	0.9982965	1.058279	1.00077983	1.038606			
9.19	1.051649	1.030463	1.036177	1.047154	1.051437	1.063012	1.014575	0.986163	1.016447			
9.2	1.057954	1.031096	1.020163	1.021488	1.024619	1.025809	1.035016	1.0011768	1.0018417			
9.21	1.048037	1.060942	1.06863	1.053663	1.057167	1.0215	1.028312	1.022244	0.9975336			
9.22	1.035204	1.038381	1.024933	1.020055	1.047941	1.047151	0.9950351	1.016584	0.961377			
9.23	1.050635	1.026215	1.016829	1.018001	1.0087898	0.948346	1.048645	0.9919161	0.976579			
9.24	1.048829	1.027858	1.062441	1.032034	0.9907779	1.033873	1.080411	1.078717	1.03917			
9.25	1.036562	1.035982	1.0087008	1.14097	0.988883	0.9900334	0.983612	1.036717	1.017168			
9.26	1.037089	1.024882	1.046178	1.10323	1.054847	0.9988402	1.03684	0.985268	0.9913102			
9.27	1.022745	1.040724	1.0063923	1.056507	1.0069586	0.946284	1.030556	1.053237	1.030797			
9.28	0.970638	1.0027613	1.14398	1.033046	1.013851	1.063653	1.066696	1.064406	0.987151			
9.29	0.99938663	1.062962	1.15638	0.98102	1.031681	0.955344	0.963138	1.029902	1.15567			
9.3	1.0012574	1.079821	1.1598	1.054665	1.015789	0.96024	0.942649	0.9930544	1.17355			
9.31	1.02513	1.064059	1.074037	1.10691	1.045619	1.045134	1.029421	0.99960091	1.21904			
9.32	1.03837	1.050727	1.094483	1.14113	1.0033139	1.036381	1.034945	1.045821	1.19933			
9.33	1.043535	1.11729	1.093945	1.057933	0.974229	0.976512	1.0038519	1.047831	1.2099			
9.34	1.061214	1.090086	0.9927126	1.078725	1.049573	0.980046	1.0022034	0.985777	1.17207			
9.35	1.11513	1.077823	1.0027275	1.00083846	1.039091	1.057558	1.059852	1.024047	1.16072			
9.36	1.14504	1.099375	1.061534	1.051662	0.9906778	0.9916974	1.1377	1.013648	1.15174			
9.37	1.19155	1.086017	1.052924	1.063054	1.016498	1.022495	1.0010642	0.9967772	1.15228			
9.38	1.12342	1.092126	1.045465	0.99907688	1.032302	1.016052	1.10066	1.015787	1.069069			
9.39	1.12452	1.072398	0.9958898	1.033316	1.083484	1.011111	1.082265	1.030137	1.064328			
9.4	1.091506	1.065321	1.055409	1.032256	1.085758	1.056704	1.067818	1.085763	1.070752			
9.41	1.10476	1.075149	1.029785	1.10819	1.045296	1.075456	0.9977337	1.054186	1.12055			
9.42	1.070243	1.043074	1.033273	1.028925	1.061538	0.961633	1.0000991	1.049541	1.046021			
9.43	1.029651	1.077329	1.11222	1.090764	1.027	1.062068	0.974911	0.963518	1.068451			
9.44	1.058995	1.10025	1.10039	1.083093	1.0082385	1.072289	1.056183	1.037117	1.019685			
