Time	ROI1	ROI2	ROI3	ROI4	ROI5	ROI6	ROI7	ROI8	ROI9			
25.79	1.17379	1.18238	1.077458	1.034349	0.980136	1.16594	1.11376	1.051578	1.062418			
25.8	1.14385	1.15254	1.12133	1.088651	1.055816	1.073601	1.11268	0.975666	1.060535			
25.81	1.19256	1.15228	1.12822	1.1367	1.026594	1.33963	1.080033	1.042839	1.20637			
25.82	1.20794	1.15424	1.18803	1.16223	0.974283	1.23196	1.085871	1.03717	1.1859			
25.83	1.15484	1.10057	1.20818	1.088437	1.023794	1.22268	1.074281	1.040368	1.16322			
25.84	1.16806	1.13524	1.24232	1.11822	1.11513	1.22421	1.18545	1.021123	1.11913			
25.85	1.14315	1.13098	1.15492	1.066874	1.063632	1.14855	1.20199	1.048179	1.13198			
25.86	1.22886	1.13136	1.15923	1.042014	1.12952	1.14849	1.10895	1.059034	1.053068			
25.87	1.17443	1.12037	1.13213	1.069507	1.11659	1.23535	1.0876	1.012163	1.12465			
25.88	1.19064	1.15379	1.13667	1.079346	1.061123	1.11258	1.11024	1.048527	1.076574			
25.89	1.18335	1.13682	1.11687	1.070031	1.070742	1.14958	1.074276	1.063567	1.11089			
25.9	1.15623	1.12878	1.055382	1.070888	1.080436	1.094894	1.088324	0.9963026	0.9999529			
25.91	1.15386	1.12549	1.11141	1.077219	1.015272	1.11597	1.043482	1.050356	1.029811			
25.92	1.16102	1.095863	1.085521	1.033785	1.087599	1.090995	1.075071	1.023684	1.063275			
25.93	1.10988	1.099847	1.049666	1.04831	0.9961863	1.03085	1.026918	1.0069693	1.0040623			
25.94	1.11976	1.08548	1.12382	1.0039959	1.012859	1.081204	1.13907	1.0030161	1.064792			
25.95	1.1131	1.062243	1.12733	1.0080695	0.9989236	1.096556	1.16972	1.070029	1.0043848			
25.96	1.15207	1.11122	1.15088	1.048999	1.030497	1.078228	1.21404	1.030956	1.060915			
25.97	1.12159	1.080344	1.11868	1.0022398	1.0048425	1.062425	1.15634	1.059715	1.035058			
25.98	1.13523	1.044787	1.13137	1.057843	0.976164	1.026119	1.17046	0.979389	1.11459			
25.99	1.16057	1.039256	1.13214	1.084027	1.065882	1.097093	1.093399	1.018386	1.11825			
26	1.17271	1.053651	1.085836	1.074208	1.065369	1.019597	1.10112	1.028086	1.12699			
26.01	1.16183	1.050108	1.19258	1.078074	1.0099447	1.016439	1.12369	0.967237	1.089044			
26.02	1.19214	1.068838	1.12263	1.047791	1.057327	1.090877	1.077725	0.965837	1.063296			
26.03	1.28182	1.048806	1.1085	1.053619	0.9983769	1.021493	1.045474	0.975613	1.098308			
26.04	1.23334	1.078393	1.11914	1.010678	1.071319	1.050657	1.061231	0.959395	0.974092			
26.05	1.25882	1.06163	1.1045	1.039486	1.037267	1.12068	1.084354	1.0067254	1.046583			
26.06	1.20089	1.02849	1.029863	1.0020776	1.095462	1.1513	1.0098409	1.019951	1.045901			
26.07	1.19147	1.047858	1.058149	0.9966636	1.061579	1.13506	1.071001	1.046959	1.021246			
26.08	1.17141	1.06915	1.10179	1.019505	1.020437	1.11292	1.039135	1.056576	1.10565			
26.09	1.1627	1.08683	1.051126	1.039715	1.016882	1.064674	1.021927	0.948175	1.028278			
26.1	1.15981	1.079211	1.046136	1.02369	1.063312	1.12141	1.024172	1.034209	1.069642			
26.11	1.11543	1.057139	1.081206	1.017216	1.059963	1.16229	1.087612	1.026743	1.086754			
26.12	1.12273	1.079243	1.055387	1.061686	1.011338	1.062007	1.022851	1.077881	1.11346			
26.13	1.13454	1.081621	1.041197	1.045125	0.98479	1.026838	1.021738	1.085354	1.067484			
26.14	1.14038	1.053298	1.014341	1.058741	0.987353	1.042974	1.0021557	1.035298	1.10758			
26.15	1.12994	1.063201	1.057341	1.022582	0.972325	1.068852	1.017794	0.984139	1.015785			
26.16	1.12886	1.095526	1.0029252	1.0054703	1.002919	1.10844	1.15351	1.0019504	1.042735			
26.17	1.13425	1.058586	1.018933	1.038136	0.9951518	1.10522	1.1545	1.038437	1.060329			
26.18	1.092903	1.061798	1.045479	0.9951132	1.022111	1.023819	1.086705	0.991931	1.058079			
26.19	1.11302	1.042367	1.074237	1.037358	1.035948	0.987935	1.091718	1.035429	1.052027			
26.2	1.21496	1.052038	1.087494	1.0080255	1.017586	1.049913	1.039694	1.04029	1.019849			
26.21	1.20209	1.042791	1.04623	1.067126	1.054224	1.098076	1.10225	0.9967079	1.032627			
26.22	1.1847	1.054501	1.026969	1.049018	1.022927	1.27221	1.14943	1.023613	1.014823			
26.23	1.1648	1.053221	1.029088	1.02893	1.076591	1.146	1.035449	1.016536	0.9901722			
26.24	1.14921	1.05633	1.023876	1.071373	1.070301	1.12489	1.074047	1.023294	0.9948229			
26.25	1.089042	1.078258	0.972652	0.99957842	1.062996	1.067272	1.057926	1.0096429	1.021925			
26.26	1.09991	1.074547	1.0076856	1.036789	1.064239	1.054743	1.0056735	0.988618	1.055358			
26.27	1.12312	1.10412	1.028987	0.9902769	1.0074472	1.17236	1.094264	1.01975	1.0046497			
26.28	1.077807	1.082261	0.984201	0.978983	1.02066	1.16212	1.057669	1.011959	1.054506			
26.29	1.073668	1.05607	0.979409	1.020605	1.064794	1.067373	1.22269	1.05035	0.99987315			
26.3	1.077823	1.042191	0.96975	1.057387	1.025704	1.10379	1.11898	1.051154	1.043134			
26.31	1.07459	1.10865	0.997824	0.9956414	1.073662	1.075725	1.25003	0.984181	1.054614			
26.32	1.052845	1.071402	1.042944	1.042434	1.058189	1.029567	1.17425	1.023537	1.023642			
26.33	1.055076	1.074484	1.10666	1.017538	1.10552	0.976211	1.31109	1.054823	1.043314			
26.34	1.13162	1.073078	1.088284	1.046241	1.032389	1.1386	1.18651	0.981263	1.10007			
26.35	1.069222	1.048386	1.053807	1.067827	1.036744	1.16979	1.16708	1.034441	1.10022			
26.36	1.06874	1.073764	1.033567	1.049869	1.030468	1.082647	1.14782	1.031366	1.019856			
26.37	1.0434	1.064019	0.9914469	1.013164	1.06425	1.049237	1.098287	1.08605	1.058537			
26.38	1.064048	1.077858	1.062997	1.041084	1.090599	1.091943	1.038964	1.036053	1.064079			
26.39	1.027178	1.063285	1.0078445	1.063107	1.00642	1.065843	1.061611	1.0023182	1.022657			
26.4	1.041005	1.053145	1.052175	1.08095	1.038578	1.0083772	1.029041	1.0099474	1.0043891			
26.41	1.037088	1.029443	1.11607	1.022868	1.0096849	0.989785	1.09809	0.9932093	1.035949			
26.42	0.996127	1.013775	1.12863	0.978771	0.98664	1.0045484	1.025075	1.040359	1.018838			
26.43	0.99946554	1.028753	1.11968	0.980488	0.975775	0.997366	1.031118	0.9951583	1.028731			
26.44	1.015512	1.038054	1.15552	0.9985041	1.057867	1.08056	1.033177	1.082947	1.013106			
26.45	1.025577	1.055071	1.091412	1.0022354	1.071709	1.098496	1.043621	1.056663	1.067777			
26.46	1.026619	1.05038	1.053363	1.035712	1.047448	1.02272	1.08643	1.046131	1.043873			
26.47	1.034819	1.074055	1.03361	1.17763	0.988825	1.0049846	1.062718	0.9983471	1.017455			
26.48	1.020341	1.05615	1.079239	1.11668	1.050752	1.024063	1.0021192	1.054254	0.950118			
26.49	1.019129	1.10511	1.045792	1.10046	1.026552	1.069452	1.014982	1.045725	0.980399			
26.5	0.986186	1.08064	1.011267	1.063638	0.96592	1.037571	1.050523	1.020817	0.9945412			
26.51	1.046007	1.034252	1.0054812	1.053491	1.072546	1.058909	1.028892	1.025002	1.051175			
26.52	1.04237	1.026666	1.013675	1.091265	1.053203	1.046315	1.021804	0.9946715	1.11276			
26.53	1.039556	1.042247	0.9918764	1.044779	0.9945172	0.937952	1.11931	1.0011557	1.14461			
26.54	1.064619	1.012122	1.048819	1.051293	1.0065655	1.038899	1.0069926	1.026116	1.1469			
26.55	1.05392	1.032977	1.038897	1.018877	1.048017	1.06894	1.042807	1.049155	1.068261			
26.56	1.045168	1.039743	1.015919	1.0009817	1.033584	1.11367	1.015232	0.941061	1.030914			
26.57	1.094717	1.034198	1.0024091	1.015986	1.0055782	0.973294	1.029514	0.978761	1.10359			
26.58	1.14317	1.04537	1.016348	1.07877	1.0013146	1.043881	1.052594	1.03648	1.029722			
26.59	1.11676	1.023593	0.9956173	1.032184	1.0020814	1.026348	0.978886	1.034561	1.068681			
26.6	1.10006	1.035682	1.0032852	1.064199	0.98805	0.981671	1.018978	1.0054093	1.096562			
26.61	1.10877	1.037274	0.980335	1.10318	0.969024	1.063909	1.026151	0.987917	1.068721			
26.62	1.066263	1.0091532	1.018905	1.081558	0.989686	0.986241	1.058715	1.020226	1.045093			
26.63	1.067887	1.0067684	0.974856	1.028818	1.0090062	1.025681	0.958866	0.97848	1.02721			
26.64	1.089206	1.040623	0.965354	1.099037	0.9925342	1.043534	0.984661	1.063435	1.045936			
26.65	1.10994	1.04305	1.012211	1.086304	1.020963	1.081624	1.093403	1.049618	1.17542			
26.66	1.095392	1.049414	1.016045	1.0329	1.0089726	1.020254	1.0084768	1.048149	1.039944			
26.67	1.11841	1.027871	1.084641	1.063098	1.011288	1.019291	1.0045106	1.017467	1.1235			
26.68	1.12103	1.0059003	1.017	1.016811	1.021809	1.0037182	1.021889	0.99911325	1.023818			
26.69	1.067429	1.054184	1.081829	1.054655	1.015789	1.021933	0.99908664	0.989602	1.068589			
26.7	1.047189	1.045619	1.04477	1.035374	0.985232	1.068036	1.023015	1.011866	1.087411			
26.71	1.10196	1.076764	1.044414	1.042495	0.99982781	1.069824	1.038006	1.036622	1.12258			
26.72	1.064799	1.047459	1.075101	1.033737	1.030651	1.046904	1.028664	0.984963	1.086251			
26.73	1.087926	1.076852	1.023632	0.9988449	1.047469	1.02912	0.915541	1.012837	1.024338			
26.74	1.1778	1.056089	1.061134	1.017485	1.058263	1.018835	1.011274	1.11664	1.056841			
26.75	1.21318	1.10429	1.0096497	1.053622	1.028456	1.10777	1.0029065	1.14457	1.073523			
26.76	1.20855	1.060344	1.057079	1.018183	1.044272	1.0044344	0.9955979	1.15	1.068738			
26.77	1.12527	1.05709	1.06611	0.974386	1.041946	1.026564	1.052458	1.071583	1.016611			
26.78	1.14965	1.036541	1.068157	0.981764	1.052476	1.0083305	1.055442	1.13246	1.048444			
26.79	1.15272	1.085181	1.035927	0.986066	1.072688	1.25298	1.03486	1.095137	1.052965			
26.8	1.12595	1.073581	0.960432	1.0013034	1.11057	1.22706	1.21973	1.085052	1.0072511			
26.81	1.11052	1.082422	1.033273	0.99985986	1.1567	1.18363	1.31236	1.11959	1.0089143			
26.82	1.066209	1.045988	1.086309	0.975515	1.12314	1.25582	1.12671	1.051683	1.036323			
26.83	1.069845	1.066447	1.071204	0.98934	1.067136	1.17193	1.20797	1.032833	1.044009			
26.84	1.057209	1.05201	1.069974	1.063838	1.027075	1.16289	1.17162	1.091302	0.992419			
26.85	1.060452	1.047619	1.1938	1.046014	1.040615	1.18924	1.12965	1.065754	1.019389			
26.86	1.054863	1.034897	1.22044	0.9984665	1.044643	1.030133	1.044191	1.010507	0.9999661			
26.87	1.056266	1.030412	1.13944	0.9940934	1.015666	1.14608	1.038219	1.030301	0.973825			
26.88	1.058275	1.044673	1.13799	1.011226	1.09385	1.066347	1.031672	1.038744	1.036921			
26.89	1.052466	1.028562	1.063976	1.00087296	1.0096834	1.0752	1.072221	1.061341	0.982713			
26.9	1.045138	1.034762	1.1132	0.9930402	1.060364	0.9986605	1.020057	1.039192	1.012206			
26.91	1.046031	1.04417	1.029148	1.0091806	1.060201	0.9912898	1.038227	1.010675	0.9905686			
26.92	1.038924	1.036157	1.06358	0.979686	1.078229	0.949701	1.092231	1.05989	0.967428			
26.93	1.026368	1.041561	1.043632	0.9988457	1.0059444	1.092069	1.026466	1.070237	0.9959369			
26.94	1.070086	1.063796	1.018344	1.016538	1.065492	1.054889	1.086512	1.042748	0.9956563			
26.95	1.024599	1.035843	1.039526	1.03826	1.047924	1.014987	1.037531	1.012141	0.977999			
26.96	1.072965	1.0085632	1.0055352	0.97695	1.057364	1.071801	1.045421	0.937007	0.988829			
26.97	1.047286	1.025468	1.009114	1.041363	1.021996	1.072105	1.007466	1.071246	0.977799			
26.98	1.021848	1.034968	1.024825	1.090047	0.989699	1.10003	0.981574	1.075356	1.035091			
26.99	1.050349	1.055738	1.039112	1.094788	1.0097701	1.12248	1.08767	1.050905	0.9931332			
27	1.0089776	1.032761	0.9903412	1.010073	1.017743	1.008263	1.011303	1.057634	0.963961			
27.01	1.013902	1.058496	1.011962	1.074791	1.070422	1.066143	1.015805	1.040072	0.954237			
27.02	1.062491	0.9923044	1.0057428	1.10059	0.998008	1.053343	1.057273	1.0073771	0.952902			
27.03	1.011638	0.9938768	0.9946248	1.032471	1.052746	1.056898	1.064909	1.061576	1.017563			
27.04	1.0089066	1.0062776	0.985344	1.022609	1.033135	1.011364	0.983486	1.013579	1.13			
27.05	1.00099035	1.038694	1.042408	0.950576	0.9693	1.087546	1.030553	1.0036487	1.074856			
27.06	1.019344	1.027565	0.9937322	0.966955	1.017513	0.9924893	0.9947258	1.024571	1.058458			
27.07	1.044511	1.023116	0.989755	1.012784	1.022758	0.995254	1.058382	1.01701	1.1233			
27.08	0.994571	0.987716	1.018905	0.982931	0.978431	0.967103	1.020856	1.055699	1.097577			
27.09	1.035363	0.985362	1.040596	1.0088586	0.989958	1.11452	0.9977171	0.9975685	1.087559			
27.1	1.015676	1.029245	1.022896	1.014166	1.014888	1.029791	1.068826	1.0057289	1.067799			
27.11	1.015888	1.0017945	1.037752	1.037934	0.9935309	1.010407	0.968988	1.00067271	1.11911			
27.12	1.0048294	0.9914566	1.05414	1.019207	0.9914108	1.11459	1.0089504	1.092702	1.085314			
27.13	1.0097545	1.015026	1.018173	1.016313	1.0539	1.17085	0.962346	1.027345	0.98842			
27.14	1.013952	1.044678	0.9920066	0.950482	1.037377	1.29462	0.981481	0.9983876	0.940975			
27.15	1.04826	1.056145	1.079863	0.982653	1.0072622	1.4565	1.032068	0.9937622	1.011717			
27.16	1.017812	1.048446	1.10043	1.046549	1.043971	1.41527	0.986308	0.978733	0.987669			
27.17	1.033457	1.024143	1.16121	1.02048	0.984373	1.30715	1.20247	0.9971193	0.985694			
27.18	1.021468	1.021099	1.094679	1.083864	1.025988	1.30261	1.24931	1.060952	0.980128			
27.19	1.13084	1.032594	1.21142	1.15277	1.019758	1.12173	1.16617	0.9903225	0.966545			
27.2	1.18034	1.039925	1.32678	1.13438	1.056864	1.16582	1.12528	1.066044	1.018627			
27.21	1.21177	1.064127	1.22293	1.16746	1.054991	1.17888	1.13916	1.18074	1.020446			
27.22	1.20985	1.060938	1.20093	1.11571	1.014842	1.10591	1.064852	1.26374	1.019346			
27.23	1.21015	1.042692	1.10389	1.17018	1.014628	1.10483	1.023041	1.15701	1.017677			
27.24	1.21074	1.057616	1.19703	1.16007	1.047928	1.094632	1.048821	1.16009	1.017472			
27.25	1.25374	1.16325	1.18342	1.086628	1.074466	1.12351	1.014881	1.12969	0.979121			
27.26	1.21762	1.1433	1.16529	1.15842	1.022868	1.0419	1.021626	1.11517	1.14059			
27.27	1.1958	1.19274	1.12267	1.12022	1.074534	1.036426	1.20648	1.098153	1.14742			
27.28	1.2066	1.1748	1.16068	1.076659	1.049282	1.086188	1.18863	0.9957369	1.1373			
27.29	1.1544	1.13554	1.12015	1.063276	1.045773	1.052371	1.072902	1.028058	1.15053			
27.3	1.13803	1.18808	1.14058	1.050597	1.033576	1.070912	1.094917	1.028819	1.11469			
27.31	1.11218	1.20302	1.13657	1.020389	1.0076141	1.026645	1.086053	1.0088906	1.12255			
27.32	1.11535	1.2296	1.069343	1.038631	1.048599	1.027064	1.18499	1.14519	1.12867			
27.33	1.12426	1.18692	1.099013	1.1115	1.02652	1.031946	1.25764	1.16977	1.11065			
27.34	1.11342	1.16893	1.082231	1.10361	1.0303	1.076772	1.21265	1.13022	1.050412			
27.35	1.13673	1.12407	1.045333	1.10165	1.014131	1.089758	1.2597	1.17635	1.045182			
27.36	1.16307	1.16018	1.086754	1.086371	1.018687	1.020788	1.22975	1.076841	1.062855			
27.37	1.12992	1.18147	1.040781	1.13242	0.98659	1.051564	1.16075	1.14907	1.092829			
27.38	1.12105	1.12245	1.035308	1.036837	1.032102	1.072491	1.17715	1.13291	1.06696			
27.39	1.11298	1.13552	1.05239	1.048399	1.0057693	0.9944064	1.10461	1.21377	1.08015			
27.4	1.1448	1.1407	1.064941	1.053972	1.076551	1.069516	1.17965	1.1826	1.039497			
27.41	1.092715	1.13837	1.11873	1.077997	1.082857	1.079756	1.10091	1.18044	1.0033968			
27.42	1.076545	1.11513	1.12153	1.045736	1.083015	0.9931921	1.1856	1.15123	0.97793			
27.43	1.077854	1.088238	1.086052	1.064345	1.029403	1.035535	1.11654	1.14998	1.022966			
27.44	1.095893	1.10586	1.073077	1.041651	1.052866	1.11241	1.021457	1.11185	0.980126			
27.45	1.081807	1.077965	1.089724	1.0068415	1.051431	1.011753	1.098334	1.11477	0.968386			
27.46	1.083123	1.061342	1.11254	1.031804	1.07578	1.088673	0.966993	1.12036	1.0169			
27.47	1.056006	1.060341	1.09022	1.023985	0.979437	0.981006	1.06381	1.036386	1.024075			
27.48	1.046483	1.06803	1.069074	1.013307	1.019026	0.9979162	1.059331	1.015378	1.013722			
27.49	1.066453	1.051406	1.18243	1.049264	1.040597	0.989316	0.96242	1.078224	1.086447			
27.5	1.12051	1.052662	1.11465	1.098459	0.984209	1.058994	1.031226	1.054373	1.089291			
27.51	1.11555	1.051395	1.17934	1.16479	1.072474	0.9970034	1.080366	1.04291	1.042407			
27.52	1.13972	1.054728	1.17343	1.087394	1.031965	1.020743	1.068642	1.06667	1.038566			
27.53	1.064975	1.017635	1.14752	1.092765	1.031208	1.095455	1.049688	1.042355	1.044602			
27.54	1.072379	1.02584	1.087868	1.10803	1.047757	1.032789	0.971778	1.0017576	1.01106			
27.55	1.08601	1.045498	1.06722	1.1114	1.039358	0.964822	1.082458	1.014573	1.078866			
27.56	1.08605	1.041893	1.022212	1.10595	1.023724	1.07739	1.0063913	1.044347	1.12082			
27.57	1.039027	1.064333	1.059272	1.050123	1.015996	1.069098	1.02446	0.963968	1.056463			
27.58	1.080018	1.079958	0.9967634	1.08181	1.037198	1.010872	1.034039	1.071225	1.061819			
27.59	1.1067	1.035983	1.030842	1.022506	1.023017	1.0081475	1.032782	1.036491	1.065556			
27.6	1.078635	1.042905	1.026316	1.04122	1.035018	1.0037513	1.014204	1.094314	1.084554			
27.61	1.10593	1.048652	1.036451	1.069273	1.032022	1.060483	0.9979581	1.099977	1.11588			
27.62	1.052814	1.074617	1.016556	1.0026642	0.9901175	1.015758	0.974165	1.038887	1.041666			
27.63	1.098721	1.039158	1.019122	1.026417	1.079669	1.0000268	1.050214	0.989768	1.043968			
27.64	1.059803	1.046247	1.036943	1.0010042	1.083147	1.062539	0.9926625	1.021792	1.039509			
27.65	1.035181	1.012705	1.029163	1.012928	1.088909	0.956155	0.981587	1.14863	1.0096314			
27.66	1.047833	1.039503	1.052256	1.0373	1.085329	1.035636	0.9922358	1.1579	1.063383			
27.67	1.055674	1.017178	1.061868	0.956844	1.031352	0.987131	1.027043	1.15214	1.0020721			
27.68	1.023901	1.038791	1.0089901	0.99940944	1.024722	0.951101	0.971311	1.16651	1.049708			
27.69	1.055874	1.059999	1.052846	0.99955207	1.029568	1.012492	1.057202	1.11682	1.069091			
27.7	1.030097	1.041122	1.00039474	0.984727	1.068694	0.998004	1.043444	1.069305	1.042928			
27.71	1.032526	1.018535	1.022349	0.9951445	1.083588	0.9907936	1.010648	1.060897	0.9976837			
27.72	1.076916	1.038741	1.08932	1.0011099	1.095054	0.978774	1.075343	1.074125	1.17607			
27.73	1.012243	1.031482	1.075469	1.012303	1.058803	1.0040305	1.0088801	1.051059	1.15812			
27.74	1.050221	1.0086186	1.042196	0.9941498	1.05343	1.034696	1.012335	1.0497	1.14777			
27.75	1.037628	0.9949443	1.0023711	1.017291	1.011659	1.012037	1.0085201	1.1057	1.077179			
27.76	1.038529	1.012463	1.01429	1.051869	1.00079524	1.082393	1.049436	1.094351	1.12348			
27.77	1.034799	1.023033	1.07686	1.075979	1.019754	1.033005	1.042531	1.043367	1.012816			
27.78	0.9955379	1.054418	1.064733	1.10061	1.055367	1.033067	1.089354	1.087147	1.0000283			
27.79	1.022567	1.0018528	1.05144	1.080936	1.013621	0.944865	1.039413	1.075862	1.021157			
27.8	1.038082	1.046802	1.11084	1.15333	1.016994	1.066015	1.0025304	1.092644	0.96514			
27.81	1.0016272	1.035192	1.06761	1.16954	1.040332	0.953012	1.051249	1.10613	1.010309			
27.82	1.038023	1.076969	1.10838	1.14958	1.036995	1.011901	1.097166	1.051294	1.041836			
27.83	1.034896	1.017038	1.060822	1.020866	1.011508	1.032313	0.92887	1.079632	0.98286			
27.84	1.033492	1.0027076	1.057054	1.042482	1.016477	0.983154	1.034579	1.12061	1.068966			
27.85	1.070537	1.062796	1.10068	1.015615	1.029525	1.051475	0.966048	1.042369	0.984001			
27.86	1.078036	1.062761	1.10456	1.058342	1.048894	1.052446	0.937615	1.063677	0.985966			
27.87	1.002307	1.026259	1.03142	1.079454	1.0098867	0.973172	1.04291	1.043368	1.030201			
27.88	1.022192	1.051048	1.04128	1.052106	1.039334	1.022463	0.962206	1.064514	1.026511			
27.89	1.038483	1.047643	1.086229	1.10332	1.034806	1.014281	1.02855	1.068677	1.054299			
27.9	1.055546	1.056819	1.10461	1.075371	1.054114	1.0034726	1.026485	1.053501	0.9973391			
27.91	1.056812	1.021497	1.021805	1.059687	1.051676	1.022906	1.028406	0.980773	0.9963336			
27.92	1.079481	1.029505	1.064566	1.020801	1.0736	1.060498	1.0017736	1.017843	1.032368			
27.93	1.0064586	1.035118	1.021496	1.043486	1.019188	1.056446	1.071169	1.030318	1.025397			
27.94	1.010118	1.018717	1.070671	1.029147	1.037839	0.90937	1.082509	1.021283	1.025423			
27.95	1.037788	0.9930907	1.094513	1.020371	1.044682	0.9921709	1.05224	0.9962063	1.024736			
27.96	1.017921	1.036928	1.067137	0.982855	1.010571	1.0489	1.099297	1.041368	1.027415			
27.97	1.021212	1.0011925	1.010151	0.9913394	1.054388	1.016245	1.052243	1.048675	1.0084806			
27.98	0.9908742	1.066264	1.17071	1.059012	1.051667	1.009384	0.9910415	1.048414	1.026857			
27.99	1.010554	1.051361	1.1956	1.010985	1.016179	1.025005	1.086127	1.021439	0.998361			
28	1.013539	1.040098	1.13869	1.042278	1.025894	1.08012	1.031671	1.01723	0.99968775			
28.01	1.076369	1.062073	1.1097	1.11534	1.033566	1.054746	1.023492	1.056998	0.932142			
28.02	1.054796	1.045804	1.094913	1.11619	0.976469	0.950474	1.052804	1.076513	0.945556			
28.03	1.02334	1.02708	1.086941	1.13822	1.048347	1.0048404	0.9999138	1.017619	0.959725			
28.04	1.049486	1.051953	1.022904	1.091414	1.026013	0.978999	1.019861	1.012153	1.034492			
28.05	1.021183	1.0095653	1.064246	1.1543	1.027824	0.98578	1.049644	1.0032071	1.052368			
28.06	0.980257	1.013635	1.029375	1.12205	1.015828	1.017859	1.030482	0.956284	1.072737			
28.07	1.0091753	1.0046259	1.024309	1.055353	0.98949	1.010391	1.056385	0.97001	1.12387			
28.08	0.983629	1.0048375	1.071771	1.076114	1.059754	1.032496	1.0068571	1.0739	1.054794			
28.09	0.9967597	1.033529	1.047745	1.0057542	1.061696	1.04436	1.044858	0.9951345	1.014458			
28.1	1.023602	1.064544	1.048686	1.091122	1.07404	0.969818	1.09223	1.017888	1.03508			
28.11	1.014976	1.049377	1.031424	1.021838	1.036645	1.047357	1.02244	1.060398	1.067631			
28.12	0.9944007	1.04826	1.062218	1.014309	1.039567	1.011778	0.967169	1.030178	1.098787			
28.13	1.025135	1.084034	1.039525	1.032199	1.023254	1.021249	0.9939813	1.044776	1.085297			
28.14	1.062556	1.086196	1.047263	1.035081	1.051596	1.056971	0.929781	0.9978166	1.082848			
28.15	1.042524	1.069908	0.983004	1.03537	1.043151	0.946385	0.99940733	1.016051	1.080094			
28.16	1.062023	1.034246	1.042497	1.021019	0.970812	0.970741	1.035568	0.9924312	1.0067315			
28.17	1.029096	1.023868	1.20771	1.032154	0.9948609	1.020818	1.0504	1.023484	1.039194			
28.18	1.051046	1.039383	1.11617	1.01196	1.029489	1.096833	0.948119	1.05949	1.10396			
28.19	1.029965	1.032552	1.15535	1.024909	1.041881	0.983085	0.9974774	1.0088237	1.096286			
28.2	1.0053764	1.057119	1.097025	1.057237	1.051098	1.085679	1.1408	1.039963	1.14301			
28.21	1.031803	1.033519	1.11488	1.061497	0.982249	1.018172	1.15281	1.00020628	1.044858			
28.22	1.024934	1.022795	1.070643	1.023964	1.027222	1.083564	1.14862	1.018374	1.036276			
28.23	1.077539	1.023083	1.059593	1.0030788	1.050073	1.047698	1.15646	1.019322	1.050511			
28.24	1.063726	1.012652	1.059923	0.987942	1.039953	1.014765	1.10269	1.086451	1.16352			
28.25	1.049964	1.0049259	1.017929	1.022404	1.0058897	1.054056	1.09004	0.976517	1.093371			
28.26	1.055425	1.024281	1.058733	1.047285	1.033614	0.957028	1.026544	1.06636	1.15505			
28.27	1.043528	1.01187	1.060505	1.024419	1.040167	1.087256	1.11449	1.052562	1.16889			
28.28	1.023055	1.035993	1.03835	1.039376	1.012103	1.071067	0.98958	1.044648	1.076742			
28.29	0.9946622	1.0252	1.007789	1.046876	0.970078	1.063142	1.06435	1.011375	1.15935			
28.3	1.032933	1.019057	1.012785	1.18042	1.043421	0.985648	0.97376	1.0054872	1.076836			
28.31	0.98835	1.034978	0.983084	1.16517	1.02167	0.987969	0.9978761	0.982551	1.1074			
28.32	1.031669	1.013476	1.0066014	1.15274	1.051861	1.032159	1.068972	1.040489	1.07532			
28.33	0.980864	1.0083593	0.984283	1.12601	1.0080122	1.046254	0.9935886	1.046712	1.062709			
28.34	1.024896	1.0063897	1.0025263	1.13764	1.048769	1.031279	1.052757	0.942574	1.053222			
28.35	0.986338	1.006083	1.051869	1.12506	1.038844	1.0085596	1.086976	0.963424	1.10902			
28.36	1.03234	1.013132	1.026834	1.066068	1.02116	1.071434	0.985328	1.048248	1.083115			
28.37	1.062169	1.0027475	0.98915	1.024185	0.973927	1.04302	1.0044334	1.028583	1.093472			
28.38	1.033625	1.0031568	1.00031495	1.047439	1.009014	1.0099964	0.99908943	1.0095084	1.0019117			
28.39	1.021867	1.0057535	0.983828	1.056047	0.987737	1.046088	1.014349	0.9952797	1.0039892			
28.4	1.058786	1.014824	1.0050482	1.069809	1.0444	0.987357	1.048746	1.025354	1.042088			
28.41	1.028414	1.016451	1.039331	1.062298	1.0030218	1.05151	1.012957	0.976663	1.072384			
28.42	1.022967	1.050742	1.05336	1.019184	0.9971939	0.966607	1.10305	1.083553	1.0060355			
28.43	1.032708	1.1075	1.060079	0.956755	0.984656	1.013538	1.16065	1.010146	1.031842			
28.44	1.039516	1.12233	1.10252	1.073808	1.024801	1.013451	1.20533	1.0044918	0.966385			
28.45	1.052917	1.1268	1.02873	1.10518	1.012182	1.0090293	1.12048	1.090987	1.057937			
28.46	1.018162	1.099595	1.024965	0.988303	1.043016	1.00063644	1.064722	1.038972	1.011147			
28.47	1.07798	1.11412	1.029394	1.015379	1.074765	1.012778	1.09745	1.047922	1.027478			
28.48	1.033614	1.07071	0.947944	1.063416	0.981971	1.10589	1.077316	1.012976	1.010977			
28.49	1.01537	1.051339	1.011685	1.013893	1.07783	1.17048	1.12073	1.020266	1.0072933			
28.5	1.025703	1.090601	1.049563	0.984841	1.0058482	1.075758	1.035024	1.05343	0.9988187			
28.51	1.016665	1.072258	1.0395	0.9928554	0.984855	1.09432	1.077872	1.021034	1.023046			
28.52	0.9972116	1.067694	1.055231	1.038303	0.977918	1.15132	1.027367	1.035759	1.010618			
