roi_id,peak_time,peak_absolute_amplitude,peak_relative_amplitude
ROI1,92,1.26279,0.22867732333333346
ROI1,231,1.17225,0.1381373233333334
ROI1,427,1.28251,0.24839732333333342
ROI1,549,1.20522,0.17110732333333334
ROI1,580,1.21304,0.17892732333333328
ROI1,623,1.20012,0.16600732333333346
ROI1,827,1.35343,0.3193173233333333
ROI1,959,1.22611,0.19199732333333341
ROI1,1030,1.19004,0.15592732333333337
ROI1,1179,1.2092,0.17508732333333343
ROI1,1327,1.23913,0.20501732333333345
ROI1,1465,1.31559,0.2814773233333334
ROI1,1649,1.21129,0.17717732333333336
ROI1,1781,1.33744,0.30332732333333334
ROI1,1839,1.20249,0.16837732333333344
ROI1,1890,1.21474,0.1806273233333333
ROI1,2119,1.17915,0.1450373233333333
ROI1,2264,1.22972,0.1956073233333333
ROI1,2407,1.23309,0.1989773233333334
ROI1,2507,1.20775,0.17363732333333348
ROI1,2572,1.26311,0.22899732333333334
ROI1,2782,1.23698,0.20286732333333335
ROI1,2905,1.24565,0.2115373233333333
ROI1,3028,1.27302,0.23890732333333342
ROI1,3170,1.20456,0.17044732333333346
ROI1,3343,1.19346,0.15934732333333335
ROI1,3631,1.19832,0.16420732333333343
ROI1,3657,1.22203,0.18791732333333333
ROI1,3856,1.33883,0.30471732333333335
ROI1,4014,1.23983,0.20571732333333337
ROI1,4159,1.17414,0.14002732333333334
ROI1,4299,1.28498,0.2508673233333334
ROI1,4363,1.34183,0.30771732333333346
ROI1,4577,1.15383,0.11971732333333329
ROI1,4726,1.17416,0.14004732333333347
ROI1,4760,1.21763,0.18351732333333337
ROI1,4899,1.22327,0.18915732333333346
ROI1,5016,1.31507,0.28095732333333334
ROI1,5063,1.15289,0.11877732333333335
ROI1,5285,1.37652,0.34240732333333335
ROI1,5318,1.24657,0.21245732333333334
ROI1,5388,1.25952,0.22540732333333335
ROI1,5657,1.26683,0.23271732333333328
ROI1,5820,1.2261,0.19198732333333335
ROI1,5938,1.25827,0.22415732333333338
ROI1,6087,1.32975,0.29563732333333337
ROI1,6236,1.21636,0.1822473233333335
ROI1,6394,1.20921,0.17509732333333328
ROI1,6705,1.23528,0.20116732333333331
ROI1,6861,1.2453,0.21118732333333345
ROI1,6924,1.22636,0.19224732333333328
ROI1,7157,1.24102,0.2069073233333334
ROI1,7465,1.20377,0.1696573233333334
ROI1,7590,1.32196,0.2878473233333334
ROI1,7855,1.22799,0.1938773233333333
ROI1,8013,1.27736,0.24324732333333343
ROI1,8085,1.27106,0.23694732333333346
ROI1,8207,1.23782,0.2037073233333333
ROI1,8363,1.32324,0.28912732333333335
ROI1,8523,1.14696,0.11284732333333336
ROI1,8612,1.20212,0.16800732333333346
ROI1,8673,1.33029,0.29617732333333335
ROI1,8804,1.32473,0.29061732333333334
ROI1,8924,1.19291,0.1587973233333333
ROI1,9243,1.48683,0.4527173233333335
ROI1,9384,1.2255,0.19138732333333341
ROI1,9470,1.21442,0.18030732333333344
ROI1,9501,1.21805,0.18393732333333346
ROI1,9741,1.32904,0.2949273233333334
ROI1,9986,1.17952,0.14540732333333328
ROI1,10428,1.24367,0.20955732333333343
ROI1,10599,1.33504,0.3009273233333334
ROI1,10802,1.28723,0.2531173233333335
ROI1,10997,1.24564,0.21152732333333346
ROI1,11278,1.23749,0.20337732333333336
ROI1,11307,1.28928,0.25516732333333336
ROI1,11392,1.23169,0.19757732333333333
ROI1,11486,1.26366,0.2295473233333334
ROI1,11851,1.18814,0.15402732333333335
ROI1,12115,1.19216,0.1580473233333335
ROI1,12183,1.29279,0.2586773233333335
ROI1,12408,1.2973,0.2631873233333333
ROI1,12735,1.30295,0.26883732333333343
ROI1,12981,1.24632,0.21220732333333348
ROI1,13272,1.23682,0.2027073233333334
ROI1,13455,1.13206,0.09794732333333345
ROI1,13607,1.23356,0.19944732333333337
ROI1,13632,1.19228,0.1581673233333334
ROI1,13823,1.17305,0.1389373233333333
ROI1,13952,1.36736,0.3332473233333333
ROI1,14405,1.18646,0.15234732333333345
ROI1,14511,1.35124,0.3171273233333334
ROI1,14728,1.23697,0.20285732333333328
ROI1,14972,1.26727,0.23315732333333328
ROI1,15126,1.35844,0.3243273233333335
ROI1,15329,1.22297,0.18885732333333327
ROI1,15516,1.33681,0.30269732333333343
ROI1,15648,1.2116,0.1774873233333334
ROI1,15829,1.20651,0.17239732333333335
ROI1,15881,1.20416,0.17004732333333328
ROI1,15942,1.20963,0.17551732333333336
ROI1,16152,1.29702,0.26290732333333344
ROI1,16338,1.20085,0.16673732333333335
ROI2,5304,1.22349,0.20348793766666673
ROI2,5652,1.21874,0.1987379376666667
ROI2,5951,1.23527,0.21526793766666685
ROI2,6259,1.21529,0.19528793766666674
ROI2,6401,1.22815,0.20814793766666684
ROI2,6719,1.26046,0.24045793766666668
ROI2,6879,1.23224,0.21223793766666676
ROI2,7158,1.28621,0.26620793766666684
ROI2,7248,1.30073,0.2807279376666667
ROI2,7458,1.29643,0.27642793766666673
ROI2,7620,1.32571,0.3057079376666667
ROI2,7856,1.32373,0.30372793766666684
ROI2,7937,1.33698,0.3169779376666668
ROI2,8114,1.31168,0.2916779376666667
ROI2,8206,1.32257,0.3025679376666668
ROI2,8448,1.34583,0.32582793766666684
ROI2,8522,1.29181,0.27180793766666667
ROI2,8548,1.27936,0.2593579376666668
ROI2,8724,1.28101,0.26100793766666675
ROI2,8942,1.34059,0.3205879376666667
ROI2,9219,1.35237,0.33236793766666684
ROI2,9420,1.28276,0.26275793766666666
ROI2,9632,1.38312,0.36311793766666667
ROI2,9741,1.39013,0.37012793766666685
ROI2,10002,1.34224,0.32223793766666686
ROI2,10167,1.30025,0.28024793766666667
ROI2,10199,1.45562,0.4356179376666667
ROI2,10429,1.45371,0.4337079376666668
ROI2,10594,1.40597,0.3859679376666667
ROI2,10627,1.38233,0.3623279376666668
ROI2,10658,1.37519,0.3551879376666667
ROI2,10794,1.40688,0.38687793766666667
ROI2,10845,1.29674,0.27673793766666677
ROI2,11001,1.41826,0.39825793766666684
ROI2,11098,1.43138,0.41137793766666686
ROI2,11297,1.44252,0.4225179376666668
