0,1,2,3,4,5,6,7,8,9
1.0,0.5084745762711865,0.7766990291262135,0.6153846153846154,0.7407407407407407,0.7108433734939762,0.8181818181818182,0.7000000000000002,0.532258064516129,0.6597938144329897
0.5084745762711866,1.0,0.6101694915254237,0.38461538461538464,0.42592592592592593,0.47457627118644075,0.4,0.4237288135593221,0.5423728813559322,0.38983050847457634
0.7766990291262135,0.6101694915254237,1.0,0.6346153846153847,0.7222222222222223,0.7349397590361447,0.7272727272727273,0.6666666666666669,0.596774193548387,0.670103092783505
0.6153846153846154,0.3846153846153846,0.6346153846153848,1.0,0.5384615384615385,0.44230769230769235,0.4038461538461538,0.5384615384615385,0.32692307692307687,0.6153846153846155
0.7407407407407407,0.4259259259259259,0.7222222222222221,0.5384615384615385,1.0,0.6481481481481479,0.5925925925925924,0.5555555555555555,0.5,0.7222222222222223
0.710843373493976,0.47457627118644075,0.7349397590361446,0.4423076923076923,0.6481481481481479,1.0,0.6363636363636365,0.5,0.4354838709677419,0.6867469879518073
0.8181818181818181,0.4,0.7272727272727273,0.40384615384615385,0.5925925925925926,0.6363636363636365,1.0,0.43636363636363645,0.43636363636363645,0.7999999999999999
0.7000000000000002,0.4237288135593221,0.6666666666666669,0.5384615384615385,0.5555555555555555,0.5,0.43636363636363645,1.0,0.4666666666666668,0.5833333333333334
0.5322580645161289,0.5423728813559322,0.596774193548387,0.32692307692307687,0.4999999999999999,0.4354838709677419,0.4363636363636364,0.46666666666666673,1.0,0.4354838709677419
0.6597938144329895,0.3898305084745763,0.6701030927835051,0.6153846153846155,0.7222222222222221,0.6867469879518073,0.7999999999999999,0.5833333333333335,0.4354838709677419,1.0
