roi_id,mean_peak_to_peak_distance[ms],mean_firing_frequency[Hz]
ROI107,1666.3333333333333,0.6666666666666666
ROI108,1661.6666666666667,0.6666666666666666
ROI109,1663.0,0.6666666666666666
ROI110,1662.0,0.6666666666666666
ROI111,1248.5,0.8333333333333334
ROI112,1663.0,0.6666666666666666
ROI113,1662.6666666666667,0.6666666666666666
ROI114,1663.0,0.6666666666666666
ROI115,1662.3333333333333,0.6666666666666666
ROI116,1661.6666666666667,0.6666666666666666
ROI117,1662.3333333333333,0.6666666666666666
ROI118,1662.0,0.6666666666666666
ROI119,1662.3333333333333,0.6666666666666666
ROI120,1663.0,0.6666666666666666
ROI121,1662.6666666666667,0.6666666666666666
ROI122,1663.6666666666667,0.6666666666666666
ROI123,1662.3333333333333,0.6666666666666666
ROI124,1662.3333333333333,0.6666666666666666
ROI125,1661.6666666666667,0.6666666666666666
ROI126,1662.6666666666667,0.6666666666666666
ROI127,1247.25,0.8333333333333334
ROI128,1662.6666666666667,0.6666666666666666
ROI129,1662.3333333333333,0.6666666666666666
ROI130,1662.3333333333333,0.6666666666666666
ROI131,1245.5,0.8333333333333334
ROI132,1662.3333333333333,0.6666666666666666
ROI133,1663.0,0.6666666666666666
ROI134,1662.3333333333333,0.6666666666666666
ROI135,1662.6666666666667,0.6666666666666666
ROI136,1662.0,0.6666666666666666
ROI137,1662.3333333333333,0.6666666666666666
ROI138,1660.0,0.6666666666666666
ROI139,1664.3333333333333,0.6666666666666666
ROI140,1666.6666666666667,0.6666666666666666
ROI141,1662.6666666666667,0.6666666666666666
ROI142,1662.3333333333333,0.6666666666666666
ROI143,1663.0,0.6666666666666666
ROI144,1246.5,0.8333333333333334
ROI145,1660.6666666666667,0.6666666666666666
ROI146,1663.0,0.6666666666666666
ROI147,1662.0,0.6666666666666666
ROI148,1662.3333333333333,0.6666666666666666
ROI149,1662.0,0.6666666666666666
ROI150,1663.0,0.6666666666666666
ROI151,1663.0,0.6666666666666666
ROI152,1662.3333333333333,0.6666666666666666
ROI153,262.36842105263156,3.3333333333333335
ROI154,1662.0,0.6666666666666666
ROI155,1662.3333333333333,0.6666666666666666
ROI156,1662.3333333333333,0.6666666666666666
ROI157,1665.6666666666667,0.6666666666666666
ROI158,1664.0,0.6666666666666666
ROI159,1662.0,0.6666666666666666
ROI160,1662.6666666666667,0.6666666666666666
ROI161,1662.0,0.6666666666666666
ROI162,1246.75,0.8333333333333334
ROI163,1662.6666666666667,0.6666666666666666
ROI164,1662.0,0.6666666666666666
ROI165,1663.0,0.6666666666666666
ROI166,1662.3333333333333,0.6666666666666666
ROI167,1661.3333333333333,0.6666666666666666
ROI168,1662.0,0.6666666666666666
ROI169,1662.3333333333333,0.6666666666666666
ROI170,1661.3333333333333,0.6666666666666666
ROI171,1662.3333333333333,0.6666666666666666
ROI172,1244.0,0.8333333333333334
ROI173,1662.3333333333333,0.6666666666666666
ROI174,1662.3333333333333,0.6666666666666666
ROI175,1662.0,0.6666666666666666
ROI176,1661.3333333333333,0.6666666666666666
ROI177,1660.3333333333333,0.6666666666666666
ROI178,1663.0,0.6666666666666666
ROI179,1662.3333333333333,0.6666666666666666
ROI180,1661.6666666666667,0.6666666666666666
ROI181,1662.0,0.6666666666666666
ROI182,1662.3333333333333,0.6666666666666666
ROI183,1662.0,0.6666666666666666
ROI184,1663.6666666666667,0.6666666666666666
ROI185,1247.0,0.8333333333333334
ROI186,1659.3333333333333,0.6666666666666666
ROI187,1662.0,0.6666666666666666
ROI188,1664.0,0.6666666666666666
ROI189,1662.3333333333333,0.6666666666666666
ROI190,1662.6666666666667,0.6666666666666666
ROI191,1662.0,0.6666666666666666
ROI192,1662.0,0.6666666666666666
ROI193,1662.0,0.6666666666666666
ROI194,1662.6666666666667,0.6666666666666666
ROI195,1660.3333333333333,0.6666666666666666
ROI196,1662.6666666666667,0.6666666666666666
ROI197,1663.6666666666667,0.6666666666666666
ROI198,1662.0,0.6666666666666666
ROI199,1662.3333333333333,0.6666666666666666
ROI200,1662.0,0.6666666666666666
ROI201,1662.0,0.6666666666666666
ROI202,1661.6666666666667,0.6666666666666666
ROI203,1659.0,0.6666666666666666
ROI204,1830.0,0.5
ROI205,1661.0,0.6666666666666666
ROI206,1249.5,0.8333333333333334
ROI207,1662.0,0.6666666666666666
ROI208,1662.6666666666667,0.6666666666666666
ROI209,1664.3333333333333,0.6666666666666666
ROI210,1245.0,0.8333333333333334
ROI211,1666.0,0.6666666666666666
ROI212,1662.0,0.6666666666666666
ROI213,1662.0,0.6666666666666666
ROI214,1341.5,0.8333333333333334
ROI215,1663.0,0.6666666666666666
ROI216,1662.3333333333333,0.6666666666666666
ROI217,1664.6666666666667,0.6666666666666666
ROI218,1246.5,0.8333333333333334
ROI219,1663.3333333333333,0.6666666666666666
ROI220,1249.75,0.8333333333333334
ROI221,1661.6666666666667,0.6666666666666666
ROI222,1662.3333333333333,0.6666666666666666
ROI223,1246.5,0.8333333333333334
ROI224,1662.3333333333333,0.6666666666666666
ROI225,1662.3333333333333,0.6666666666666666
ROI226,1662.3333333333333,0.6666666666666666
ROI227,1247.0,0.8333333333333334
ROI228,1661.0,0.6666666666666666
ROI229,1662.3333333333333,0.6666666666666666
ROI230,1664.3333333333333,0.6666666666666666
ROI231,1662.3333333333333,0.6666666666666666
ROI232,1663.3333333333333,0.6666666666666666
ROI233,1659.3333333333333,0.6666666666666666
ROI234,1662.3333333333333,0.6666666666666666
ROI235,1662.6666666666667,0.6666666666666666
ROI236,1662.0,0.6666666666666666
ROI237,1662.3333333333333,0.6666666666666666
ROI238,1662.0,0.6666666666666666
ROI239,1665.0,0.6666666666666666
ROI240,1660.6666666666667,0.6666666666666666
ROI241,1662.0,0.6666666666666666
ROI242,1665.6666666666667,0.6666666666666666
ROI243,1662.0,0.6666666666666666
ROI244,1660.6666666666667,0.6666666666666666
ROI245,1663.0,0.6666666666666666
ROI246,1245.75,0.8333333333333334
ROI247,1661.6666666666667,0.6666666666666666
ROI248,1662.3333333333333,0.6666666666666666
ROI249,1662.3333333333333,0.6666666666666666
ROI250,1661.3333333333333,0.6666666666666666
ROI251,1662.3333333333333,0.6666666666666666
ROI252,1243.75,0.8333333333333334
ROI253,1246.75,0.8333333333333334
ROI254,1661.0,0.6666666666666666
ROI255,1247.25,0.8333333333333334
ROI256,1663.0,0.6666666666666666
ROI257,1661.6666666666667,0.6666666666666666
ROI258,1250.5,0.8333333333333334
ROI259,1663.0,0.6666666666666666
ROI260,1662.0,0.6666666666666666
ROI261,1661.6666666666667,0.6666666666666666
ROI262,1661.0,0.6666666666666666
ROI263,1662.3333333333333,0.6666666666666666
ROI264,1663.0,0.6666666666666666
ROI265,1662.3333333333333,0.6666666666666666
ROI266,1661.6666666666667,0.6666666666666666
ROI267,1246.75,0.8333333333333334
ROI268,998.6,1.0
ROI269,1661.0,0.6666666666666666
ROI270,1661.6666666666667,0.6666666666666666
ROI271,1664.0,0.6666666666666666
ROI272,1662.3333333333333,0.6666666666666666
ROI273,1662.3333333333333,0.6666666666666666
ROI274,1662.3333333333333,0.6666666666666666
ROI275,1665.0,0.6666666666666666
ROI276,1662.0,0.6666666666666666
ROI277,1662.0,0.6666666666666666
ROI278,327.05882352941177,3.0
ROI279,1664.6666666666667,0.6666666666666666
ROI280,1663.6666666666667,0.6666666666666666
ROI281,1664.3333333333333,0.6666666666666666
ROI282,1661.3333333333333,0.6666666666666666
ROI283,1246.75,0.8333333333333334
ROI284,1661.3333333333333,0.6666666666666666
ROI285,1661.6666666666667,0.6666666666666666
ROI286,1662.6666666666667,0.6666666666666666
ROI287,1664.0,0.6666666666666666
ROI288,1661.6666666666667,0.6666666666666666
ROI289,1661.6666666666667,0.6666666666666666
ROI290,1664.3333333333333,0.6666666666666666
ROI291,1663.3333333333333,0.6666666666666666
ROI292,1661.6666666666667,0.6666666666666666
ROI293,1661.6666666666667,0.6666666666666666
ROI294,1661.0,0.6666666666666666
ROI295,1662.6666666666667,0.6666666666666666
ROI296,1248.0,0.8333333333333334
ROI297,1662.0,0.6666666666666666
ROI298,1662.0,0.6666666666666666
ROI299,1665.0,0.6666666666666666
ROI300,1664.6666666666667,0.6666666666666666
ROI301,1663.0,0.6666666666666666
ROI302,1663.3333333333333,0.6666666666666666
ROI303,1663.0,0.6666666666666666
ROI304,1662.3333333333333,0.6666666666666666
ROI305,1662.0,0.6666666666666666
ROI306,1244.75,0.8333333333333334
ROI307,1662.3333333333333,0.6666666666666666
ROI308,1662.6666666666667,0.6666666666666666
ROI309,1663.3333333333333,0.6666666666666666
ROI310,1662.0,0.6666666666666666
ROI311,1662.3333333333333,0.6666666666666666
ROI312,1662.3333333333333,0.6666666666666666
ROI313,1662.0,0.6666666666666666
ROI314,1662.6666666666667,0.6666666666666666
ROI315,1663.3333333333333,0.6666666666666666
ROI316,1662.3333333333333,0.6666666666666666
ROI317,1662.0,0.6666666666666666
ROI318,1660.6666666666667,0.6666666666666666
ROI319,1662.6666666666667,0.6666666666666666
ROI320,1247.0,0.8333333333333334
ROI321,1661.6666666666667,0.6666666666666666
ROI322,1662.0,0.6666666666666666
ROI323,1666.6666666666667,0.6666666666666666
ROI324,1662.0,0.6666666666666666
ROI325,1661.6666666666667,0.6666666666666666
ROI326,1664.0,0.6666666666666666
ROI327,1662.0,0.6666666666666666
ROI328,1662.6666666666667,0.6666666666666666
ROI329,1663.0,0.6666666666666666
ROI330,1662.3333333333333,0.6666666666666666
ROI331,1662.0,0.6666666666666666
ROI332,1662.6666666666667,0.6666666666666666
ROI333,1666.3333333333333,0.6666666666666666
ROI334,1659.6666666666667,0.6666666666666666
ROI335,1663.3333333333333,0.6666666666666666
ROI336,1662.3333333333333,0.6666666666666666
ROI337,1662.6666666666667,0.6666666666666666
ROI338,1662.6666666666667,0.6666666666666666
ROI339,1329.5,0.8333333333333334
ROI340,1662.0,0.6666666666666666
ROI341,1659.3333333333333,0.6666666666666666
ROI342,1663.0,0.6666666666666666
ROI343,1660.3333333333333,0.6666666666666666
ROI344,1662.6666666666667,0.6666666666666666
ROI345,1662.6666666666667,0.6666666666666666
ROI346,1661.0,0.6666666666666666
ROI347,1664.6666666666667,0.6666666666666666
ROI348,1661.3333333333333,0.6666666666666666
ROI349,1662.0,0.6666666666666666
ROI350,1662.3333333333333,0.6666666666666666
ROI351,1662.6666666666667,0.6666666666666666
ROI352,1662.0,0.6666666666666666
ROI353,1247.25,0.8333333333333334
ROI354,1664.6666666666667,0.6666666666666666
ROI355,1664.0,0.6666666666666666
ROI356,1659.0,0.6666666666666666
ROI357,1662.3333333333333,0.6666666666666666
ROI358,1662.0,0.6666666666666666
ROI359,1245.75,0.8333333333333334
ROI360,1662.0,0.6666666666666666
ROI361,1662.3333333333333,0.6666666666666666
ROI362,1662.0,0.6666666666666666
ROI363,1662.6666666666667,0.6666666666666666
ROI364,1661.6666666666667,0.6666666666666666
ROI365,1246.5,0.8333333333333334
ROI366,1247.0,0.8333333333333334
ROI367,1663.3333333333333,0.6666666666666666
ROI368,1662.0,0.6666666666666666
ROI369,1664.0,0.6666666666666666
ROI370,1662.0,0.6666666666666666
ROI371,1246.75,0.8333333333333334
ROI372,1246.0,0.8333333333333334
ROI373,1663.3333333333333,0.6666666666666666
ROI374,1662.6666666666667,0.6666666666666666
ROI375,1662.6666666666667,0.6666666666666666
ROI376,1663.3333333333333,0.6666666666666666
ROI377,1662.3333333333333,0.6666666666666666
ROI378,1662.0,0.6666666666666666
ROI379,1661.0,0.6666666666666666
ROI380,1662.3333333333333,0.6666666666666666
ROI381,1246.25,0.8333333333333334
ROI382,1662.3333333333333,0.6666666666666666
ROI383,1666.3333333333333,0.6666666666666666
ROI384,1662.3333333333333,0.6666666666666666
ROI385,1664.6666666666667,0.6666666666666666
ROI386,1662.0,0.6666666666666666
ROI387,1658.6666666666667,0.6666666666666666
ROI388,1662.3333333333333,0.6666666666666666
ROI389,1663.6666666666667,0.6666666666666666
ROI390,1662.3333333333333,0.6666666666666666
ROI391,1663.0,0.6666666666666666
ROI392,1246.75,0.8333333333333334
ROI393,1662.6666666666667,0.6666666666666666
ROI394,1662.6666666666667,0.6666666666666666
ROI395,1663.3333333333333,0.6666666666666666
ROI396,1662.0,0.6666666666666666
ROI397,1248.5,0.8333333333333334
ROI398,1663.3333333333333,0.6666666666666666
ROI399,1662.0,0.6666666666666666
ROI400,1662.3333333333333,0.6666666666666666
ROI401,1662.6666666666667,0.6666666666666666
ROI402,1659.6666666666667,0.6666666666666666
ROI403,1662.3333333333333,0.6666666666666666
ROI404,1663.0,0.6666666666666666
ROI405,1662.3333333333333,0.6666666666666666
ROI406,1662.6666666666667,0.6666666666666666
ROI407,1662.3333333333333,0.6666666666666666
ROI408,1661.0,0.6666666666666666
ROI409,1663.3333333333333,0.6666666666666666
ROI410,1662.6666666666667,0.6666666666666666
ROI411,1247.75,0.8333333333333334
ROI412,1662.3333333333333,0.6666666666666666
ROI413,1662.6666666666667,0.6666666666666666
ROI414,1249.5,0.8333333333333334
ROI415,1663.0,0.6666666666666666
ROI416,1247.25,0.8333333333333334
ROI417,1663.0,0.6666666666666666
ROI418,1661.6666666666667,0.6666666666666666
ROI419,1662.6666666666667,0.6666666666666666
ROI420,1245.75,0.8333333333333334
ROI421,1662.3333333333333,0.6666666666666666
ROI422,1661.6666666666667,0.6666666666666666
ROI423,1662.6666666666667,0.6666666666666666
ROI424,1663.6666666666667,0.6666666666666666
ROI425,1663.3333333333333,0.6666666666666666
ROI426,1662.6666666666667,0.6666666666666666
ROI427,1661.6666666666667,0.6666666666666666
ROI428,1663.6666666666667,0.6666666666666666
ROI429,1661.3333333333333,0.6666666666666666
ROI430,1663.6666666666667,0.6666666666666666
ROI431,1665.3333333333333,0.6666666666666666
ROI432,1662.3333333333333,0.6666666666666666
ROI433,1661.3333333333333,0.6666666666666666
ROI434,1248.25,0.8333333333333334
ROI435,1248.75,0.8333333333333334
ROI436,1661.6666666666667,0.6666666666666666
ROI437,1662.0,0.6666666666666666
ROI438,1664.3333333333333,0.6666666666666666
ROI439,1662.0,0.6666666666666666
ROI440,1662.0,0.6666666666666666
ROI441,1662.0,0.6666666666666666
ROI442,1662.6666666666667,0.6666666666666666
ROI443,1663.3333333333333,0.6666666666666666
ROI444,1664.6666666666667,0.6666666666666666
ROI445,1662.3333333333333,0.6666666666666666
ROI446,1659.6666666666667,0.6666666666666666
ROI447,1247.25,0.8333333333333334
ROI448,1663.3333333333333,0.6666666666666666
ROI449,1662.0,0.6666666666666666
ROI450,1247.5,0.8333333333333334
ROI451,1661.6666666666667,0.6666666666666666
ROI452,1662.3333333333333,0.6666666666666666
ROI453,1666.0,0.6666666666666666
ROI454,1246.5,0.8333333333333334
ROI455,1662.0,0.6666666666666666
ROI456,1662.6666666666667,0.6666666666666666
ROI457,1662.6666666666667,0.6666666666666666
ROI458,1661.3333333333333,0.6666666666666666
ROI459,1662.6666666666667,0.6666666666666666
ROI460,1663.6666666666667,0.6666666666666666
ROI461,1663.0,0.6666666666666666
ROI462,1662.0,0.6666666666666666
ROI463,1656.6666666666667,0.6666666666666666
ROI464,1660.6666666666667,0.6666666666666666
ROI465,1665.3333333333333,0.6666666666666666
ROI466,1662.6666666666667,0.6666666666666666
ROI467,1662.6666666666667,0.6666666666666666
ROI468,1661.0,0.6666666666666666
ROI469,1665.0,0.6666666666666666
ROI470,1663.3333333333333,0.6666666666666666
ROI471,1246.75,0.8333333333333334
ROI472,1662.6666666666667,0.6666666666666666
ROI473,1661.6666666666667,0.6666666666666666
ROI474,1660.6666666666667,0.6666666666666666
ROI475,1662.0,0.6666666666666666
ROI476,1244.75,0.8333333333333334
ROI477,1664.0,0.6666666666666666
ROI478,1662.3333333333333,0.6666666666666666
ROI479,1662.0,0.6666666666666666
ROI480,1662.6666666666667,0.6666666666666666
ROI481,1663.6666666666667,0.6666666666666666
ROI482,1661.3333333333333,0.6666666666666666
ROI483,1665.6666666666667,0.6666666666666666
ROI484,1662.0,0.6666666666666666
ROI485,1246.5,0.8333333333333334
ROI486,1243.25,0.8333333333333334
ROI487,1662.6666666666667,0.6666666666666666
ROI488,1662.6666666666667,0.6666666666666666
ROI489,1662.3333333333333,0.6666666666666666
ROI490,1663.0,0.6666666666666666
ROI491,1661.6666666666667,0.6666666666666666
ROI492,1662.0,0.6666666666666666
ROI493,1663.3333333333333,0.6666666666666666
ROI494,1662.6666666666667,0.6666666666666666
ROI495,1663.0,0.6666666666666666
ROI496,1662.6666666666667,0.6666666666666666
ROI497,1665.0,0.6666666666666666
ROI498,1661.6666666666667,0.6666666666666666
ROI499,1660.6666666666667,0.6666666666666666
ROI500,1664.3333333333333,0.6666666666666666
ROI501,1662.6666666666667,0.6666666666666666
ROI502,1661.0,0.6666666666666666
ROI503,1662.0,0.6666666666666666
ROI504,1665.0,0.6666666666666666
ROI505,1667.0,0.6666666666666666
ROI506,1661.6666666666667,0.6666666666666666
ROI507,1661.6666666666667,0.6666666666666666
ROI508,1248.25,0.8333333333333334
ROI509,1661.3333333333333,0.6666666666666666
ROI510,1664.0,0.6666666666666666
ROI511,1659.0,0.6666666666666666
ROI512,1661.6666666666667,0.6666666666666666
ROI513,1665.0,0.6666666666666666
ROI514,1246.75,0.8333333333333334
ROI515,1246.75,0.8333333333333334
ROI516,1661.6666666666667,0.6666666666666666
ROI517,1662.3333333333333,0.6666666666666666
ROI518,1662.0,0.6666666666666666
ROI519,1660.0,0.6666666666666666
ROI520,1664.6666666666667,0.6666666666666666
ROI521,1662.3333333333333,0.6666666666666666
ROI522,1662.6666666666667,0.6666666666666666
ROI523,1662.6666666666667,0.6666666666666666
ROI524,1662.3333333333333,0.6666666666666666
ROI525,1661.3333333333333,0.6666666666666666
ROI526,1661.3333333333333,0.6666666666666666
ROI527,1383.25,0.8333333333333334
ROI528,1663.6666666666667,0.6666666666666666
ROI529,1661.0,0.6666666666666666
ROI530,1664.0,0.6666666666666666
ROI531,1664.0,0.6666666666666666
ROI532,1246.0,0.8333333333333334
ROI533,1661.6666666666667,0.6666666666666666
ROI534,1662.6666666666667,0.6666666666666666
ROI535,1664.3333333333333,0.6666666666666666
ROI536,1665.6666666666667,0.6666666666666666
ROI537,1663.3333333333333,0.6666666666666666
ROI538,1665.6666666666667,0.6666666666666666
ROI539,1245.75,0.8333333333333334
ROI540,1664.0,0.6666666666666666
ROI541,1663.3333333333333,0.6666666666666666
ROI542,1662.0,0.6666666666666666
ROI543,1662.3333333333333,0.6666666666666666
ROI544,1658.3333333333333,0.6666666666666666
ROI545,1660.3333333333333,0.6666666666666666
ROI546,1247.5,0.8333333333333334
ROI547,1246.25,0.8333333333333334
ROI548,1662.3333333333333,0.6666666666666666
ROI549,1666.3333333333333,0.6666666666666666
ROI550,1665.6666666666667,0.6666666666666666
ROI551,1660.3333333333333,0.6666666666666666
ROI552,1664.3333333333333,0.6666666666666666
ROI553,1662.6666666666667,0.6666666666666666
ROI554,1662.6666666666667,0.6666666666666666
ROI555,1349.0,0.8333333333333334
ROI556,1663.0,0.6666666666666666
ROI557,1661.3333333333333,0.6666666666666666
ROI558,1665.0,0.6666666666666666
ROI559,1662.6666666666667,0.6666666666666666
ROI560,1662.3333333333333,0.6666666666666666
ROI561,1662.0,0.6666666666666666
ROI562,1662.6666666666667,0.6666666666666666
ROI563,1662.3333333333333,0.6666666666666666
ROI564,1665.0,0.6666666666666666
ROI565,1246.5,0.8333333333333334
ROI566,1244.5,0.8333333333333334
ROI567,1247.0,0.8333333333333334
ROI568,1666.6666666666667,0.6666666666666666
ROI569,1249.5,0.8333333333333334
ROI570,1663.0,0.6666666666666666
ROI571,1664.0,0.6666666666666666
ROI572,1660.6666666666667,0.6666666666666666
ROI573,1662.6666666666667,0.6666666666666666
ROI574,1661.6666666666667,0.6666666666666666
ROI575,1661.6666666666667,0.6666666666666666
ROI576,1658.3333333333333,0.6666666666666666
ROI577,1662.3333333333333,0.6666666666666666
ROI578,1662.3333333333333,0.6666666666666666
ROI579,1659.3333333333333,0.6666666666666666
ROI580,1661.3333333333333,0.6666666666666666
ROI581,1662.3333333333333,0.6666666666666666
ROI582,1664.6666666666667,0.6666666666666666
ROI583,1660.6666666666667,0.6666666666666666
ROI584,1665.3333333333333,0.6666666666666666
ROI585,1660.0,0.6666666666666666
ROI586,1662.3333333333333,0.6666666666666666
ROI587,1247.0,0.8333333333333334
ROI588,1666.0,0.6666666666666666
ROI589,1662.3333333333333,0.6666666666666666
ROI590,1663.0,0.6666666666666666
ROI591,1246.25,0.8333333333333334
ROI592,1664.0,0.6666666666666666
ROI593,1246.0,0.8333333333333334
ROI594,1660.0,0.6666666666666666
ROI595,1658.3333333333333,0.6666666666666666
ROI596,1660.6666666666667,0.6666666666666666
ROI597,1662.3333333333333,0.6666666666666666
