0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
1.0,0.8333333333333333,1.0,0.7647058823529411,0.909090909090909,1.0,1.0,0.7,0.7777777777777778,1.0,0.9285714285714286,1.0,0.6818181818181819,0.9166666666666666,1.0,0.857142857142857,1.0,0.7333333333333334,0.31818181818181823,1.0,0.9166666666666666,0.9285714285714286,0.9500000000000001,0.9090909090909091,1.0,1.0,0.8461538461538463,0.7692307692307693,1.0,0.75,0.9166666666666666,0.7333333333333334,0.9166666666666666,0.631578947368421,0.7692307692307693,0.7777777777777777,0.8125,0.7272727272727273,0.7142857142857142,0.7142857142857142,0.8125,0.9,0.7272727272727273,1.0,0.8333333333333334,1.0,0.736842105263158,0.8571428571428571,0.9285714285714286,0.9166666666666666,0.8461538461538463,1.0,0.9166666666666666,1.0,0.7142857142857142,1.0,0.8823529411764706,0.6363636363636364,0.7857142857142856,0.8333333333333333,1.0,0.8333333333333333,1.0,0.7272727272727273,0.8571428571428571,0.875,0.9,1.0,0.8333333333333334,0.38461538461538464,0.7272727272727273,1.0,1.0,1.0,0.611111111111111,1.0,0.857142857142857,0.4444444444444445,0.888888888888889
0.8333333333333333,1.0,0.8333333333333333,0.8333333333333333,0.9166666666666665,0.9090909090909092,0.8333333333333333,0.8333333333333333,0.9166666666666665,0.9090909090909091,0.8333333333333334,0.8333333333333333,0.9166666666666666,0.75,1.0,0.9166666666666666,0.8333333333333334,0.8333333333333334,0.5,1.0,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8181818181818181,0.8333333333333333,0.75,0.8333333333333334,0.8333333333333333,1.0,0.75,0.9166666666666666,0.8333333333333334,0.9166666666666665,0.6666666666666666,0.8333333333333334,0.888888888888889,0.8333333333333333,0.8333333333333334,0.7142857142857142,0.75,0.8333333333333334,0.9,0.6363636363636364,0.8333333333333333,0.8333333333333333,1.0,0.75,0.8333333333333333,0.6666666666666666,0.9166666666666666,0.8333333333333333,0.9090909090909092,0.8333333333333334,0.9090909090909091,0.8333333333333334,0.8333333333333334,0.9166666666666665,0.7272727272727273,0.8333333333333333,0.8333333333333334,0.875,0.9166666666666666,0.9090909090909091,0.7272727272727273,1.0,1.0,1.0,1.0,0.8333333333333333,0.5,0.7272727272727273,0.888888888888889,1.0,1.0,0.8333333333333334,1.0,0.8571428571428571,0.5833333333333333,0.888888888888889
1.0,0.8333333333333333,1.0,0.6470588235294117,1.0,0.9090909090909092,1.0,0.6000000000000002,0.6666666666666666,1.0,0.9285714285714286,1.0,0.75,0.9166666666666666,1.0,0.8571428571428571,1.0,0.7333333333333334,0.35000000000000003,1.0,0.8333333333333333,0.8571428571428571,0.9500000000000001,0.7272727272727273,0.9166666666666665,1.0,0.8461538461538463,0.8461538461538463,1.0,0.75,0.8333333333333333,0.7333333333333334,0.8333333333333333,0.5789473684210527,0.7692307692307693,0.7777777777777777,0.75,0.8000000000000002,0.42857142857142855,0.7142857142857142,0.8125,1.0,0.7272727272727273,0.9166666666666665,0.8333333333333333,1.0,0.631578947368421,0.8571428571428571,0.9285714285714286,0.9166666666666666,0.8461538461538463,1.0,0.9166666666666665,1.0,0.7142857142857142,1.0,0.9411764705882353,0.6363636363636364,0.7857142857142857,0.8333333333333333,1.0,0.7777777777777778,0.9090909090909092,0.7272727272727273,0.857142857142857,0.875,0.9,1.0,0.8333333333333334,0.46153846153846156,0.7272727272727273,1.0,1.0,1.0,0.611111111111111,1.0,0.8571428571428571,0.4444444444444445,0.7777777777777778
0.7647058823529411,0.8333333333333333,0.6470588235294117,1.0,0.7058823529411765,0.9090909090909091,0.7058823529411765,0.8823529411764706,0.7058823529411765,0.9090909090909091,0.7857142857142856,0.7058823529411765,0.7647058823529411,0.9166666666666667,1.0,0.7857142857142856,0.75,0.7333333333333334,0.35294117647058826,1.0,0.9166666666666665,0.9285714285714285,0.7647058823529411,0.8181818181818181,0.9166666666666666,0.588235294117647,0.8461538461538463,0.7692307692307693,1.0,0.75,0.8333333333333334,0.7333333333333334,0.9166666666666666,0.7647058823529411,0.8461538461538463,0.7777777777777777,0.75,0.7058823529411765,0.8571428571428571,0.7142857142857142,0.6875,0.9,0.8181818181818182,0.9166666666666666,0.8333333333333334,1.0,0.823529411764706,0.9285714285714287,0.7142857142857142,0.9166666666666666,0.7692307692307693,0.9090909090909092,0.9166666666666666,1.0,0.7142857142857142,1.0,0.6470588235294117,0.6363636363636364,0.7857142857142856,0.8333333333333334,0.875,0.6470588235294118,1.0,0.7272727272727274,0.8571428571428571,0.875,0.9,1.0,0.8333333333333334,0.38461538461538464,0.7272727272727273,1.0,1.0,1.0,0.6470588235294117,1.0,0.857142857142857,0.4705882352941177,1.0
0.9090909090909091,0.9166666666666665,1.0,0.7058823529411765,1.0,0.9090909090909091,1.0,0.65,0.7222222222222221,1.0,0.9285714285714286,1.0,0.7499999999999999,0.9166666666666666,1.0,1.0,1.0,0.8,0.3076923076923077,1.0,0.8333333333333333,0.9285714285714286,0.9500000000000001,0.7272727272727273,1.0,1.0,0.8461538461538463,0.8461538461538463,1.0,0.75,0.9166666666666666,0.8,0.9166666666666665,0.7368421052631577,0.8461538461538463,0.8888888888888891,0.75,0.6451612903225806,0.5714285714285714,0.7142857142857142,0.875,1.0,0.7272727272727273,1.0,0.9166666666666665,1.0,0.7368421052631577,0.9285714285714286,0.9285714285714287,1.0,0.8461538461538463,1.0,0.9166666666666666,1.0,0.7142857142857142,1.0,1.0,0.7272727272727273,0.7857142857142856,0.8333333333333333,1.0,0.8333333333333333,0.9090909090909091,0.7272727272727274,1.0,1.0,1.0,1.0,0.9166666666666667,0.46153846153846156,0.7272727272727273,1.0,1.0000000000000002,1.0,0.6111111111111112,1.0,0.8571428571428571,0.5,0.888888888888889
1.0,0.9090909090909092,0.9090909090909092,0.9090909090909091,0.9090909090909091,1.0,0.9090909090909091,0.9090909090909091,1.0,0.9090909090909092,0.9090909090909091,0.9090909090909091,0.9090909090909093,0.8181818181818182,1.0,0.9090909090909091,0.9090909090909092,0.9090909090909091,0.5454545454545454,1.0,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.8181818181818182,0.9090909090909091,0.9090909090909092,1.0,0.75,1.0,0.9090909090909091,0.9090909090909091,0.8181818181818181,0.8181818181818182,0.7777777777777779,0.9090909090909092,0.7272727272727273,0.7142857142857142,0.8181818181818181,0.9090909090909091,0.9,0.6363636363636364,0.9090909090909091,0.8181818181818181,1.0,0.8181818181818182,0.9090909090909091,0.7272727272727273,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.8181818181818182,0.9090909090909092,0.9090909090909091,0.6363636363636364,0.9090909090909092,0.9090909090909093,0.875,0.9090909090909091,0.9090909090909092,0.7272727272727273,0.8571428571428571,0.875,0.9000000000000001,1.0,0.8181818181818182,0.4545454545454546,0.7272727272727273,0.888888888888889,1.0,1.0,0.9090909090909091,1.0,0.857142857142857,0.6363636363636364,0.7777777777777778
1.0,0.8333333333333333,1.0,0.7058823529411765,1.0,0.9090909090909092,1.0,0.7222222222222223,0.7222222222222223,1.0,0.9285714285714285,1.0,0.8333333333333335,0.9166666666666666,1.0,0.857142857142857,0.9375,0.6666666666666667,0.33333333333333337,1.0,0.9166666666666666,0.9285714285714286,1.0,0.8181818181818182,1.0,0.8888888888888891,0.8461538461538463,0.7692307692307693,1.0,0.75,0.8333333333333334,0.6666666666666667,0.9166666666666665,0.8333333333333334,0.7692307692307692,0.7777777777777777,0.8125,0.8333333333333333,0.8571428571428571,0.7142857142857142,0.8125,0.9,0.8181818181818182,0.9166666666666666,0.8333333333333334,1.0,0.6111111111111112,0.857142857142857,0.857142857142857,0.9166666666666667,0.8461538461538463,1.0,0.9166666666666667,1.0,0.6428571428571428,1.0,0.9411764705882354,0.7272727272727273,0.7857142857142856,0.8333333333333334,1.0,0.7777777777777778,1.0,0.7272727272727274,0.857142857142857,0.875,0.9,1.0,0.75,0.3076923076923077,0.7272727272727273,1.0,1.0,1.0000000000000002,0.6111111111111112,1.0,0.857142857142857,0.4444444444444445,0.888888888888889
0.7000000000000002,0.8333333333333333,0.6000000000000002,0.8823529411764706,0.6500000000000001,0.9090909090909091,0.7222222222222223,1.0,0.7222222222222224,0.9090909090909091,0.7857142857142856,0.7000000000000001,0.7000000000000001,0.9166666666666666,1.0,0.9285714285714287,0.75,0.8,0.3000000000000001,1.0,1.0,1.0,0.8,0.8181818181818181,0.9166666666666666,0.6111111111111112,0.8461538461538463,0.8461538461538463,1.0,0.75,0.8333333333333333,0.8,1.0,0.631578947368421,0.8461538461538463,0.7777777777777777,0.75,0.75,0.8571428571428571,0.7142857142857142,0.75,0.9,0.9090909090909091,1.0,0.8333333333333334,1.0,0.7368421052631577,0.9285714285714287,0.7142857142857142,0.9166666666666666,0.7692307692307693,0.9090909090909091,0.9166666666666666,1.0,0.7857142857142856,1.0,0.7647058823529411,0.8181818181818181,0.7857142857142856,0.8333333333333333,1.0,0.6666666666666667,1.0,0.7272727272727273,0.8571428571428571,0.875,0.9,1.0,0.8333333333333334,0.3076923076923077,0.7272727272727273,1.0,1.0,1.0,0.611111111111111,1.0,0.857142857142857,0.4444444444444445,0.888888888888889
0.7777777777777779,0.9166666666666666,0.6666666666666667,0.7058823529411765,0.7222222222222224,1.0,0.7222222222222224,0.7222222222222224,1.0,0.9090909090909091,0.7142857142857142,0.6666666666666667,0.6666666666666666,0.9166666666666667,1.0,0.9285714285714286,0.8125,0.8,0.33333333333333337,1.0,1.0,0.9285714285714286,0.7222222222222223,0.9090909090909092,0.9166666666666667,0.6111111111111112,0.8461538461538463,0.8461538461538463,1.0,0.75,1.0,0.8,1.0,0.6666666666666666,0.8461538461538463,0.888888888888889,0.8125,0.6666666666666667,0.7142857142857142,0.7142857142857142,0.6875,0.9,0.8181818181818182,0.9166666666666667,0.9166666666666666,1.0,0.7222222222222224,0.7857142857142857,0.7142857142857142,1.0,0.7692307692307692,0.9090909090909091,0.9166666666666667,1.0,0.7857142857142856,0.9166666666666666,0.7647058823529411,0.7272727272727273,0.7142857142857142,0.8333333333333333,1.0,0.7222222222222223,1.0,0.7272727272727273,0.9999999999999998,1.0,1.0,1.0,0.9166666666666666,0.38461538461538464,0.7272727272727273,1.0,1.0,1.0,0.5555555555555556,1.0,0.857142857142857,0.38888888888888895,0.888888888888889
1.0,0.9090909090909091,1.0,0.9090909090909091,1.0,0.9090909090909092,1.0,0.9090909090909092,0.9090909090909091,1.0,1.0,1.0,1.0,1.0,1.0,0.9090909090909092,1.0,1.0,0.5454545454545454,1.0,0.9090909090909091,0.9090909090909091,1.0,0.7272727272727273,1.0,0.9090909090909092,0.9090909090909092,1.0,1.0,0.75,0.9090909090909091,1.0,0.9090909090909091,0.7272727272727273,1.0,0.7777777777777777,0.9090909090909091,0.9090909090909091,0.7142857142857142,0.9090909090909091,1.0,1.0000000000000002,0.7272727272727273,0.9090909090909091,0.9090909090909091,1.0,0.9090909090909091,1.0,0.8181818181818182,1.0,0.9090909090909091,1.0,1.0,1.0,0.8181818181818181,1.0,0.9090909090909091,0.6363636363636364,0.9090909090909091,0.9090909090909093,0.875,0.9090909090909091,0.9090909090909092,0.7272727272727274,0.8571428571428571,0.875,0.9,1.0,0.8181818181818182,0.4545454545454546,0.7272727272727273,0.888888888888889,1.0,1.0,0.9090909090909091,1.0,0.8571428571428571,0.6363636363636365,0.888888888888889
