0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147
1.0,1.0,1.0,0.7647058823529411,0.7222222222222223,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9523809523809524,0.42857142857142855,1.0,1.0,1.0,1.0,0.4761904761904762,1.0,1.0,1.0,0.7058823529411765,1.0,1.0,1.0,1.0,1.0,0.9047619047619047,0.8,1.0,1.0,1.0,0.9523809523809524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9047619047619047,1.0,1.0,1.0,0.6666666666666667,1.0,0.9523809523809524,0.2777777777777778,1.0,1.0,0.9473684210526316,0.9047619047619048,1.0,1.0,0.9523809523809524,1.0,1.0,1.0,0.9523809523809524,1.0,0.8095238095238095,1.0,0.8,1.0,1.0,0.9411764705882354,0.8571428571428571,1.0,1.0,1.0,1.0,0.9523809523809524,0.9523809523809524,1.0,0.9375,0.9523809523809524,1.0,0.0,0.9047619047619047,1.0,1.0,1.0,0.8095238095238095,1.0,0.9523809523809524,1.0000000000000002,1.0,0.9047619047619048,0.9000000000000001,0.9523809523809524,1.0,1.0,1.0,0.6666666666666666,0.9047619047619049,0.9523809523809524,1.0,1.0,1.0,0.7857142857142857,0.9523809523809524,0.9523809523809524,0.9523809523809524,1.0,0.8461538461538461,0.8571428571428572,0.9000000000000001,0.9230769230769231,1.0,0.7894736842105263,0.9,0.8,0.9523809523809524,0.9411764705882354,0.9523809523809524,0.9047619047619049,0.8461538461538463,1.0,0.9,0.9090909090909091,1.0,0.95,0.9090909090909091,0.9,0.8,0.9,1.0,1.0,0.9375,0.9523809523809524,0.8571428571428572,1.0,1.0,0.857142857142857
1.0,1.0,1.0,0.7647058823529411,0.7222222222222223,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0,0.9523809523809524,0.42857142857142855,1.0,1.0,1.0,1.0,0.5238095238095237,1.0,1.0,1.0,0.7058823529411765,1.0,1.0,1.0,1.0,1.0,0.9523809523809524,0.8,1.0,1.0,1.0,0.9523809523809524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9047619047619047,1.0,1.0,1.0,0.6111111111111112,1.0,0.9523809523809524,0.2777777777777778,1.0,1.0,0.8947368421052633,0.9047619047619047,1.0,1.0,0.9523809523809524,1.0,1.0,1.0,0.9523809523809524,1.0,0.8095238095238095,1.0,0.8,1.0,1.0,0.9411764705882353,0.8571428571428572,1.0,1.0,1.0,1.0,0.9523809523809524,0.9523809523809524,1.0,0.9375,0.9523809523809524,1.0,0.0,0.9047619047619047,1.0,1.0,1.0,0.8095238095238095,1.0,0.9523809523809524,1.0000000000000002,0.9523809523809524,0.8571428571428571,0.9,0.9523809523809524,1.0,1.0,1.0,0.6666666666666666,0.9047619047619047,0.9523809523809524,1.0,1.0,1.0,0.7857142857142856,0.9523809523809524,0.9523809523809524,1.0,1.0,0.8461538461538463,0.8571428571428571,0.9,0.9230769230769231,1.0,0.7894736842105263,0.9,0.8,0.9523809523809524,0.9411764705882354,0.9523809523809524,0.9047619047619047,0.7692307692307693,1.0,0.9,0.9090909090909091,1.0,0.9500000000000001,0.9090909090909091,0.9,0.7999999999999999,0.9,1.0,1.0,0.9375,0.9523809523809524,0.8571428571428572,1.0,1.0,0.857142857142857
1.0,0.9999999999999998,1.0,0.8823529411764706,0.8333333333333333,1.0,1.0,1.0,0.9130434782608695,0.9545454545454545,0.9999999999999998,0.9130434782608695,0.9130434782608695,0.9545454545454545,0.9545454545454546,0.9130434782608696,0.9565217391304349,0.9545454545454546,0.9523809523809524,0.9545454545454545,1.0,1.0,1.0000000000000002,0.8695652173913043,0.4166666666666667,0.875,0.9166666666666666,1.0000000000000002,1.0,0.5,0.9166666666666666,1.0,1.0,0.823529411764706,1.0,1.0,1.0,0.8749999999999999,0.9130434782608695,0.7083333333333331,0.75,0.8749999999999999,1.0,0.9545454545454545,0.9090909090909091,0.9166666666666665,0.875,1.0,0.9545454545454544,1.0,0.9545454545454545,0.9130434782608696,0.9130434782608696,0.8749999999999999,0.9523809523809524,0.8749999999999999,0.826086956521739,1.0,0.5555555555555556,1.0,0.8333333333333333,0.4444444444444445,0.9090909090909092,1.0,0.9473684210526314,0.9047619047619047,1.0,1.0,0.9090909090909091,1.0,0.8750000000000001,1.0,0.8749999999999999,0.9130434782608695,0.8095238095238095,1.0,0.9,0.9130434782608695,1.0,0.9411764705882354,0.857142857142857,0.875,0.9545454545454545,0.8695652173913043,1.0,0.9523809523809524,0.9130434782608695,0.8749999999999998,1.0,0.9523809523809524,0.8695652173913042,0.0,0.7826086956521738,1.0,1.0,0.9130434782608695,0.7727272727272726,1.0,0.9523809523809524,0.8749999999999999,0.9545454545454546,0.9523809523809524,0.9000000000000001,0.9090909090909091,1.0,1.0,0.8333333333333334,0.8333333333333333,0.9090909090909092,0.9047619047619047,0.9130434782608695,1.0,0.9545454545454545,0.7857142857142856,0.9047619047619047,0.909090909090909,0.9523809523809524,1.0,0.9230769230769231,0.8333333333333331,0.9,1.0,1.0,0.8421052631578948,1.0,0.8666666666666667,0.8333333333333333,0.8823529411764706,0.9523809523809524,0.7499999999999999,0.7692307692307694,1.0,1.0,1.0,1.0000000000000002,0.9500000000000002,1.0,1.0,0.9000000000000001,1.0,0.9523809523809522,0.9166666666666665,1.0,0.8749999999999999,0.7916666666666665,1.0,0.9473684210526315,0.75
0.7647058823529411,0.7647058823529411,0.8823529411764706,1.0,0.5294117647058824,0.7647058823529411,0.7058823529411765,0.7647058823529411,0.7647058823529412,0.7647058823529411,0.6470588235294118,0.7058823529411765,0.7647058823529411,0.7647058823529411,0.6470588235294118,0.7647058823529411,0.823529411764706,0.7647058823529411,0.7058823529411765,0.7647058823529411,0.7058823529411765,0.7058823529411766,0.7058823529411766,0.7058823529411765,0.6470588235294118,0.7647058823529411,0.823529411764706,0.6470588235294118,0.7647058823529411,0.5294117647058824,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.7058823529411765,0.7058823529411766,0.7647058823529411,0.7647058823529411,0.6470588235294118,0.7058823529411765,0.7058823529411765,0.5882352941176471,0.6470588235294118,0.823529411764706,0.7647058823529412,0.6470588235294118,0.823529411764706,0.7647058823529411,0.7058823529411765,0.7058823529411766,0.7647058823529411,0.6470588235294118,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.7058823529411766,0.6470588235294118,0.7647058823529412,0.35294117647058826,0.7647058823529411,0.6470588235294117,0.5294117647058822,0.7647058823529412,0.823529411764706,0.6470588235294117,0.6470588235294117,0.6666666666666666,0.7647058823529411,0.7058823529411765,0.7647058823529411,0.7647058823529412,0.6923076923076924,0.6470588235294118,0.7058823529411765,0.7647058823529411,0.6000000000000001,0.9,0.7647058823529411,1.0,0.7647058823529412,0.6470588235294118,0.7647058823529412,0.7647058823529411,0.6470588235294117,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.7058823529411766,0.8125,0.7647058823529412,0.7058823529411765,0.0,0.588235294117647,0.7647058823529411,0.7647058823529411,0.7058823529411766,0.7058823529411766,0.625,0.7058823529411765,0.7647058823529411,0.7647058823529412,0.7058823529411765,0.5882352941176471,0.7647058823529411,0.7647058823529411,0.7058823529411766,0.7058823529411765,0.8333333333333333,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.6470588235294117,0.7647058823529411,0.4999999999999999,0.7058823529411765,0.7058823529411766,0.7647058823529412,0.7647058823529412,0.9230769230769231,0.7058823529411766,0.7,0.9230769230769231,0.7647058823529411,0.7647058823529411,1.0,0.7333333333333334,0.7058823529411765,0.6470588235294117,0.7058823529411765,0.5294117647058824,0.5384615384615387,0.7647058823529412,1.0,1.0,0.7647058823529412,0.7058823529411765,0.9090909090909092,1.0,1.0,1.0,0.7647058823529411,0.7058823529411766,0.75,0.7058823529411766,0.5882352941176471,0.625,0.7058823529411765,0.5294117647058824
0.7222222222222224,0.7222222222222224,0.8333333333333335,0.5294117647058824,1.0,0.7222222222222224,0.7222222222222224,0.7777777777777779,0.8333333333333334,0.7777777777777779,0.7777777777777778,0.8333333333333335,0.7777777777777777,0.7777777777777779,0.7777777777777779,0.8333333333333333,0.7777777777777778,0.7777777777777778,0.8333333333333335,0.8333333333333334,0.7222222222222224,0.6666666666666667,0.7222222222222223,0.7777777777777779,0.38888888888888884,0.7777777777777778,0.9444444444444444,0.6666666666666667,0.7222222222222224,0.7777777777777777,0.9444444444444445,0.7222222222222223,0.7777777777777779,0.4705882352941177,0.7777777777777779,0.7222222222222223,0.7222222222222221,0.7777777777777779,0.7777777777777779,0.9444444444444445,0.6666666666666667,0.9444444444444444,0.6666666666666666,0.7777777777777779,0.7777777777777777,0.7777777777777779,0.8333333333333335,0.7222222222222223,0.7777777777777778,0.7222222222222223,0.8333333333333335,0.8333333333333334,0.8333333333333335,0.888888888888889,0.6666666666666667,0.8333333333333333,0.7777777777777778,0.7222222222222224,0.7222222222222224,0.7222222222222221,0.7222222222222224,0.4444444444444445,0.7777777777777778,0.7222222222222224,0.7222222222222224,0.7777777777777779,0.7333333333333333,0.7222222222222224,0.6666666666666667,0.7222222222222223,0.7222222222222223,0.6923076923076923,0.6111111111111112,0.7777777777777779,0.5555555555555556,0.6666666666666666,0.7,0.7777777777777778,0.5,0.6470588235294117,0.5,0.6666666666666666,0.7777777777777779,0.7222222222222224,0.7777777777777777,0.8333333333333335,0.7222222222222224,0.6666666666666667,0.625,0.7222222222222221,0.7777777777777778,0.0,0.7777777777777779,0.7222222222222224,0.7777777777777779,0.7222222222222224,0.5555555555555556,0.625,0.6666666666666667,0.8888888888888892,0.7777777777777779,0.7222222222222224,0.5555555555555556,0.6666666666666667,0.7222222222222224,0.6666666666666667,0.6666666666666667,0.6666666666666666,0.7777777777777778,0.7777777777777778,0.8333333333333335,0.6470588235294117,0.888888888888889,0.5714285714285714,0.8333333333333333,0.7222222222222224,0.6666666666666666,0.7222222222222224,0.6153846153846154,0.6111111111111112,0.8,0.7692307692307692,0.7777777777777779,0.5,0.7,0.6666666666666667,0.6666666666666667,0.5882352941176471,0.7777777777777778,0.7222222222222224,0.6923076923076923,0.7222222222222223,0.7,0.7272727272727274,0.6111111111111112,0.7222222222222224,0.7272727272727273,0.7,0.7,0.7000000000000001,0.7222222222222223,0.6666666666666667,0.75,0.7222222222222224,0.611111111111111,0.625,0.6111111111111112,0.6111111111111112
1.0,1.0,1.0,0.7647058823529411,0.7222222222222223,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9523809523809524,0.42857142857142855,1.0,1.0,1.0,1.0,0.5238095238095237,1.0,1.0,1.0,0.7058823529411765,1.0,1.0,1.0,1.0,1.0,0.9523809523809524,0.8,1.0,1.0,1.0,0.9523809523809524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9523809523809524,1.0,1.0,1.0,0.6666666666666667,1.0,0.9523809523809524,0.2777777777777778,1.0,1.0,0.8947368421052632,0.9047619047619047,1.0,1.0,0.9523809523809524,1.0,1.0,1.0,0.9523809523809522,1.0,0.8095238095238094,1.0,0.8,1.0,1.0,0.9411764705882354,0.8571428571428571,1.0,1.0,1.0,1.0,0.9523809523809524,0.9047619047619047,1.0,0.9375,0.9523809523809522,1.0,0.0,0.9047619047619047,1.0,1.0,1.0,0.8095238095238095,1.0,0.9523809523809524,1.0,1.0,0.9523809523809524,0.9000000000000001,0.9523809523809524,1.0,1.0,1.0,0.6666666666666666,0.9047619047619049,0.9523809523809524,1.0,1.0,1.0,0.7857142857142856,0.9523809523809524,0.9523809523809524,0.9523809523809526,1.0,0.8461538461538461,0.8095238095238095,0.9000000000000001,0.9230769230769231,1.0,0.7894736842105263,0.9,0.8,0.9523809523809524,0.9411764705882354,1.0,0.9047619047619048,0.8461538461538463,1.0,0.9,0.9090909090909091,1.0,0.9500000000000001,0.9090909090909091,0.9,0.8,0.9,1.0,1.0,0.9375,0.9523809523809524,0.857142857142857,1.0,1.0,0.8571428571428572
1.0,1.0,1.0,0.7058823529411765,0.7222222222222221,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9523809523809524,0.42857142857142855,1.0,1.0,0.9523809523809524,1.0,0.42857142857142855,1.0,1.0,1.0,0.7058823529411765,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,0.8,1.0,1.0,1.0,0.9523809523809524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9047619047619048,1.0,1.0,1.0,0.5555555555555556,1.0,0.9523809523809524,0.2777777777777778,1.0,1.0,0.9473684210526314,0.9047619047619047,1.0,1.0,0.9523809523809524,1.0,1.0,1.0,0.9047619047619047,1.0,0.8095238095238095,1.0000000000000002,0.8,1.0,1.0,0.9411764705882354,0.8571428571428572,1.0,1.0,0.9523809523809524,1.0,0.9523809523809524,0.9523809523809524,0.9523809523809524,0.9375,0.9523809523809524,0.9523809523809524,0.0,0.9047619047619047,1.0,1.0,0.9523809523809524,0.8095238095238095,1.0,0.9523809523809524,1.0,1.0,0.9047619047619047,0.8500000000000002,0.9523809523809524,1.0,1.0,0.9523809523809524,0.5833333333333333,0.9047619047619048,0.9523809523809524,1.0,1.0,1.0,0.7857142857142856,0.9523809523809522,0.9523809523809524,0.9523809523809524,1.0,0.8461538461538463,0.8571428571428572,0.9000000000000001,0.9230769230769231,0.9523809523809524,0.7894736842105263,0.9,0.8,0.9523809523809524,0.9411764705882353,0.9523809523809524,0.9047619047619048,0.7692307692307693,1.0,0.8999999999999999,0.9090909090909091,1.0,0.9500000000000001,0.9090909090909092,0.9,0.8,0.8,1.0,0.9523809523809524,0.9375,1.0,0.8095238095238094,1.0,1.0,0.8571428571428572
1.0,1.0,1.0,0.7647058823529411,0.7777777777777778,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9523809523809524,0.42857142857142855,1.0,1.0,1.0,1.0,0.5238095238095237,1.0,0.9999999999999998,1.0,0.7058823529411765,1.0,1.0,1.0,1.0,1.0,0.8095238095238095,0.75,1.0,1.0,1.0,0.9523809523809524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9523809523809524,1.0,1.0,1.0,0.6666666666666666,1.0,0.9523809523809524,0.2777777777777778,0.9523809523809524,1.0,0.9473684210526314,0.9047619047619048,1.0,1.0,0.9523809523809524,1.0,1.0,1.0,1.0,1.0,0.8095238095238094,1.0,0.8,1.0,1.0,0.8823529411764706,0.8571428571428572,1.0,1.0,1.0,1.0,0.9523809523809524,0.9523809523809524,1.0,0.9375,0.9523809523809524,1.0,0.0,0.857142857142857,1.0,1.0,1.0,0.8095238095238095,1.0,0.9523809523809524,1.0,1.0,0.9047619047619047,0.9,0.9523809523809524,1.0,1.0,1.0000000000000002,0.6666666666666666,0.9047619047619047,0.9523809523809524,1.0,1.0,1.0,0.7857142857142857,0.9523809523809524,0.9523809523809524,0.9523809523809524,1.0,0.8461538461538463,0.9523809523809527,0.9000000000000001,0.9230769230769231,1.0,0.7894736842105263,0.9000000000000001,0.8,0.9523809523809524,0.9411764705882353,0.9523809523809524,0.9047619047619047,0.7692307692307693,1.0,0.9000000000000001,0.9090909090909091,1.0,0.95,0.9090909090909091,0.9000000000000001,0.8,0.9,1.0,1.0,0.9375,1.0,0.8571428571428572,1.0,1.0,0.8571428571428572
1.0,1.0,0.9130434782608695,0.7647058823529411,0.8333333333333334,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,0.9565217391304347,0.9545454545454546,1.0,0.9130434782608696,0.9565217391304349,0.9545454545454546,1.0,1.0,1.0,1.0,1.0,0.9130434782608696,0.3913043478260869,0.9565217391304347,1.0,1.0,0.9999999999999998,0.5,1.0,1.0,1.0,0.7058823529411765,1.0,1.0,1.0,1.0,0.9565217391304347,0.9565217391304347,0.8,1.0,0.9545454545454545,0.9545454545454546,0.9545454545454546,0.9130434782608695,0.9565217391304349,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9047619047619048,1.0,0.9565217391304347,1.0,0.7777777777777777,1.0,0.9130434782608696,0.33333333333333337,0.9545454545454546,0.9545454545454545,0.9999999999999998,0.9523809523809524,1.0,1.0,0.909090909090909,1.0,0.9130434782608695,1.0,0.9130434782608695,0.9565217391304347,0.8095238095238095,1.0,0.8,0.9130434782608696,1.0,0.9411764705882354,0.8571428571428571,0.9130434782608696,0.9545454545454545,0.9565217391304349,1.0,0.9523809523809524,0.8695652173913043,0.9130434782608695,0.9375,1.0,0.9565217391304349,0.0,0.8695652173913044,1.0,1.0,0.9565217391304349,0.7727272727272727,1.0,0.9523809523809524,1.0,0.9545454545454546,0.9047619047619047,0.9,0.909090909090909,0.9999999999999998,1.0,0.9565217391304346,0.6666666666666666,0.8636363636363635,1.0,0.9565217391304349,1.0,1.0,0.7857142857142856,0.9523809523809524,0.9090909090909091,0.9523809523809524,1.0,0.8461538461538463,0.7826086956521738,0.9,0.9230769230769231,1.0,0.7894736842105263,0.9,0.8,0.8695652173913042,0.9411764705882353,0.9523809523809524,0.9130434782608695,0.8461538461538463,1.0,0.9,0.9090909090909091,1.0,0.95,0.9090909090909091,0.9,0.8,0.9,1.0,0.9130434782608695,0.9375,0.9130434782608695,0.7826086956521738,1.0,1.0,0.7826086956521738
1.0,1.0,0.9545454545454545,0.7647058823529411,0.7777777777777778,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9545454545454546,1.0,0.9545454545454545,1.0,0.9545454545454546,1.0,0.9545454545454545,1.0,1.0,1.0,0.9090909090909091,0.4090909090909091,0.9545454545454546,1.0,1.0,1.0,0.4545454545454546,1.0,1.0,1.0,0.7058823529411765,1.0,1.0,1.0,1.0,0.9545454545454546,0.9090909090909091,0.8,1.0,0.9545454545454546,0.9545454545454545,0.9545454545454545,0.9545454545454546,0.9545454545454546,1.0,1.0,1.0,1.0,0.9545454545454545,1.0,1.0,0.9047619047619047,1.0,1.0,1.0,0.6111111111111112,1.0,0.9090909090909091,0.2777777777777778,0.9545454545454546,0.9545454545454546,0.9473684210526314,0.9047619047619047,1.0,1.0,0.909090909090909,1.0,1.0,1.0,0.909090909090909,1.0,0.8095238095238095,1.0,0.8,0.9545454545454546,1.0,0.9411764705882354,0.8571428571428571,0.9545454545454545,0.9545454545454545,0.9545454545454546,1.0,0.9523809523809524,0.909090909090909,0.9545454545454545,0.9375,1.0,1.0,0.0,0.8181818181818181,1.0,1.0,0.9545454545454545,0.7727272727272727,1.0,0.9523809523809524,1.0,0.9090909090909091,0.8571428571428571,0.9,0.9090909090909091,1.0,1.0,1.0,0.6666666666666666,0.8636363636363636,0.9523809523809524,1.0,1.0,1.0,0.7857142857142856,0.9047619047619047,0.9090909090909092,1.0,1.0,0.8461538461538463,0.8181818181818181,0.9000000000000001,0.9230769230769231,1.0,0.7894736842105263,0.9,0.8,0.9090909090909092,0.9411764705882353,0.9523809523809524,0.9090909090909091,0.7692307692307694,1.0,0.9,0.9090909090909091,1.0,0.95,0.9090909090909092,0.9,0.8,0.9,1.0,0.9545454545454546,0.9375,0.9545454545454546,0.8181818181818181,1.0,1.0,0.8181818181818181
